split,feature_set,target,logloss,auc,uses_public_score,uses_train_labels,core_representation_frozen,listener_profile_source,probe_calibration_shrink,evaluated_rows
chronological_holdout,global_transported_prototype_calibrated10,Q3,0.6599374977167775,0.5005065856129686,False,True,True,target_description_not_labels,0.1,131
chronological_holdout,global_transported_prototype,S1,0.6843452727100452,0.5192411924119241,False,True,True,target_description_not_labels,,131
chronological_holdout,global_transported_prototype_calibrated10,S1,0.6202819289952635,0.5192411924119241,False,True,True,target_description_not_labels,0.1,131
chronological_holdout,global_transported_prototype,S2,0.7778107794936207,0.5049019607843137,False,True,True,target_description_not_labels,,131
chronological_holdout,global_transported_prototype_calibrated10,S2,0.6756466502850667,0.5049019607843137,False,True,True,target_description_not_labels,0.1,131
chronological_holdout,global_transported_prototype,S3,0.7801181913942244,0.4133897461423594,False,True,True,target_description_not_labels,,131
chronological_holdout,global_transported_prototype_calibrated10,S3,0.6716947688695982,0.4133897461423594,False,True,True,target_description_not_labels,0.1,131
chronological_holdout,global_transported_prototype,S4,0.7388499698673524,0.519672131147541,False,True,True,target_description_not_labels,,131
chronological_holdout,global_transported_prototype_calibrated10,S4,0.6929812110487442,0.519672131147541,False,True,True,target_description_not_labels,0.1,131
chronological_holdout,global_transported_prototype,all,0.7481298078000116,0.49124168187651457,False,True,True,target_description_not_labels,,450
chronological_holdout,global_transported_prototype_calibrated10,all,0.6715367599221527,0.49124168187651457,False,True,True,target_description_not_labels,0.1,450
chronological_holdout,direct_semantic_listener_responsibility,Q1,0.7215519894341151,0.5152582159624414,False,True,True,target_description_not_labels,,131
chronological_holdout,direct_semantic_listener_responsibility_calibrated10,Q1,0.698428190666218,0.5152582159624414,False,True,True,target_description_not_labels,0.1,131
