feature_set,target,neighbor_match_rate,random_match_rate,lift
raw_lifelog_pca,Q1,0.54,0.4902222222222223,0.049777777777777754
raw_lifelog_pca,Q2,0.5551111111111111,0.5266666666666666,0.028444444444444494
raw_lifelog_pca,Q3,0.5635555555555556,0.520888888888889,0.04266666666666663
raw_lifelog_pca,S1,0.6111111111111112,0.5702222222222222,0.040888888888888975
raw_lifelog_pca,S2,0.6164444444444444,0.5524444444444444,0.06399999999999995
raw_lifelog_pca,S3,0.6275555555555555,0.5426666666666666,0.0848888888888889
raw_lifelog_pca,S4,0.5502222222222222,0.5124444444444445,0.03777777777777769
raw_lifelog_pca,all,0.5805714285714285,0.5307936507936508,0.0497777777777777
existing_cohort_human_state,Q1,0.5502222222222222,0.5053333333333333,0.04488888888888887
existing_cohort_human_state,Q2,0.5724444444444445,0.5044444444444445,0.06800000000000006
existing_cohort_human_state,Q3,0.5408888888888889,0.5244444444444445,0.016444444444444373
existing_cohort_human_state,S1,0.6115555555555555,0.5737777777777777,0.0377777777777778
existing_cohort_human_state,S2,0.6106666666666667,0.5351111111111111,0.0755555555555556
existing_cohort_human_state,S3,0.6155555555555555,0.5528888888888889,0.06266666666666665
existing_cohort_human_state,S4,0.54,0.5008888888888889,0.039111111111111097
existing_cohort_human_state,all,0.5773333333333333,0.5281269841269841,0.04920634920634914
cohort_relative_predicted,Q1,0.5102222222222222,0.4951111111111111,0.01511111111111113
cohort_relative_predicted,Q2,0.5431111111111111,0.4982222222222222,0.04488888888888892
cohort_relative_predicted,Q3,0.563111111111111,0.5262222222222223,0.03688888888888875
cohort_relative_predicted,S1,0.5764444444444444,0.5648888888888889,0.011555555555555541
cohort_relative_predicted,S2,0.5457777777777778,0.5551111111111111,-0.009333333333333305
cohort_relative_predicted,S3,0.596,0.5404444444444445,0.05555555555555547
cohort_relative_predicted,S4,0.5346666666666667,0.5164444444444444,0.018222222222222362
cohort_relative_predicted,all,0.5527619047619048,0.5280634920634921,0.024698412698412664
cohort_relative_energy,Q1,0.4951111111111111,0.5004444444444445,-0.005333333333333357
cohort_relative_energy,Q2,0.528,0.5057777777777779,0.022222222222222143
cohort_relative_energy,Q3,0.5275555555555556,0.5342222222222222,-0.006666666666666599
cohort_relative_energy,S1,0.5706666666666667,0.5657777777777777,0.004888888888888943
cohort_relative_energy,S2,0.5693333333333334,0.5622222222222222,0.007111111111111179
cohort_relative_energy,S3,0.5462222222222223,0.5408888888888889,0.005333333333333412
cohort_relative_energy,S4,0.5146666666666666,0.5097777777777778,0.0048888888888888316
cohort_relative_energy,all,0.5359365079365079,0.5313015873015873,0.004634920634920658
cohort_relative_observed,Q1,0.5071111111111111,0.4924444444444444,0.014666666666666661
cohort_relative_observed,Q2,0.5337777777777778,0.5097777777777778,0.02400000000000002
cohort_relative_observed,Q3,0.5728888888888889,0.5324444444444445,0.040444444444444394
cohort_relative_observed,S1,0.579111111111111,0.5804444444444444,-0.0013333333333334085
cohort_relative_observed,S2,0.5653333333333334,0.5408888888888889,0.02444444444444449
cohort_relative_observed,S3,0.6031111111111112,0.5457777777777778,0.05733333333333335
cohort_relative_observed,S4,0.5088888888888888,0.4986666666666667,0.010222222222222133
cohort_relative_observed,all,0.552888888888889,0.5286349206349207,0.024253968253968305
cohort_relative_full,Q1,0.5124444444444445,0.49333333333333335,0.019111111111111134
cohort_relative_full,Q2,0.5444444444444444,0.5142222222222222,0.03022222222222215
cohort_relative_full,Q3,0.5728888888888889,0.5191111111111112,0.0537777777777777
cohort_relative_full,S1,0.5742222222222222,0.5577777777777778,0.016444444444444373
cohort_relative_full,S2,0.548,0.5768888888888889,-0.028888888888888853
cohort_relative_full,S3,0.5808888888888888,0.5693333333333335,0.011555555555555319
cohort_relative_full,S4,0.5097777777777779,0.4955555555555556,0.014222222222222303
cohort_relative_full,all,0.548952380952381,0.5323174603174604,0.016634920634920558
raw_plus_cohort_relative_full,Q1,0.5395555555555556,0.5204444444444444,0.01911111111111119
raw_plus_cohort_relative_full,Q2,0.5475555555555556,0.4866666666666667,0.06088888888888888
raw_plus_cohort_relative_full,Q3,0.5613333333333334,0.5217777777777778,0.039555555555555566
raw_plus_cohort_relative_full,S1,0.5804444444444444,0.5688888888888889,0.011555555555555541
raw_plus_cohort_relative_full,S2,0.584888888888889,0.5413333333333333,0.04355555555555568
raw_plus_cohort_relative_full,S3,0.6097777777777778,0.5528888888888889,0.05688888888888888
raw_plus_cohort_relative_full,S4,0.5191111111111111,0.5124444444444445,0.006666666666666599
raw_plus_cohort_relative_full,all,0.5632380952380952,0.5292063492063492,0.03403174603174597
