route_id,row,subject_id,sleep_date,route_name,targets,n_cells,q2_cells,s_cells,route_score,route_score_sum,route_score_mean,mean_latent_hsjepa_score,mean_context_energy,mean_shortcut_energy,mean_public_score,mean_invariant_score,mean_cell_gain,sum_cell_gain,outside_h070_cells,outside_h069_cells,h068_overlap_cells,h069_overlap_cells,target_mask,target_indices,route_rank,novelty_rank,shortcut_avoid_rank,assignment_route_score,source_cells,h082_cells,h082_row,outside_h082_cells,route_source_action_sum,route_source_action_mean,route_source_posterior_sum,route_source_posterior_mean,route_source_count_mean,route_family_count_mean,route_source_consensus_mean,route_bad_same_mean,route_bad_opp_mean,route_h079_row,route_h080_score_mean,route_move_abs_mean,route_direction_consistency,route_h050_null_cells,route_action_score,dark_cells,dark_source_cells,dark_q2_cells,dark_source_action_sum,dark_source_posterior_sum,dark_family_count_mean,dark_bad_same_mean,dark_outside_h069_cells,dark_target_indices,dark_route_score
r177_full_state,177,id07,2024-08-28,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.0368543533303274,1.821414285714286,0.2602020408163265,0.2644393213315768,0.3281469387755101,0.5462877551020409,0.4329551020408163,0.3400171428571428,0.0008218633605116,0.0057530435235812,7,5,3,2,1111111,"0,1,2,3,4,5,6",0.389945652173913,0.9685235507246376,0.3061594202898551,0.506213768115942,7,7,1,0,-0.0003352604044033611,-4.789434348619444e-05,0.005730718143105507,0.0008186740204436438,7.285714285714286,1.8571428571428572,1.0,0.6767755102040817,0.300734693877551,1.0,0.4316126530612245,0.08690233712099339,0.5714285714285714,0,0.6878807582815735,7,7,1,-0.0003352604044033611,0.005730718143105507,1.8571428571428572,0.6767755102040817,5,"0,1,2,3,4,5,6",0.8868673835125449
r177_recovery_route,177,id07,2024-08-28,recovery_route,"Q1,S2,S3,S4",4,0,3,1.237065080865401,1.6311457142857146,0.4077864285714286,0.3735155101668042,0.4315199999999999,0.4390035714285714,0.5254914285714286,0.3400171428571428,0.0004404587235672,0.0017618348942688,4,3,1,1,1000111,"0,4,5,6",0.5362318840579711,0.7373188405797102,0.4592391304347826,0.5570652173913043,4,4,1,0,-3.4914064013364957e-06,-8.728516003341239e-07,-0.0014069530113671484,-0.0003517382528417871,10.0,2.5,1.0,0.5849285714285714,0.4125714285714286,1.0,0.5287728571428572,0.0436962072336989,0.5,0,0.5874750905797101,4,4,0,-3.4914064013364957e-06,-0.0014069530113671484,2.5,0.5849285714285714,3,"0,4,5,6",0.8606093189964159
r142_full_state,142,id06,2024-08-12,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.1820711028988167,4.403705714285714,0.6291008163265305,0.6716148315356584,0.6380636734693877,0.3594428571428571,0.5945763265306122,0.8530971428571429,0.0009954749538391,0.006968324676874,4,6,2,1,1111111,"0,1,2,3,4,5,6",0.9384057971014492,0.9026268115942028,0.6213768115942029,0.8733605072463768,6,0,0,7,-1.989186928465285e-05,-2.8416956120932643e-06,-0.006896914988993918,-0.000985273569856274,13.857142857142858,2.0,0.8571428571428571,0.519142857142857,0.5840816326530612,0.0,0.4993004081632652,1.1859991602279438,0.8333333333333334,0,0.7357608695652174,7,6,1,-1.989186928465285e-05,-0.006896914988993918,2.0,0.519142857142857,6,"0,1,2,3,4,5,6",0.8595806451612905
r102_nonq2_full,102,id04,2024-10-25,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.2522233839675811,1.9141457142857143,0.3190242857142857,0.2890601606118205,0.3955866666666666,0.4659833333333333,0.3906028571428572,0.2560971428571428,0.0003554553116499,0.0021327318698996,6,6,2,0,1011111,"0,2,3,4,5,6",0.5457427536231884,0.9685235507246376,0.4144021739130434,0.5841032608695652,5,4,1,2,-8.859872655760408e-07,-1.4766454426267347e-07,-0.0009599342033870741,-0.0001599890338978457,3.1666666666666665,1.8333333333333333,0.8333333333333334,0.6107142857142857,0.41304761904761894,0.0,0.25437952380952383,0.7137347752958927,1.0,0,0.6068319746376812,6,5,0,-8.859872655760408e-07,-0.0009599342033870741,1.8333333333333333,0.6107142857142857,6,"0,2,3,4,5,6",0.85315770609319
r102_s_stage,102,id04,2024-10-25,s_stage,"S1,S2,S3,S4",4,0,4,1.2610326165758856,1.3979,0.349475,0.3034466234304815,0.4092599999999999,0.3902035714285714,0.3768557142857143,0.2560971428571428,8.042732350467496e-05,0.0003217092940186,4,4,1,0,1111,"3,4,5,6",0.5538949275362319,0.8054800724637681,0.5575181159420289,0.559927536231884,4,3,1,1,-3.8585282329449176e-07,-9.646320582362294e-08,-0.000321561493711274,-8.03903734278185e-05,3.5,2.0,1.0,0.5602142857142857,0.4858571428571429,0.0,0.43617214285714284,0.8678216012262099,1.0,0,0.5801403985507247,4,4,0,-3.8585282329449176e-07,-0.000321561493711274,2.0,0.5602142857142857,4,"3,4,5,6",0.8369139784946237
r139_q2_s3_tail,139,id06,2024-07-19,q2_s3_tail,"Q2,S3",2,1,1,1.355614146904578,1.1696257142857145,0.5848128571428572,0.6112785536845469,0.5716342857142857,0.2883785714285714,0.6416285714285714,0.5130971428571429,0.001609840084084,0.003219680168168,1,2,0,0,100010,"1,5",0.6046195652173914,0.3154438405797101,0.7694746376811594,0.5909510869565218,2,0,0,2,-2.503320022720276e-05,-1.251660011360138e-05,-0.003116165532252,-0.001558082766126,18.0,3.0,1.0,0.39328571428571424,0.527142857142857,0.0,0.6679600000000001,2.554585907615267,1.0,0,0.6899728260869565,2,2,1,-2.503320022720276e-05,-0.003116165532252,3.0,0.39328571428571424,2,"1,5",0.8224372759856631
r142_s_stage,142,id06,2024-08-12,s_stage,"S1,S2,S3,S4",4,0,4,2.1599715094330287,2.906282857142857,0.7265707142857143,0.7147866234304817,0.6900828571428571,0.2154821428571428,0.55918,0.8530971428571428,0.0004632511004954,0.0018530044019819,3,3,2,1,1111,"3,4,5,6",0.9311594202898552,0.6632699275362319,0.8695652173913043,0.8314266304347827,4,0,0,4,-7.208269481955552e-07,-1.802067370488888e-07,-0.0018402674404282174,-0.00046006686010705434,17.25,2.5,1.0,0.36478571428571416,0.7532857142857142,0.0,0.7005571428571429,1.7114892436669122,1.0,0,0.6367640398550726,4,4,0,-7.208269481955552e-07,-0.0018402674404282174,2.5,0.36478571428571416,3,"3,4,5,6",0.8221720430107526
r142_nonq2_full,142,id06,2024-08-12,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,2.128102917080469,3.8265171428571434,0.6377528571428572,0.6566830177546777,0.6401447619047619,0.333397619047619,0.538984761904762,0.8530971428571429,0.0003420282316257,0.0020521693897547,4,5,2,1,1011111,"0,2,3,4,5,6",0.9211956521739132,0.8591485507246377,0.6870471014492754,0.8334375,5,0,0,6,-1.1015564339298685e-06,-1.8359273898831142e-07,-0.0020350842881012173,-0.0003391807146835362,13.833333333333334,2.0,0.8333333333333334,0.48176190476190467,0.6085714285714285,0.0,0.46829857142857145,1.379582769748644,0.8,0,0.6068274456521738,6,5,0,-1.1015564339298685e-06,-0.0020350842881012173,2.0,0.48176190476190467,5,"0,2,3,4,5,6",0.819293906810036
r102_recovery_route,102,id04,2024-10-25,recovery_route,"Q1,S2,S3,S4",4,0,3,1.209631209436829,1.426497142857143,0.3566242857142857,0.3276469387382327,0.4386599999999999,0.4636928571428571,0.4549214285714286,0.2560971428571428,0.0002340302047499,0.0009361208189999,4,4,1,0,1000111,"0,4,5,6",0.5185688405797102,0.8054800724637681,0.4184782608695652,0.5377083333333333,4,3,1,1,-8.81562069167614e-07,-2.203905172919035e-07,-0.0009347428212190964,-0.0002336857053047741,3.25,2.0,1.0,0.6497142857142857,0.3528571428571428,0.0,0.4400257142857143,0.04540357339838193,1.0,0,0.5231793478260869,4,4,0,-8.81562069167614e-07,-0.0009347428212190964,2.0,0.6497142857142857,4,"0,4,5,6",0.8164767025089605
r177_s14_edge,177,id07,2024-08-28,s14_edge,"S1,S4",2,0,2,0.8695012874328258,0.56314,0.28157,0.2595646932282469,0.3905828571428571,0.4645357142857143,0.2144599999999999,0.3400171428571428,0.0002865412755759,0.0005730825511518,2,2,0,0,1001,"3,6",0.2889492753623188,0.46875,0.4175724637681159,0.3252400362318841,2,2,1,0,-0.000328649829842721,-0.0001643249149213605,0.009434510850045551,0.004717255425022776,7.0,2.0,1.0,0.48328571428571426,0.5074285714285715,1.0,0.43003999999999987,0.18722695959098015,1.0,0,0.6121942934782608,2,2,0,-0.000328649829842721,0.009434510850045551,2.0,0.48328571428571426,2,"3,6",0.8161182795698925
r142_recovery_route,142,id06,2024-08-12,recovery_route,"Q1,S2,S3,S4",4,0,3,2.009991173722543,2.8356857142857144,0.7089214285714286,0.7260126530239471,0.6986771428571429,0.2668857142857142,0.6175157142857142,0.8530971428571428,0.0005075514748085,0.0020302058992341,2,3,1,1,1000111,"0,4,5,6",0.8876811594202898,0.5849184782608695,0.8070652173913043,0.7924456521739129,4,0,0,4,-1.0940174416629222e-06,-2.7350436041573054e-07,-0.0020152660422803727,-0.0005038165105700932,15.5,2.25,1.0,0.45871428571428563,0.6187142857142856,0.0,0.6886442857142857,0.9364831438903409,0.75,0,0.6013428442028985,4,4,0,-1.0940174416629222e-06,-0.0020152660422803727,2.25,0.45871428571428563,3,"0,4,5,6",0.8141792114695341
r130_q_subjective,130,id06,2024-07-09,q_subjective,"Q1,Q2,Q3",3,1,0,1.7324419982384724,2.006885714285714,0.6689619047619048,0.7457419661520848,0.7888152380952381,0.2566857142857142,0.6164895238095238,0.6730171428571429,0.002822278398393,0.0084668351951792,1,2,1,1,1110000,"0,1,2",0.7930253623188406,0.3154438405797101,0.8201992753623188,0.7266259057971014,3,0,0,3,-2.707532037615823e-06,-9.025106792052743e-07,-0.0083605913385079,-0.002786863779502633,15.0,2.3333333333333335,1.0,0.2992380952380952,0.8057142857142857,0.0,0.7184819047619048,0.14296802646429213,0.6666666666666666,0,0.6102196557971015,3,3,1,-2.707532037615823e-06,-0.0083605913385079,2.3333333333333335,0.2992380952380952,2,"0,1,2",0.8132867383512545
r021_s23_core,21,id01,2024-09-10,s23_core,"S2,S3",2,0,2,1.2884349087298057,1.147034285714286,0.573517142857143,0.5557914107755734,0.5607314285714287,0.3533428571428572,0.5545228571428572,0.5158971428571428,0.0002518187416042,0.0005036374832085,2,2,0,0,110,"4,5",0.5729166666666666,0.46875,0.6340579710144928,0.5466802536231884,2,2,1,0,-1.5720817523315967e-06,-7.860408761657984e-07,-0.0004989836667951999,-0.00024949183339759997,17.0,3.0,1.0,0.5628571428571428,0.5811428571428572,0.0,0.6368171428571429,0.05196757626970845,0.5,0,0.5156748188405798,2,2,0,-1.5720817523315967e-06,-0.0004989836667951999,3.0,0.5628571428571428,2,"4,5",0.8129032258064516
r102_q3_s_stage,102,id04,2024-10-25,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,1.1092152626449563,1.4427057142857145,0.2885411428571428,0.2562836283903889,0.3579748571428571,0.4730028571428571,0.3490731428571428,0.2560971428571428,0.00029862579255,0.0014931289627503,5,5,1,0,11111,"2,3,4,5,6",0.4501811594202898,0.9026268115942028,0.401268115942029,0.5059692028985506,4,3,1,2,-3.8585282329449176e-07,-7.717056465889836e-08,-0.000321561493711274,-6.43122987422548e-05,2.8,1.6,0.8,0.6255428571428572,0.4042285714285715,0.0,0.1889,0.8678216012262099,1.0,0,0.5430729166666667,5,4,0,-3.8585282329449176e-07,-0.000321561493711274,1.6,0.6255428571428572,5,"2,3,4,5,6",0.8122329749103944
r143_full_state,143,id06,2024-08-13,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.6604979830903963,3.18816,0.4554514285714285,0.4884670764336176,0.5032930612244898,0.4338571428571428,0.3552073469387755,0.7196914285714284,0.0006235935984693,0.0043651551892857,5,6,2,1,1111111,"0,1,2,3,4,5,6",0.7640398550724637,0.9402173913043478,0.4678442028985507,0.7249320652173913,6,0,0,7,-1.7827305379600282e-06,-2.546757911371469e-07,-0.004279240061521025,-0.000611320008788718,9.571428571428571,1.7142857142857142,0.8571428571428571,0.40497959183673465,0.7286530612244897,0.0,0.4027832653061226,1.1025814492013424,0.8333333333333334,0,0.6088994565217392,7,6,1,-1.7827305379600282e-06,-0.004279240061521025,1.7142857142857142,0.40497959183673465,6,"0,1,2,3,4,5,6",0.8102616487455196
r177_s23_core,177,id07,2024-08-28,s23_core,"S2,S3",2,0,2,1.1912308842562542,1.039777142857143,0.5198885714285715,0.4655914107755734,0.4575657142857143,0.4143857142857143,0.6860057142857143,0.3400171428571428,0.0005442594791093,0.0010885189582187,2,2,0,0,110,"4,5",0.5067934782608695,0.46875,0.5067934782608695,0.5092074275362318,2,2,1,0,-3.3357484986303743e-06,-1.6678742493151871e-06,-0.0009299274274315,-0.00046496371371575,13.0,3.0,1.0,0.6377142857142857,0.2928571428571428,1.0,0.6114285714285714,0.05739142112429445,0.5,0,0.529633152173913,2,2,0,-3.3357484986303743e-06,-0.0009299274274315,3.0,0.6377142857142857,2,"4,5",0.8069247311827957
r230_full_state,230,id10,2024-08-07,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2067470935302536,2.125942857142858,0.3037061224489796,0.2873740152091278,0.3970432653061224,0.4157265306122449,0.4496563265306122,0.1591771428571428,0.0007801897077398,0.0054613279541788,7,4,4,3,1111111,"0,1,2,3,4,5,6",0.5172101449275363,0.9402173913043478,0.5022644927536232,0.6012590579710144,6,0,0,7,-7.806161401395166e-06,-1.1151659144850237e-06,-0.005399349340070371,-0.0007713356200100529,7.428571428571429,1.7142857142857142,0.8571428571428571,0.48204081632653056,0.5271020408163266,0.0,0.32581061224489793,0.08072715574234735,0.6666666666666666,0,0.5987409420289855,7,6,1,-7.806161401395166e-06,-0.005399349340070371,1.7142857142857142,0.48204081632653056,4,"0,1,2,3,4,5,6",0.8055161290322581
r142_q3_s_stage,142,id06,2024-08-12,q3_s_stage,"Q3,S1,S2,S3,S4",5,0,4,2.008144141528359,3.1557114285714287,0.6311422857142858,0.6398070569618175,0.6298628571428571,0.337242857142857,0.5134262857142857,0.8530971428571428,0.0003710283350481,0.0018551416752408,4,4,2,1,11111,"2,3,4,5,6",0.8872282608695652,0.8054800724637681,0.676177536231884,0.7994746376811593,4,0,0,5,-7.208269481955552e-07,-1.4416538963911103e-07,-0.0018402674404282174,-0.0003680534880856435,13.8,2.0,0.8,0.46725714285714276,0.6414857142857142,0.0,0.42648342857142857,1.7114892436669122,1.0,0,0.5841621376811595,5,4,0,-7.208269481955552e-07,-0.0018402674404282174,2.0,0.46725714285714276,4,"2,3,4,5,6",0.8027921146953405
r034_recovery_route,34,id02,2024-09-02,recovery_route,"Q1,S2,S3,S4",4,0,3,1.4386696094368283,1.8389485714285712,0.4597371428571428,0.4177897958810899,0.5444,0.2249285714285713,0.3382042857142857,0.3529371428571429,0.0001044106887846,0.0004176427551384,4,3,2,1,1000111,"0,4,5,6",0.6476449275362319,0.7373188405797102,0.8586956521739131,0.6392663043478262,4,0,0,4,-7.459246962569306e-07,-1.8648117406423266e-07,-0.00041611928539338357,-0.00010402982134834589,13.5,2.75,1.0,0.1785714285714285,0.6835714285714286,0.0,0.5691435714285714,0.03238255376145135,0.75,0,0.5472984601449276,4,4,0,-7.459246962569306e-07,-0.00041611928539338357,2.75,0.1785714285714285,3,"0,4,5,6",0.8026666666666669
r185_full_state,185,id08,2024-08-07,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.2654415666593732,2.2004,0.3143428571428571,0.3138099335764747,0.4216848979591837,0.3938183673469387,0.2962089795918367,0.3101371428571427,0.0005030290279898,0.0035212031959291,7,7,3,0,1111111,"0,1,2,3,4,5,6",0.5579710144927537,0.9977355072463768,0.5475543478260869,0.612903079710145,6,0,0,7,-2.657723940248035e-06,-3.796748486068621e-07,-0.0017919685614775822,-0.00025599550878251174,3.5714285714285716,1.2857142857142858,0.8571428571428571,0.42281632653061213,0.5081632653061224,0.0,0.28747061224489795,0.0434988262146437,0.8333333333333334,0,0.5455389492753623,7,6,1,-2.657723940248035e-06,-0.0017919685614775822,1.2857142857142858,0.42281632653061213,7,"0,1,2,3,4,5,6",0.8019928315412187
r161_nonq2_full,161,id07,2024-07-23,nonq2_full,"Q1,Q3,S1,S2,S3,S4",6,0,4,1.659521633298118,2.752414285714286,0.4587357142857143,0.4409192082308681,0.5596038095238095,0.3357309523809524,0.3837247619047618,0.4408971428571428,0.0001256223902292,0.0007537343413753,6,4,3,2,1011111,"0,2,3,4,5,6",0.7631340579710145,0.9026268115942028,0.6816123188405797,0.719578804347826,5,0,0,6,-5.653863167798939e-07,-9.423105279664897e-08,-0.0007132016986435019,-0.00011886694977391698,7.0,2.1666666666666665,0.8333333333333334,0.3716666666666666,0.5637142857142857,0.0,0.3610657142857143,0.037129496426475714,0.8,0,0.5293410326086957,6,5,0,-5.653863167798939e-07,-0.0007132016986435019,2.1666666666666665,0.3716666666666666,4,"0,2,3,4,5,6",0.796989247311828
r147_full_state,147,id06,2024-08-21,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,2.4155092362337296,4.9848485714285715,0.712121224489796,0.7561470764336178,0.7432783673469388,0.2878510204081633,0.6889346938775509,0.9203771428571432,0.0017827605322041,0.0124793237254287,3,5,5,2,1111111,"0,1,2,3,4,5,6",0.9750905797101448,0.8054800724637681,0.7708333333333334,0.914596920289855,6,5,1,2,-8.149171336075281e-06,-1.16416733372504e-06,-0.012445463382410996,-0.001777923340344428,11.571428571428571,2.0,0.8571428571428571,0.400938775510204,0.670122448979592,0.0,0.5729820408163265,0.8629447348033118,0.6666666666666666,0,0.8339288949275362,2,1,0,-2.447395172679925e-06,-0.0006194747446528,0.5,0.9568571428571429,1,"2,5",0.7967813620071686
r161_full_state,161,id07,2024-07-23,full_state,"Q1,Q2,Q3,S1,S2,S3,S4",7,1,4,1.565104550712676,2.962442857142857,0.4232061224489795,0.4212866682703523,0.5380473469387755,0.3498795918367347,0.3602391836734693,0.4408971428571427,0.000117204955692,0.0008204346898443,7,5,4,2,1111111,"0,1,2,3,4,5,6",0.7169384057971014,0.9685235507246376,0.6440217391304348,0.6969927536231884,6,0,0,7,-5.776879744611823e-07,-8.252685349445461e-08,-0.0007799020471125084,-0.00011141457815892978,6.285714285714286,2.0,0.8571428571428571,0.37367346938775503,0.5964897959183674,0.0,0.3649465306122449,0.035057965550160566,0.6666666666666666,0,0.5240240036231884,7,6,1,-5.776879744611823e-07,-0.0007799020471125084,2.0,0.37367346938775503,5,"0,1,2,3,4,5,6",0.7957455197132617
r021_s14_edge,21,id01,2024-09-10,s14_edge,"S1,S4",2,0,2,1.22383618012059,0.960011428571429,0.4800057142857145,0.4751589789425328,0.5225428571428572,0.3503571428571428,0.3878657142857142,0.5158971428571428,9.34544951890346e-05,0.000186908990378,2,2,0,0,1001,"3,6",0.5276268115942029,0.46875,0.6431159420289855,0.499008152173913,2,2,1,0,-3.056937446632207e-07,-1.5284687233161036e-07,-0.00018309210401563095,-9.154605200781547e-05,15.0,3.0,1.0,0.47,0.5457142857142857,0.0,0.5652228571428571,0.030469827421395,1.0,0,0.49870923913043474,2,2,0,-3.056937446632207e-07,-0.00018309210401563095,3.0,0.47,2,"3,6",0.795326164874552
