kind,iteration,config_id,prior_kind,beta,best_world_mae,top100_world_mae,p01_world_mae,median_world_mae,best_world_p90_abs,best_world_spearman
real,-1,global_b0.15,global,0.15,0.00017536924004523167,0.0002609392709194651,0.0003799137457561083,0.0014083859025483276,0.00043104201890707,0.9218045112781955
permute_actual,0,global_b0.15,global,0.15,0.0009753499181749857,0.0011344521640819978,0.0013188699098611284,0.0021509945346608597,0.0034395046930451013,0.23308270676691725
permute_actual,1,global_b0.15,global,0.15,0.0010949630954118154,0.0011942954472369178,0.0014066817009542822,0.0022543464278760163,0.003668717597428496,0.10977443609022557
permute_actual,2,global_b0.15,global,0.15,0.0008687439794422399,0.001014877776512741,0.0011602001671140948,0.001968678055645247,0.0015328506364987377,0.5082706766917292
permute_actual,3,global_b0.15,global,0.15,0.0011374390995641302,0.0013017048747742408,0.0014942464761213468,0.0022113795302276086,0.0020815050889717275,0.19248120300751878
permute_actual,4,global_b0.15,global,0.15,0.001002749152782341,0.0011581735988496736,0.0013883755100939548,0.0022677654229759465,0.0020950191791917266,0.5097744360902255
permute_actual,5,global_b0.15,global,0.15,0.0007980217862817923,0.0009856781562204244,0.0011589955301620496,0.0019572311186283843,0.001607702926775129,0.35037593984962395
permute_actual,6,global_b0.15,global,0.15,0.0012055782792501212,0.0013169507401330186,0.001503017358951866,0.0022661030062134926,0.0030652393883781265,-0.051127819548872175
permute_actual,7,global_b0.15,global,0.15,0.0010643872136374762,0.0011954842683151883,0.001413355570315844,0.0022644479113119514,0.0025190000679994363,0.14736842105263157
permute_actual,8,global_b0.15,global,0.15,0.0010286167083459568,0.0011633839032185005,0.0013325200308095726,0.002133814035421731,0.0022400258867491434,0.12030075187969923
permute_actual,9,global_b0.15,global,0.15,0.0011428751136291467,0.0013332504960475056,0.001541486861526109,0.002256351170363066,0.0022261921492011346,0.3278195488721804
permute_actual,10,global_b0.15,global,0.15,0.0008626380957163438,0.0010232638223574547,0.001181327392582895,0.0019655637841373957,0.0016659314831004898,0.3924812030075188
permute_actual,11,global_b0.15,global,0.15,0.0009235940795153559,0.0011552428982050792,0.001348902515180608,0.0021738708793098706,0.0021587280984912923,0.4360902255639097
permute_actual,12,global_b0.15,global,0.15,0.0010888363404740983,0.001236557701086266,0.001454319493596633,0.0022856945183170174,0.002435647895318724,-0.009022556390977442
