posterior_id,config_id,prior_kind,beta,method,temperature,top_k,weight_power,posterior_mae,posterior_p90_abs,posterior_spearman,best_world_mae,top100_world_mae,median_world_mae,ess,ess_rate,q_abs_shift_vs_h018,q_max_abs_shift_vs_h018,q_spearman_vs_h018,mean_max_vector_posterior,row_vector_kl_from_prior,posterior_score
global_b0.15_top100_t0.0005,global_b0.15,global,0.15,topk,0.0005,100,1.0,4.1985696530372725e-05,8.542468662140065e-05,0.9774436090225563,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,99.63560484958475,0.0014233657835654963,0.03671006049049255,0.19328677487041646,0.9786789821519679,0.1266141414907569,0.4425621432782176,2.963297865870666e-05
global_b0.15_elite100,global_b0.15,global,0.15,elite,0.0,100,1.0,4.190686054661415e-05,8.610976532066918e-05,0.9774436090225563,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,99.99999999999999,0.0014285714285714284,0.03672258017844584,0.19793788191803174,0.9786106175180427,0.1264,0.4419662121254461,2.9647525444500867e-05
global_b0.15_top100_t0.00012,global_b0.15,global,0.15,topk,0.00012,100,1.0,4.2729109940758175e-05,8.222267450341067e-05,0.9744360902255638,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,92.87017872059683,0.001326716838865669,0.03772700253227999,0.18737860404284779,0.9776437792797588,0.12775055010935968,0.45616860352283656,3.064249820055693e-05
global_b0.15_top5000_t0.0005,global_b0.15,global,0.15,topk,0.0005,5000,1.0,5.0139397184256576e-05,0.00010256679283829482,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,4891.082752553071,0.06987261075075817,0.013692323530373869,0.07063013829515452,0.9978661358880617,0.11081674810551825,0.012111743409776273,3.0725218613259685e-05
subject_b0.15_top1000_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,1000,1.0,5.446537100265367e-05,0.00010208749882039855,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,827.8440665781816,0.011826343808259736,0.021545365837802293,0.09246467477735743,0.9947220127906676,0.12504720378108386,0.0664014345619525,3.251195651548952e-05
global_b0.15_elite5000,global_b0.15,global,0.15,elite,0.0,5000,1.0,5.1577569579814436e-05,0.00010432076630478192,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,5000.0,0.07142857142857142,0.01371530338346109,0.07102815699681342,0.9978668120498838,0.11088719999999988,0.011889814716854935,3.259269243420443e-05
global_b0.15_soft_t0.00012_p1,global_b0.15,global,0.15,soft,0.00012,0,1.0,5.31359905142117e-05,0.0001062391303481455,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,5382.7222210394675,0.07689603172913526,0.013595233294387953,0.06994841038162336,0.9979268684641749,0.1107718662191427,0.01026971336445217,3.4678732415071845e-05
global_b0.15_soft_t0.00018_p1.5,global_b0.15,global,0.15,soft,0.00018,0,1.5,5.31359905142117e-05,0.0001062391303481455,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,5382.722221039467,0.07689603172913524,0.013595233294387948,0.06994841038162336,0.9979268684641749,0.11077186621914271,0.010269713364452177,3.4678732415071845e-05
subject_b0.15_soft_t8e-05_p2,subject_b0.15,subject,0.15,soft,8e-05,0,2.0,4.6197257492681594e-05,8.48787103957964e-05,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,88.9708118609449,0.0012710115980134986,0.04019097967522606,0.18470862280779532,0.9770877697630445,0.14499131994863396,0.2629723307190092,3.4689237992208426e-05
subject_b0.15_top1000_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,1000,1.0,5.6309829894356665e-05,0.00010626875781708322,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,966.1161236684444,0.013801658909549206,0.02116100232467316,0.09318036493107706,0.9950591651124823,0.12485346504840426,0.05929665958223807,3.5555475561615336e-05
subject_b0.15_soft_t0.00012_p2,subject_b0.15,subject,0.15,soft,0.00012,0,2.0,5.8606298533282405e-05,9.948186424621529e-05,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,689.5790259585631,0.009851128942265187,0.021948635872344816,0.10717451980523873,0.99436806569266,0.1253477589874492,0.059592194550290176,3.584016738875544e-05
global_b0.15_soft_t0.00025_p2,global_b0.15,global,0.15,soft,0.00025,0,2.0,5.398094440636318e-05,0.00010748687992067495,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,5839.303425791953,0.08341862036845646,0.013549301129634496,0.06934989621069065,0.9979575082474916,0.11076115563082778,0.009517952271305995,3.585399656625707e-05
subject_b0.15_top1000_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,1000,1.0,5.7031054354412996e-05,0.00010901665712624976,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,992.2707918755287,0.014175297026793267,0.02110117444247804,0.09421759391474893,0.995122236051223,0.12484817606094487,0.05807151843987944,3.698760600184136e-05
subject_b0.15_elite1000,subject_b0.15,subject,0.15,elite,0.0,1000,1.0,5.805272960631878e-05,0.00011158149914956268,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,1000.0,0.014285714285714285,0.021090305713932927,0.09539025979929261,0.9951478935339674,0.12486000000000001,0.05768958781079911,3.865483925099342e-05
global_b0.25_elite100,global_b0.25,global,0.25,elite,0.0,100,1.0,4.7787723355062394e-05,0.00010934503506688599,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,100.0,0.0014285714285714286,0.03925941208373932,0.18532395225311005,0.9775125015785796,0.135,0.43407445936652106,3.984126991986711e-05
global_b0.25_top100_t0.0005,global_b0.25,global,0.25,topk,0.0005,100,1.0,4.776390594923418e-05,0.00011191830093345484,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,99.65282258112025,0.0014236117511588608,0.03921653827432094,0.18398255801040875,0.9776645649753005,0.13550138497861464,0.4350131211360556,4.054735398822441e-05
global_b0.25_top100_t0.00025,global_b0.25,global,0.25,topk,0.00025,100,1.0,4.767922649054754e-05,0.00011455974308049354,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,98.4817849791213,0.0014068826425588758,0.03926082868470234,0.18307893844730216,0.9775758042560321,0.13606156388950233,0.4375537694950648,4.133952642254468e-05
subject_b0.15_top100_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,100,1.0,4.9932674968045616e-05,9.938359820426476e-05,0.9699248120300751,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,90.56145966767002,0.0012937351381095718,0.039536325238893916,0.20204803614413497,0.9769369141364683,0.137959508368795,0.4528169546068188,4.2054760008817227e-05
subject_b0.15_top100_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,100,1.0,5.134887814196862e-05,0.00010021959369428218,0.9699248120300751,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,98.15535017888473,0.0014022192882697819,0.03803059818507879,0.18624173285710993,0.9785918200198307,0.1369155992865248,0.43719332705373165,4.2763474774527707e-05
global_b0.25_top250_t0.00012,global_b0.25,global,0.25,topk,0.00012,250,1.0,5.357362319745526e-05,0.00016434307484764526,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,225.8129456313694,0.003225899223305277,0.03032204367244982,0.18633045809997695,0.986933866194829,0.1277272760557977,0.22001888750194343,4.277117594414605e-05
subject_b0.15_top2500_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,2500,1.0,6.301621627920517e-05,0.00010645602908953556,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,1838.0859856138643,0.026258371223055205,0.019555447483345065,0.08634033739633418,0.996056682729019,0.1237206566875938,0.030270138887148156,4.295090170110817e-05
global_b0.25_top100_t0.00012,global_b0.25,global,0.25,topk,0.00012,100,1.0,4.720770109083545e-05,0.00012048298751183817,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,92.19423179506944,0.0013170604542152777,0.039927019210648965,0.1856166079878312,0.9767318262002243,0.13783280204433504,0.4503671981749735,4.3339846557100475e-05
global_b0.15_soft_t0.00025_p1.5,global_b0.15,global,0.15,soft,0.00025,0,1.5,5.969834773968492e-05,0.0001157157888284258,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,9638.453296536394,0.1376921899505199,0.013369175980541013,0.06870376827406743,0.9981126283080463,0.11074423176132038,0.005922271953769082,4.3700677186153905e-05
subject_b0.15_top100_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,100,1.0,5.190049283129803e-05,0.00010442601022777947,0.9699248120300751,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,99.57859241518659,0.0014225513202169512,0.03772165093388435,0.18422690256657642,0.9789280801502807,0.136720412028311,0.4342660369977086,4.4205624050448837e-05
global_b0.15_soft_t0.00035_p2,global_b0.15,global,0.15,soft,0.00035,0,2.0,6.061479002131701e-05,0.00011700513981872857,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,10378.823321742659,0.1482689045963237,0.013354175103700468,0.06870435379634032,0.9981296655859809,0.11074878067428623,0.005516507748123945,4.494545756609791e-05
global_b0.25_top250_t0.00025,global_b0.25,global,0.25,topk,0.00025,250,1.0,5.4817790044939775e-05,0.00016903793361958534,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,245.31827112223036,0.0035045467303175767,0.029686521654523613,0.18003110537553835,0.9874666050710698,0.1266843429979211,0.21023519546629296,4.544326629178607e-05
subject_b0.15_elite100,subject_b0.15,subject,0.15,elite,0.0,100,1.0,5.239655952531284e-05,0.00010834596967456985,0.9699248120300751,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,100.0,0.0014285714285714286,0.03755797371648886,0.18224579371932087,0.9790494859981853,0.13656000000000001,0.43335471939258047,4.566286997615676e-05
global_b0.15_soft_t0.00018_p1,global_b0.15,global,0.15,soft,0.00018,0,1.0,6.113514678079152e-05,0.00011843054822717144,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,10818.239546581022,0.15454627923687175,0.01334668516841333,0.06869616683178847,0.9981375516804593,0.11075261918099827,0.005300917765474651,4.5825162401798e-05
global_b0.25_top500_t0.00012,global_b0.25,global,0.25,topk,0.00012,500,1.0,5.898663533028753e-05,0.00014966925849257604,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,436.241708326604,0.0062320244046657714,0.026424670178625865,0.15263522880725933,0.9909326020604838,0.1241729260205324,0.12112200141370073,4.6074683385740594e-05
global_b0.25_top250_t0.0005,global_b0.25,global,0.25,topk,0.0005,250,1.0,5.533521404755357e-05,0.00017126849563627383,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,248.92923817494847,0.003556131973927835,0.029569847489230184,0.17793468475030005,0.9875394431319886,0.1264108948887473,0.20839281393993878,4.6565000464689355e-05
global_b0.25_elite250,global_b0.25,global,0.25,elite,0.0,250,1.0,5.585328501263023e-05,0.00017353297840524317,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,250.0,0.0035714285714285713,0.029516741381070005,0.17623473655410127,0.987525005992002,0.12619200000000003,0.20777028952243148,4.767043456527242e-05
subject_b0.15_top2500_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,2500,1.0,6.66775022235202e-05,0.00011086015652256102,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2360.4240321276607,0.03372034331610944,0.01924762904919408,0.0829108142434185,0.9963065188902614,0.1235027780915013,0.024613535209734767,4.783634687733997e-05
global_b0.25_top500_t0.00025,global_b0.25,global,0.25,topk,0.00025,500,1.0,6.106627114094536e-05,0.00014873378896508276,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,487.3858409610596,0.00696265487087228,0.025989482086415758,0.14218529113822886,0.9913260139820855,0.1234192002812862,0.11269658034565666,4.809452705140915e-05
global_b0.25_top1000_t0.00012,global_b0.25,global,0.25,topk,0.00012,1000,1.0,5.9191193198947396e-05,0.00015397755655497915,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,830.2403241049877,0.011860576058642682,0.02408748263532723,0.13267031101464422,0.9930241782946246,0.12241592894250132,0.06665490485106537,4.847164191514024e-05
subject_b0.25_top250_t0.00012,subject_b0.25,subject,0.25,topk,0.00012,250,1.0,6.690256729221131e-05,0.00014073171487166762,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,226.3486624853152,0.0032335523212187888,0.03682890495159587,0.16817863289452972,0.9858240234579467,0.14543651262157145,0.20971675453543753,4.849679117234701e-05
global_b0.25_top500_t0.0005,global_b0.25,global,0.25,topk,0.0005,500,1.0,6.193384089726557e-05,0.000147586650154339,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,497.09995099454613,0.007101427871350659,0.025927995910836957,0.13804698945057325,0.9914123066158588,0.12330935241912647,0.11115998270752553,4.869990657527494e-05
global_b0.25_elite500,global_b0.25,global,0.25,elite,0.0,500,1.0,6.274954115363203e-05,0.00014608079301450032,0.9924812030075187,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,500.0,0.007142857142857143,0.025931422361417357,0.134234736554101,0.991421003531265,0.12324800000000005,0.11067216038378132,4.9197922342389405e-05
subject_b0.15_top2500_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,2500,1.0,6.813032563228496e-05,0.00011214517040727609,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2467.921091824858,0.035256015597497976,0.01921067600819792,0.08346817209808888,0.9963373646852344,0.123468607235808,0.023697786212826286,4.962520497368195e-05
global_b0.25_top1000_t0.00025,global_b0.25,global,0.25,topk,0.00025,1000,1.0,6.054163545344132e-05,0.0001539277206099513,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,965.9181761645112,0.013798831088064446,0.02376989622069668,0.12239747853334526,0.9933771004033343,0.12192159697307757,0.05970378924419558,4.993665974922943e-05
subject_b0.15_soft_t8e-05_p1,subject_b0.15,subject,0.15,soft,8e-05,0,1.0,6.773276769483005e-05,0.00011646650182077328,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2006.4850506892044,0.02866407215270292,0.019505010983163113,0.087271641327752,0.9961748814446144,0.1239280873120613,0.024838619247124424,5.0190245899615264e-05
subject_b0.15_soft_t0.00012_p1.5,subject_b0.15,subject,0.15,soft,0.00012,0,1.5,6.773276769483074e-05,0.00011646650182077155,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2006.4850506892044,0.02866407215270292,0.019505010983163117,0.087271641327752,0.9961748814446144,0.12392808731206129,0.024838619247124428,5.019024589961552e-05
global_b0.25_top1000_t0.0005,global_b0.25,global,0.25,topk,0.0005,1000,1.0,6.10424266161147e-05,0.00015351578289676072,0.9879699248120299,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,992.1882391375386,0.014174117701964837,0.023725920909567995,0.1185812075588546,0.9934676875808905,0.12182353819002403,0.05847938135169518,5.0412206983996475e-05
global_b0.25_soft_t8e-05_p2,global_b0.25,global,0.25,soft,8e-05,0,2.0,5.17227278217923e-05,0.0001418861039518861,0.993984962406015,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,108.59391745213598,0.001551341677887657,0.03792166251015807,0.20346954555081898,0.9795825931959493,0.14362685626443916,0.23100699434804717,5.054740681903281e-05
global_b0.25_elite1000,global_b0.25,global,0.25,elite,0.0,1000,1.0,6.147983633624319e-05,0.00015296437726712125,0.9879699248120299,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,1000.0,0.014285714285714285,0.023744720911359454,0.1152347365541011,0.9935085740268398,0.12177200000000002,0.05809397765606316,5.070424529599852e-05
subject_b0.15_elite2500,subject_b0.15,subject,0.15,elite,0.0,2500,1.0,6.944117381150134e-05,0.00011304176409096604,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2499.9999999999995,0.035714285714285705,0.019216701295966913,0.08407308162541627,0.9963561129950081,0.12345760000000053,0.023437643232238452,5.115779145871322e-05
subject_b0.25_top250_t0.00025,subject_b0.25,subject,0.25,topk,0.00025,250,1.0,6.942747035944777e-05,0.0001438644423726524,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,245.3939798343936,0.00350562828334848,0.0363551123480276,0.16711900160365056,0.9864783072225342,0.1448731505405699,0.201054903214852,5.199439315625697e-05
subject_b0.25_top250_t0.0005,subject_b0.25,subject,0.25,topk,0.0005,250,1.0,7.052157752774641e-05,0.00014525027887719971,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,248.94593251694204,0.003556370464527743,0.03629047408460551,0.16717167335339822,0.986651641245279,0.1448282354376497,0.19954222629740126,5.346081475606126e-05
global_b0.25_soft_t8e-05_p1.5,global_b0.25,global,0.25,soft,8e-05,0,1.5,6.152789431176797e-05,0.00016778519766057833,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,446.94353704989857,0.006384907672141408,0.02595269608925104,0.15444171452425404,0.9914522281607376,0.12552894044559487,0.08445941665972435,5.3514167922791086e-05
global_b0.15_soft_t0.00035_p1.5,global_b0.15,global,0.15,soft,0.00035,0,1.5,6.564177296414032e-05,0.00013242354608667843,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,15250.971547278563,0.21787102210397946,0.013306770267035261,0.06839165011755388,0.9982005620679426,0.11079241739473926,0.003800582411636875,5.384600401057477e-05
subject_b0.15_top5000_t0.00012,subject_b0.15,subject,0.15,topk,0.00012,5000,1.0,6.959450668684482e-05,0.00012403183917274272,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,3118.0377559189574,0.04454339651312796,0.018980658359139965,0.08695187001523252,0.9965124206185005,0.12369281412644254,0.01784073113358636,5.4153060279231654e-05
subject_b0.25_elite250,subject_b0.25,subject,0.25,elite,0.0,250,1.0,7.157063450225062e-05,0.00014659333717031382,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,250.0,0.0035714285714285713,0.03629473565347634,0.16746085777902497,0.9867394743022556,0.14481600000000006,0.19916406487046573,5.484393167629567e-05
subject_b0.15_soft_t0.00018_p2,subject_b0.15,subject,0.15,soft,0.00018,0,2.0,7.108413870757666e-05,0.00012179771415935063,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,2836.8606940760988,0.04052658134394427,0.01912528858228137,0.08617911435949055,0.9964635971403344,0.12377683371151298,0.018339019574333804,5.502630895735891e-05
global_b0.15_soft_t0.00025_p1,global_b0.15,global,0.15,soft,0.00025,0,1.0,6.673962253445787e-05,0.00013583475637366472,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,16537.85649484396,0.23625509278348514,0.013302828121307052,0.06826094723137299,0.9982115403533565,0.11080434007777379,0.003511472430942418,5.5798233010930195e-05
subject_b0.25_top500_t0.00012,subject_b0.25,subject,0.25,topk,0.00012,500,1.0,7.679957310278525e-05,0.0001330093972574394,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,439.72883509095925,0.006281840501299418,0.03367525438290394,0.1447184416068481,0.9894349749236985,0.1432184582019495,0.11887069716719427,5.772467780684065e-05
global_b0.15_soft_t0.00055_p2,global_b0.15,global,0.15,soft,0.00055,0,2.0,6.818455869826929e-05,0.00014031551921189544,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,18383.768863205598,0.2626252694743657,0.013301503971787493,0.06806061717847212,0.9982277200577008,0.1108198662495912,0.0031656502494116653,5.83638895441071e-05
global_b0.4_top250_t0.00012,global_b0.4,global,0.4,topk,0.00012,250,1.0,7.66782547223838e-05,0.00014840032494867016,0.9894736842105262,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,219.18439630756941,0.003131205661536706,0.038856940599723444,0.19984523883411354,0.9827768397015085,0.13956645338546317,0.21755575856365944,5.865661235124091e-05
global_b0.25_soft_t0.00012_p2,global_b0.25,global,0.25,soft,0.00012,0,2.0,6.540118659945837e-05,0.00017038017775718468,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,738.579760212867,0.010551139431612386,0.024105861783123204,0.1412498554410142,0.9930488286673747,0.12341813112818428,0.05749203977841764,5.877493895708422e-05
global_b0.4_top250_t0.00025,global_b0.4,global,0.4,topk,0.00025,250,1.0,7.848729568219548e-05,0.00014553459991146475,0.9894736842105262,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,243.94972422251112,0.0034849960603215873,0.03815420512299983,0.19990173375582432,0.9835002845745154,0.13905922992645117,0.20614933935214214,6.003031624244069e-05
global_b0.4_top250_t0.0005,global_b0.4,global,0.4,topk,0.0005,250,1.0,7.914967924894898e-05,0.0001441481532095111,0.9894736842105262,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,248.60951575689293,0.0035515645108127564,0.0380515236641254,0.20031777910821724,0.9836064317685287,0.13897336324693577,0.204125540584732,6.0387160717255554e-05
global_b0.4_elite250,global_b0.4,global,0.4,elite,0.0,250,1.0,7.972628721918031e-05,0.00014280038370319847,0.9894736842105262,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,250.0,0.0035714285714285713,0.038021100693384886,0.20088187348949682,0.9836864353462283,0.13894400000000004,0.2035804160685645,6.063899549920492e-05
subject_b0.15_top5000_t0.00025,subject_b0.15,subject,0.15,topk,0.00025,5000,1.0,7.491582367213992e-05,0.00013102821421518297,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,4561.435544939373,0.06516336492770533,0.01875047723336816,0.08708804896163769,0.9967074883825159,0.12366257317738846,0.012780497411307046,6.131554347544553e-05
subject_b0.25_top500_t0.00025,subject_b0.25,subject,0.25,topk,0.00025,500,1.0,7.990918618345126e-05,0.00013397748521677067,0.9654135338345864,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,488.14021169291703,0.006973431595613101,0.03339684281155194,0.14044468774508567,0.98991090265866,0.14316652984547884,0.11190515246317846,6.14282790096397e-05
subject_b0.25_top500_t0.0005,subject_b0.25,subject,0.25,topk,0.0005,500,1.0,8.116631455785542e-05,0.0001343272751859481,0.9654135338345864,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,497.27928765784947,0.007103989823683564,0.0333749493304329,0.13886995164721605,0.9900469482249353,0.14325238999891424,0.11075584147350043,6.278161226878582e-05
subject_b0.25_elite500,subject_b0.25,subject,0.25,elite,0.0,500,1.0,8.235957719156649e-05,0.00013462301751738918,0.9654135338345864,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,500.0,0.007142857142857143,0.03339928855137703,0.13746085777902506,0.990113677530918,0.14335200000000003,0.11051733184733586,6.403907479697952e-05
subject_b0.15_top5000_t0.0005,subject_b0.15,subject,0.15,topk,0.0005,5000,1.0,7.698694920671962e-05,0.0001338083072123679,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,4897.703504283945,0.06996719291834208,0.01873391752627337,0.08756087267726431,0.9967420689739764,0.12369490583931458,0.011997940178929767,6.408831614215938e-05
global_b0.15_soft_t0.00035_p1,global_b0.15,global,0.15,soft,0.00035,0,1.0,7.147981236414209e-05,0.00015044862056594368,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,23374.309399372076,0.33391870570531534,0.013308383960164564,0.0675073790694869,0.9982600055762367,0.11085802002175112,0.0024987914747608927,6.418966655314114e-05
subject_b0.25_soft_t8e-05_p2,subject_b0.25,subject,0.25,soft,8e-05,0,2.0,7.069797767638129e-05,0.00013478191419992114,0.9714285714285714,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,118.52036037109751,0.001693148005301393,0.04344289320342442,0.1816110886165745,0.979108181794576,0.15433059588567233,0.21176025518153876,6.445508401362946e-05
subject_b0.15_soft_t0.00018_p1.5,subject_b0.15,subject,0.15,soft,0.00018,0,1.5,7.843369356847858e-05,0.00013192758505310988,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,5605.663964226812,0.08008091377466874,0.018718086850416673,0.08541249471600809,0.9968054913550384,0.12365292116589766,0.009845155002846752,6.507121223444652e-05
subject_b0.15_soft_t0.00012_p1,subject_b0.15,subject,0.15,soft,0.00012,0,1.0,7.843369356847876e-05,0.00013192758505310988,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,5605.663964226812,0.08008091377466874,0.01871808685041668,0.08541249471600809,0.9968054913550384,0.12365292116589764,0.009845155002846741,6.50712122344467e-05
global_b0.15_soft_t0.00055_p1.5,global_b0.15,global,0.15,soft,0.00055,0,1.5,7.205858296003035e-05,0.00015221049110223286,0.9894736842105262,0.00017536924004523167,0.0002609392709194651,0.0014083859025483276,24384.292306159874,0.3483470329451411,0.013310190052137863,0.06739988749936754,0.9982641770112206,0.11086503780985335,0.0023964481422269718,6.520818234631237e-05
global_b0.25_top2500_t0.00012,global_b0.25,global,0.25,topk,0.00012,2500,1.0,6.952175768368549e-05,0.00017814089962770783,0.9894736842105262,0.00015817355321351987,0.00026977453534557546,0.0013951796083536763,1843.247660221537,0.026332109431736243,0.022400404911846066,0.11197408014687016,0.9946330841333105,0.12132325780607517,0.030792267818274127,6.551787325745297e-05
subject_b0.15_soft_t0.00025_p2,subject_b0.15,subject,0.15,soft,0.00025,0,2.0,7.93856940011578e-05,0.00013308303354106333,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,6081.631093361944,0.08688044419088492,0.018692846617891404,0.0852854131116545,0.9968319507469892,0.12365324397631229,0.009121506370740556,6.632217088212421e-05
subject_b0.15_elite5000,subject_b0.15,subject,0.15,elite,0.0,5000,1.0,7.881428809651605e-05,0.00013633038877821184,0.9714285714285714,0.00015240392765592924,0.00026837179269937364,0.0013956638132255827,5000.0,0.07142857142857142,0.018741431286380686,0.08812132529542571,0.9967474606541331,0.12375519999999975,0.011781823770876169,6.654316991937389e-05
global_b0.4_top100_t0.00012,global_b0.4,global,0.4,topk,0.00012,100,1.0,6.886624645422906e-05,0.00013538347238025182,0.9774436090225563,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,91.30364360713604,0.001304337765816229,0.04670449406770532,0.2592272458312971,0.9729521601434679,0.14696711309741375,0.4323050900507936,6.667184383988042e-05
subject_b0.25_top100_t0.00012,subject_b0.25,subject,0.25,topk,0.00012,100,1.0,6.952394697387135e-05,0.00013129263829660438,0.9699248120300751,0.00016045968013548252,0.00027175603162625414,0.0013740223245641346,92.46606141082758,0.001320943734440394,0.04542838242999065,0.203802975712145,0.9759993152678053,0.15309102748354916,0.4253948129885764,6.688554881265765e-05
global_b0.4_top100_t0.00025,global_b0.4,global,0.4,topk,0.00025,100,1.0,7.037049213224622e-05,0.00013962779078867483,0.9774436090225563,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,98.37138595487112,0.001405305513641016,0.04548345564498516,0.24967087174174474,0.9741432281772708,0.1460178639500566,0.4197980939212545,6.831203601954437e-05
global_b0.4_top100_t0.0005,global_b0.4,global,0.4,topk,0.0005,100,1.0,7.086900625682896e-05,0.0001408985509438042,0.9774436090225563,0.0001553217124557857,0.00027619401894918327,0.0013921665443926987,99.63266451008629,0.0014233237787155183,0.045232911037999216,0.24561816596361197,0.9743658148658495,0.1459847096907339,0.41749347603238485,6.89762023146608e-05
