candidate_id,basename,file,uploadsafe_file,decision,jackpot_score,worst_delta,pred_delta_vs_current_mean,pred_delta_vs_current_p90
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.25,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_25_4a15b3a8.csv,hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_25_4a15b3a8.csv,hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_25_uploadsafe.csv,jackpot_candidate,-0.9459325409912201,-0.004318790601990252,-0.0012586604883506295,0.0007019366466662883
reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0.6,submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,,reverse_control,3.06638356571563,0.019796276992486206,-0.009352197266599653,0.015400151873495117
reverse_mobility_core_q2up_s1down_s4up_human_state_s0.6,submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,,reverse_control,4.317233999116536,0.02842468945860921,-0.01207812658924033,0.01970716421720995
