candidate_id,route,op,score_signal,strength,group,k,reverse,split,n_targets,targets,base_loss,rewrite_loss,delta_logloss,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_delta,worst_delta,best_delta,subject5_delta,dateblock5_delta,max_abs_prob_delta_local,changed_rows_local,changed_cells_local
intervention_mobility_q2up_s4up_target_delta_pos_global_s0.4,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.4,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.6944900751861882,-0.013233647535117798,450,899,0.03741967698415051,0.1386620653973062,-0.011333095037549923,-0.009432542539982047,-0.013233647535117798,-0.013233647535117798,-0.009432542539982047,0.2972987028334175,450,900
intervention_mobility_q2up_s4up_target_delta_pos_global_s0.4,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.4,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6654909690524736,-0.009432542539982047,450,900,0.06809340932113611,0.2972987028334175,-0.011333095037549923,-0.009432542539982047,-0.013233647535117798,-0.013233647535117798,-0.009432542539982047,0.2972987028334175,450,900
intervention_mobility_q2up_s4up_target_delta_pos_global_s0.25,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.25,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.6984207148141406,-0.009303007907165428,450,899,0.023284909311257575,0.08545680626906621,-0.009565881407472443,-0.009303007907165428,-0.009828754907779458,-0.009303007907165428,-0.009828754907779458,0.17042436691422602,450,900
intervention_mobility_q2up_s4up_target_delta_pos_global_s0.25,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.25,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6650947566846762,-0.009828754907779458,450,900,0.04178713158616529,0.17042436691422602,-0.009565881407472443,-0.009303007907165428,-0.009828754907779458,-0.009303007907165428,-0.009828754907779458,0.17042436691422602,450,900
intervention_mobility_q2up_s4up_teacher_rank_global_s0.25,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.25,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.6979541072726474,-0.00976961544865862,450,900,0.025052996719044603,0.08199077110810854,-0.009316062182183504,-0.00886250891570839,-0.00976961544865862,-0.00976961544865862,-0.00886250891570839,0.1733830211453613,450,900
intervention_mobility_q2up_s4up_teacher_rank_global_s0.25,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.25,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6660610026767473,-0.00886250891570839,450,900,0.04463414469012996,0.1733830211453613,-0.009316062182183504,-0.00886250891570839,-0.00976961544865862,-0.00976961544865862,-0.00886250891570839,0.1733830211453613,450,900
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6806354436254395,-0.007973680230328517,450,1324,0.04361500623035563,0.16818549114285353,-0.015632420124673252,-0.007973680230328517,-0.023291160019017987,-0.007973680230328517,-0.023291160019017987,0.2493916148481276,450,1324
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6113124936627073,-0.023291160019017987,450,1315,0.051567327676261515,0.2493916148481276,-0.015632420124673252,-0.007973680230328517,-0.023291160019017987,-0.007973680230328517,-0.023291160019017987,0.2493916148481276,450,1324
objective_mobility_s1down_s4up_teacher_rank_subject_s0.6,objective_mobility_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.6708009142866543,-0.0077033334611404936,450,881,0.04293100443814293,0.15900624644555672,-0.015951056668898178,-0.0077033334611404936,-0.024198779876655863,-0.0077033334611404936,-0.024198779876655863,0.2493916148481276,450,884
objective_mobility_s1down_s4up_teacher_rank_subject_s0.6,objective_mobility_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,dateblock5,2,"S1,S4",0.6162653624902779,0.592066582613622,-0.024198779876655863,450,884,0.052730691708448546,0.2493916148481276,-0.015951056668898178,-0.0077033334611404936,-0.024198779876655863,-0.0077033334611404936,-0.024198779876655863,0.2493916148481276,450,884
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.6,subject,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.7004649419457469,-0.007623831892361821,450,1319,0.04781491962139983,0.1896909539622385,-0.017364324041924784,-0.007623831892361821,-0.027104816191487746,-0.007623831892361821,-0.027104816191487746,0.23161465275246262,450,1319
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.6,subject,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6466042702250228,-0.027104816191487746,450,1318,0.05482157981914996,0.23161465275246262,-0.017364324041924784,-0.007623831892361821,-0.027104816191487746,-0.007623831892361821,-0.027104816191487746,0.23161465275246262,450,1319
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.681149532679333,-0.007459591176435021,450,1324,0.06181247374731184,0.23700299172394085,-0.01726449013945275,-0.007459591176435021,-0.027069389102470476,-0.007459591176435021,-0.027069389102470476,0.35523248082158027,450,1324
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6075342645792549,-0.027069389102470476,450,1315,0.07307008049109341,0.35523248082158027,-0.01726449013945275,-0.007459591176435021,-0.027069389102470476,-0.007459591176435021,-0.027069389102470476,0.35523248082158027,450,1324
intervention_mobility_q2up_s4up_teacher_rank_global_s0.4,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.4,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.6940077058524576,-0.01371601686884838,450,900,0.04027795456820929,0.13154329463150216,-0.010586858703118596,-0.007457700537388812,-0.01371601686884838,-0.01371601686884838,-0.007457700537388812,0.2920359131186843,450,900
intervention_mobility_q2up_s4up_teacher_rank_global_s0.4,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.4,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6674658110550669,-0.007457700537388812,450,900,0.07262805770387037,0.2920359131186843,-0.010586858703118596,-0.007457700537388812,-0.01371601686884838,-0.01371601686884838,-0.007457700537388812,0.2920359131186843,450,900
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.6,subject,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.7006924353604553,-0.007396338477653419,450,1332,0.05134364280475782,0.1812421290699302,-0.01677421784439681,-0.007396338477653419,-0.0261520972111402,-0.007396338477653419,-0.0261520972111402,0.2493916148481276,450,1332
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.6,subject,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6475569892053703,-0.0261520972111402,450,1320,0.05749934640918423,0.2493916148481276,-0.01677421784439681,-0.007396338477653419,-0.0261520972111402,-0.007396338477653419,-0.0261520972111402,0.2493916148481276,450,1332
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6812927880768908,-0.007316335778877248,450,1322,0.042439463360664176,0.1896909539622385,-0.014589288248986088,-0.007316335778877248,-0.021862240719094927,-0.007316335778877248,-0.021862240719094927,0.2278023823980584,450,1322
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6127414129626304,-0.021862240719094927,450,1316,0.05014078467797221,0.2278023823980584,-0.014589288248986088,-0.007316335778877248,-0.021862240719094927,-0.007316335778877248,-0.021862240719094927,0.2278023823980584,450,1322
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.6,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.6,subject,0,False,subject5,2,"Q2,S4",0.707723722721306,0.7004219554241805,-0.007301767297125505,450,880,0.049210244816413735,0.18587202729143992,-0.020042130945108316,-0.007301767297125505,-0.03278249459309113,-0.007301767297125505,-0.03278249459309113,0.23161465275246262,450,880
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.6,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.6,subject,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6421410169993645,-0.03278249459309113,450,878,0.05751250982703242,0.23161465275246262,-0.020042130945108316,-0.007301767297125505,-0.03278249459309113,-0.007301767297125505,-0.03278249459309113,0.23161465275246262,450,880
subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.25,global,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.6997073619927024,-0.008381411845406306,450,1349,0.022497227502630706,0.08545680626906621,-0.007754326435424841,-0.007127241025443376,-0.008381411845406306,-0.008381411845406306,-0.007127241025443376,0.17042436691422602,450,1349
subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.25,global,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6665818453910671,-0.007127241025443376,450,1349,0.04066066119185014,0.17042436691422602,-0.007754326435424841,-0.007127241025443376,-0.008381411845406306,-0.008381411845406306,-0.007127241025443376,0.17042436691422602,450,1349
objective_mobility_s1down_s4up_teacher_rank_subject_s0.85,objective_mobility_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.671398776971291,-0.007105470776503808,450,881,0.06083855309967547,0.22354120295196211,-0.017530496947115892,-0.007105470776503808,-0.027955523117727976,-0.007105470776503808,-0.027955523117727976,0.35523248082158027,450,884
objective_mobility_s1down_s4up_teacher_rank_subject_s0.85,objective_mobility_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,dateblock5,2,"S1,S4",0.6162653624902779,0.5883098393725499,-0.027955523117727976,450,884,0.07472621137783089,0.35523248082158027,-0.017530496947115892,-0.007105470776503808,-0.027955523117727976,-0.007105470776503808,-0.027955523117727976,0.35523248082158027,450,884
subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.25,global,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.6991802025707675,-0.008908571267341236,450,1348,0.02388788348207936,0.08333619727342267,-0.008003698039057427,-0.0070988248107736185,-0.008908571267341236,-0.008908571267341236,-0.0070988248107736185,0.1733830211453613,450,1350
subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.25,global,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6666102616057369,-0.0070988248107736185,450,1350,0.04278927712125453,0.1733830211453613,-0.008003698039057427,-0.0070988248107736185,-0.008908571267341236,-0.008908571267341236,-0.0070988248107736185,0.1733830211453613,450,1350
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.6,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6817061882493228,-0.006902935606445171,450,1316,0.04488299956937827,0.19065250043866355,-0.014053806069381392,-0.006902935606445171,-0.021204676532317612,-0.006902935606445171,-0.021204676532317612,0.2550469419880318,450,1316
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.6,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6133989771494077,-0.021204676532317612,450,1296,0.0504317966906345,0.2550469419880318,-0.014053806069381392,-0.006902935606445171,-0.021204676532317612,-0.006902935606445171,-0.021204676532317612,0.2550469419880318,450,1316
drain_route_q1down_s1down_s4up_human_state_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,human_state,0.6,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6817336119267517,-0.006875511929016254,450,1325,0.04379648022201162,0.169895775308965,-0.014477352510262498,-0.006875511929016254,-0.022079193091508742,-0.006875511929016254,-0.022079193091508742,0.2459089755682246,450,1325
drain_route_q1down_s1down_s4up_human_state_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,human_state,0.6,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6125244605902166,-0.022079193091508742,450,1320,0.05160550098282537,0.2459089755682246,-0.014477352510262498,-0.006875511929016254,-0.022079193091508742,-0.006875511929016254,-0.022079193091508742,0.2459089755682246,450,1325
