candidate_id,route,op,score_signal,strength,group,k,reverse,split,n_targets,targets,base_loss,rewrite_loss,delta_logloss,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_delta,worst_delta,best_delta,subject5_delta,dateblock5_delta,max_abs_prob_delta_local,changed_rows_local,changed_cells_local
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.6,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.6716637246208962,-0.0068405231268986455,450,883,0.04114706042531026,0.18587202729143992,-0.015879577255700217,-0.0068405231268986455,-0.024918631384501788,-0.0068405231268986455,-0.024918631384501788,0.2278023823980584,450,883
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.6,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.6,subject,0,False,dateblock5,2,"S1,S4",0.6162653624902779,0.5913467311057761,-0.024918631384501788,450,876,0.05049131711526579,0.2278023823980584,-0.015879577255700217,-0.0068405231268986455,-0.024918631384501788,-0.0068405231268986455,-0.024918631384501788,0.2278023823980584,450,883
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.6,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.6,subject,0,False,subject5,2,"Q2,S4",0.707723722721306,0.7008864018891782,-0.006837320832127847,450,889,0.054523959299746225,0.1812421290699302,-0.01766375324848346,-0.006837320832127847,-0.028490185664839074,-0.006837320832127847,-0.028490185664839074,0.2493916148481276,450,889
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.6,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.6,subject,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6464333259276166,-0.028490185664839074,450,889,0.06162871980783261,0.2493916148481276,-0.01766375324848346,-0.006837320832127847,-0.028490185664839074,-0.006837320832127847,-0.028490185664839074,0.2493916148481276,450,889
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.7012914465844734,-0.006797327253635355,450,1332,0.034128405950832295,0.11956792110271353,-0.013402978308920566,-0.006797327253635355,-0.020008629364205777,-0.006797327253635355,-0.020008629364205777,0.16171774035753733,450,1332
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6537004570523047,-0.020008629364205777,450,1320,0.03820466310307652,0.16171774035753733,-0.013402978308920566,-0.006797327253635355,-0.020008629364205777,-0.006797327253635355,-0.020008629364205777,0.16171774035753733,450,1332
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6818510161038726,-0.006758107751895448,450,1324,0.02900819998775119,0.11152546940934538,-0.012257322170665164,-0.006758107751895448,-0.01775653658943488,-0.006758107751895448,-0.01775653658943488,0.16171774035753733,450,1324
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6168471170922905,-0.01775653658943488,450,1315,0.034278264856866254,0.16171774035753733,-0.012257322170665164,-0.006758107751895448,-0.01775653658943488,-0.006758107751895448,-0.01775653658943488,0.16171774035753733,450,1324
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.7013481299650204,-0.00674064387308837,450,1319,0.031795629135061614,0.1268611274090748,-0.013596497238225147,-0.00674064387308837,-0.020452350603361924,-0.00674064387308837,-0.020452350603361924,0.15501657493311938,450,1319
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6532567358131486,-0.020452350603361924,450,1318,0.03642577646800199,0.15501657493311938,-0.013596497238225147,-0.00674064387308837,-0.020452350603361924,-0.00674064387308837,-0.020452350603361924,0.15501657493311938,450,1319
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.85,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6818733413321166,-0.006735782523651368,450,1322,0.06012016120902774,0.2637941135186063,-0.01601055902255999,-0.006735782523651368,-0.02528533552146861,-0.006735782523651368,-0.02528533552146861,0.32213601007918047,450,1322
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.85,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6093183181602567,-0.02528533552146861,450,1316,0.07104777136408603,0.32213601007918047,-0.01601055902255999,-0.006735782523651368,-0.02528533552146861,-0.006735782523651368,-0.02528533552146861,0.32213601007918047,450,1322
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.6,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,subject5,3,"Q2,S1,S4",0.6889621813552792,0.6822601781547046,-0.006702003200574569,450,1325,0.046732654855012955,0.1812421290699302,-0.015514884099153636,-0.006702003200574569,-0.024327764997732704,-0.006702003200574569,-0.024327764997732704,0.2493916148481276,450,1327
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.6,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.6,subject,0,False,dateblock5,3,"Q2,S1,S4",0.6416528498046964,0.6173250848069637,-0.024327764997732704,450,1327,0.05402685165340946,0.2493916148481276,-0.015514884099153636,-0.006702003200574569,-0.024327764997732704,-0.006702003200574569,-0.024327764997732704,0.2493916148481276,450,1327
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.4,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,subject5,2,"Q2,S4",0.707723722721306,0.7010736060127327,-0.006650116708573295,450,880,0.03271558808394676,0.12568497487796593,-0.01556338882716446,-0.006650116708573295,-0.024476660945755624,-0.006650116708573295,-0.024476660945755624,0.15501657493311938,450,880
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.4,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.4,subject,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6504468506467,-0.024476660945755624,450,878,0.03820581675137369,0.15501657493311938,-0.01556338882716446,-0.006650116708573295,-0.024476660945755624,-0.006650116708573295,-0.024476660945755624,0.15501657493311938,450,880
intervention_mobility_q2up_s4up_human_state_global_s0.25,intervention_mobility_q2up_s4up,quantile,human_state,0.25,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.699094783070686,-0.00862893965062006,450,899,0.024912501519736417,0.08831050696411002,-0.0076394406141826465,-0.006649941577745233,-0.00862893965062006,-0.00862893965062006,-0.006649941577745233,0.1726050535257816,450,899
intervention_mobility_q2up_s4up_human_state_global_s0.25,intervention_mobility_q2up_s4up,quantile,human_state,0.25,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6682735700147104,-0.006649941577745233,450,897,0.044933441339626484,0.1726050535257816,-0.0076394406141826465,-0.006649941577745233,-0.00862893965062006,-0.00862893965062006,-0.006649941577745233,0.1726050535257816,450,899
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.4,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,subject5,2,"Q2,S4",0.707723722721306,0.7010976299834213,-0.006626092737884726,450,889,0.03623720906815105,0.11956792110271353,-0.014257653414399107,-0.006626092737884726,-0.02188921409091349,-0.006626092737884726,-0.02188921409091349,0.16171774035753733,450,889
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.4,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.4,subject,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6530342975015422,-0.02188921409091349,450,889,0.04093236689361583,0.16171774035753733,-0.014257653414399107,-0.006626092737884726,-0.02188921409091349,-0.006626092737884726,-0.02188921409091349,0.16171774035753733,450,889
objective_mobility_s1down_s4up_teacher_rank_subject_s0.4,objective_mobility_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.6719369842625202,-0.006567263485274588,450,881,0.028556900123529388,0.10575784840539038,-0.012539169207015866,-0.006567263485274588,-0.018511074928757143,-0.006567263485274588,-0.018511074928757143,0.16171774035753733,450,884
objective_mobility_s1down_s4up_teacher_rank_subject_s0.4,objective_mobility_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,dateblock5,2,"S1,S4",0.6162653624902779,0.5977542875615207,-0.018511074928757143,450,884,0.03504276952430044,0.16171774035753733,-0.012539169207015866,-0.006567263485274588,-0.018511074928757143,-0.006567263485274588,-0.018511074928757143,0.16171774035753733,450,884
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.85,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.85,subject,0,False,subject5,3,"Q1,Q2,S4",0.7080887738381088,0.7016974415363036,-0.006391332301805108,450,1319,0.06775891530511939,0.2637941135186063,-0.01922686201847401,-0.006391332301805108,-0.032062391735142914,-0.006391332301805108,-0.032062391735142914,0.32213601007918047,450,1319
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.85,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.85,subject,0,False,dateblock5,3,"Q1,Q2,S4",0.6737090864165105,0.6416466946813676,-0.032062391735142914,450,1318,0.07768044285766551,0.32213601007918047,-0.01922686201847401,-0.006391332301805108,-0.032062391735142914,-0.006391332301805108,-0.032062391735142914,0.32213601007918047,450,1319
objective_mobility_s1down_s4up_human_state_subject_s0.6,objective_mobility_s1down_s4up,quantile,human_state,0.6,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.6721875100237895,-0.006316737724005317,450,881,0.04306276404888108,0.169895775308965,-0.014454505007011231,-0.006316737724005317,-0.022592272290017146,-0.006316737724005317,-0.022592272290017146,0.2459089755682246,450,881
objective_mobility_s1down_s4up_human_state_subject_s0.6,objective_mobility_s1down_s4up,quantile,human_state,0.6,subject,0,False,dateblock5,2,"S1,S4",0.6162653624902779,0.5936730902002607,-0.022592272290017146,450,881,0.052524576963660065,0.2459089755682246,-0.014454505007011231,-0.006316737724005317,-0.022592272290017146,-0.006316737724005317,-0.022592272290017146,0.2459089755682246,450,881
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.4,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6823592635366547,-0.006249860319113343,450,1316,0.02983768194330738,0.12734342310909935,-0.01134052488903331,-0.006249860319113343,-0.016431189458953277,-0.006249860319113343,-0.016431189458953277,0.18028011360257545,450,1316
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.4,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.6181724642227721,-0.016431189458953277,450,1296,0.033519162498742316,0.18028011360257545,-0.01134052488903331,-0.006249860319113343,-0.016431189458953277,-0.006249860319113343,-0.016431189458953277,0.18028011360257545,450,1316
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.4,subject,0,False,subject5,3,"Q1,S1,S4",0.688609123855768,0.6823653887315242,-0.00624373512424381,450,1322,0.02824150042797109,0.1268611274090748,-0.01147818929766209,-0.00624373512424381,-0.01671264347108037,-0.00624373512424381,-0.01671264347108037,0.14929770542449528,450,1322
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.4,subject,0,False,dateblock5,3,"Q1,S1,S4",0.6346036536817253,0.617891010210645,-0.01671264347108037,450,1316,0.03333126103157339,0.14929770542449528,-0.01147818929766209,-0.00624373512424381,-0.01671264347108037,-0.00624373512424381,-0.01671264347108037,0.14929770542449528,450,1322
intervention_mobility_q2up_s4up_target_plus_prob_global_s1,intervention_mobility_q2up_s4up,quantile,target_plus_prob,1.0,global,0,False,subject5,2,"Q2,S4",0.707723722721306,0.7015628885359919,-0.006160834185314101,450,894,0.039527562713866336,0.23822080268269302,-0.006157170705361592,-0.006153507225409083,-0.006160834185314101,-0.006160834185314101,-0.006153507225409083,0.38826961282955674,450,894
intervention_mobility_q2up_s4up_target_plus_prob_global_s1,intervention_mobility_q2up_s4up,quantile,target_plus_prob,1.0,global,0,False,dateblock5,2,"Q2,S4",0.6749235115924557,0.6687700043670466,-0.006153507225409083,450,894,0.04145909566884603,0.38826961282955674,-0.006157170705361592,-0.006153507225409083,-0.006160834185314101,-0.006160834185314101,-0.006153507225409083,0.38826961282955674,450,894
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.4,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,subject5,3,"Q2,S1,S4",0.6889621813552792,0.6828278574895728,-0.006134323865706448,450,1325,0.031072491837245586,0.11956792110271353,-0.012384027607244275,-0.006134323865706448,-0.0186337313487821,-0.006134323865706448,-0.0186337313487821,0.16171774035753733,450,1327
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.4,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.4,subject,0,False,dateblock5,3,"Q2,S1,S4",0.6416528498046964,0.6230191184559143,-0.0186337313487821,450,1327,0.03590424538842426,0.16171774035753733,-0.012384027607244275,-0.006134323865706448,-0.0186337313487821,-0.006134323865706448,-0.0186337313487821,0.16171774035753733,450,1327
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.85,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.85,subject,0,False,subject5,2,"S1,S4",0.6785042477477948,0.6723839665574092,-0.006120281190385657,450,883,0.05828550027267469,0.25526575660222306,-0.01771350691667123,-0.006120281190385657,-0.0293067326429568,-0.006120281190385657,-0.0293067326429568,0.32213601007918047,450,883
