candidate_id,route,op,score_signal,strength,group,k,reverse,targets,file,basename,changed_rows,changed_cells,mean_abs_prob_delta,max_abs_prob_delta,mean_Q2_before,mean_Q2_after,mean_S4_before,mean_S4_after,mean_Q1_before,mean_Q1_after,mean_S1_before,mean_S1_after
intervention_mobility_q2up_s4up_human_state_subject_s0.4,intervention_mobility_q2up_s4up,quantile,human_state,0.4,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_4_34b27fab.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_4_34b27fab.csv,250,485,0.031135407067984913,0.16536673813746683,0.5486605446144907,0.54897946811004,0.5654989620215859,0.5659398636081169,,,,
mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0.4,mobility_core_q2up_s1down_s4up,quantile,target_delta_pos,0.4,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_4_6d6d187a.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_4_6d6d187a.csv,250,694,0.030878653831933445,0.16464459170346424,0.5486605446144907,0.5489380474165253,0.5654989620215859,0.5660449577653623,,,0.6601210606347063,0.6620196615750056
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.85,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.85,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_85_1f8745e0.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_85_1f8745e0.csv,250,722,0.14161816069906705,0.6672493210712074,,,0.5654989620215859,0.5657641570627546,0.4951471199280472,0.49424449888621635,0.6601210606347063,0.6632081496370884
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s1,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,1.0,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s1_1293c689.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s1_1293c689.csv,249,673,0.07165779302210402,0.3718112913743868,,,0.5654989620215859,0.5654989620215859,0.4951471199280472,0.49514711992804716,0.6601210606347063,0.6601210606347063
subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,target_plus_prob,0.6,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_6_d93ee543.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_6_d93ee543.csv,250,718,0.07195738968899366,0.4995935256009245,0.5486605446144907,0.5488684871096493,0.5654989620215859,0.5660120695940707,0.4951471199280472,0.49325777447530933,,
objective_mobility_s1down_s4up_teacher_rank_global_s0.25,objective_mobility_s1down_s4up,quantile,teacher_rank,0.25,global,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_global_s0_25_21166bfe.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_global_s0_25_21166bfe.csv,250,499,0.06262375020585205,0.2541810240673147,,,0.5654989620215859,0.5702218861001982,,,0.6601210606347063,0.6750130367914555
intervention_mobility_q2up_s4up_human_state_subject_s0.6,intervention_mobility_q2up_s4up,quantile,human_state,0.6,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_6_3d62a7cd.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_6_3d62a7cd.csv,250,485,0.04684460282367181,0.24177481243392973,0.5486605446144907,0.5489713887543898,0.5654989620215859,0.5659575932857458,,,,
subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.25,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_25_a557f0d0.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_25_a557f0d0.csv,250,710,0.02736630439922812,0.18563452226036686,0.5486605446144907,0.5489224861161739,0.5654989620215859,0.5658387692389891,0.4951471199280472,0.4940027000074137,,
intervention_mobility_q2up_s4up_teacher_rank_subject_s0.25,intervention_mobility_q2up_s4up,quantile,teacher_rank,0.25,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_25_ec065b62.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_25_ec065b62.csv,250,479,0.019088420623412275,0.10416537894994948,0.5486605446144907,0.5489224861161739,0.5654989620215859,0.5658387692389891,,,,
objective_mobility_s1down_s4up_human_state_subject_s0.85,objective_mobility_s1down_s4up,quantile,human_state,0.85,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_85_283f5a2a.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_85_283f5a2a.csv,250,484,0.1115124006665359,0.5446546559904698,,,0.5654989620215859,0.5657495255245064,,,0.6601210606347063,0.6624620798611087
intervention_mobility_q2up_s4up_target_plus_prob_global_s0.6,intervention_mobility_q2up_s4up,quantile,target_plus_prob,0.6,global,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_6_71b31264.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_6_71b31264.csv,250,493,0.06384025795368506,0.3599415222515615,0.5486605446144907,0.5487385382834853,0.5654989620215859,0.5671926694785541,,,,
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.85,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.85,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_85_388558b4.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_85_388558b4.csv,250,716,0.094109549561879,0.5446546559904698,0.5486605446144907,0.54882837839746,0.5654989620215859,0.5657582937402527,,,0.6601210606347063,0.6627198064491295
subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,teacher_rank,0.4,global,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_4_757b1cbe.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_4_757b1cbe.csv,250,748,0.08984358092652783,0.3422204019570515,0.5486605446144907,0.5506184243879455,0.5654989620215859,0.5718704405114665,0.4951471199280472,0.49570875702256606,,
intervention_mobility_q2up_s4up_target_delta_pos_subject_s0.25,intervention_mobility_q2up_s4up,quantile,target_delta_pos,0.25,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_25_9c18d014.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_25_9c18d014.csv,249,481,0.02215207247008233,0.1037417090412065,0.5486605446144907,0.5488781175084236,0.5654989620215859,0.5659049624772959,,,,
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,0.25,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_25_626d2a9d.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_25_626d2a9d.csv,250,699,0.01990405040100315,0.1037417090412065,0.5486605446144907,0.5488781175084236,0.5654989620215859,0.5659049624772959,0.4951471199280472,0.49574310699071933,,
mobility_core_q2up_s1down_s4up_human_state_subject_s0.6,mobility_core_q2up_s1down_s4up,quantile,human_state,0.6,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_6_f2f7a3f8.csv,submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_6_f2f7a3f8.csv,250,727,0.06635248005722738,0.4129758009094331,0.5486605446144907,0.5489713887543898,0.5654989620215859,0.5659575932857458,,,0.6601210606347063,0.6648641140043334
mobility_core_q2up_s1down_s4up_human_state_subject_s0.4,mobility_core_q2up_s1down_s4up,quantile,human_state,0.4,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_4_dadbc32c.csv,submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_4_dadbc32c.csv,250,727,0.043840740478229466,0.29818170521399506,0.5486605446144907,0.54897946811004,0.5654989620215859,0.5659398636081169,,,0.6601210606347063,0.6650007968333995
drain_route_q1down_s1down_s4up_low_energy_subject_s0.6,drain_route_q1down_s1down_s4up,quantile,low_energy,0.6,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_6_d161fb51.csv,submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_6_d161fb51.csv,250,725,0.08907634821024933,0.42843041383454117,,,0.5654989620215859,0.5658535102356059,0.4951471199280472,0.4935521433842224,0.6601210606347063,0.6653876563248945
drain_route_q1down_s1down_s4up_teacher_rank_subject_s0.25,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.25,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_25_5114e94a.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_25_5114e94a.csv,250,710,0.03598640465443847,0.20392727793846716,,,0.5654989620215859,0.5658387692389891,0.4951471199280472,0.4940027000074137,0.6601210606347063,0.664086164518899
objective_mobility_s1down_s4up_target_plus_prob_subject_s0.4,objective_mobility_s1down_s4up,quantile,target_plus_prob,0.4,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_4_bed033f3.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_4_bed033f3.csv,250,482,0.05423058731571131,0.29818170521399506,,,0.5654989620215859,0.5660184122357104,,,0.6601210606347063,0.6663329031598696
objective_mobility_s1down_s4up_teacher_rank_subject_s0.25,objective_mobility_s1down_s4up,quantile,teacher_rank,0.25,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_25_56a8e90e.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_25_56a8e90e.csv,249,479,0.03201857100622779,0.20392727793846716,,,0.5654989620215859,0.5658387692389891,,,0.6601210606347063,0.664086164518899
drain_route_q1down_s1down_s4up_low_energy_subject_s0.4,drain_route_q1down_s1down_s4up,quantile,low_energy,0.4,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_4_d673fb20.csv,submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_4_d673fb20.csv,250,725,0.05858096198152898,0.306089953272346,,,0.5654989620215859,0.5658325692814852,0.4951471199280472,0.49360281976414944,0.6601210606347063,0.6654326848424255
objective_mobility_s1down_s4up_target_delta_pos_subject_s1,objective_mobility_s1down_s4up,quantile,target_delta_pos,1.0,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s1_92fa99e0.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s1_92fa99e0.csv,247,455,0.07652764032578602,0.3718112913743868,,,0.5654989620215859,0.5654989620215859,,,0.6601210606347063,0.6601210606347063
drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0.25,drain_route_q1down_s1down_s4up,quantile,target_plus_prob,0.25,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_25_370dc9f2.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_25_370dc9f2.csv,250,722,0.04001441238988993,0.20742542523020968,,,0.5654989620215859,0.565906110746492,0.4951471199280472,0.49386466886089064,0.6601210606347063,0.6648935156693453
drain_route_q1down_s1down_s4up_teacher_rank_global_s0.25,drain_route_q1down_s1down_s4up,quantile,teacher_rank,0.25,global,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_global_s0_25_439a7790.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_global_s0_25_439a7790.csv,250,748,0.06294251723659333,0.2541810240673147,,,0.5654989620215859,0.5702218861001982,0.4951471199280472,0.49599477177607937,0.6601210606347063,0.6750130367914555
subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,target_plus_prob,0.4,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_4_f1bc15b5.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_4_f1bc15b5.csv,250,718,0.04727836750608836,0.34314828636809214,0.5486605446144907,0.548867436667713,0.5654989620215859,0.5660184122357104,0.4951471199280472,0.4933251654456157,,
objective_mobility_s1down_s4up_target_plus_prob_subject_s0.85,objective_mobility_s1down_s4up,quantile,target_plus_prob,0.85,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_85_176b000f.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_85_176b000f.csv,250,482,0.1169179503469343,0.6374115954917713,,,0.5654989620215859,0.5657641570627546,,,0.6601210606347063,0.6632081496370884
mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0.25,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.25,subject,0,False,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_25_0886d7a0.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_25_0886d7a0.csv,250,716,0.027120933979908658,0.20392727793846716,0.5486605446144907,0.5489224861161739,0.5654989620215859,0.5658387692389891,,,0.6601210606347063,0.664086164518899
subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0.85,subjective_intervention_q1down_q2up_s4up,quantile,target_plus_prob,0.85,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_85_a994ede6.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_85_a994ede6.csv,250,718,0.10207903809919065,0.6672493210712074,0.5486605446144907,0.5487714236530846,0.5654989620215859,0.5657641570627546,0.4951471199280472,0.49424449888621635,,
subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0.4,subjective_intervention_q1down_q2up_s4up,quantile,low_energy,0.4,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_4_29fed755.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_4_29fed755.csv,250,726,0.044722167529963254,0.306089953272346,0.5486605446144907,0.5489792568609575,0.5654989620215859,0.5658325692814852,0.4951471199280472,0.49360281976414944,,
subjective_intervention_q1down_q2up_s4up_human_state_subject_s0.25,subjective_intervention_q1down_q2up_s4up,quantile,human_state,0.25,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_25_cec6fe55.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_25_cec6fe55.csv,250,719,0.02737494222584032,0.18563452226036686,0.5486605446144907,0.5489139840894065,0.5654989620215859,0.5658301421299377,0.4951471199280472,0.49406326484292956,,
drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0.25,drain_route_q1down_s1down_s4up,quantile,target_delta_pos,0.25,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_25_4748f6cc.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_25_4748f6cc.csv,249,673,0.01784281558273924,0.1037417090412065,,,0.5654989620215859,0.5659049624772959,0.4951471199280472,0.49574310699071933,0.6601210606347063,0.6615882431122573
drain_route_q1down_s1down_s4up_human_state_subject_s0.25,drain_route_q1down_s1down_s4up,quantile,human_state,0.25,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_25_d5c2e8bd.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_25_d5c2e8bd.csv,250,718,0.03575956480808184,0.1982384042325182,,,0.5654989620215859,0.5658301421299377,0.4951471199280472,0.49406326484292956,0.6601210606347063,0.663942298024475
subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s1,subjective_intervention_q1down_q2up_s4up,quantile,target_delta_pos,1.0,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s1_63e5bb62.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s1_63e5bb62.csv,250,699,0.07996915014962065,0.3718112913743868,0.5486605446144907,0.5486605446144905,0.5654989620215859,0.5654989620215859,0.4951471199280472,0.49514711992804716,,
intervention_mobility_q2up_s4up_human_state_subject_s0.25,intervention_mobility_q2up_s4up,quantile,human_state,0.25,subject,0,False,"Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_25_8774fba7.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_25_8774fba7.csv,250,485,0.0193853667409237,0.10416537894994948,0.5486605446144907,0.5489139840894065,0.5654989620215859,0.5658301421299377,,,,
objective_mobility_s1down_s4up_target_delta_pos_subject_s0.25,objective_mobility_s1down_s4up,quantile,target_delta_pos,0.25,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_25_4a15b3a8.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_25_4a15b3a8.csv,247,455,0.019060220242686457,0.1037417090412065,,,0.5654989620215859,0.5659049624772959,,,0.6601210606347063,0.6615882431122573
drain_route_q1down_s1down_s4up_human_state_subject_s1,drain_route_q1down_s1down_s4up,quantile,human_state,1.0,subject,0,False,"Q1,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s1_0edd5ee4.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s1_0edd5ee4.csv,250,718,0.14626414823448328,0.6214126866359015,,,0.5654989620215859,0.565498962021586,0.4951471199280472,0.49514711992804716,0.6601210606347063,0.6601210606347063
objective_mobility_s1down_s4up_human_state_subject_s0.25,objective_mobility_s1down_s4up,quantile,human_state,0.25,subject,0,False,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_25_67f79c6f.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_25_67f79c6f.csv,250,484,0.03196230061428597,0.1982384042325182,,,0.5654989620215859,0.5658301421299377,,,0.6601210606347063,0.663942298024475
subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0.6,subjective_intervention_q1down_q2up_s4up,quantile,low_energy,0.6,subject,0,False,"Q1,Q2,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_6_fad4c718.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_6_fad4c718.csv,250,726,0.06779013928789597,0.42843041383454117,0.5486605446144907,0.5489726277085426,0.5654989620215859,0.5658535102356059,0.4951471199280472,0.4935521433842224,,
reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0.6,mobility_core_q2up_s1down_s4up,quantile,target_plus_prob,0.6,global,0,True,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s0_6_56ccd445.csv,250,745,0.12763342699400057,0.5409472953426443,0.5486605446144907,0.5511725139621558,0.5654989620215859,0.5767958868881593,,,0.6601210606347063,0.6645035184982179
reverse_mobility_core_q2up_s1down_s4up_human_state_s0.6,mobility_core_q2up_s1down_s4up,quantile,human_state,0.6,global,0,True,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s0_6_228672f5.csv,250,746,0.12472323336520313,0.6492150338077394,0.5486605446144907,0.5502550917166459,0.5654989620215859,0.5713200030190727,,,0.6601210606347063,0.6831118612491267
reverse_objective_mobility_s1down_s4up_target_plus_prob_s0.6,objective_mobility_s1down_s4up,quantile,target_plus_prob,0.6,global,0,True,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_target_plus_prob_s0_6_cc4256a1.csv,submission_h010_reverse_objective_mobility_s1down_s4up_target_plus_prob_s0_6_cc4256a1.csv,250,497,0.13267796884291477,0.5409472953426443,,,0.5654989620215859,0.5767958868881593,,,0.6601210606347063,0.6645035184982179
reverse_mobility_core_q2up_s1down_s4up_teacher_rank_s0.6,mobility_core_q2up_s1down_s4up,quantile,teacher_rank,0.6,global,0,True,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_teacher_rank_s0_6_aa601289.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_teacher_rank_s0_6_aa601289.csv,250,744,0.12511575042545833,0.6130617436492016,0.5486605446144907,0.5500077178374634,0.5654989620215859,0.5709604082555181,,,0.6601210606347063,0.6828025509537929
reverse_objective_mobility_s1down_s4up_human_state_s0.6,objective_mobility_s1down_s4up,quantile,human_state,0.6,global,0,True,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_human_state_s0_6_9260e288.csv,submission_h010_reverse_objective_mobility_s1down_s4up_human_state_s0_6_9260e288.csv,250,497,0.14471690651401597,0.6492150338077394,,,0.5654989620215859,0.5713200030190727,,,0.6601210606347063,0.6831118612491267
reverse_objective_mobility_s1down_s4up_teacher_rank_s0.6,objective_mobility_s1down_s4up,quantile,teacher_rank,0.6,global,0,True,"S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_teacher_rank_s0_6_992ad13b.csv,submission_h010_reverse_objective_mobility_s1down_s4up_teacher_rank_s0_6_992ad13b.csv,250,498,0.14616184783834382,0.6130617436492016,,,0.5654989620215859,0.5709604082555181,,,0.6601210606347063,0.6828025509537929
reverse_mobility_core_q2up_s1down_s4up_human_state_s1,mobility_core_q2up_s1down_s4up,quantile,human_state,1.0,global,0,True,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s1_f63e6f13.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_human_state_s1_f63e6f13.csv,250,746,0.20701026651927115,0.871181255993135,0.5486605446144907,0.5486605446144907,0.5654989620215859,0.5654989620215859,,,0.6601210606347063,0.6601210606347063
reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s1,mobility_core_q2up_s1down_s4up,quantile,target_plus_prob,1.0,global,0,True,"Q2,S1,S4",hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s1_451ec11a.csv,submission_h010_reverse_mobility_core_q2up_s1down_s4up_target_plus_prob_s1_451ec11a.csv,250,745,0.2106127928254061,0.7992462407303079,0.5486605446144907,0.5486605446144907,0.5654989620215859,0.5654989620215859,,,0.6601210606347063,0.6601210606347063
