file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_25_56a8e90e.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_25_56a8e90e.csv,249,479,0.04899370525027114,85.7389841879745,0.8465089324548711,0.20392727793846716,0,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_25_a557f0d0.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_25_a557f0d0.csv,250,710,0.05591679430471312,97.85439003324797,0.9551044039237158,0.18563452226036686,231,237,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_25_cec6fe55.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_25_cec6fe55.csv,250,719,0.056212126129288616,98.37122072625507,0.7737914414761582,0.18563452226036686,234,243,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_6_74b54aed.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_subject_s0_6_74b54aed.csv,250,479,0.0594958847820342,104.11779836855985,1.0038088683774264,0.24177481243392973,0,237,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_25_0886d7a0.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_25_0886d7a0.csv,250,716,0.05973044405947277,104.52827710407735,0.8465089324548711,0.20392727793846716,0,237,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_6_3d62a7cd.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_subject_s0_6_3d62a7cd.csv,250,485,0.06050003540353416,105.87506195618478,1.0038088683774264,0.24177481243392973,0,243,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_4_d6ac8e0f.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_4_d6ac8e0f.csv,250,699,0.06408881797776864,112.15543146109512,0.6664160180203759,0.16464459170346424,218,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_4_faa78d82.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_4_faa78d82.csv,249,673,0.06594473933738472,115.40329384042326,0.6767920650895967,0.16464459170346424,218,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_human_state_global_s0_25_8b2a1f1f.csv,submission_h010_intervention_mobility_q2up_s4up_human_state_global_s0_25_8b2a1f1f.csv,250,500,0.06599896095261083,115.49818166706895,1.0502221643570748,0.18646478954732054,0,250,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_4_6d6d187a.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_4_6d6d187a.csv,250,694,0.06738461253928092,117.92307194374162,0.6767920650895967,0.16464459170346424,0,239,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_global_s0_25_194f94c0.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_global_s0_25_194f94c0.csv,250,499,0.06756775160444375,118.24356530777656,1.0887623842652185,0.1837935350387847,0,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_6_603cfd16.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_6_603cfd16.csv,249,481,0.0692216224437027,121.13783927647972,0.9996240270305639,0.24065817852765503,0,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_6_4c3e35d8.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_6_4c3e35d8.csv,247,455,0.07200550448312683,126.00963284547194,1.0151880976343957,0.24065817852765503,0,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_global_s0_25_1602b118.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_global_s0_25_1602b118.csv,250,499,0.07514648799815643,131.50635399677375,1.1861950796298122,0.19043446918439072,0,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_4_76f90e27.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_4_76f90e27.csv,250,484,0.07775687357063421,136.07452874860988,1.3072524554710256,0.29818170521399506,0,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_4_949b3909.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_4_949b3909.csv,249,479,0.07838992840043381,137.18237470075917,1.3544142919277942,0.3055213068331804,0,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_25_d5c2e8bd.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_25_d5c2e8bd.csv,250,718,0.07960182402612909,139.3031920457259,0.8170327846693914,0.1982384042325182,234,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_25_5114e94a.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_25_5114e94a.csv,250,710,0.08012054756247003,140.21095823432256,0.9551044039237158,0.20392727793846716,231,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_6_71b31264.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_6_71b31264.csv,250,493,0.08329389113400046,145.7643094845008,1.527060230575483,0.35994152225156156,0,245,0,0,0,0,248
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_4_bed033f3.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_4_bed033f3.csv,250,482,0.0839346424695973,146.88562432179526,1.510416775417415,0.29818170521399506,0,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_4_63605327.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_4_63605327.csv,250,710,0.08946687088754103,156.5670240531968,1.5281670462779458,0.29909969740050746,231,237,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_4_19548e27.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_4_19548e27.csv,250,719,0.08993940180686176,157.39395316200807,1.2380663063618536,0.29909969740050746,234,243,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_25_370dc9f2.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_25_370dc9f2.csv,250,722,0.09073032375036538,158.77806656313942,0.9551044039237158,0.20742542523020968,240,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_4_29fed755.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_4_29fed755.csv,250,726,0.09104345593968058,159.32604789444102,1.2773993130489596,0.306089953272346,238,242,0,0,0,0,246
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_4_dadbc32c.csv,submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_4_dadbc32c.csv,250,727,0.09497553019797708,166.2071778464599,1.3072524554710256,0.29818170521399506,0,243,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_4_168fe7a3.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_4_168fe7a3.csv,250,716,0.09556871049515644,167.24524336652377,1.3544142919277942,0.3055213068331804,0,237,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_6_6449aaca.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_6_6449aaca.csv,250,699,0.09613322696665295,168.23314719164267,0.9996240270305639,0.24065817852765503,218,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_4_f1bc15b5.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_4_f1bc15b5.csv,250,718,0.09674294523442038,169.30015416023568,1.5281670462779455,0.34314828636809214,240,240,0,0,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_25_5e0671cb.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_25_5e0671cb.csv,250,740,0.09678348952224883,169.37110666393545,1.1861950796298122,0.197042186079535,241,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_85_3d5db01b.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_subject_s0_85_3d5db01b.csv,249,481,0.09806396512857883,171.61193897501295,1.4161340382932983,0.32705042474048335,0,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_6_c1c0cc77.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_6_c1c0cc77.csv,249,673,0.0989171090060771,173.10494076063492,1.0151880976343957,0.24065817852765503,218,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_global_s0_25_21166bfe.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_global_s0_25_21166bfe.csv,250,499,0.09929873467517307,173.77278568155288,1.418097196319339,0.2541810240673147,0,0,0,249,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_6_971c7438.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_subject_s0_6_971c7438.csv,250,694,0.10107691880892139,176.88460791561243,1.0151880976343957,0.24065817852765503,0,239,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_85_41d09f29.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s0_85_41d09f29.csv,247,455,0.10200779801776297,178.5136465310852,1.4381831383153931,0.32705042474048335,0,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_global_s0_25_89b402cc.csv,submission_h010_mobility_core_q2up_s1down_s4up_target_delta_pos_global_s0_25_89b402cc.csv,250,746,0.10240692339365319,179.21211593889308,1.1861950796298122,0.24580687862363004,0,249,0,247,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_teacher_rank_global_s0_4_e2cf6d6a.csv,submission_h010_intervention_mobility_q2up_s4up_teacher_rank_global_s0_4_e2cf6d6a.csv,250,499,0.10810840256711,189.1897044924425,1.7420198148243498,0.31728633880502133,0,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_global_s0_25_d7622f42.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_global_s0_25_d7622f42.csv,250,750,0.11120068081351915,194.60119142365852,1.1432910240298761,0.2356504308641525,250,250,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_25_8ee3387a.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_25_8ee3387a.csv,250,748,0.11381592474371882,199.17786830150794,1.176326594366339,0.18973653616828612,249,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_6_2b8d90e6.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_6_2b8d90e6.csv,250,484,0.11663531035595133,204.11179312291483,1.9608786832065392,0.4129758009094331,0,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_6_9906125b.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_6_9906125b.csv,249,479,0.11758489260065075,205.7735620511388,2.0316214378916895,0.4129758009094331,0,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_85_a291cec7.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s0_85_a291cec7.csv,250,493,0.11799967910650064,206.49943843637612,2.163335326648601,0.4929606579355975,0,245,0,0,0,0,248
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s1_92fa99e0.csv,submission_h010_objective_mobility_s1down_s4up_target_delta_pos_subject_s1_92fa99e0.csv,247,455,0.12000917413854466,210.01605474245315,1.691980162723992,0.3718112913743868,0,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_global_s0_4_46426076.csv,submission_h010_intervention_mobility_q2up_s4up_target_delta_pos_global_s0_4_46426076.csv,250,499,0.12023438079705029,210.410166394838,1.8979121274077002,0.3304647441728523,0,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_global_s0_25_3d8487d1.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_global_s0_25_3d8487d1.csv,250,748,0.12413507510704835,217.23638143733461,1.418097196319339,0.2541810240673147,0,249,0,249,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_6_e399624f.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_6_e399624f.csv,250,482,0.12590196370439594,220.32843648269287,2.265625163126122,0.43754161561184,0,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_4_065d568b.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_4_065d568b.csv,250,718,0.12736291844180656,222.88510727316145,1.3072524554710256,0.29909969740050746,234,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_4_2d6475d7.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_4_2d6475d7.csv,250,710,0.12819287609995203,224.33753317491608,1.5281670462779458,0.3055213068331804,231,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_4_d673fb20.csv,submission_h010_drain_route_q1down_s1down_s4up_low_energy_subject_s0_4_d673fb20.csv,250,725,0.12928351020202308,226.2461428535404,1.2773993130489596,0.306089953272346,238,0,0,241,0,0,246
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_6_21a83aed.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_6_21a83aed.csv,250,710,0.13420030633131155,234.8505360797952,2.292250569416918,0.45252035430620485,231,237,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_6_1dbde666.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_human_state_subject_s0_6_1dbde666.csv,250,719,0.13490910271029263,236.0909297430121,1.8570994595427806,0.43023949255558797,234,243,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_85_a8f3b625.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s0_85_a8f3b625.csv,250,699,0.1361887382027584,238.33029185482718,1.4161340382932983,0.32705042474048335,218,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_6_fad4c718.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_low_energy_subject_s0_6_fad4c718.csv,250,726,0.13656518390952088,238.98907184166154,1.91609896957344,0.42843041383454117,238,242,0,0,0,0,246
hitl/h010_mobility_route_triad_jackpot/submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s1_e614eb63.csv,submission_h010_intervention_mobility_q2up_s4up_target_plus_prob_global_s1_e614eb63.csv,250,493,0.13882315189000075,242.94051580750133,2.5451003842924713,0.5551419230578039,0,245,0,0,0,0,248
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_85_8ae7bd3c.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s0_85_8ae7bd3c.csv,249,673,0.14013257109194252,245.2319994108994,1.4381831383153931,0.32705042474048335,218,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_6_f2f7a3f8.csv,submission_h010_mobility_core_q2up_s1down_s4up_human_state_subject_s0_6_f2f7a3f8.csv,250,727,0.14246329529696564,249.31076676968985,1.9608786832065392,0.4129758009094331,0,243,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_6_3fb4c6f4.csv,submission_h010_mobility_core_q2up_s1down_s4up_teacher_rank_subject_s0_6_3fb4c6f4.csv,250,716,0.14335306574273468,250.86786504978568,2.0316214378916895,0.4129758009094331,0,237,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_6_d93ee543.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_plus_prob_subject_s0_6_d93ee543.csv,250,718,0.14511441785163057,253.9502312403535,2.292250569416918,0.49959352560092457,240,240,0,0,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_4_0d0f2ccc.csv,submission_h010_drain_route_q1down_s1down_s4up_target_plus_prob_subject_s0_4_0d0f2ccc.csv,250,722,0.1451685180005846,254.0449065010231,1.5281670462779455,0.34314828636809214,240,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_global_s0_25_439a7790.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_global_s0_25_439a7790.csv,250,748,0.14554690781444812,254.70708867528424,1.418097196319339,0.2541810240673147,249,0,0,249,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_4_ac98dac2.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_global_s0_4_ac98dac2.csv,250,740,0.15485358323559814,270.99377066229675,1.8979121274077002,0.3304647441728523,241,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s1_63e5bb62.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_target_delta_pos_subject_s1_63e5bb62.csv,250,699,0.1602220449444216,280.3885786527378,1.6660400450509396,0.3718112913743868,218,239,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s1_1293c689.csv,submission_h010_drain_route_q1down_s1down_s4up_target_delta_pos_subject_s1_1293c689.csv,249,673,0.1648618483434618,288.5082346010581,1.691980162723992,0.3718112913743868,218,0,0,213,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_85_283f5a2a.csv,submission_h010_objective_mobility_s1down_s4up_human_state_subject_s0_85_283f5a2a.csv,250,484,0.16523335633759775,289.1583735907961,2.7779114678759282,0.5446546559904698,0,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_85_d984259c.csv,submission_h010_objective_mobility_s1down_s4up_teacher_rank_subject_s0_85_d984259c.csv,249,479,0.16657859785092188,291.5125462391133,2.8781303703465597,0.5446546559904698,0,0,0,237,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_85_176b000f.csv,submission_h010_objective_mobility_s1down_s4up_target_plus_prob_subject_s0_85_176b000f.csv,250,482,0.17836111524789425,312.1319516838149,3.2096356477620063,0.6374115954917713,0,0,0,244,0,0,238
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_4_757b1cbe.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_global_s0_4_757b1cbe.csv,250,748,0.18210547958995013,318.68458928241273,1.8821225509861423,0.3422204019570515,249,249,0,0,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_reverse_objective_mobility_s1down_s4up_target_plus_prob_s0_6_cc4256a1.csv,submission_h010_reverse_objective_mobility_s1down_s4up_target_plus_prob_s0_6_cc4256a1.csv,250,497,0.1896702567361829,331.92294928832007,2.6564611981788087,0.5409472953426443,0,0,0,247,0,0,250
hitl/h010_mobility_route_triad_jackpot/submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_85_0ae958f2.csv,submission_h010_subjective_intervention_q1down_q2up_s4up_teacher_rank_subject_s0_85_0ae958f2.csv,250,710,0.19011710063602466,332.70492611304314,3.2473549733406344,0.657233679023711,231,237,0,0,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_6_d58b814a.csv,submission_h010_drain_route_q1down_s1down_s4up_human_state_subject_s0_6_d58b814a.csv,250,718,0.19104437766270982,334.3276609097422,1.9608786832065392,0.43023949255558797,234,0,0,242,0,0,242
hitl/h010_mobility_route_triad_jackpot/submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_6_8283944e.csv,submission_h010_drain_route_q1down_s1down_s4up_teacher_rank_subject_s0_6_8283944e.csv,250,710,0.1922893141499281,336.50629976237417,2.292250569416918,0.45252035430620485,231,0,0,237,0,0,242
