law_name,model_name,action_space_policy,action_space_kind,selection_policy,selection_param,logloss,switched_cells,available_candidate_cells,mean_realized_gain_all_cells,mean_realized_gain_switched,positive_true_gain_rate,episode_route_match_rate,episode_family_match_rate,mean_row_episode_score_switched,target_null_p_ge_observed,target_family_null_p_ge_observed,target_null_z,target_family_null_z,model_family,episode_threshold,target_null_mean,target_null_std,target_family_null_mean,target_family_null_std
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q90,episode_family_space,topfrac,0.06,0.6297705044462785,44,77,0.007226577704716353,0.12071669574923911,0.7045454545454546,0.6136363636363636,1.0,0.04266840556015817,0.0025,0.000625,2.243597276884653,2.8568520056119375,shallow_tree,0.03676661743585959,0.003963548627033027,0.0014543737912778214,0.004570284273360673,0.0009297973525186877
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q90,episode_family_space,topfrac,0.08,0.6300643634837911,59,77,0.0069327186672036864,0.0863652240744866,0.6610169491525424,0.6101694915254238,1.0,0.04369766148076105,0.023125,0.015,1.6774251707667662,2.1978125940307374,shallow_tree,0.03676661743585959,0.005030169544785637,0.0011342080443137604,0.0051456782927276935,0.0008130995241949189
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q90,episode_family_space,topfrac,0.1,0.6306171018894673,74,77,0.006379980261527539,0.06336872286787486,0.6216216216216216,0.5540540540540541,1.0,0.044210929283374105,0.091875,0.034375,0.9511556776763447,2.115001323844353,shallow_tree,0.03676661743585959,0.005591840974704867,0.0008286122927301232,0.005696415987621361,0.00032319803595379714
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q90,episode_family_space,topfrac,0.15,0.6311380926933599,77,77,0.005858989457634957,0.05592671755015186,0.6103896103896104,0.5714285714285714,1.0,0.04423157997404757,0.104375,1.0,1.734723475976807e-06,-8.673617379884035e-07,shallow_tree,0.03676661743585959,0.005858989457634955,1.0118251587110268e-18,0.005858989457634958,8.74922942242306e-19
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q90,episode_family_space,threshold,-0.02,0.6311380926933599,77,77,0.005858989457634957,0.05592671755015186,0.6103896103896104,0.5714285714285714,1.0,0.04423157997404757,0.110625,1.0,1.734723475976807e-06,-8.673617379884035e-07,shallow_tree,0.03676661743585959,0.005858989457634955,1.0164644547423407e-18,0.005858989457634958,8.719602887099882e-19
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q70,episode_family_space,topfrac,0.15,0.6316182643651644,110,224,0.005378817785830396,0.035940282478048556,0.5727272727272728,0.8272727272727273,1.0,0.032617628582528015,0.01625,0.010625,1.9914849863559103,2.2064917051019894,shallow_tree,0.0194373377930282,0.0009059866187207667,0.002245977849571527,0.0006453606574776399,0.002145241297489475
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q80,episode_family_space,topfrac,0.15,0.6317063246756234,110,147,0.0052907574753714385,0.035351879494527345,0.5909090909090909,0.7818181818181819,1.0,0.036853845028060314,0.175625,0.173125,0.9296315335147639,0.9460210372276788,shallow_tree,0.026330083308290925,0.003939732250489356,0.0014532910902603615,0.004317588162250204,0.001028697327887247
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_family_space_q80,episode_family_space,topfrac,0.1,0.631817302883923,74,147,0.005179779267071872,0.051447807585105754,0.5945945945945946,0.7432432432432432,1.0,0.03765683140185842,0.0925,0.0875,1.3418781973141136,1.29542155570674,shallow_tree,0.026330083308290925,0.0027529150157488747,0.0018085577783293425,0.003216627482143715,0.0015154540051304957
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_rows_only_any_route_q90,episode_rows_only_any_route,topfrac,0.06,0.6318304792157,44,77,0.005166602935294793,0.08630575357821982,0.5909090909090909,0.045454545454545456,0.4318181818181818,0.04264467430372876,0.06,0.059375,1.5065410505517571,1.442249689524239,shallow_tree,0.03676661743585959,0.0025506967764363287,0.0017363656688282152,0.0026188929350104027,0.001766483306454941
route_tree_depth3_leaf24,route_tree_depth3_leaf24,episode_rows_only_any_route_q90,episode_rows_only_any_route,topfrac,0.08,0.6320056157472305,59,77,0.00499146640376433,0.062181827233335284,0.5254237288135594,0.03389830508474576,0.423728813559322,0.04360921268532334,0.0925,0.0875,1.31816954608323,1.3032449004540956,shallow_tree,0.03676661743585959,0.0032888788479865606,0.0012916301706687027,0.0033041344271544206,0.0012947159632253184
