file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top30_w0p075_cap0p02_a47ca1a1.csv,submission_h008_two_tail_refine_top30_w0p075_cap0p02_a47ca1a1.csv,30,30,0.00031604971935357806,0.5530870088687616,0.020000000000000462,0.004999942211244834,0,0,0,0,0,0,30,0.11329942638832544,0.04084463760214999
hitl/h008_s4_latent_column_translator/submission_h008_pos_consensus_top40_w0p06_cap0p02_3b6dcb31.csv,submission_h008_pos_consensus_top40_w0p06_cap0p02_3b6dcb31.csv,35,35,0.00033419977508040576,0.58484960639071,0.02000000000000024,0.004992809005958776,0,0,0,0,0,0,35,0.07774531551695377,0.04319025730444672
hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top40_w0p06_cap0p018_8b8f36d8.csv,submission_h008_delta_two_tail_top40_w0p06_cap0p018_8b8f36d8.csv,40,40,0.0004057733175520684,0.7101033057161197,0.018000000000002014,0.0044998040477683965,0,0,0,0,0,0,40,0.16522532459933534,0.052440053223064914
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top40_w0p07_cap0p02_cf14d4ad.csv,submission_h008_two_tail_refine_top40_w0p07_cap0p02_cf14d4ad.csv,40,40,0.00042256174923732193,0.7394830611653134,0.020000000000000462,0.004999942211244834,0,0,0,0,0,0,40,0.13895284467243932,0.054609703648621825
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top40_w0p078_cap0p02_de3c9844.csv,submission_h008_two_tail_refine_top40_w0p078_cap0p02_de3c9844.csv,40,40,0.0004298897485642164,0.7523070599873787,0.020000000000000462,0.004999942211244834,0,0,0,0,0,0,40,0.1386587157205055,0.05555673653151122
hitl/h008_s4_latent_column_translator/submission_h008_pos_consensus_top60_w0p06_cap0p02_f5b53b78.csv,submission_h008_pos_consensus_top60_w0p06_cap0p02_f5b53b78.csv,47,47,0.0004437768802982221,0.7766095405218887,0.02000000000000024,0.0049965165760503805,0,0,0,0,0,0,47,0.09752359369639411,0.057351437897387815
hitl/h008_s4_latent_column_translator/submission_h008_down_control_highmob_top60_w0p06_cap0p02_c0efea43.csv,submission_h008_down_control_highmob_top60_w0p06_cap0p02_c0efea43.csv,47,47,0.0004437768802982271,0.7766095405218975,0.020000000000000906,0.004998639448383857,0,0,0,0,0,0,47,-0.09752359369639382,0.05735143789738846
hitl/h008_s4_latent_column_translator/submission_h008_pos_consensus_top80_w0p05_cap0p018_68342464.csv,submission_h008_pos_consensus_top80_w0p05_cap0p018_68342464.csv,57,57,0.00046752435576465084,0.818167622588139,0.018000000000000183,0.004496988883351483,0,0,0,0,0,0,57,0.10048267029515122,0.06042043929177633
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_top40_w0p08_cap0p022_4adeaffd.csv,submission_h008_two_tail_top40_w0p08_cap0p022_4adeaffd.csv,40,40,0.00046774403994469455,0.8185520699032155,0.022000000000000686,0.00549991555675583,0,0,0,0,0,0,40,0.13883459734477574,0.060448830143504224
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top50_w0p07_cap0p02_244cc9c6.csv,submission_h008_two_tail_refine_top50_w0p07_cap0p02_244cc9c6.csv,49,49,0.0005040761664155992,0.8821332912272986,0.020000000000000462,0.004999942211244834,0,0,0,0,0,0,49,0.13337249925682637,0.06514420700400192
hitl/h008_s4_latent_column_translator/submission_h008_pos_consensus_top120_w0p04_cap0p015_d217451c.csv,submission_h008_pos_consensus_top120_w0p04_cap0p015_d217451c.csv,75,75,0.0005048200636418529,0.8834351113732426,0.015000000000000346,0.003748884161413779,0,0,0,0,0,0,75,0.10002006756596861,0.0652403444493435
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top60_w0p06_cap0p018_e7267013.csv,submission_h008_two_tail_refine_top60_w0p06_cap0p018_e7267013.csv,56,56,0.0005199199919129478,0.9098599858476586,0.01800000000000046,0.004499962070435348,0,0,0,0,0,0,56,0.12971217317286826,0.06719178139196373
hitl/h008_s4_latent_column_translator/submission_h008_two_tail_top60_w0p07_cap0p02_2a35fb28.csv,submission_h008_two_tail_top60_w0p07_cap0p02_2a35fb28.csv,56,56,0.0005820018953270112,1.0185033168222695,0.020000000000000462,0.004999942211244834,0,0,0,0,0,0,56,0.12949775193439414,0.07521492677486562
hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top60_w0p055_cap0p018_8c3be15b.csv,submission_h008_delta_two_tail_top60_w0p055_cap0p018_8c3be15b.csv,60,60,0.0006033797681648885,1.0559145942885548,0.018000000000002014,0.0044998040477683965,0,0,0,0,0,0,60,0.17860155281051157,0.07797769293252543
hitl/h008_s4_latent_column_translator/submission_h008_lowenergy_signed_top60_w0p07_cap0p02_392260e9.csv,submission_h008_lowenergy_signed_top60_w0p07_cap0p02_392260e9.csv,60,60,0.000608586994814226,1.0650272409248955,0.020000000000002682,0.004999459210598023,0,0,0,0,0,0,60,0.15349939770348195,0.07865064807970754
hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top80_w0p045_cap0p015_547cbcc2.csv,submission_h008_delta_two_tail_top80_w0p045_cap0p015_547cbcc2.csv,80,80,0.0006722184599483775,1.1763823049096607,0.0150000000000019,0.003749981305200545,0,0,0,0,0,0,80,0.20351147595822672,0.08687405083676122
hitl/h008_s4_latent_column_translator/submission_h008_lowenergy_signed_top90_w0p06_cap0p018_c9d070a4.csv,submission_h008_lowenergy_signed_top90_w0p06_cap0p018_c9d070a4.csv,90,90,0.0008381376715785821,1.4667409252625188,0.018000000000002014,0.004499564242601006,0,0,0,0,0,0,90,0.19452799015622824,0.10831659501661707
hitl/h008_s4_latent_column_translator/submission_h008_lowenergy_signed_top120_w0p05_cap0p016_cc51269e.csv,submission_h008_lowenergy_signed_top120_w0p05_cap0p016_cc51269e.csv,120,120,0.0009941319014676528,1.7397308275683925,0.016000000000002235,0.00399997613416786,0,0,0,0,0,0,120,0.22030755943262137,0.12847648568469727
hitl/h008_s4_latent_column_translator/submission_h008_full_logit_blend_w0p015_0dcd5e48.csv,submission_h008_full_logit_blend_w0p015_0dcd5e48.csv,250,250,0.0012419676291073466,2.1734433509378563,0.03775872142931125,0.007877344725033597,0,0,0,0,0,0,250,0.257688013240446,0.16050549840147074
hitl/h008_s4_latent_column_translator/submission_h008_full_logit_blend_w0p025_1abf6cae.csv,submission_h008_full_logit_blend_w0p025_1abf6cae.csv,250,250,0.0020699460485122394,3.622405584896419,0.06293120238218519,0.013128433753150204,0,0,0,0,0,0,250,0.25768801324190366,0.2675091640024506
hitl/h008_s4_latent_column_translator/submission_h008_full_logit_blend_w0p04_704ab61d.csv,submission_h008_full_logit_blend_w0p04_704ab61d.csv,250,250,0.003285585772740776,5.749775102296358,0.0800000000000001,0.019995554823948436,0,0,0,0,0,0,250,0.25965934368476434,0.42461217960533415
hitl/h008_s4_latent_column_translator/submission_h008_full_logit_blend_w0p065_62ea8f37.csv,submission_h008_full_logit_blend_w0p065_62ea8f37.csv,250,250,0.005022931625554841,8.790130344720971,0.0800000000000014,0.019995554823948436,0,0,0,0,0,0,250,0.2664815806359967,0.6491378077024798
hitl/h008_s4_latent_column_translator/submission_h008_full_logit_blend_w0p09_094917ab.csv,submission_h008_full_logit_blend_w0p09_094917ab.csv,250,250,0.006287891191063767,11.003809584361592,0.0800000000000014,0.019995554823948436,0,0,0,0,0,0,250,0.26636647092931953,0.8126146655217502
