candidate_id,mode,file,basename,weight,cap,top_k,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,max_abs_prob_delta,move_mean,selected_raw_delta_mean,selected_mobility_rank_mean,selected_low_energy_mean,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,changed_rows_vs_current,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_prob_delta_vs_current,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny,shape_soft_gate,h008_strict_upload_gate,h008_aggressive_gate,h008_info_gate,h008_decision
delta_two_tail_top60_w0p055_cap0p018,delta_two_tail,hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top60_w0p055_cap0p018_8c3be15b.csv,submission_h008_delta_two_tail_top60_w0p055_cap0p018_8c3be15b.csv,0.055,0.018,60,60,60,0.004223658377154228,1.055914594288557,0.018,0.0044998040477683965,-9.634162284577202e-05,-0.3440421081928465,0.6214057971014494,0.637,too_small_to_submit,-2.4788966012951235e-05,-4.7594677833781426e-05,-1.3410872253759864e-06,0.9166666666666666,0.0006454067235412975,False,True,True,False,0.20020567154596608,0.04454624000338559,0.047703075073226985,60,60,1.0559145942885548,0.0044998040477683965,0.17860155281051157,0.07797769293252543,True,False,True,True,hitl_aggressive_candidate
delta_two_tail_top40_w0p06_cap0p018,delta_two_tail,hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top40_w0p06_cap0p018_8b8f36d8.csv,submission_h008_delta_two_tail_top40_w0p06_cap0p018_8b8f36d8.csv,0.06,0.018,40,40,40,0.002840413222864477,0.7101033057161192,0.018,0.0044998040477683965,-3.958677713552306e-05,-0.38421098288592587,0.6434347826086957,0.6665,too_small_to_submit,-1.4590734500316692e-05,-2.5474029115717162e-05,-8.651607306385502e-07,0.9027777777777778,0.0002689024247262417,False,True,True,False,0.19982916724715102,0.04443821574716029,0.04758397440868492,40,40,0.7101033057161197,0.0044998040477683965,0.16522532459933534,0.052440053223064914,True,False,True,True,hitl_aggressive_candidate
delta_two_tail_top80_w0p045_cap0p015,delta_two_tail,hitl/h008_s4_latent_column_translator/submission_h008_delta_two_tail_top80_w0p045_cap0p015_547cbcc2.csv,submission_h008_delta_two_tail_top80_w0p045_cap0p015_547cbcc2.csv,0.045,0.015,80,80,80,0.004705529219638675,1.1763823049096689,0.015,0.0037499813052004893,-9.447078036132387e-05,-0.32508527173134,0.5898478260869565,0.59045,too_small_to_submit,-2.4241082354482812e-05,-5.0404096696559174e-05,4.888085573397993e-07,0.8888888888888888,0.0002672296096054294,False,True,True,False,0.1998274944320302,0.04453338541679177,0.047687360990560854,80,80,1.1763823049096607,0.003749981305200545,0.20351147595822672,0.08687405083676122,True,False,True,True,hitl_aggressive_candidate
two_tail_refine_top40_w0p078_cap0p02,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top40_w0p078_cap0p02_de3c9844.csv,submission_h008_two_tail_refine_top40_w0p078_cap0p02_de3c9844.csv,0.078,0.02,40,40,40,0.0030092282399495113,0.7523070599873778,0.02,0.004999942211244779,3.913085757514728e-06,-0.37391756714444147,0.45476086956521744,0.4422999999999999,too_small_to_submit,-1.4005794543224273e-05,-4.165429736568441e-05,3.469798878341427e-06,0.8194444444444444,-0.00011550903624601983,False,True,True,False,0.19944475578617876,0.04452478127925626,0.04767713915980971,40,40,0.7523070599873787,0.004999942211244834,0.1386587157205055,0.05555673653151122,True,False,True,True,hitl_aggressive_candidate
two_tail_refine_top40_w0p07_cap0p02,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top40_w0p07_cap0p02_cf14d4ad.csv,submission_h008_two_tail_refine_top40_w0p07_cap0p02_cf14d4ad.csv,0.07,0.02,40,40,40,0.0029579322446612534,0.7394830611653134,0.02,0.004999942211244779,-1.811981679310179e-05,-0.37391756714444147,0.45476086956521744,0.4422999999999999,too_small_to_submit,-1.340338379410751e-05,-3.996036666795974e-05,4.798098649942964e-06,0.8194444444444444,-0.00014353684097662134,False,True,True,False,0.19941672798144816,0.04452146197876053,0.047672328058167866,40,40,0.7394830611653134,0.004999942211244834,0.13895284467243932,0.054609703648621825,True,False,True,True,hitl_aggressive_candidate
two_tail_refine_top60_w0p06_cap0p018,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top60_w0p06_cap0p018_e7267013.csv,submission_h008_two_tail_refine_top60_w0p06_cap0p018_e7267013.csv,0.06,0.018,60,56,56,0.0036394399433906455,0.9098599858476614,0.018,0.004499962070435293,-0.0001710768793587788,-0.3323110644894265,0.4410093167701863,0.42914285714285716,too_small_to_submit,-1.1716326574883295e-05,-2.318072046848586e-05,8.551562683162512e-06,0.8611111111111112,-0.00011613083389772072,False,True,True,False,0.19944413398852706,0.044461508536528714,0.04760648412108129,56,56,0.9098599858476586,0.004499962070435348,0.12971217317286826,0.06719178139196373,True,False,True,True,hitl_aggressive_candidate
two_tail_top60_w0p07_cap0p02,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_top60_w0p07_cap0p02_2a35fb28.csv,submission_h008_two_tail_top60_w0p07_cap0p02_2a35fb28.csv,0.07,0.02,60,56,56,0.004074013267289088,1.018503316822272,0.02,0.004999942211244779,-0.00017958969258524194,-0.3323110644894265,0.4410093167701863,0.42914285714285716,too_small_to_submit,-1.322355202287328e-05,-2.7321201050229404e-05,8.971111930720119e-06,0.8472222222222222,-0.00011846687229516428,False,True,True,False,0.19944179795012962,0.0444796222893948,0.04762834158132437,56,56,1.0185033168222695,0.004999942211244834,0.12949775193439414,0.07521492677486562,True,False,True,True,hitl_aggressive_candidate
two_tail_refine_top50_w0p07_cap0p02,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top50_w0p07_cap0p02_244cc9c6.csv,submission_h008_two_tail_refine_top50_w0p07_cap0p02_244cc9c6.csv,0.07,0.02,50,49,49,0.0035285331649091978,0.8821332912272994,0.02,0.004999942211244779,-8.506979496513079e-05,-0.32808224823478915,0.44669032830523514,0.4322244897959183,too_small_to_submit,-1.3409060951556178e-05,-3.293597337556349e-05,1.1967150243591637e-05,0.8611111111111112,-0.0001335406487673052,False,True,True,False,0.19942672417365748,0.04451183373259193,0.04766055302452149,49,49,0.8821332912272986,0.004999942211244834,0.13337249925682637,0.06514420700400192,True,False,True,True,hitl_aggressive_candidate
pos_consensus_top40_w0p06_cap0p02,pos_consensus,hitl/h008_s4_latent_column_translator/submission_h008_pos_consensus_top40_w0p06_cap0p02_3b6dcb31.csv,submission_h008_pos_consensus_top40_w0p06_cap0p02_3b6dcb31.csv,0.06,0.02,40,35,35,0.0023393984255628483,0.584849606390712,0.02,0.004992809005958776,0.0023393984255628483,0.5361011910567247,0.8419627329192547,0.6962571428571429,too_small_to_submit,-3.1995229497594385e-05,-0.00010978695221930741,1.1977516329641493e-05,0.8472222222222222,0.0008347653431839408,False,True,True,False,0.20039503016560872,0.04437582669565034,0.047538221086819474,35,35,0.58484960639071,0.004992809005958776,0.07774531551695377,0.04319025730444672,True,False,True,True,hitl_aggressive_candidate
two_tail_refine_top30_w0p075_cap0p02,two_tail,hitl/h008_s4_latent_column_translator/submission_h008_two_tail_refine_top30_w0p075_cap0p02_a47ca1a1.csv,submission_h008_two_tail_refine_top30_w0p075_cap0p02_a47ca1a1.csv,0.075,0.02,30,30,30,0.0022123480354750468,0.5530870088687617,0.02,0.004999942211244779,-2.278906844906092e-05,-0.4511314063155031,0.4555072463768116,0.4704666666666667,too_small_to_submit,-9.20813416876284e-06,-2.1492701178362937e-05,8.858001420347637e-06,0.8333333333333334,-0.00011899647018065451,False,True,True,False,0.19944126835224413,0.0444575993723918,0.04760995725294524,30,30,0.5530870088687616,0.004999942211244834,0.11329942638832544,0.04084463760214999,True,False,False,True,too_small_to_submit
