variant,family,file,basename,q2_scale,s1_scale,gate,q2_gate_rows,s1_gate_rows,move_l1,move_l2,changed_cells_1e12,changed_rows_1e12,non_q2s1_l1,all_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,q2_cos_e323_bad_vs_e365,s1_cos_e323_bad_vs_e247,s1_cos_e323_bad_vs_e365,l1_Q1,signed_sum_Q1,changed_Q1,l1_Q2,signed_sum_Q2,changed_Q2,l1_Q3,signed_sum_Q3,changed_Q3,l1_S1,signed_sum_S1,changed_S1,l1_S2,signed_sum_S2,changed_S2,l1_S3,signed_sum_S3,changed_S3,l1_S4,signed_sum_S4,changed_S4,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman
h001_e247locked_transfer_top20_q21p25_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s10p5_61c14062.csv,submission_h001_e247locked_transfer_top20_q21p25_s10p5_61c14062.csv,1.25,0.5,transfer_top20,50.0,92.0,0.09907328195494237,0.03427481614810185,88.0,70.0,4.440892098500626e-16,-0.012623479772913969,0.009183069081950664,-0.015222469385552412,0.5242507788523489,-0.08203175209308554,-0.10257569116553143,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.03010320666453138,-0.007712932018509158,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p25_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s10p75_3086f4b6.csv,submission_h001_e247locked_transfer_top20_q21p25_s10p75_3086f4b6.csv,1.25,0.75,transfer_top20,50.0,92.0,0.11412488528715196,0.03645546697072319,88.0,70.0,4.440892098500626e-16,-0.01780257465610881,0.001257608880214068,-0.015222469385552412,0.5242507788523489,-0.08203175209492597,-0.10257569116784225,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04515480999674097,-0.01156939802777486,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p25_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s11p0_aad37ac4.csv,submission_h001_e247locked_transfer_top20_q21p25_s11p0_aad37ac4.csv,1.25,1.0,transfer_top20,50.0,92.0,0.129176488619403,0.03930565280144378,88.0,70.0,4.440892098500626e-16,-0.022015533000947607,-0.005674872456566711,-0.015222469385552412,0.5242507788523489,-0.08203175209588184,-0.1025756911690258,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.060206413328992,-0.015425864037024992,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p25_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s11p06_5642a277.csv,submission_h001_e247locked_transfer_top20_q21p25_s11p06_5642a277.csv,1.25,1.06,transfer_top20,50.0,92.0,0.13278887341916648,0.04007416344367436,88.0,70.0,4.440892098500626e-16,-0.0228889366942052,-0.007176466088597512,-0.015222469385552412,0.5242507788523489,-0.08203175209607579,-0.10257569116926339,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.06381879812875549,-0.016351415879243547,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_transfer_top20_q21p25_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_transfer_top20_q21p25_s11p25_392b6776.csv,submission_h001_e247locked_transfer_top20_q21p25_s11p25_392b6776.csv,1.25,1.25,transfer_top20,50.0,92.0,0.14422809195168707,0.04269148430622721,88.0,70.0,4.440892098500626e-16,-0.025336870759040578,-0.011523512473983108,-0.015222469385552412,0.5242507788523489,-0.0820317520964334,-0.10257569116972264,0.0,0.0,0.0,0.06897007529041055,0.05750077603692199,22.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.07525801666127606,-0.01928233004627529,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4789018917150794,0.46436013482658867,-0.04358910850266395,-0.07724627945881982
h001_e247locked_rowmask_valid_q20p0_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p0_s10p5_7ff0a6a6.csv,submission_h001_e247locked_rowmask_valid_q20p0_s10p5_7ff0a6a6.csv,0.0,0.5,rowmask_valid,42.0,80.0,0.01903699514959923,0.00876468337631675,49.0,49.0,4.440892098500626e-16,-0.04754677304306001,-0.05622597818948286,0.0,0.0,-0.10013584552078383,-0.11912402369209094,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.019036995149598786,-0.005084120227358553,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1265714068242864,,0.006726220225455013
h001_e247locked_rowmask_valid_q20p0_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p0_s10p75_aa0c2a16.csv,submission_h001_e247locked_rowmask_valid_q20p0_s10p75_aa0c2a16.csv,0.0,0.75,rowmask_valid,42.0,80.0,0.028555492724408923,0.013147025064476061,49.0,49.0,4.440892098500626e-16,-0.04754677304368381,-0.05622597819022109,0.0,0.0,-0.1001358455236539,-0.1191240236955067,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.02855549272440848,-0.007626180341042552,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1265714068242864,,0.006726220225455013
h001_e247locked_rowmask_valid_q20p0_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p0_s11p0_4c9396d9.csv,submission_h001_e247locked_rowmask_valid_q20p0_s11p0_4c9396d9.csv,0.0,1.0,rowmask_valid,42.0,80.0,0.03807399029921094,0.017529366752634012,49.0,49.0,4.440892098500626e-16,-0.04754677304403769,-0.056225978190629924,0.0,0.0,-0.10013584552517733,-0.1191240236972987,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0380739902992105,-0.01016824045472809,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1265714068242864,,0.006726220225455013
h001_e247locked_rowmask_valid_q20p0_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p0_s11p06_ce4a1dac.csv,submission_h001_e247locked_rowmask_valid_q20p0_s11p06_ce4a1dac.csv,0.0,1.06,rowmask_valid,42.0,80.0,0.04035842971718477,0.018581128757793303,49.0,49.0,4.440892098500626e-16,-0.04754677304408104,-0.056225978190684554,0.0,0.0,-0.10013584552540077,-0.11912402369757165,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04035842971718433,-0.010778334882000515,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1265714068242864,,0.006726220225455013
h001_e247locked_rowmask_valid_q20p0_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p0_s11p25_11ecfd22.csv,submission_h001_e247locked_rowmask_valid_q20p0_s11p25_11ecfd22.csv,0.0,1.25,rowmask_valid,42.0,80.0,0.04759248787402524,0.021911708440793102,49.0,49.0,4.440892098500626e-16,-0.04754677304421621,-0.056225978190843844,0.0,0.0,-0.10013584552602019,-0.11912402369830745,0.0,0.0,0.0,0.0,0.0,0.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04759248787402479,-0.012710300568400258,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.1265714068242864,,0.006726220225455013
h001_e247locked_rowmask_valid_q20p25_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s10p0_e89ccb49.csv,submission_h001_e247locked_rowmask_valid_q20p25_s10p0_e89ccb49.csv,0.25,0.0,rowmask_valid,42.0,80.0,0.0007578082687217935,0.00046690195044615964,3.0,3.0,4.440892098500626e-16,-8.127531514364328e-11,-0.026070388762454218,-0.05398033755302137,-0.5198101520652246,0.0,0.0,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,,-0.13906247154696444,
h001_e247locked_rowmask_valid_q20p25_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s10p5_c3904493.csv,submission_h001_e247locked_rowmask_valid_q20p25_s10p5_c3904493.csv,0.25,0.5,rowmask_valid,42.0,80.0,0.01979480341832058,0.008777110693070562,52.0,50.0,4.440892098500626e-16,-0.04747945262385625,-0.05753319393867372,-0.05398033755302137,-0.5198101520652246,-0.10013584552078383,-0.11912402369209094,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.019036995149598786,-0.005084120227358553,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p25_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s10p75_f20c0942.csv,submission_h001_e247locked_rowmask_valid_q20p25_s10p75_f20c0942.csv,0.25,0.75,rowmask_valid,42.0,80.0,0.029313300993130273,0.013155313203314173,52.0,50.0,4.440892098500626e-16,-0.047516817525921434,-0.05711583208247059,-0.05398033755302137,-0.5198101520652246,-0.1001358455236539,-0.1191240236955067,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.02855549272440848,-0.007626180341042552,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p25_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s11p0_7ddcdd30.csv,submission_h001_e247locked_rowmask_valid_q20p25_s11p0_7ddcdd30.csv,0.25,1.0,rowmask_valid,42.0,80.0,0.03883179856793229,0.017535583713685757,52.0,50.0,4.440892098500626e-16,-0.04752991609744136,-0.05690019359445613,-0.05398033755302137,-0.5198101520652246,-0.10013584552517733,-0.1191240236972987,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0380739902992105,-0.01016824045472809,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p25_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s11p06_bcf48ab0.csv,submission_h001_e247locked_rowmask_valid_q20p25_s11p06_bcf48ab0.csv,0.25,1.06,rowmask_valid,42.0,80.0,0.04111623798590612,0.018586993929762385,52.0,50.0,4.440892098500626e-16,-0.047531769544129444,-0.05686311942960168,-0.05398033755302137,-0.5198101520652246,-0.10013584552540077,-0.11912402369757165,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04035842971718433,-0.010778334882000515,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p25_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p25_s11p25_e6787280.csv,submission_h001_e247locked_rowmask_valid_q20p25_s11p25_e6787280.csv,0.25,1.25,rowmask_valid,42.0,80.0,0.048350296142746586,0.021916682327068896,52.0,50.0,4.440892098500626e-16,-0.04753598253311502,-0.05676860839247119,-0.05398033755302137,-0.5198101520652246,-0.10013584552602019,-0.11912402369830745,0.0,0.0,0.0,0.0007578082687213494,-0.0007578082687213494,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04759248787402479,-0.012710300568400258,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p5_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s10p0_b49cc03a.csv,submission_h001_e247locked_rowmask_valid_q20p5_s10p0_b49cc03a.csv,0.5,0.0,rowmask_valid,42.0,80.0,0.001515616537443032,0.0009338039008923703,3.0,3.0,4.440892098500626e-16,-8.127531517582248e-11,-0.02607038877265296,-0.07322240123310726,-0.5198101561203834,0.0,0.0,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,,-0.13906247154696444,
h001_e247locked_rowmask_valid_q20p5_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s10p5_37f4f549.csv,submission_h001_e247locked_rowmask_valid_q20p5_s10p5_37f4f549.csv,0.5,0.5,rowmask_valid,42.0,80.0,0.020552611687041818,0.00881428751586905,52.0,50.0,4.440892098500626e-16,-0.04727919421890102,-0.05867150647919791,-0.07322240123310726,-0.5198101561203834,-0.10013584552078383,-0.11912402369209094,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.019036995149598786,-0.005084120227358553,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p5_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s10p75_687ac233.csv,submission_h001_e247locked_rowmask_valid_q20p5_s10p75_687ac233.csv,0.5,0.75,rowmask_valid,42.0,80.0,0.03007110926185151,0.013180146348629197,52.0,50.0,4.440892098500626e-16,-0.04742728953697988,-0.05793175243183245,-0.07322240123310726,-0.5198101561203834,-0.1001358455236539,-0.1191240236955067,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.02855549272440848,-0.007626180341042552,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p5_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s11p0_2763439e.csv,submission_h001_e247locked_rowmask_valid_q20p5_s11p0_2763439e.csv,0.5,1.0,rowmask_valid,42.0,80.0,0.03958960683665353,0.017554221386141638,52.0,50.0,4.440892098500626e-16,-0.04747945262483113,-0.057533193939846315,-0.07322240123310726,-0.5198101561203834,-0.10013584552517733,-0.1191240236972987,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0380739902992105,-0.01016824045472809,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p5_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s11p06_27d779ee.csv,submission_h001_e247locked_rowmask_valid_q20p5_s11p06_27d779ee.csv,0.5,1.06,rowmask_valid,42.0,80.0,0.04187404625462736,0.018604578351551403,52.0,50.0,4.440892098500626e-16,-0.04748684411608241,-0.05746363883315826,-0.07322240123310726,-0.5198101561203834,-0.10013584552540077,-0.11912402369757165,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04035842971718433,-0.010778334882000515,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p5_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p5_s11p25_317fc79a.csv,submission_h001_e247locked_rowmask_valid_q20p5_s11p25_317fc79a.csv,0.5,1.25,rowmask_valid,42.0,80.0,0.049108104411467825,0.021931597217704994,52.0,50.0,4.440892098500626e-16,-0.04750365502245706,-0.05728501482075155,-0.07322240123310726,-0.5198101561203834,-0.10013584552602019,-0.11912402369830745,0.0,0.0,0.0,0.0015156165374425878,-0.0015156165374425878,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04759248787402479,-0.012710300568400258,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p75_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s10p0_f3a7be07.csv,submission_h001_e247locked_rowmask_valid_q20p75_s10p0_f3a7be07.csv,0.75,0.0,rowmask_valid,42.0,80.0,0.0022734248061650475,0.0014007058513388314,3.0,3.0,4.440892098500626e-16,-8.127531518656408e-11,-0.02607038877605538,-0.0830959855686637,-0.5198101574721596,0.0,0.0,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,,-0.13906247154696444,
h001_e247locked_rowmask_valid_q20p75_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s10p5_800548db.csv,submission_h001_e247locked_rowmask_valid_q20p75_s10p5_800548db.csv,0.75,0.5,rowmask_valid,42.0,80.0,0.021310419955763833,0.008875902859374814,52.0,50.0,4.440892098500626e-16,-0.04695098831122509,-0.059635605622814385,-0.0830959855686637,-0.5198101574721596,-0.10013584552078383,-0.11912402369209094,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.019036995149598786,-0.005084120227358553,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p75_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s10p75_a1ba6686.csv,submission_h001_e247locked_rowmask_valid_q20p75_s10p75_a1ba6686.csv,0.75,0.75,rowmask_valid,42.0,80.0,0.030828917530573527,0.013221431273804535,52.0,50.0,4.440892098500626e-16,-0.04727919421951751,-0.05867150647996629,-0.0830959855686637,-0.5198101574721596,-0.1001358455236539,-0.1191240236955067,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.02855549272440848,-0.007626180341042552,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p75_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s11p0_a300d67c.csv,submission_h001_e247locked_rowmask_valid_q20p75_s11p0_a300d67c.csv,0.75,1.0,rowmask_valid,42.0,80.0,0.040347415105375546,0.017585240277867276,52.0,50.0,4.440892098500626e-16,-0.04739570284723855,-0.05812389951416952,-0.0830959855686637,-0.5198101574721596,-0.10013584552517733,-0.1191240236972987,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0380739902992105,-0.01016824045472809,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p75_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s11p06_408afdf2.csv,submission_h001_e247locked_rowmask_valid_q20p75_s11p06_408afdf2.csv,0.75,1.06,rowmask_valid,42.0,80.0,0.042631854523349375,0.018633848845465827,52.0,50.0,4.440892098500626e-16,-0.047412250651507955,-0.058026610357057654,-0.0830959855686637,-0.5198101574721596,-0.10013584552540077,-0.11912402369757165,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04035842971718433,-0.010778334882000515,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q20p75_s11p25,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q20p75_s11p25_3186d670.csv,submission_h001_e247locked_rowmask_valid_q20p75_s11p25_3186d670.csv,0.75,1.25,rowmask_valid,42.0,80.0,0.04986591268018984,0.021956432854093093,52.0,50.0,4.440892098500626e-16,-0.047449922092653946,-0.05777460279910375,-0.0830959855686637,-0.5198101574721596,-0.10013584552602019,-0.11912402369830745,0.0,0.0,0.0,0.0022734248061646034,-0.0022734248061646034,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04759248787402479,-0.012710300568400258,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q21p0_s10p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q21p0_s10p0_dfcf6bcf.csv,submission_h001_e247locked_rowmask_valid_q21p0_s10p0_dfcf6bcf.csv,1.0,0.0,rowmask_valid,42.0,80.0,0.0030312330748862304,0.0018676078017848775,3.0,3.0,4.440892098500626e-16,-8.127531519193067e-11,-0.02607038877775622,-0.08910351213748872,-0.5198101581480405,0.0,0.0,0.0,0.0,0.0,0.0030312330748857863,-0.0030312330748857863,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,,-0.13906247154696444,
h001_e247locked_rowmask_valid_q21p0_s10p5,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q21p0_s10p5_4f2fe182.csv,submission_h001_e247locked_rowmask_valid_q21p0_s10p5_4f2fe182.csv,1.0,0.5,rowmask_valid,42.0,80.0,0.022068228224485016,0.008961452649452036,52.0,50.0,4.440892098500626e-16,-0.04650277446544019,-0.0604245962146006,-0.08910351213748872,-0.5198101581480405,-0.10013584552078383,-0.11912402369209094,0.0,0.0,0.0,0.0030312330748857863,-0.0030312330748857863,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.019036995149598786,-0.005084120227358553,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q21p0_s10p75,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q21p0_s10p75_fde10efa.csv,submission_h001_e247locked_rowmask_valid_q21p0_s10p75_fde10efa.csv,1.0,0.75,rowmask_valid,42.0,80.0,0.03158672579929471,0.013279014532232786,52.0,50.0,4.440892098500626e-16,-0.04707417222677926,-0.05933374077679646,-0.08910351213748872,-0.5198101581480405,-0.1001358455236539,-0.1191240236955067,0.0,0.0,0.0,0.0030312330748857863,-0.0030312330748857863,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.02855549272440848,-0.007626180341042552,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q21p0_s11p0,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q21p0_s11p0_2f3ab70e.csv,submission_h001_e247locked_rowmask_valid_q21p0_s11p0_2f3ab70e.csv,1.0,1.0,rowmask_valid,42.0,80.0,0.04110522337409673,0.017628575031738623,52.0,50.0,4.440892098500626e-16,-0.04727919421986757,-0.058671506480389615,-0.08910351213748872,-0.5198101581480405,-0.10013584552517733,-0.1191240236972987,0.0,0.0,0.0,0.0030312330748857863,-0.0030312330748857863,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.0380739902992105,-0.01016824045472809,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
h001_e247locked_rowmask_valid_q21p0_s11p06,h001_e247locked_q2s1_transplant,hitl/h001_e247locked_q2s1_transplant/submission_h001_e247locked_rowmask_valid_q21p0_s11p06_58ec4733.csv,submission_h001_e247locked_rowmask_valid_q21p0_s11p06_58ec4733.csv,1.0,1.06,rowmask_valid,42.0,80.0,0.04338966279207056,0.018674750461919996,52.0,50.0,4.440892098500626e-16,-0.04730840789027026,-0.058551325974031114,-0.08910351213748872,-0.5198101581480405,-0.10013584552540077,-0.11912402369757165,0.0,0.0,0.0,0.0030312330748857863,-0.0030312330748857863,3.0,4.440892098500626e-16,-4.440892098500626e-16,0.0,0.04035842971718433,-0.010778334882000515,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13906247154696444,0.1265714068242864,-0.13906247154696444,0.006726220225455013
