candidate_id,family,raw_signal,select_signal,mode,top_k,scale,cap,project_bad_axis,file,basename,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,positive_move_rows,negative_move_rows,max_abs_prob_delta,selected_mobility_rank_mean,selected_low_energy_mean,promotion_decision,pred_delta_vs_current_mean,pred_delta_vs_current_p10,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,below_resolution_gate,block_gate,bad_axis_abs_load,mean_abs_move_vs_a2c8,mean_abs_move_vs_raw05,changed_rows_vs_current,changed_cells_vs_current,l1_logit_delta_vs_current,max_abs_prob_delta_vs_current,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny,shape_gate_70,shape_gate_120,h008_strict_upload_gate,h008_resolution_escape_gate,h008_info_gate,h008_decision
teacher_rank_centered_highlow_k40_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k40_a0_0035_c6d70a6b.csv,submission_h008_teacher_rank_centered_highlow_k40_a0_0035_c6d70a6b.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749950293683861,0.5008478260869564,0.07923243807761847,too_small_to_submit,-1.6886822856646617e-06,-7.013834717046461e-06,2.018627810346365e-06,0.7361111111111112,5.791620298900568e-06,False,True,True,False,0.19956605644272368,0.044380719178659433,0.04750283672606064,80,80,0.28000000000000036,0.0008749950293683861,0.05081648121745116,0.020677575761530325,False,True,False,False,True,too_small_to_submit
toward_plus_cons_k20_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,20,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_018_c0_008_fef4caf2.csv,submission_h008_toward_plus_cons_k20_s0_018_c0_008_fef4caf2.csv,20,20,0.00047397296412370526,0.11849324103092632,0.008,10,10,0.001991480006969193,0.8771304347826089,1.6313274869205063,too_small_to_submit,-2.3543184138224557e-06,-4.826608859321295e-06,2.0982644481711452e-06,0.8055555555555556,-9.628286467500136e-06,False,True,True,False,0.19955063653595728,0.044344603333485035,0.04748161382036765,20,20,0.1184932410309278,0.001991480006969193,0.08110480884753306,0.008750546316593857,True,True,False,False,True,too_small_to_submit
orth_balanced_k40_s0.01_c0.006,orthogonalized,balanced_state,consensus_score,signed,40,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k40_s0_01_c0_006_4d6a7d33.csv,submission_h008_orth_balanced_k40_s0_01_c0_006_4d6a7d33.csv,40,40,0.000869880910975621,0.21747022774390523,0.006,39,1,0.0014990207131918565,0.8490217391304349,1.465510916572914,too_small_to_submit,-9.655912781592488e-06,-4.057376871793644e-05,2.180550695293638e-06,0.8472222222222222,0.00041213397489980874,False,True,True,False,0.1999723987973246,0.04439138029107247,0.04753281639642996,40,40,0.2174702277439033,0.0014990207131918565,-0.01838432817558602,0.016059846821613603,True,True,False,False,True,too_small_to_submit
anti_energy_state_highlow_k40_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k40_a0_005_7c4df8f2.csv,submission_h008_anti_energy_state_highlow_k40_a0_005_7c4df8f2.csv,80,80,0.0016,0.4,0.005,40,40,0.0012498908696140232,0.5858478260869566,0.31218789876413566,too_small_to_submit,-7.110723867075655e-07,-2.7998237342065576e-06,2.217129692637843e-06,0.5555555555555556,-0.00021973328956545468,False,True,True,False,0.19934053153285933,0.04437170832368482,0.04748693430792154,80,80,0.3999999999999934,0.0012498908696140232,0.04563122711521631,0.029539393945042798,False,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k36_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_0035_6d631dd3.csv,submission_h008_teacher_rank_centered_hi_k36_a0_0035_6d631dd3.csv,36,36,0.000504,0.126,0.0035,36,0,0.0008744567524958669,0.8553381642512078,1.5263813967941788,too_small_to_submit,-5.828079610281419e-06,-2.253563970370037e-05,2.2646775813398622e-06,0.8611111111111112,0.0002462180884261478,False,True,True,False,0.19980648291085093,0.044363121234781824,0.04750044635937824,36,36,0.125999999999995,0.0008744567524958669,-0.008939544518741334,0.009304909092688265,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k80_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,80,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_018_c0_008_e17c3610.csv,submission_h008_toward_plus_cons_k80_s0_018_c0_008_e17c3610.csv,80,80,0.0018585442942793905,0.46463607356984765,0.008,46,34,0.001998917261989863,0.81175,1.1787929544238605,too_small_to_submit,-8.08807105247509e-06,-1.9819878374933035e-05,2.2703844702162476e-06,0.8194444444444444,1.2909410658734632e-05,False,True,True,False,0.19957317423308352,0.04434691172265692,0.04748290177008624,80,80,0.4646360735698483,0.001998917261989863,0.14699970230545503,0.03431267004564466,False,True,False,False,True,too_small_to_submit
balanced_state_highlow_k20_a0.007,state_highlow,balanced_state,balanced_state,highlow,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_007_390e1b5e.csv,submission_h008_balanced_state_highlow_k20_a0_007_390e1b5e.csv,40,40,0.0011200000000000001,0.28,0.007,20,20,0.0017499945124433425,0.4863260869565217,0.4021904824953955,too_small_to_submit,-1.315243030117592e-06,-4.244079918952423e-06,2.298020864998043e-06,0.8194444444444444,-3.571681476041699e-05,False,True,True,False,0.19952454800766437,0.04437523327044999,0.04750545613057689,40,40,0.280000000000001,0.0017499945124433425,0.04447114633469829,0.020677575761530374,True,True,False,False,True,too_small_to_submit
anti_energy_state_highlow_k30_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_005_27c17a31.csv,submission_h008_anti_energy_state_highlow_k30_a0_005_27c17a31.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012498908696140232,0.5988550724637682,0.2974438295179601,too_small_to_submit,-8.859505968470248e-07,-3.279444776240051e-06,2.3034764898554476e-06,0.7222222222222222,-0.00019650397956655352,False,True,True,False,0.19936376084285823,0.04437170832368481,0.04749499450571544,60,60,0.299999999999995,0.0012498908696140232,0.04998098701332382,0.022154545458782093,True,True,False,False,True,too_small_to_submit
delta_pos_k40_s0.012_c0.005,delta_pos,model_delta_pos,consensus_score,positive,40,0.012,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k40_s0_012_c0_005_c86b5951.csv,submission_h008_delta_pos_k40_s0_012_c0_005_c86b5951.csv,40,40,0.0004838873944580155,0.12097184861450389,0.005,40,0,0.001248548477504774,0.8490217391304349,1.465510916572914,too_small_to_submit,-5.2910905604840375e-06,-2.1827137253620642e-05,2.3051849995937645e-06,0.8611111111111112,0.00018935423193278123,False,True,True,False,0.19974961905435756,0.04436275555306204,0.04749918877306628,40,40,0.12097184861449689,0.001248548477504774,0.0015566499015929288,0.008933587731209405,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k60_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,60,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_006_c0_004_e404e001.csv,submission_h008_toward_plus_cons_k60_s0_006_c0_004_e404e001.csv,60,60,0.0005856942992658096,0.1464235748164524,0.004,32,28,0.000991759559480665,0.8366376811594204,1.1858189918747966,too_small_to_submit,-2.3795268896272337e-06,-5.945887438053112e-06,2.409984449522335e-06,0.8194444444444444,1.621063703161063e-05,False,True,True,False,0.1995764754594564,0.04434604761707848,0.047476340182160286,60,60,0.1464235748164503,0.0009917595594806095,0.1321220723040936,0.01081315914836161,True,True,False,False,True,too_small_to_submit
delta_pos_k20_s0.012_c0.005,delta_pos,model_delta_pos,consensus_score,positive,20,0.012,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k20_s0_012_c0_005_d0104be6.csv,submission_h008_delta_pos_k20_s0_012_c0_005_d0104be6.csv,20,20,0.0002626868642530513,0.06567171606326283,0.005,20,0,0.0011912449929283309,0.8771304347826089,1.6313274869205063,too_small_to_submit,-2.4682795800311447e-06,-1.1973649528313593e-05,2.429154401087714e-06,0.8194444444444444,8.739572702620713e-05,False,True,True,False,0.199647660549451,0.04434364435175494,0.04748159405415141,20,20,0.06567171606326039,0.0011912449929283309,0.0007571484555380791,0.004849756729599189,True,True,False,False,True,too_small_to_submit
delta_pos_k28_s0.012_c0.005,delta_pos,model_delta_pos,consensus_score,positive,28,0.012,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k28_s0_012_c0_005_ac9b6901.csv,submission_h008_delta_pos_k28_s0_012_c0_005_ac9b6901.csv,28,28,0.0003696333907575582,0.09240834768938956,0.005,28,0,0.001248548477504774,0.8528260869565217,1.5596731365903194,too_small_to_submit,-4.009759459935496e-06,-1.6632111772744224e-05,2.4767204634222317e-06,0.8611111111111112,0.00014359261513724464,False,True,True,False,0.19970385743756203,0.04435469507508945,0.04749264477748594,28,28,0.09240834768938672,0.001248548477504774,0.004687949441220788,0.006824216465518311,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k55_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,55,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k55_a0_0035_ea8285e3.csv,submission_h008_teacher_rank_centered_highlow_k55_a0_0035_ea8285e3.csv,110,110,0.0015400000000000001,0.385,0.0035,55,55,0.0008749950293683861,0.506094861660079,0.1523543747502778,too_small_to_submit,-2.0678405567611905e-06,-8.567226822690046e-06,2.580924129608538e-06,0.7083333333333334,4.8327606266496126e-05,False,True,True,False,0.19960859242869128,0.04438850646148616,0.047506836726060646,110,110,0.3850000000000025,0.0008749950293683861,0.035368954354015304,0.028431666672104346,False,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k20_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,20,20,0.0004,0.1,0.005,20,0,0.0012462335987429851,0.8771304347826089,1.6313274869205063,too_small_to_submit,-3.8043913627463925e-06,-1.805221260913605e-05,2.597394763902103e-06,0.8194444444444444,0.00015410375220398231,False,True,True,False,0.19971436857462876,0.04434334961228667,0.04748515934289353,20,20,0.09999999999999908,0.0012462335987429851,-0.0012380370924884193,0.007384848486260752,True,True,False,False,True,too_small_to_submit
delta_signed_k40_s0.006_c0.004,delta_signed,model_delta,abs_delta_score,signed,40,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k40_s0_006_c0_004_cc47b4bb.csv,submission_h008_delta_signed_k40_s0_006_c0_004_cc47b4bb.csv,40,40,0.0006052041541301851,0.15130103853254628,0.004,17,23,0.0009999948078449616,0.3203043478260869,-0.6627592245806146,too_small_to_submit,-7.165199860222172e-07,-1.937876884861877e-06,2.8379501996379633e-06,0.7916666666666666,-1.5428688756952136e-05,False,True,True,False,0.19954483613366783,0.04436266202138927,0.04748820866727156,40,40,0.15130103853254487,0.0009999948078449616,0.06197607428145425,0.01117335245376754,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k30_a0.007,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_007_6ee2c141.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_007_6ee2c141.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017499945124433425,0.4974782608695652,-0.02541693457892017,too_small_to_submit,-2.8263881722321345e-06,-9.604060526008938e-06,2.8472240020982495e-06,0.7777777777777778,-1.2605292752210229e-05,False,True,True,False,0.19954765952967257,0.04439098069637182,0.047518508384795495,60,60,0.41999999999999627,0.0017499945124433425,0.06183585145760213,0.03101636364229517,True,True,False,False,True,too_small_to_submit
delta_pos_k60_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,60,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k60_s0_008_c0_004_169ac783.csv,submission_h008_delta_pos_k60_s0_008_c0_004_169ac783.csv,59,59,0.0005325772556064827,0.13314431390162068,0.004,59,0,0.0009901637768765514,0.8338835666912306,1.171928432131707,too_small_to_submit,-5.759925949598096e-06,-2.5507816613769774e-05,2.8823883253985117e-06,0.8611111111111112,0.0001621067449411595,False,True,True,False,0.19972237156736594,0.04436389754198017,0.047492532818776356,59,59,0.13314431390162168,0.0009901637768765514,-0.009770067736469195,0.009832505849706264,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k60_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,60,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_01_c0_006_057fe342.csv,submission_h008_toward_plus_cons_k60_s0_01_c0_006_057fe342.csv,60,60,0.0009207298673212028,0.23018246683030072,0.006,32,28,0.0014982322154915018,0.8366376811594204,1.1858189918747966,too_small_to_submit,-3.7102083803064713e-06,-9.113028189642902e-06,2.9293825105274734e-06,0.8472222222222222,2.139848952725787e-05,False,True,True,False,0.19958166331195204,0.044349471680642266,0.04747970506586022,60,60,0.2301824668303046,0.0014982322154915018,0.13209925004607,0.016998626417355566,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k40_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k40_a0_005_c411f930.csv,submission_h008_teacher_rank_centered_highlow_k40_a0_005_c411f930.csv,80,80,0.0016,0.4,0.005,40,40,0.0012499945749749886,0.5008478260869564,0.07923243807761847,too_small_to_submit,-2.4655259925385624e-06,-1.0943955907722932e-05,3.0935940347816302e-06,0.5972222222222222,8.273743284104018e-06,False,True,True,False,0.1995685385657089,0.04439937494616056,0.047516318941469404,80,80,0.3999999999999932,0.0012499945749749886,0.05081648121868004,0.02953939394504278,False,True,False,False,True,too_small_to_submit
delta_pos_k80_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,80,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k80_s0_008_c0_004_d737fdb1.csv,submission_h008_delta_pos_k80_s0_008_c0_004_d737fdb1.csv,78,78,0.0006581366586819015,0.16453416467047538,0.004,78,0,0.0009901637768765514,0.8076477146042365,1.1483893339726654,too_small_to_submit,-7.224031919952878e-06,-3.1429158553677905e-05,3.2470852135111304e-06,0.8611111111111112,0.00023941900619645073,False,True,True,False,0.19979968382862123,0.0443607150883023,0.04749128984755764,78,78,0.16453416467047452,0.0009901637768765514,-0.001525761500126274,0.012150598769049423,False,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k50_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_0035_e895f4f1.csv,submission_h008_teacher_rank_centered_hi_k50_a0_0035_e895f4f1.csv,50,50,0.0007000000000000001,0.17500000000000002,0.0035,50,0,0.0008748978532305274,0.8484521739130435,1.2400394992808152,too_small_to_submit,-7.853823186890455e-06,-3.2874145591259755e-05,3.2484962103243703e-06,0.8611111111111112,0.00027020985097531147,False,True,True,False,0.1998304746734001,0.04437512123478182,0.04750998640620971,50,50,0.17499999999999624,0.0008748978532304719,-0.023721738707960256,0.012923484850956159,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k36_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_005_7c84f80c.csv,submission_h008_teacher_rank_centered_hi_k36_a0_005_7c84f80c.csv,36,36,0.0007199999999999999,0.18,0.005,36,0,0.0012492000852831753,0.8553381642512078,1.5263813967941788,too_small_to_submit,-8.368033895589184e-06,-3.218948405800545e-05,3.25516414830911e-06,0.8611111111111112,0.0003517401263230524,False,True,True,False,0.19991200494874783,0.04437192104085808,0.04751221428907273,36,36,0.1799999999999955,0.0012492000852831753,-0.008939544519062323,0.013292727275269145,True,True,False,False,True,too_small_to_submit
anti_energy_state_highlow_k30_a0.007,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_007_536c7982.csv,submission_h008_anti_energy_state_highlow_k30_a0_007_536c7982.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017498622065375002,0.5988550724637682,0.2974438295179601,too_small_to_submit,-1.3139050587860626e-06,-5.408925246705531e-06,3.381006518468594e-06,0.6111111111111112,-0.00027510557139320824,False,True,True,False,0.19928515925103157,0.0443854226093991,0.04750832549309256,60,60,0.42000000000000304,0.0017498622065375002,0.049980987014254595,0.031016363642295673,True,True,False,False,True,too_small_to_submit
toward_plus_cons_k60_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,60,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_018_c0_008_1fdf6830.csv,submission_h008_toward_plus_cons_k60_s0_018_c0_008_1fdf6830.csv,60,60,0.001372461392084545,0.34311534802113625,0.008,32,28,0.001997572738901887,0.8366376811594204,1.1858189918747966,too_small_to_submit,-5.292609472681018e-06,-1.3317149094363457e-05,3.541298802249456e-06,0.8611111111111112,5.45351028918839e-06,False,True,True,False,0.19956571833271397,0.044352464662225054,0.04748276228345554,60,60,0.3431153480211427,0.001997572738901887,0.13336511216417338,0.025338548584467904,True,True,False,False,True,too_small_to_submit
delta_pos_k40_s0.018_c0.008,delta_pos,model_delta_pos,consensus_score,positive,40,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k40_s0_018_c0_008_fd435586.csv,submission_h008_delta_pos_k40_s0_018_c0_008_fd435586.csv,40,40,0.0007418310916870233,0.18545777292175583,0.008,40,0,0.001997572738901887,0.8490217391304349,1.465510916572914,too_small_to_submit,-8.193554404656988e-06,-3.3481314934308375e-05,3.5478387323183243e-06,0.8611111111111112,0.0002891617914727307,False,True,True,False,0.1998494266138975,0.0443727937928486,0.04751171395982521,40,40,0.18545777292175297,0.001997572738901887,0.002122968023447107,0.013695775536265106,True,True,False,False,True,too_small_to_submit
delta_pos_k20_s0.018_c0.008,delta_pos,model_delta_pos,consensus_score,positive,20,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k20_s0_018_c0_008_e246fd57.csv,submission_h008_delta_pos_k20_s0_018_c0_008_e246fd57.csv,20,20,0.00040003029637957697,0.10000757409489425,0.008,20,0,0.0019053699033061422,0.8771304347826089,1.6313274869205063,too_small_to_submit,-3.819791984573391e-06,-1.8237714796913826e-05,3.7824913870989622e-06,0.8194444444444444,0.00013174792704462313,False,True,True,False,0.1996920127494694,0.04434269841945937,0.04748313506882821,20,20,0.10000757409489333,0.0019053699033061422,0.0013148965534828464,0.007385407821692899,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k20_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_007_dde3c0a2.csv,submission_h008_teacher_rank_centered_hi_k20_a0_007_dde3c0a2.csv,20,20,0.0005600000000000001,0.14,0.007,20,0,0.0017446299786866293,0.8771304347826089,1.6313274869205063,too_small_to_submit,-5.448352670235052e-06,-2.517206497295279e-05,3.8302458307517305e-06,0.8194444444444444,0.0002157452530855697,False,True,True,False,0.19977601007551035,0.044345635326572375,0.04748973077146496,20,20,0.14000000000000026,0.0017446299786866293,-0.001238037092529494,0.010338787880765168,True,True,False,False,True,too_small_to_submit
delta_pos_k28_s0.018_c0.008,delta_pos,model_delta_pos,consensus_score,positive,28,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k28_s0_018_c0_008_1fd07627.csv,submission_h008_delta_pos_k28_s0_018_c0_008_1fd07627.csv,28,28,0.0005644500861363373,0.14111252153408432,0.008,28,0,0.001997572738901887,0.8528260869565217,1.5596731365903194,too_small_to_submit,-6.203969378413738e-06,-2.565861646575024e-05,3.8311062873556e-06,0.8611111111111112,0.00021849821463004737,False,True,True,False,0.19977876303705483,0.04435984593303258,0.04750028258240142,28,28,0.14111252153408332,0.001997572738901887,0.004418634059258303,0.010420945910434227,True,True,False,False,True,too_small_to_submit
teacher_rank_centered_highlow_k55_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,55,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k55_a0_005_d518f633.csv,submission_h008_teacher_rank_centered_highlow_k55_a0_005_d518f633.csv,110,110,0.0022,0.55,0.005,55,55,0.0012499945749749886,0.506094861660079,0.1523543747502778,too_small_to_submit,-3.021215775208963e-06,-1.3180819768645218e-05,3.893607732629518e-06,0.6111111111111112,6.903943752351038e-05,False,True,True,False,0.1996293042599483,0.04441059080041586,0.04752296351613992,110,110,0.5499999999999894,0.0012499945749749886,0.03536895435474355,0.040616666674433734,False,True,False,False,True,too_small_to_submit
delta_pos_k100_s0.008_c0.004,delta_pos,model_delta_pos,consensus_score,positive,100,0.008,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k100_s0_008_c0_004_e5edf6eb.csv,submission_h008_delta_pos_k100_s0_008_c0_004_e5edf6eb.csv,94,94,0.0008082587088723612,0.2020646772180903,0.004,94,0,0.0009901637768765514,0.7832932469935243,1.0012067536865727,too_small_to_submit,-9.396453475830477e-06,-3.9720091031328904e-05,4.083364316339133e-06,0.8611111111111112,0.0003146259847590649,False,True,True,False,0.19987489080718385,0.044375425542003744,0.04750204860397553,94,94,0.20206467721809093,0.0009901637768765514,-0.006350690390152173,0.014922170256808002,False,True,False,False,True,too_small_to_submit
teacher_rank_centered_hi_k50_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_005_50fad2f8.csv,submission_h008_teacher_rank_centered_hi_k50_a0_005_50fad2f8.csv,50,50,0.001,0.25,0.005,50,0,0.0012498636854970102,0.8484521739130435,1.2400394992808152,too_small_to_submit,-1.1253940994909464e-05,-4.7236564791147166e-05,4.099777217947683e-06,0.8611111111111112,0.00038601407282190525,False,True,True,False,0.1999462788952467,0.044389063898000944,0.04752689719304707,50,50,0.24999999999999473,0.0012498636854969547,-0.023721738708683285,0.01846212121565166,True,True,False,False,True,too_small_to_submit
delta_pos_k60_s0.012_c0.005,delta_pos,model_delta_pos,consensus_score,positive,60,0.012,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k60_s0_012_c0_005_b7982525.csv,submission_h008_delta_pos_k60_s0_012_c0_005_b7982525.csv,59,59,0.0007543456297610769,0.18858640744026922,0.005,59,0,0.0012498636854970102,0.8338835666912306,1.171928432131707,too_small_to_submit,-8.108198495123825e-06,-3.604878765005044e-05,4.201834978398599e-06,0.8611111111111112,0.00023546775965443967,False,True,True,False,0.19979573258207922,0.044371189253753086,0.047500709583233415,59,59,0.18858640744026095,0.0012498636854969547,-0.011381265008244755,0.013926820455145775,True,True,False,False,True,too_small_to_submit
orth_delta_k40_s0.01_c0.006,orthogonalized,model_delta,abs_delta_score,signed,40,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k40_s0_01_c0_006_babbdd0a.csv,submission_h008_orth_delta_k40_s0_01_c0_006_babbdd0a.csv,40,40,0.0009095522433700434,0.22738806084251084,0.006,17,23,0.0014999945181743968,0.3203043478260869,-0.6627592245806146,too_small_to_submit,-1.2138310703945486e-06,-3.0564514891045476e-06,4.372428860053953e-06,0.8055555555555556,-1.7882288007337044e-05,False,True,True,False,0.19954238253441745,0.044375977423490004,0.04749432125239462,40,40,0.22738806084251117,0.0014999945181743968,0.05685966594850167,0.01679226376906602,True,True,False,False,True,too_small_to_submit
balanced_state_highlow_k30_a0.007,state_highlow,balanced_state,balanced_state,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_007_c57baead.csv,submission_h008_balanced_state_highlow_k30_a0_007_c57baead.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017499945124433425,0.48424637681159427,0.4681492980880077,too_small_to_submit,-1.7707726298429502e-06,-8.57933308519178e-06,4.4765468926956695e-06,0.6388888888888888,1.528037271816829e-05,False,True,True,False,0.19957554519514295,0.044391233270449984,0.047520950567834744,60,60,0.42000000000000254,0.0017499945124433425,0.06442692436216749,0.031016363642295635,True,True,False,False,True,too_small_to_submit
delta_signed_k40_s0.01_c0.006,delta_signed,model_delta,abs_delta_score,signed,40,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k40_s0_01_c0_006_3b2df9a1.csv,submission_h008_delta_signed_k40_s0_01_c0_006_3b2df9a1.csv,40,40,0.0009324453800112796,0.23311134500281988,0.006,17,23,0.0014999945181743968,0.3203043478260869,-0.6627592245806146,too_small_to_submit,-1.0947491176520517e-06,-2.9231613092373937e-06,4.591166297172538e-06,0.8055555555555556,-2.288133130146086e-05,False,True,True,False,0.19953738349112332,0.04437430638842034,0.04749265021732495,40,40,0.23311134500282393,0.0014999945181743968,0.061922804350364305,0.017214919632743284,True,True,False,False,True,too_small_to_submit
delta_pos_k80_s0.012_c0.005,delta_pos,model_delta_pos,consensus_score,positive,80,0.012,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k80_s0_012_c0_005_11f591ac.csv,submission_h008_delta_pos_k80_s0_012_c0_005_11f591ac.csv,78,78,0.0009422425733085717,0.2355606433271429,0.005,78,0,0.0012498636854970102,0.8076477146042365,1.1483893339726654,too_small_to_submit,-1.0303671634208428e-05,-4.4949730296980034e-05,4.642292002558911e-06,0.8611111111111112,0.00035101152885694265,False,True,True,False,0.19991127635128172,0.044366352407369754,0.04749878196053883,78,78,0.23556064332713095,0.0012498636854969547,-0.0024847127189691637,0.01739579660296988,False,True,False,False,True,too_small_to_submit
delta_pos_k40_s0.026_c0.01,delta_pos,model_delta_pos,consensus_score,positive,40,0.026,0.01,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k40_s0_026_c0_01_1f6dc995.csv,submission_h008_delta_pos_k40_s0_026_c0_01_1f6dc995.csv,40,40,0.0010217560213257003,0.25543900533142505,0.01,40,0,0.0024968764966508683,0.8490217391304349,1.465510916572914,too_small_to_submit,-1.133683997746384e-05,-4.63844302849594e-05,4.895413244501842e-06,0.8611111111111112,0.000401716763231752,False,True,True,False,0.19996198158565653,0.04438486422230471,0.047525713813492985,40,40,0.2554390053314306,0.0024968764966508683,0.0008580014437140926,0.01886378351853785,False,True,False,False,True,too_small_to_submit
