file,basename,changed_rows_vs_current,changed_cells_vs_current,mean_abs_logit_delta_vs_current,l1_logit_delta_vs_current,max_abs_logit_delta_vs_current,max_abs_prob_delta_vs_current,changed_Q1,changed_Q2,changed_Q3,changed_S1,changed_S2,changed_S3,changed_S4,cos_delta_with_h003_tiny,l1_ratio_to_h003_tiny
hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k20_s0_008_c0_004_a6c5c1e4.csv,submission_h008_delta_pos_k20_s0_008_c0_004_a6c5c1e4.csv,20,20,2.5984567136585115e-05,0.04547299248902395,0.0040000000000000036,0.0009530994028170703,0,0,0,0,0,0,20,0.0016960094626869149,0.003358111597483182
hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,20,20,3.0441220804095892e-05,0.05327213640716781,0.004000000000000892,0.0009917595594806095,0,0,0,0,0,0,20,0.08232462885424097,0.0039340665590635315
hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k28_s0_008_c0_004_49b66d96.csv,submission_h008_delta_pos_k28_s0_008_c0_004_49b66d96.csv,28,28,3.6895791817480404e-05,0.06456763568059071,0.004000000000000892,0.0009830972248697778,0,0,0,0,0,0,28,0.0034184576551130334,0.004768222066172504
hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k20_s0_012_c0_005_d0104be6.csv,submission_h008_delta_pos_k20_s0_012_c0_005_d0104be6.csv,20,20,3.752669489329165e-05,0.06567171606326039,0.00500000000000006,0.0011912449929283309,0,0,0,0,0,0,20,0.0007571484555380791,0.004849756729599189
hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,20,20,3.9999999999999393e-05,0.06999999999999894,0.0035000000000007248,0.0008723995383587146,0,0,0,0,0,0,20,-0.001238037092432393,0.005169393940382496
hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k20_s0_006_c0_004_5cd1b565.csv,submission_h008_toward_plus_abs_k20_s0_006_c0_004_5cd1b565.csv,20,20,4.571428571428222e-05,0.07999999999999388,0.004000000000000892,0.0009999081631711926,0,0,0,0,0,0,20,0.11340555707836072,0.005907878789008204
hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,20,20,4.716786180890294e-05,0.08254375816558014,0.0060000000000011156,0.0014877734121830355,0,0,0,0,0,0,20,0.08171920754103307,0.006095731475393638
hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k40_s0_008_c0_004_4dce1b36.csv,submission_h008_delta_pos_k40_s0_008_c0_004_4dce1b36.csv,40,40,4.8519796103103695e-05,0.08490964318043147,0.004000000000000892,0.0009830972248697778,0,0,0,0,0,0,40,0.0015933954986455696,0.006270448499099557
hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_pos_k28_s0_012_c0_005_ac9b6901.csv,submission_h008_delta_pos_k28_s0_012_c0_005_ac9b6901.csv,28,28,5.280477010822098e-05,0.09240834768938672,0.0050000000000003375,0.001248548477504774,0,0,0,0,0,0,28,0.004687949441220788,0.006824216465518311
hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,20,20,5.714285714285661e-05,0.09999999999999908,0.005000000000000782,0.0012462335987429851,0,0,0,0,0,0,20,-0.0012380370924884193,0.007384848486260752
