candidate_id,family,raw_signal,select_signal,mode,top_k,scale,cap,project_bad_axis,file,basename,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,positive_move_rows,negative_move_rows,max_abs_prob_delta,selected_mobility_rank_mean,selected_low_energy_mean
delta_signed_k60_s0.016_c0.008,delta_signed,model_delta,abs_delta_score,signed,60,0.016,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k60_s0_016_c0_008_4fa22482.csv,submission_h008_delta_signed_k60_s0_016_c0_008_4fa22482.csv,60,60,0.0018239353334218499,0.45598383335546244,0.008,33,27,0.0019999944327821484,0.40156521739130435,-0.4922767362961853
delta_signed_k130_s0.01_c0.006,delta_signed,model_delta,abs_delta_score,signed,130,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k130_s0_01_c0_006_59ed4732.csv,submission_h008_delta_signed_k130_s0_01_c0_006_59ed4732.csv,130,130,0.002060843010212515,0.5152107525531288,0.006,84,46,0.0014999945181743968,0.4949498327759198,0.044560451857450174
delta_signed_k80_s0.016_c0.008,delta_signed,model_delta,abs_delta_score,signed,80,0.016,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k80_s0_016_c0_008_00f145da.csv,submission_h008_delta_signed_k80_s0_016_c0_008_00f145da.csv,80,80,0.0022751490848624528,0.5687872712156132,0.008,47,33,0.0019999944327821484,0.43902173913043485,-0.3096916467578357
delta_signed_k60_s0.024_c0.01,delta_signed,model_delta,abs_delta_score,signed,60,0.024,0.01,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k60_s0_024_c0_01_0bb3b071.csv,submission_h008_delta_signed_k60_s0_024_c0_01_0bb3b071.csv,60,60,0.002386850336809907,0.5967125842024767,0.01,33,27,0.0024999935516696326,0.40156521739130435,-0.4922767362961853
delta_signed_k100_s0.016_c0.008,delta_signed,model_delta,abs_delta_score,signed,100,0.016,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k100_s0_016_c0_008_eed49fb2.csv,submission_h008_delta_signed_k100_s0_016_c0_008_eed49fb2.csv,100,100,0.0026366077057136954,0.6591519264284238,0.008,61,39,0.0019999944327821484,0.46701739130434783,-0.1922128434544198
delta_signed_k80_s0.024_c0.01,delta_signed,model_delta,abs_delta_score,signed,80,0.024,0.01,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k80_s0_024_c0_01_ccfa30bf.csv,submission_h008_delta_signed_k80_s0_024_c0_01_ccfa30bf.csv,80,80,0.0030636709639708117,0.7659177409927029,0.01,47,33,0.0024999935516696326,0.43902173913043485,-0.3096916467578357
delta_signed_k130_s0.016_c0.008,delta_signed,model_delta,abs_delta_score,signed,130,0.016,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k130_s0_016_c0_008_d80de9bb.csv,submission_h008_delta_signed_k130_s0_016_c0_008_d80de9bb.csv,130,130,0.0030849505313161104,0.7712376328290276,0.008,84,46,0.0019999944327821484,0.4949498327759198,0.044560451857450174
delta_signed_k100_s0.024_c0.01,delta_signed,model_delta,abs_delta_score,signed,100,0.024,0.01,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k100_s0_024_c0_01_af90893f.csv,submission_h008_delta_signed_k100_s0_024_c0_01_af90893f.csv,100,100,0.003605858895247675,0.9014647238119188,0.01,61,39,0.0024999935516696326,0.46701739130434783,-0.1922128434544198
delta_signed_k130_s0.024_c0.01,delta_signed,model_delta,abs_delta_score,signed,130,0.024,0.01,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_delta_signed_k130_s0_024_c0_01_38ff5841.csv,submission_h008_delta_signed_k130_s0_024_c0_01_38ff5841.csv,130,130,0.004278373133651299,1.0695932834128246,0.01,84,46,0.0024999935516696326,0.4949498327759198,0.044560451857450174
down_control_k28_a0.005,down_control,model_delta_pos,consensus_score,negative_constant,28,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k28_a0_005_aee3c7d6.csv,submission_h008_down_control_k28_a0_005_aee3c7d6.csv,28,28,0.0005600000000000001,0.14,0.005,0,28,0.0012487533834408815,0.8528260869565217,1.5596731365903194
down_control_k28_a0.008,down_control,model_delta_pos,consensus_score,negative_constant,28,0.008,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k28_a0_008_0bcbc432.csv,submission_h008_down_control_k28_a0_008_0bcbc432.csv,28,28,0.000896,0.224,0.008,0,28,0.0019980972946940234,0.8528260869565217,1.5596731365903194
down_control_k60_a0.005,down_control,model_delta_pos,consensus_score,negative_constant,60,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k60_a0_005_321a67f4.csv,submission_h008_down_control_k60_a0_005_321a67f4.csv,60,60,0.0012,0.3,0.005,0,60,0.001249790772800241,0.8366376811594204,1.1858189918747966
down_control_k60_a0.008,down_control,model_delta_pos,consensus_score,negative_constant,60,0.008,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k60_a0_008_0e1dd6f9.csv,submission_h008_down_control_k60_a0_008_0e1dd6f9.csv,60,60,0.0019199999999999998,0.48,0.008,0,60,0.001999623742589385,0.8366376811594204,1.1858189918747966
down_control_k100_a0.005,down_control,model_delta_pos,consensus_score,negative_constant,100,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k100_a0_005_31acf79f.csv,submission_h008_down_control_k100_a0_005_31acf79f.csv,100,100,0.002,0.5,0.005,0,100,0.0012499506513851122,0.7934695652173912,1.050469143088577
down_control_k100_a0.008,down_control,model_delta_pos,consensus_score,negative_constant,100,0.008,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_down_control_k100_a0_008_297b1798.csv,submission_h008_down_control_k100_a0_008_297b1798.csv,100,100,0.0032,0.8,0.008,0,100,0.0019998995685613363,0.7934695652173912,1.050469143088577
orth_balanced_k40_s0.01_c0.006,orthogonalized,balanced_state,consensus_score,signed,40,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k40_s0_01_c0_006_4d6a7d33.csv,submission_h008_orth_balanced_k40_s0_01_c0_006_4d6a7d33.csv,40,40,0.000869880910975621,0.21747022774390523,0.006,39,1,0.0014990207131918565,0.8490217391304349,1.465510916572914
orth_delta_k40_s0.01_c0.006,orthogonalized,model_delta,abs_delta_score,signed,40,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k40_s0_01_c0_006_babbdd0a.csv,submission_h008_orth_delta_k40_s0_01_c0_006_babbdd0a.csv,40,40,0.0009095522433700434,0.22738806084251084,0.006,17,23,0.0014999945181743968,0.3203043478260869,-0.6627592245806146
orth_balanced_k40_s0.018_c0.008,orthogonalized,balanced_state,consensus_score,signed,40,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k40_s0_018_c0_008_9414ae5a.csv,submission_h008_orth_balanced_k40_s0_018_c0_008_9414ae5a.csv,40,40,0.0011818222501624662,0.29545556254061656,0.008,39,1,0.001998641582651728,0.8490217391304349,1.465510916572914
orth_delta_k40_s0.018_c0.008,orthogonalized,model_delta,abs_delta_score,signed,40,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k40_s0_018_c0_008_7be47db2.csv,submission_h008_orth_delta_k40_s0_018_c0_008_7be47db2.csv,40,40,0.0012666726260760386,0.31666815651900965,0.008,17,23,0.0019999944327821484,0.3203043478260869,-0.6627592245806146
orth_balanced_k40_s0.026_c0.01,orthogonalized,balanced_state,consensus_score,signed,40,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k40_s0_026_c0_01_fa62cd01.csv,submission_h008_orth_balanced_k40_s0_026_c0_01_fa62cd01.csv,40,40,0.001484831991033522,0.3712079977583805,0.01,39,1,0.002498234439517688,0.8490217391304349,1.465510916572914
orth_delta_k80_s0.01_c0.006,orthogonalized,model_delta,abs_delta_score,signed,80,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k80_s0_01_c0_006_d6cfce4a.csv,submission_h008_orth_delta_k80_s0_01_c0_006_d6cfce4a.csv,80,80,0.0015307931950655938,0.38269829876639844,0.006,47,33,0.0014999945181743968,0.43902173913043485,-0.3096916467578357
orth_delta_k40_s0.026_c0.01,orthogonalized,model_delta,abs_delta_score,signed,40,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k40_s0_026_c0_01_1d15b2bb.csv,submission_h008_orth_delta_k40_s0_026_c0_01_1d15b2bb.csv,40,40,0.001594987092770415,0.39874677319260377,0.01,17,23,0.0024999935516696326,0.3203043478260869,-0.6627592245806146
orth_balanced_k80_s0.01_c0.006,orthogonalized,balanced_state,consensus_score,signed,80,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k80_s0_01_c0_006_52061c6c.csv,submission_h008_orth_balanced_k80_s0_01_c0_006_52061c6c.csv,80,80,0.0016408512046348265,0.4102128011587066,0.006,77,3,0.0014999805869717053,0.81175,1.1787929544238605
orth_delta_k110_s0.01_c0.006,orthogonalized,model_delta,abs_delta_score,signed,110,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k110_s0_01_c0_006_08fe0d30.csv,submission_h008_orth_delta_k110_s0_01_c0_006_08fe0d30.csv,110,110,0.0018336262628745395,0.45840656571863486,0.006,67,43,0.0014999945181743968,0.472901185770751,-0.1628510017720141
orth_balanced_k110_s0.01_c0.006,orthogonalized,balanced_state,consensus_score,signed,110,0.01,0.006,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k110_s0_01_c0_006_6ce75081.csv,submission_h008_orth_balanced_k110_s0_01_c0_006_6ce75081.csv,110,110,0.002107045535471255,0.5267613838678138,0.006,103,7,0.0014999805869717053,0.7885059288537549,0.9558910899075506
orth_balanced_k80_s0.018_c0.008,orthogonalized,balanced_state,consensus_score,signed,80,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k80_s0_018_c0_008_72c8b4c8.csv,submission_h008_orth_balanced_k80_s0_018_c0_008_72c8b4c8.csv,80,80,0.0022938936628230195,0.5734734157057548,0.008,77,3,0.0019999794326828746,0.81175,1.1787929544238605
orth_delta_k80_s0.018_c0.008,orthogonalized,model_delta,abs_delta_score,signed,80,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k80_s0_018_c0_008_1d8df945.csv,submission_h008_orth_delta_k80_s0_018_c0_008_1d8df945.csv,80,80,0.002334729330538568,0.583682332634642,0.008,47,33,0.0019999944327821484,0.43902173913043485,-0.3096916467578357
orth_delta_k110_s0.018_c0.008,orthogonalized,model_delta,abs_delta_score,signed,110,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k110_s0_018_c0_008_ffd15532.csv,submission_h008_orth_delta_k110_s0_018_c0_008_ffd15532.csv,110,110,0.0028798288525946707,0.7199572131486677,0.008,67,43,0.0019999944327821484,0.472901185770751,-0.1628510017720141
orth_balanced_k80_s0.026_c0.01,orthogonalized,balanced_state,consensus_score,signed,80,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k80_s0_026_c0_01_6a82e3e9.csv,submission_h008_orth_balanced_k80_s0_026_c0_01_6a82e3e9.csv,80,80,0.0029221566444589415,0.7305391611147354,0.01,77,3,0.0024999792701186907,0.81175,1.1787929544238605
orth_balanced_k110_s0.018_c0.008,orthogonalized,balanced_state,consensus_score,signed,110,0.018,0.008,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k110_s0_018_c0_008_5a5f1766.csv,submission_h008_orth_balanced_k110_s0_018_c0_008_5a5f1766.csv,110,110,0.0029764104008629185,0.7441026002157296,0.008,103,7,0.0019999794326828746,0.7885059288537549,0.9558910899075506
orth_delta_k80_s0.026_c0.01,orthogonalized,model_delta,abs_delta_score,signed,80,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k80_s0_026_c0_01_6ec47691.csv,submission_h008_orth_delta_k80_s0_026_c0_01_6ec47691.csv,80,80,0.0030363873130138095,0.7590968282534524,0.01,47,33,0.0024999935516696326,0.43902173913043485,-0.3096916467578357
orth_balanced_k110_s0.026_c0.01,orthogonalized,balanced_state,consensus_score,signed,110,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_balanced_k110_s0_026_c0_01_4832489a.csv,submission_h008_orth_balanced_k110_s0_026_c0_01_4832489a.csv,110,110,0.0038051148865244403,0.95127872163111,0.01,103,7,0.0024999792701186907,0.7885059288537549,0.9558910899075506
orth_delta_k110_s0.026_c0.01,orthogonalized,model_delta,abs_delta_score,signed,110,0.026,0.01,True,hitl/h008_s4_mobility_translation_sweep/submission_h008_orth_delta_k110_s0_026_c0_01_6f00c369.csv,submission_h008_orth_delta_k110_s0_026_c0_01_6f00c369.csv,110,110,0.003815770439220328,0.953942609805082,0.01,67,43,0.0024999935516696326,0.472901185770751,-0.1628510017720141
teacher_rank_centered_hi_k20_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,submission_h008_teacher_rank_centered_hi_k20_a0_0035_efea87a9.csv,20,20,0.00028000000000000003,0.07,0.0035,20,0,0.0008723995383587146,0.8771304347826089,1.6313274869205063
teacher_rank_centered_hi_k20_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,submission_h008_teacher_rank_centered_hi_k20_a0_005_c721a3c0.csv,20,20,0.0004,0.1,0.005,20,0,0.0012462335987429851,0.8771304347826089,1.6313274869205063
teacher_rank_centered_hi_k36_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_0035_6d631dd3.csv,submission_h008_teacher_rank_centered_hi_k36_a0_0035_6d631dd3.csv,36,36,0.000504,0.126,0.0035,36,0,0.0008744567524958669,0.8553381642512078,1.5263813967941788
teacher_rank_centered_hi_k20_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_007_dde3c0a2.csv,submission_h008_teacher_rank_centered_hi_k20_a0_007_dde3c0a2.csv,20,20,0.0005600000000000001,0.14,0.007,20,0,0.0017446299786866293,0.8771304347826089,1.6313274869205063
teacher_rank_centered_hi_k50_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_0035_e895f4f1.csv,submission_h008_teacher_rank_centered_hi_k50_a0_0035_e895f4f1.csv,50,50,0.0007000000000000001,0.17500000000000002,0.0035,50,0,0.0008748978532305274,0.8484521739130435,1.2400394992808152
teacher_rank_centered_hi_k20_a0.009,state_high,teacher_rank_centered,consensus_score,positive_constant,20,0.009,0.009,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k20_a0_009_f362fcbc.csv,submission_h008_teacher_rank_centered_hi_k20_a0_009_f362fcbc.csv,20,20,0.0007199999999999999,0.18,0.009,20,0,0.002242969414976148,0.8771304347826089,1.6313274869205063
teacher_rank_centered_hi_k36_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_005_7c84f80c.csv,submission_h008_teacher_rank_centered_hi_k36_a0_005_7c84f80c.csv,36,36,0.0007199999999999999,0.18,0.005,36,0,0.0012492000852831753,0.8553381642512078,1.5263813967941788
teacher_rank_centered_hi_k50_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_005_50fad2f8.csv,submission_h008_teacher_rank_centered_hi_k50_a0_005_50fad2f8.csv,50,50,0.001,0.25,0.005,50,0,0.0012498636854970102,0.8484521739130435,1.2400394992808152
teacher_rank_centered_hi_k36_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_007_68e7f1a7.csv,submission_h008_teacher_rank_centered_hi_k36_a0_007_68e7f1a7.csv,36,36,0.001008,0.252,0.007,36,0,0.0017488345871906619,0.8553381642512078,1.5263813967941788
teacher_rank_centered_hi_k80_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,80,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k80_a0_0035_b6836b39.csv,submission_h008_teacher_rank_centered_hi_k80_a0_0035_b6836b39.csv,80,80,0.0011200000000000001,0.28,0.0035,80,0,0.0008749849478667526,0.81175,1.1787929544238605
teacher_rank_centered_hi_k36_a0.009,state_high,teacher_rank_centered,consensus_score,positive_constant,36,0.009,0.009,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k36_a0_009_cd64ecaf.csv,submission_h008_teacher_rank_centered_hi_k36_a0_009_cd64ecaf.csv,36,36,0.0012959999999999998,0.32399999999999995,0.009,36,0,0.0022484415749607356,0.8553381642512078,1.5263813967941788
teacher_rank_centered_hi_k50_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_007_9fc6a4a4.csv,submission_h008_teacher_rank_centered_hi_k50_a0_007_9fc6a4a4.csv,50,50,0.0014000000000000002,0.35000000000000003,0.007,50,0,0.0017498260768967766,0.8484521739130435,1.2400394992808152
teacher_rank_centered_hi_k110_a0.0035,state_high,teacher_rank_centered,consensus_score,positive_constant,110,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k110_a0_0035_2d5c8c84.csv,submission_h008_teacher_rank_centered_hi_k110_a0_0035_2d5c8c84.csv,110,110,0.0015400000000000001,0.385,0.0035,110,0,0.0008749849478667526,0.7885059288537549,0.9558910899075506
teacher_rank_centered_hi_k80_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,80,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k80_a0_005_8db05211.csv,submission_h008_teacher_rank_centered_hi_k80_a0_005_8db05211.csv,80,80,0.0016,0.4,0.005,80,0,0.0012499818485104397,0.81175,1.1787929544238605
teacher_rank_centered_hi_k50_a0.009,state_high,teacher_rank_centered,consensus_score,positive_constant,50,0.009,0.009,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k50_a0_009_9a3f77f4.csv,submission_h008_teacher_rank_centered_hi_k50_a0_009_9a3f77f4.csv,50,50,0.0017999999999999997,0.44999999999999996,0.009,50,0,0.002249796635762469,0.8484521739130435,1.2400394992808152
teacher_rank_centered_hi_k110_a0.005,state_high,teacher_rank_centered,consensus_score,positive_constant,110,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k110_a0_005_d6cc6bde.csv,submission_h008_teacher_rank_centered_hi_k110_a0_005_d6cc6bde.csv,110,110,0.0022,0.55,0.005,110,0,0.0012499818485104397,0.7885059288537549,0.9558910899075506
teacher_rank_centered_hi_k80_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,80,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k80_a0_007_605401be.csv,submission_h008_teacher_rank_centered_hi_k80_a0_007_605401be.csv,80,80,0.0022400000000000002,0.56,0.007,80,0,0.0017499798233621133,0.81175,1.1787929544238605
teacher_rank_centered_hi_k80_a0.009,state_high,teacher_rank_centered,consensus_score,positive_constant,80,0.009,0.009,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k80_a0_009_aa576d10.csv,submission_h008_teacher_rank_centered_hi_k80_a0_009_aa576d10.csv,80,80,0.0028799999999999997,0.72,0.009,80,0,0.002249979289935089,0.81175,1.1787929544238605
teacher_rank_centered_hi_k110_a0.007,state_high,teacher_rank_centered,consensus_score,positive_constant,110,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k110_a0_007_33c7fc6a.csv,submission_h008_teacher_rank_centered_hi_k110_a0_007_33c7fc6a.csv,110,110,0.0030800000000000003,0.77,0.007,110,0,0.0017499798233621133,0.7885059288537549,0.9558910899075506
teacher_rank_centered_hi_k110_a0.009,state_high,teacher_rank_centered,consensus_score,positive_constant,110,0.009,0.009,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_hi_k110_a0_009_b92ed842.csv,submission_h008_teacher_rank_centered_hi_k110_a0_009_b92ed842.csv,110,110,0.00396,0.99,0.009,110,0,0.002249979289935089,0.7885059288537549,0.9558910899075506
anti_energy_state_highlow_k20_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k20_a0_0035_55a31a5a.csv,submission_h008_anti_energy_state_highlow_k20_a0_0035_55a31a5a.csv,40,40,0.0005600000000000001,0.14,0.0035,20,20,0.0008749176051275898,0.5845217391304349,0.32787491260614837
balanced_state_highlow_k20_a0.0035,state_highlow,balanced_state,balanced_state,highlow,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_0035_6d678736.csv,submission_h008_balanced_state_highlow_k20_a0_0035_6d678736.csv,40,40,0.0005600000000000001,0.14,0.0035,20,20,0.0008749950293683861,0.4863260869565217,0.4021904824953955
teacher_rank_centered_highlow_k20_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,20,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k20_a0_0035_c66153c6.csv,submission_h008_teacher_rank_centered_highlow_k20_a0_0035_c66153c6.csv,40,40,0.0005600000000000001,0.14,0.0035,20,20,0.0008749950293683861,0.4975217391304348,-0.07422509469403414
anti_energy_state_highlow_k20_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k20_a0_005_335c6c08.csv,submission_h008_anti_energy_state_highlow_k20_a0_005_335c6c08.csv,40,40,0.0008,0.2,0.005,20,20,0.0012498908696140232,0.5845217391304349,0.32787491260614837
balanced_state_highlow_k20_a0.005,state_highlow,balanced_state,balanced_state,highlow,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_005_85db0c37.csv,submission_h008_balanced_state_highlow_k20_a0_005_85db0c37.csv,40,40,0.0008,0.2,0.005,20,20,0.0012499945749749886,0.4863260869565217,0.4021904824953955
teacher_rank_centered_highlow_k20_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,20,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k20_a0_005_13ee81de.csv,submission_h008_teacher_rank_centered_highlow_k20_a0_005_13ee81de.csv,40,40,0.0008,0.2,0.005,20,20,0.0012499945749749886,0.4975217391304348,-0.07422509469403414
anti_energy_state_highlow_k30_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_0035_27a07daf.csv,submission_h008_anti_energy_state_highlow_k30_a0_0035_27a07daf.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749176051275898,0.5988550724637682,0.2974438295179601
balanced_state_highlow_k30_a0.0035,state_highlow,balanced_state,balanced_state,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_0035_ac239e56.csv,submission_h008_balanced_state_highlow_k30_a0_0035_ac239e56.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749950293683861,0.48424637681159427,0.4681492980880077
teacher_rank_centered_highlow_k30_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_0035_c3eb1925.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_0035_c3eb1925.csv,60,60,0.00084,0.21000000000000002,0.0035,30,30,0.0008749950293683861,0.4974782608695652,-0.02541693457892017
anti_energy_state_highlow_k20_a0.007,state_highlow,anti_energy_state,anti_energy_state,highlow,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k20_a0_007_7efd618b.csv,submission_h008_anti_energy_state_highlow_k20_a0_007_7efd618b.csv,40,40,0.0011200000000000001,0.28,0.007,20,20,0.0017498622065375002,0.5845217391304349,0.32787491260614837
anti_energy_state_highlow_k40_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k40_a0_0035_cac3f7c7.csv,submission_h008_anti_energy_state_highlow_k40_a0_0035_cac3f7c7.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749176051275898,0.5858478260869566,0.31218789876413566
balanced_state_highlow_k20_a0.007,state_highlow,balanced_state,balanced_state,highlow,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k20_a0_007_390e1b5e.csv,submission_h008_balanced_state_highlow_k20_a0_007_390e1b5e.csv,40,40,0.0011200000000000001,0.28,0.007,20,20,0.0017499945124433425,0.4863260869565217,0.4021904824953955
balanced_state_highlow_k40_a0.0035,state_highlow,balanced_state,balanced_state,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k40_a0_0035_f208dbc1.csv,submission_h008_balanced_state_highlow_k40_a0_0035_f208dbc1.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749950293683861,0.4886521739130435,0.4293287691192279
teacher_rank_centered_highlow_k20_a0.007,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,20,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k20_a0_007_d0d4c282.csv,submission_h008_teacher_rank_centered_highlow_k20_a0_007_d0d4c282.csv,40,40,0.0011200000000000001,0.28,0.007,20,20,0.0017499945124433425,0.4975217391304348,-0.07422509469403414
teacher_rank_centered_highlow_k40_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,40,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k40_a0_0035_c6d70a6b.csv,submission_h008_teacher_rank_centered_highlow_k40_a0_0035_c6d70a6b.csv,80,80,0.0011200000000000001,0.28,0.0035,40,40,0.0008749950293683861,0.5008478260869564,0.07923243807761847
