candidate_id,family,raw_signal,select_signal,mode,top_k,scale,cap,project_bad_axis,file,basename,changed_rows,changed_cells,mean_abs_logit_move,l1_logit_move,max_abs_logit_move,positive_move_rows,negative_move_rows,max_abs_prob_delta,selected_mobility_rank_mean,selected_low_energy_mean
anti_energy_state_highlow_k30_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_005_27c17a31.csv,submission_h008_anti_energy_state_highlow_k30_a0_005_27c17a31.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012498908696140232,0.5988550724637682,0.2974438295179601
balanced_state_highlow_k30_a0.005,state_highlow,balanced_state,balanced_state,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_005_54f6ee89.csv,submission_h008_balanced_state_highlow_k30_a0_005_54f6ee89.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012499945749749886,0.48424637681159427,0.4681492980880077
teacher_rank_centered_highlow_k30_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_005_1eabf1b0.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_005_1eabf1b0.csv,60,60,0.0012000000000000001,0.30000000000000004,0.005,30,30,0.0012499945749749886,0.4974782608695652,-0.02541693457892017
anti_energy_state_highlow_k55_a0.0035,state_highlow,anti_energy_state,anti_energy_state,highlow,55,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k55_a0_0035_0de679c0.csv,submission_h008_anti_energy_state_highlow_k55_a0_0035_0de679c0.csv,110,110,0.0015400000000000001,0.385,0.0035,55,55,0.0008749950293683861,0.5626403162055337,0.29979493094600085
balanced_state_highlow_k55_a0.0035,state_highlow,balanced_state,balanced_state,highlow,55,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k55_a0_0035_3450ceff.csv,submission_h008_balanced_state_highlow_k55_a0_0035_3450ceff.csv,110,110,0.0015400000000000001,0.385,0.0035,55,55,0.0008749950293683861,0.4990513833992095,0.34157975440295085
teacher_rank_centered_highlow_k55_a0.0035,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,55,0.0035,0.0035,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k55_a0_0035_ea8285e3.csv,submission_h008_teacher_rank_centered_highlow_k55_a0_0035_ea8285e3.csv,110,110,0.0015400000000000001,0.385,0.0035,55,55,0.0008749950293683861,0.506094861660079,0.1523543747502778
anti_energy_state_highlow_k40_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k40_a0_005_7c4df8f2.csv,submission_h008_anti_energy_state_highlow_k40_a0_005_7c4df8f2.csv,80,80,0.0016,0.4,0.005,40,40,0.0012498908696140232,0.5858478260869566,0.31218789876413566
balanced_state_highlow_k40_a0.005,state_highlow,balanced_state,balanced_state,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k40_a0_005_1196ffb7.csv,submission_h008_balanced_state_highlow_k40_a0_005_1196ffb7.csv,80,80,0.0016,0.4,0.005,40,40,0.0012499945749749886,0.4886521739130435,0.4293287691192279
teacher_rank_centered_highlow_k40_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,40,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k40_a0_005_c411f930.csv,submission_h008_teacher_rank_centered_highlow_k40_a0_005_c411f930.csv,80,80,0.0016,0.4,0.005,40,40,0.0012499945749749886,0.5008478260869564,0.07923243807761847
anti_energy_state_highlow_k30_a0.007,state_highlow,anti_energy_state,anti_energy_state,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k30_a0_007_536c7982.csv,submission_h008_anti_energy_state_highlow_k30_a0_007_536c7982.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017498622065375002,0.5988550724637682,0.2974438295179601
balanced_state_highlow_k30_a0.007,state_highlow,balanced_state,balanced_state,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k30_a0_007_c57baead.csv,submission_h008_balanced_state_highlow_k30_a0_007_c57baead.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017499945124433425,0.48424637681159427,0.4681492980880077
teacher_rank_centered_highlow_k30_a0.007,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,30,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k30_a0_007_6ee2c141.csv,submission_h008_teacher_rank_centered_highlow_k30_a0_007_6ee2c141.csv,60,60,0.00168,0.42000000000000004,0.007,30,30,0.0017499945124433425,0.4974782608695652,-0.02541693457892017
anti_energy_state_highlow_k55_a0.005,state_highlow,anti_energy_state,anti_energy_state,highlow,55,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k55_a0_005_5fd584e6.csv,submission_h008_anti_energy_state_highlow_k55_a0_005_5fd584e6.csv,110,110,0.0022,0.55,0.005,55,55,0.0012499945749749886,0.5626403162055337,0.29979493094600085
balanced_state_highlow_k55_a0.005,state_highlow,balanced_state,balanced_state,highlow,55,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k55_a0_005_7c6c531c.csv,submission_h008_balanced_state_highlow_k55_a0_005_7c6c531c.csv,110,110,0.0022,0.55,0.005,55,55,0.0012499945749749886,0.4990513833992095,0.34157975440295085
teacher_rank_centered_highlow_k55_a0.005,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,55,0.005,0.005,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k55_a0_005_d518f633.csv,submission_h008_teacher_rank_centered_highlow_k55_a0_005_d518f633.csv,110,110,0.0022,0.55,0.005,55,55,0.0012499945749749886,0.506094861660079,0.1523543747502778
anti_energy_state_highlow_k40_a0.007,state_highlow,anti_energy_state,anti_energy_state,highlow,40,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k40_a0_007_33f9fb44.csv,submission_h008_anti_energy_state_highlow_k40_a0_007_33f9fb44.csv,80,80,0.0022400000000000002,0.56,0.007,40,40,0.0017498622065375002,0.5858478260869566,0.31218789876413566
balanced_state_highlow_k40_a0.007,state_highlow,balanced_state,balanced_state,highlow,40,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k40_a0_007_b7d3541c.csv,submission_h008_balanced_state_highlow_k40_a0_007_b7d3541c.csv,80,80,0.0022400000000000002,0.56,0.007,40,40,0.0017499945124433425,0.4886521739130435,0.4293287691192279
teacher_rank_centered_highlow_k40_a0.007,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,40,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k40_a0_007_bdf47bc5.csv,submission_h008_teacher_rank_centered_highlow_k40_a0_007_bdf47bc5.csv,80,80,0.0022400000000000002,0.56,0.007,40,40,0.0017499945124433425,0.5008478260869564,0.07923243807761847
anti_energy_state_highlow_k55_a0.007,state_highlow,anti_energy_state,anti_energy_state,highlow,55,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_anti_energy_state_highlow_k55_a0_007_21aa4d2d.csv,submission_h008_anti_energy_state_highlow_k55_a0_007_21aa4d2d.csv,110,110,0.0030800000000000003,0.77,0.007,55,55,0.0017499945124433425,0.5626403162055337,0.29979493094600085
balanced_state_highlow_k55_a0.007,state_highlow,balanced_state,balanced_state,highlow,55,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_balanced_state_highlow_k55_a0_007_9ce86e6d.csv,submission_h008_balanced_state_highlow_k55_a0_007_9ce86e6d.csv,110,110,0.0030800000000000003,0.77,0.007,55,55,0.0017499945124433425,0.4990513833992095,0.34157975440295085
teacher_rank_centered_highlow_k55_a0.007,state_highlow,teacher_rank_centered,teacher_rank_centered,highlow,55,0.007,0.007,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_teacher_rank_centered_highlow_k55_a0_007_4db0e186.csv,submission_h008_teacher_rank_centered_highlow_k55_a0_007_4db0e186.csv,110,110,0.0030800000000000003,0.77,0.007,55,55,0.0017499945124433425,0.506094861660079,0.1523543747502778
toward_plus_cons_k20_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,20,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,submission_h008_toward_plus_cons_k20_s0_006_c0_004_45203c16.csv,20,20,0.00021308854562866408,0.05327213640716602,0.004,10,10,0.000991759559480665,0.8771304347826089,1.6313274869205063
toward_plus_abs_k20_s0.006_c0.004,toward_plus,toward_plus,toward_abs_score,signed,20,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k20_s0_006_c0_004_5cd1b565.csv,submission_h008_toward_plus_abs_k20_s0_006_c0_004_5cd1b565.csv,20,20,0.00032,0.08,0.004,2,18,0.0009999081631711926,0.23273913043478262,-0.21794539196813267
toward_plus_cons_k20_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,20,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,submission_h008_toward_plus_cons_k20_s0_01_c0_006_11cc12ac.csv,20,20,0.0003301750326623157,0.08254375816557893,0.006,10,10,0.001487773412183091,0.8771304347826089,1.6313274869205063
toward_plus_cons_k40_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,40,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_006_c0_004_080b2992.csv,submission_h008_toward_plus_cons_k40_s0_006_c0_004_080b2992.csv,40,40,0.0004112820865510765,0.10282052163776913,0.004,23,17,0.000991759559480665,0.8490217391304349,1.465510916572914
toward_plus_cons_k20_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,20,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k20_s0_018_c0_008_fef4caf2.csv,submission_h008_toward_plus_cons_k20_s0_018_c0_008_fef4caf2.csv,20,20,0.00047397296412370526,0.11849324103092632,0.008,10,10,0.001991480006969193,0.8771304347826089,1.6313274869205063
toward_plus_abs_k20_s0.01_c0.006,toward_plus,toward_plus,toward_abs_score,signed,20,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k20_s0_01_c0_006_d298a76c.csv,submission_h008_toward_plus_abs_k20_s0_01_c0_006_d298a76c.csv,20,20,0.00048,0.12000000000000001,0.006,2,18,0.0014998755923926188,0.23273913043478262,-0.21794539196813267
toward_plus_cons_k60_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,60,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_006_c0_004_e404e001.csv,submission_h008_toward_plus_cons_k60_s0_006_c0_004_e404e001.csv,60,60,0.0005856942992658096,0.1464235748164524,0.004,32,28,0.000991759559480665,0.8366376811594204,1.1858189918747966
toward_plus_abs_k20_s0.018_c0.008,toward_plus,toward_plus,toward_abs_score,signed,20,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k20_s0_018_c0_008_e9ec835a.csv,submission_h008_toward_plus_abs_k20_s0_018_c0_008_e9ec835a.csv,20,20,0.00064,0.16,0.008,2,18,0.0019998505870755245,0.23273913043478262,-0.21794539196813267
toward_plus_abs_k40_s0.006_c0.004,toward_plus,toward_plus,toward_abs_score,signed,40,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k40_s0_006_c0_004_14ad9d0c.csv,submission_h008_toward_plus_abs_k40_s0_006_c0_004_14ad9d0c.csv,40,40,0.00064,0.16,0.004,6,34,0.0009999948078449616,0.33810869565217394,-0.06606065264964969
toward_plus_cons_k40_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,40,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_01_c0_006_9828b873.csv,submission_h008_toward_plus_cons_k40_s0_01_c0_006_9828b873.csv,40,40,0.0006407095127966476,0.16017737819916192,0.006,23,17,0.0014982322154915018,0.8490217391304349,1.465510916572914
toward_plus_cons_k80_s0.006_c0.004,toward_plus,toward_plus,consensus_score,signed,80,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_006_c0_004_b4218c21.csv,submission_h008_toward_plus_cons_k80_s0_006_c0_004_b4218c21.csv,80,80,0.0007798172530725491,0.19495431326813725,0.004,46,34,0.0009995050832307673,0.81175,1.1787929544238605
toward_plus_cons_k60_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,60,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_01_c0_006_057fe342.csv,submission_h008_toward_plus_cons_k60_s0_01_c0_006_057fe342.csv,60,60,0.0009207298673212028,0.23018246683030072,0.006,32,28,0.0014982322154915018,0.8366376811594204,1.1858189918747966
toward_plus_cons_k40_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,40,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k40_s0_018_c0_008_488a7da7.csv,submission_h008_toward_plus_cons_k40_s0_018_c0_008_488a7da7.csv,40,40,0.0009243031242383597,0.23107578105958992,0.008,23,17,0.001997572738901887,0.8490217391304349,1.465510916572914
toward_plus_abs_k40_s0.01_c0.006,toward_plus,toward_plus,toward_abs_score,signed,40,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k40_s0_01_c0_006_6502597e.csv,submission_h008_toward_plus_abs_k40_s0_01_c0_006_6502597e.csv,40,40,0.00096,0.24000000000000002,0.006,6,34,0.0014999945181743968,0.33810869565217394,-0.06606065264964969
toward_plus_abs_k60_s0.006_c0.004,toward_plus,toward_plus,toward_abs_score,signed,60,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k60_s0_006_c0_004_be8f9401.csv,submission_h008_toward_plus_abs_k60_s0_006_c0_004_be8f9401.csv,60,60,0.00096,0.24000000000000002,0.004,12,48,0.0009999948078449616,0.41133333333333333,-0.018081968404765805
toward_plus_cons_k80_s0.01_c0.006,toward_plus,toward_plus,consensus_score,signed,80,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_01_c0_006_a14e0b02.csv,submission_h008_toward_plus_cons_k80_s0_01_c0_006_a14e0b02.csv,80,80,0.0012282681236657684,0.3070670309164421,0.006,46,34,0.0014992232845653097,0.81175,1.1787929544238605
toward_plus_abs_k40_s0.018_c0.008,toward_plus,toward_plus,toward_abs_score,signed,40,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k40_s0_018_c0_008_72a21323.csv,submission_h008_toward_plus_abs_k40_s0_018_c0_008_72a21323.csv,40,40,0.00128,0.32,0.008,6,34,0.0019999944327821484,0.33810869565217394,-0.06606065264964969
toward_plus_abs_k80_s0.006_c0.004,toward_plus,toward_plus,toward_abs_score,signed,80,0.006,0.004,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k80_s0_006_c0_004_a3451198.csv,submission_h008_toward_plus_abs_k80_s0_006_c0_004_a3451198.csv,80,80,0.0012800000000000003,0.32000000000000006,0.004,20,60,0.0009999948078449616,0.4526847826086957,0.1728785820312173
toward_plus_cons_k60_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,60,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k60_s0_018_c0_008_1fdf6830.csv,submission_h008_toward_plus_cons_k60_s0_018_c0_008_1fdf6830.csv,60,60,0.001372461392084545,0.34311534802113625,0.008,32,28,0.001997572738901887,0.8366376811594204,1.1858189918747966
toward_plus_abs_k60_s0.01_c0.006,toward_plus,toward_plus,toward_abs_score,signed,60,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k60_s0_01_c0_006_883ba97b.csv,submission_h008_toward_plus_abs_k60_s0_01_c0_006_883ba97b.csv,60,60,0.00144,0.36000000000000004,0.006,12,48,0.0014999945181743968,0.41133333333333333,-0.018081968404765805
toward_plus_cons_k80_s0.018_c0.008,toward_plus,toward_plus,consensus_score,signed,80,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_cons_k80_s0_018_c0_008_e17c3610.csv,submission_h008_toward_plus_cons_k80_s0_018_c0_008_e17c3610.csv,80,80,0.0018585442942793905,0.46463607356984765,0.008,46,34,0.001998917261989863,0.81175,1.1787929544238605
toward_plus_abs_k80_s0.01_c0.006,toward_plus,toward_plus,toward_abs_score,signed,80,0.01,0.006,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k80_s0_01_c0_006_bccd7689.csv,submission_h008_toward_plus_abs_k80_s0_01_c0_006_bccd7689.csv,80,80,0.0019199999999999998,0.48,0.006,20,60,0.0014999945181743968,0.4526847826086957,0.1728785820312173
toward_plus_abs_k60_s0.018_c0.008,toward_plus,toward_plus,toward_abs_score,signed,60,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k60_s0_018_c0_008_d5be57e4.csv,submission_h008_toward_plus_abs_k60_s0_018_c0_008_d5be57e4.csv,60,60,0.00192,0.48000000000000004,0.008,12,48,0.0019999944327821484,0.41133333333333333,-0.018081968404765805
toward_plus_abs_k80_s0.018_c0.008,toward_plus,toward_plus,toward_abs_score,signed,80,0.018,0.008,False,hitl/h008_s4_mobility_translation_sweep/submission_h008_toward_plus_abs_k80_s0_018_c0_008_e0e78579.csv,submission_h008_toward_plus_abs_k80_s0_018_c0_008_e0e78579.csv,80,80,0.0025600000000000006,0.6400000000000001,0.008,20,60,0.0019999944327821484,0.4526847826086957,0.1728785820312173
