start_name,spec_name,route,h098,curv_marg,badw,badmax,h088,margin,start_cells,cell_pool,bundle_pool
h132,h132_rowvector_margin_guard,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,11,20
h132,h132_rowvector_route_heavy,-0.0007054311658533215,-3.208561093705469e-05,4.600772440746374e-05,0.0,0.0,-0.06963595977224678,0.17607584231061893,26,11,20
h134,h134_rowvector_completion,-0.0007211833945111489,-3.155654135565417e-05,4.5169569064426726e-05,0.0,0.0,-0.06549015991992785,0.17004953156274633,28,11,24
