label,rank,feature,family,corr,abs_corr
Q3,8,wlight_max_21_03__subj_z,sensor/coverage,-0.15831246414392675,0.15831246414392675
Q3,9,qpatch_late_screen_zmax__subj_z,phone/app/screen,0.1571059041959824,0.1571059041959824
Q3,10,qcarry_prev_q3x_social_arousal_score__subj_z,other,0.15355082039317067,0.15355082039317067
Q3,11,topapp_21_03_카메라_time__subj_z,phone/app/screen,0.15346293036680858,0.15346293036680858
Q3,12,activity_sum_21_03__prev_abs_delta__subj_z,activity/step,-0.15021750422240898,0.15021750422240898
Q3,13,sleepwin_wlight_max__dev_weekday_mean__subj_z,sleep/long-rest,-0.14913394880745554,0.14913394880745554
Q3,14,activity_sum_21_03__weekday_vs_subject_mean__subj_z,activity/step,0.1464880402806831,0.1464880402806831
Q3,15,cn_h31_charging__subj_z,other,0.14589228171430635,0.14589228171430635
Q3,16,qpatch_late_hr_max_zmax__subj_z,sensor/coverage,-0.14562829938737623,0.14562829938737623
Q3,17,distance_sum__weekday_vs_subject_mean__subj_z,activity/step,-0.1446739002788416,0.1446739002788416
Q3,18,steps_sum__weekday_vs_subject_mean__subj_z,activity/step,-0.14416918942239978,0.14416918942239978
Q3,19,dow__subj_z,other,0.1425346459517651,0.1425346459517651
Q3,20,wlight_max_21_03__dev_weekday_mean__subj_z,sensor/coverage,-0.1416754295368787,0.1416754295368787
Q3,21,topapp_all_권한_관리자_time__subj_z,phone/app/screen,0.14085584992318462,0.14085584992318462
Q3,22,h09_mlight_n_h__subj_z,sensor/coverage,0.13923719387531494,0.13923719387531494
Q3,23,q2x_late_screen_sum_maxh__subj_z,phone/app/screen,0.13868292891746498,0.13868292891746498
Q3,24,state_3_ratio__dev_roll3__subj_z,routine/regularity,0.13818299902939313,0.13818299902939313
Q3,25,late_screen_last_hour__weekday_vs_subject_mean__subj_z,phone/app/screen,-0.13811141422524886,0.13811141422524886
Q3,26,steps_18_24__weekday_vs_subject_mean__subj_z,activity/step,-0.13678654192913522,0.13678654192913522
Q3,27,app_social_time__weekday_vs_subject_mean__subj_z,phone/app/screen,-0.13590344421663206,0.13590344421663206
Q3,28,gps_lat_std__prev_delta__subj_z,gps/context,-0.13536265972681094,0.13536265972681094
Q3,29,qpatch_late_hr_zmax__subj_z,sensor/coverage,-0.13479390678059835,0.13479390678059835
Q3,30,ble_near_count__prev_delta__subj_z,gps/context,-0.13438693457930032,0.13438693457930032
Q3,31,dominant_state__subj_z,other,-0.13423022268442364,0.13423022268442364
Q3,32,first_screen_hour_any__weekday_vs_subject_mean__subj_z,phone/app/screen,-0.13343845243596314,0.13343845243596314
Q3,33,mlight_n__prev_abs_delta__subj_z,sensor/coverage,-0.13292228688987084,0.13292228688987084
Q3,34,mlight_mean_morning__weekday_vs_subject_mean__subj_z,sensor/coverage,-0.13115484591207027,0.13115484591207027
Q3,35,wifi_unique_bssid__weekday_vs_subject_mean__subj_z,gps/context,-0.1310541917236427,0.1310541917236427
Q3,36,amb_records__prev_abs_delta__subj_z,sensor/coverage,-0.13078792202301737,0.13078792202301737
Q3,37,topapp_all_youtube_time__subj_z,phone/app/screen,0.13075692382195928,0.13075692382195928
Q3,38,qcarry_prev_q3x_day_overstim_to_late_arousal__subj_z,other,0.13068804074876147,0.13068804074876147
Q3,39,activity_n__prev_abs_delta__subj_z,activity/step,-0.12942602829197483,0.12942602829197483
Q3,40,gps_radius_proxy__prev_delta__subj_z,gps/context,-0.12761969432815135,0.12761969432815135
S1,1,q1x_morning_app_time_sum__subj_z,phone/app/screen,-0.17218300010718868,0.17218300010718868
S1,2,topapp_21_03_google_time__subj_z,phone/app/screen,-0.16146248020530313,0.16146248020530313
S1,3,q1x_morning_app_social_sum__subj_z,phone/app/screen,-0.15556981019457736,0.15556981019457736
S1,4,cn_h31_screen__subj_z,phone/app/screen,-0.15285860426258538,0.15285860426258538
S1,5,steps_00_06__dev_roll7__subj_z,activity/step,-0.1516726937601777,0.1516726937601777
S1,6,cn_h29_wlight_max__subj_z,sensor/coverage,-0.14896837076421907,0.14896837076421907
S1,7,cn_h29_wlight__subj_z,sensor/coverage,-0.14847592994640452,0.14847592994640452
S1,8,s4x_cross_screenoff_longest_h__subj_z,sleep/long-rest,0.1478103504318166,0.1478103504318166
S1,9,mlight_mean_21_03__dev_roll7__subj_z,sensor/coverage,-0.14487413836471488,0.14487413836471488
S1,10,topapp_21_03_설정_time__subj_z,phone/app/screen,-0.1448107346069256,0.1448107346069256
S1,11,sleepwin_mlight_mean__weekday_vs_subject_mean__subj_z,sleep/long-rest,-0.1444773043302229,0.1444773043302229
S1,12,sleepwin_mlight_mean__dev_roll7__subj_z,sleep/long-rest,-0.14307018450574666,0.14307018450574666
S1,13,q1x_morning_screen_sum__subj_z,phone/app/screen,-0.14260869442857382,0.14260869442857382
S1,14,q1x_morning_ble_near_sum__subj_z,gps/context,-0.1424787193662507,0.1424787193662507
S1,15,wifi_unique_bssid__prev_delta__subj_z,gps/context,-0.14216660937664366,0.14216660937664366
S1,16,topapp_00_06_토스_time__subj_z,phone/app/screen,-0.14151084992165913,0.14151084992165913
S1,17,topamb_all_mechanisms_mean__subj_z,sensor/coverage,-0.1403135915098992,0.1403135915098992
S1,18,state_2_ratio__prev_delta__subj_z,routine/regularity,0.13790437322711707,0.13790437322711707
S1,19,cn_h26_mlight__subj_z,sensor/coverage,-0.1375849523509028,0.1375849523509028
S1,20,q3x_late21_04_screen_sum__subj_z,phone/app/screen,-0.13714835228577768,0.13714835228577768
S1,21,cn_h24_mlight__subj_z,sensor/coverage,-0.13659348869391727,0.13659348869391727
S1,22,topamb_21_03_insect_mean__subj_z,sensor/coverage,-0.1359841261399422,0.1359841261399422
S1,23,q1x_morning_screen_active_hours__subj_z,phone/app/screen,-0.1356727484358636,0.1356727484358636
S1,24,cn_h33_mlight__subj_z,sensor/coverage,-0.13507565849103684,0.13507565849103684
S1,25,q3x_late21_04_screen_active_hours__subj_z,phone/app/screen,-0.13258658421794442,0.13258658421794442
S1,26,topamb_all_noise_mean__subj_z,sensor/coverage,-0.132521552701572,0.132521552701572
S1,27,mlight_mean_21_03__weekday_vs_subject_mean__subj_z,sensor/coverage,-0.13234268763164728,0.13234268763164728
S1,28,sleepwin_mlight_mean__prev_abs_delta__subj_z,sleep/long-rest,-0.13172704814806202,0.13172704814806202
S1,29,q2x_late_screen_active_hours__subj_z,phone/app/screen,-0.13104594870467312,0.13104594870467312
S1,30,topamb_21_03_steam_mean__subj_z,sensor/coverage,-0.13074910172098217,0.13074910172098217
S1,31,q3x_late21_04_app_time_sum__subj_z,phone/app/screen,-0.129596416968183,0.129596416968183
S1,32,steps_00_06__dev_roll3__subj_z,activity/step,-0.12797171472639016,0.12797171472639016
S1,33,cn_h30_wlight_max__subj_z,sensor/coverage,-0.1273699661650432,0.1273699661650432
S1,34,qpatch_late_app_media_zmax__subj_z,phone/app/screen,-0.12736426312692262,0.12736426312692262
S1,35,q3x_late21_04_ble_near_sum__subj_z,gps/context,-0.1273528864788497,0.1273528864788497
S1,36,q3x_screen_in_dark_score__subj_z,phone/app/screen,-0.12668924103061444,0.12668924103061444
S1,37,q1x_morning_wifi_unique_sum__subj_z,gps/context,-0.1263421883721574,0.1263421883721574
S1,38,cn_h32_screen__subj_z,phone/app/screen,-0.12616722763866753,0.12616722763866753
S1,39,cn_h33_wlight__subj_z,sensor/coverage,-0.12432285910666022,0.12432285910666022
S1,40,q2x_late_screen_after_high_load__subj_z,phone/app/screen,-0.12292199125460229,0.12292199125460229
S2,1,topamb_evening_frog_mean__subj_z,sensor/coverage,-0.17879856014865037,0.17879856014865037
S2,2,topamb_all_noise_mean__subj_z,sensor/coverage,-0.1646106820570884,0.1646106820570884
S2,3,cn_h35_mlight_max__subj_z,sensor/coverage,-0.16137013266958003,0.16137013266958003
S2,4,topamb_21_03_rustle_mean__subj_z,sensor/coverage,-0.15785777020667782,0.15785777020667782
S2,5,amb_outside_prob_21_03__subj_z,sensor/coverage,-0.1558373788235671,0.1558373788235671
S2,6,topamb_evening_microwave_oven_mean__subj_z,sensor/coverage,-0.1538423244003219,0.1538423244003219
S2,7,topamb_all_mechanisms_mean__subj_z,sensor/coverage,-0.15373434302123085,0.15373434302123085
S2,8,q3x_late21_24_amb_outside_mean__subj_z,sensor/coverage,-0.15155220900934377,0.15155220900934377
S2,9,qpatch_late_amb_outside_zmax__subj_z,sensor/coverage,-0.15080703840855744,0.15080703840855744
S2,10,topamb_evening_buzz_mean__subj_z,sensor/coverage,-0.15041121276606964,0.15041121276606964
S2,11,topamb_evening_snort_mean__subj_z,sensor/coverage,-0.14626583997207507,0.14626583997207507
S2,12,topamb_evening_door_mean__subj_z,sensor/coverage,-0.1454271759226893,0.1454271759226893
S2,13,topamb_21_03_buzz_mean__subj_z,sensor/coverage,-0.14508892187621814,0.14508892187621814
S2,14,topamb_21_03_door_mean__subj_z,sensor/coverage,-0.14489465369125612,0.14489465369125612
S2,15,topamb_evening_spray_mean__subj_z,sensor/coverage,-0.14349005224151123,0.14349005224151123
S2,16,topamb_21_03_frog_mean__subj_z,sensor/coverage,-0.14328689932197144,0.14328689932197144
S2,17,topamb_evening_chink_clink_mean__subj_z,sensor/coverage,-0.1428051908280418,0.1428051908280418
S2,18,topapp_all_naver_time__subj_z,phone/app/screen,0.14257921202358223,0.14257921202358223
S2,19,app_social_time__dev_weekday_mean__subj_z,phone/app/screen,0.14229348685285734,0.14229348685285734
S2,20,amb_outside_prob_21_03__dev_weekday_mean__subj_z,sensor/coverage,-0.14224905108487051,0.14224905108487051
S2,21,q3x_evening_amb_inside_mean__subj_z,sensor/coverage,-0.14042637939578495,0.14042637939578495
S2,22,topamb_all_microwave_oven_mean__subj_z,sensor/coverage,-0.13813125588219133,0.13813125588219133
S2,23,cn_h35_mlight__subj_z,sensor/coverage,-0.13805035262440865,0.13805035262440865
S2,24,topamb_all_insect_mean__subj_z,sensor/coverage,-0.13558194632052256,0.13558194632052256
S2,25,topamb_evening_liquid_mean__subj_z,sensor/coverage,-0.13546622551329413,0.13546622551329413
S2,26,topamb_evening_noise_mean__subj_z,sensor/coverage,-0.1345227860840751,0.1345227860840751
S2,27,topamb_21_03_firecracker_mean__subj_z,sensor/coverage,-0.13435186942664976,0.13435186942664976
S2,28,topamb_all_tools_mean__subj_z,sensor/coverage,-0.13426744136573135,0.13426744136573135
S2,29,topamb_all_white_noise_mean__subj_z,sensor/coverage,-0.13419897729182717,0.13419897729182717
S2,30,topamb_21_03_microwave_oven_mean__subj_z,sensor/coverage,-0.13394316728973946,0.13394316728973946
S2,31,topamb_all_mechanical_fan_mean__subj_z,sensor/coverage,-0.13366060115117165,0.13366060115117165
S2,32,topamb_21_03_white_noise_mean__subj_z,sensor/coverage,-0.13318187248302488,0.13318187248302488
S2,33,topamb_all_water_tap_faucet_mean__subj_z,sensor/coverage,-0.13206859708670293,0.13206859708670293
S2,34,topamb_evening_inside_small_room_mean__subj_z,sensor/coverage,-0.13023962005121423,0.13023962005121423
S2,35,topamb_all_hum_mean__subj_z,sensor/coverage,-0.1295507879417947,0.1295507879417947
S2,36,state_3_ratio__dev_weekday_mean__subj_z,routine/regularity,-0.1291420651066162,0.1291420651066162
S2,37,topamb_00_06_car_mean__subj_z,sensor/coverage,-0.12877305500672853,0.12877305500672853
S2,38,app_total_time__dev_weekday_mean__subj_z,phone/app/screen,0.12828264013271606,0.12828264013271606
S2,39,app_browser_search_time__dev_roll3__subj_z,phone/app/screen,0.12790200792380355,0.12790200792380355
S2,40,q3x_evening_amb_music_mean__subj_z,sensor/coverage,-0.12781203009964873,0.12781203009964873
S3,1,last_screen_hour_any__subj_z,phone/app/screen,0.1584448805257185,0.1584448805257185
S3,2,last_screen_hour_any__dev_roll7__subj_z,phone/app/screen,0.1545942352467263,0.1545942352467263
S3,3,h01_mlight_mean_h__subj_z,sensor/coverage,0.1474669697715847,0.1474669697715847
S3,4,sleepwin_wlight_max__dev_roll7__subj_z,sleep/long-rest,-0.146879351636562,0.146879351636562
S3,5,s4x_block_hr_max__subj_z,sleep/long-rest,-0.1459947813809306,0.1459947813809306
S3,6,wlight_max_21_03__dev_roll7__subj_z,sensor/coverage,-0.14242284859073479,0.14242284859073479
S3,7,mlight_mean_21_03__dev_roll7__subj_z,sensor/coverage,0.1396720113179056,0.1396720113179056
S3,8,sleepwin_mlight_mean__dev_roll7__subj_z,sleep/long-rest,0.13938389130609272,0.13938389130609272
S3,9,h03_activity_mean_h__subj_z,activity/step,-0.1348787344985142,0.1348787344985142
S3,10,last_screen_hour_any__dev_weekday_mean__subj_z,phone/app/screen,0.1329845642442212,0.1329845642442212
S3,11,q3x_late21_24_screen_active_hours__subj_z,phone/app/screen,0.13215675759141865,0.13215675759141865
S3,12,h03_pedo_n_h__subj_z,activity/step,0.1315252752564405,0.1315252752564405
S3,13,q3x_late21_24_mobility_hours__subj_z,other,0.13103007927824167,0.13103007927824167
S3,14,h03_activity_n_h__subj_z,activity/step,0.12922950166297145,0.12922950166297145
S3,15,sleepwin_wlight_max__dev_roll3__subj_z,sleep/long-rest,-0.12907392288418656,0.12907392288418656
S3,16,wlight_max_21_03__dev_roll3__subj_z,sensor/coverage,-0.12498001079201627,0.12498001079201627
S3,17,q3x_screen_in_dark_score__subj_z,phone/app/screen,0.12232329766883315,0.12232329766883315
S3,18,h05_activity_mean_h__subj_z,activity/step,-0.1219359208060132,0.1219359208060132
S3,19,sleepwin_mlight_max__subj_z,sleep/long-rest,0.12068165717137255,0.12068165717137255
S3,20,sleepwin_screen_active_hours__prev_abs_delta__subj_z,sleep/long-rest,-0.120411059416306,0.120411059416306
S3,21,mlight_mean_21_03__subj_z,sensor/coverage,0.11872031379163785,0.11872031379163785
S3,22,topamb_evening_typing_mean__subj_z,sensor/coverage,-0.11831653751383744,0.11831653751383744
S3,23,q3x_late21_04_screen_sum__subj_z,phone/app/screen,0.11735760354997682,0.11735760354997682
S3,24,topapp_evening_시스템_ui_time__subj_z,phone/app/screen,0.11720784439891761,0.11720784439891761
S3,25,sleepwin_mlight_max__dev_roll7__subj_z,sleep/long-rest,0.11559813445237731,0.11559813445237731
S3,26,topamb_evening_computer_keyboard_mean__subj_z,sensor/coverage,-0.11474503566658069,0.11474503566658069
S3,27,h05_wlight_mean_h__subj_z,sensor/coverage,0.11375134498786564,0.11375134498786564
S3,28,mlight_max_21_03__subj_z,sensor/coverage,0.11328453797128345,0.11328453797128345
S3,29,sleepwin_mlight_mean__subj_z,sleep/long-rest,0.11250675628331012,0.11250675628331012
S3,30,q2x_late_screen_sum_sum__subj_z,phone/app/screen,0.11208427591717886,0.11208427591717886
S3,31,topapp_21_03_시스템_ui_time__subj_z,phone/app/screen,0.1119385363759834,0.1119385363759834
S3,32,mlight_max_21_03__dev_roll7__subj_z,sensor/coverage,0.11143679821866419,0.11143679821866419
S3,33,day_h23_screen__subj_z,phone/app/screen,0.11115860053020762,0.11115860053020762
S3,34,cn_h23_screen__subj_z,phone/app/screen,0.11115860053020762,0.11115860053020762
S3,35,q3x_late21_24_screen_sum__subj_z,phone/app/screen,0.11095821622612727,0.11095821622612727
S3,36,h08_mlight_mean_h__subj_z,sensor/coverage,0.10964048377053126,0.10964048377053126
S3,37,topamb_21_03_pink_noise_mean__subj_z,sensor/coverage,-0.1091735640778459,0.1091735640778459
S3,38,h23_screen_use_sum_h__subj_z,phone/app/screen,0.1089559769509686,0.1089559769509686
S3,39,last_screen_hour_any__dev_roll3__subj_z,phone/app/screen,0.10877638867298521,0.10877638867298521
S3,40,h07_mlight_n_h__subj_z,sensor/coverage,-0.10841756691584263,0.10841756691584263
S4,1,topamb_21_03_firecracker_mean__subj_z,sensor/coverage,-0.1770669562290803,0.1770669562290803
S4,2,bright_interrupt_hours__dev_roll7__subj_z,routine/regularity,0.17284624597119902,0.17284624597119902
S4,3,topamb_00_06_car_mean__subj_z,sensor/coverage,-0.17058553914106284,0.17058553914106284
S4,4,q2x_late_hr_std_hours__subj_z,sensor/coverage,-0.16092353494808348,0.16092353494808348
S4,5,h21_activity_mean_h__subj_z,activity/step,-0.15243514911220923,0.15243514911220923
S4,6,q1x_morning_amb_music_mean__subj_z,sensor/coverage,-0.15240993537238756,0.15240993537238756
S4,7,q2x_late_hr_mean__subj_z,sensor/coverage,0.15131441785057276,0.15131441785057276
S4,8,topamb_00_06_motor_vehicle_road_mean__subj_z,sensor/coverage,-0.15031776492563606,0.15031776492563606
S4,9,bright_interrupt_hours__subj_z,other,0.14976988946428021,0.14976988946428021
S4,10,h13_pedo_n_h__subj_z,activity/step,-0.14727797895238592,0.14727797895238592
S4,11,qpatch_late_hr_slope__subj_z,sensor/coverage,-0.14646096731216646,0.14646096731216646
S4,12,cn_h35_screen__subj_z,phone/app/screen,-0.14277299492906861,0.14277299492906861
S4,13,q3x_late21_24_amb_outside_mean__subj_z,sensor/coverage,-0.14145733012401587,0.14145733012401587
S4,14,topamb_21_03_fireworks_mean__subj_z,sensor/coverage,-0.1406102992482661,0.1406102992482661
S4,15,h07_screen_n_h__subj_z,phone/app/screen,0.13981911387421378,0.13981911387421378
S4,16,bright_interrupt_hours__prev_delta__subj_z,routine/regularity,0.13919738228794606,0.13919738228794606
S4,17,screen_use_21_03__weekday_vs_subject_mean__subj_z,phone/app/screen,0.13915073464932914,0.13915073464932914
S4,18,pre_sleep_screen_sum_21_03__weekday_vs_subject_mean__subj_z,sleep/long-rest,0.13915073464932914,0.13915073464932914
S4,19,bright_interrupt_hours__dev_roll3__subj_z,routine/regularity,0.13799886300543823,0.13799886300543823
S4,20,topamb_evening_buzz_mean__subj_z,sensor/coverage,-0.13725294832548268,0.13725294832548268
S4,21,sleep_block_fragmentation__dev_weekday_mean__subj_z,sleep/long-rest,0.13668220003717166,0.13668220003717166
S4,22,q3x_late21_04_amb_outside_mean__subj_z,sensor/coverage,-0.1352443074865064,0.1352443074865064
S4,23,topapp_00_06_withings_time__subj_z,phone/app/screen,0.13522850608187048,0.13522850608187048
S4,24,sleep_block_fragmentation__subj_z,sleep/long-rest,0.13521277051741312,0.13521277051741312
S4,25,amb_outside_prob_21_03__dev_roll7__subj_z,sensor/coverage,-0.13501197639363208,0.13501197639363208
S4,26,sleep_block_fragmentation__dev_roll7__subj_z,sleep/long-rest,0.13437297436730347,0.13437297436730347
S4,27,h17_wlight_mean_h__subj_z,sensor/coverage,0.13399941343284036,0.13399941343284036
S4,28,qpatch_late_hr_max_slope__subj_z,sensor/coverage,-0.13331891272611163,0.13331891272611163
S4,29,topamb_00_06_white_noise_mean__subj_z,sensor/coverage,-0.1328651248744011,0.1328651248744011
S4,30,amb_outside_prob_21_03__subj_z,sensor/coverage,-0.13261855341550163,0.13261855341550163
