variant,cells,status,score_actual,score_null_mean,score_z,score_p,listener_inverse_actual,listener_inverse_null_mean,listener_inverse_z,listener_inverse_p,listener_safety_actual,listener_safety_null_mean,listener_safety_z,listener_safety_p,private_safety_actual,private_safety_null_mean,private_safety_z,private_safety_p,hardworld_toxicity_actual,hardworld_toxicity_null_mean,hardworld_toxicity_z,hardworld_toxicity_p,broad_toxicity_actual,broad_toxicity_null_mean,broad_toxicity_z,broad_toxicity_p,pred_delta_actual,pred_delta_null_mean,pred_delta_z,pred_delta_p
listener_inverse_jackpot,4,ok,0.5871970965959892,0.4052118065331235,4.046555711298764,0.0,0.9522921108742004,0.5485198294243071,4.592324738465032,0.0,0.5271855010660981,0.4721089552238805,0.7013156137459565,0.6272,0.4543652253756205,0.32447369385259284,0.9845795210183026,0.1644,0.4330428946971812,0.5287975442066278,-0.6100293001844054,0.2748,0.3587991387212258,0.4589918279814304,-0.6909725654748768,0.2592,-0.11493522232837602,-0.008665031305581718,-3.4265787078550525,0.0256
private_safe_anti_listener_bridge,30,ok,0.5501040165770636,0.4032647534684027,9.917058276253771,0.0,0.5025408670931059,0.4956792537313433,0.35919469926590014,0.4236,0.5271855010660981,0.5051228500355366,1.227124814075953,0.2408,0.7890083298254961,0.37293019621834145,9.257000109149832,0.0,0.20025106218617228,0.45732526989287964,-4.961632048026769,0.0,0.42668984163769796,0.5224764993687414,-1.86574379210471,0.026,-0.6907101116679806,-0.1187703739779663,-2.781621060179307,0.0264
q2s2_listener_toxicity_route,5,ok,0.5526958864879281,0.4064791045967746,3.7529417807003456,0.0,0.9608742004264392,0.562751684434968,4.611035495653207,0.0008,0.5271855010660981,0.4601344562899787,0.8902176911084163,0.4808,0.5367771874803926,0.32596942001764834,1.792214115557847,0.0436,0.35558842931510304,0.5300663245928937,-1.2499045503061266,0.1124,0.2805503190882205,0.4548457832176644,-1.3551006429605537,0.0828,-0.011085160395969502,-0.008643791963083052,-0.07656949857370787,0.3176
public_subset_veto_listener_toxicity,8,ok,0.5672471000918446,0.39608936474188405,5.8563299183325155,0.0,0.5306503198294243,0.4871623134328358,1.3664132269138756,0.1944,0.5271855010660981,0.5084054904051173,0.5771576974744715,0.7284,0.6301264743469946,0.35402590859371474,3.31892777369636,0.0004,0.26778881313511893,0.4503255687503552,-1.8557213922192863,0.0348,0.5078431711661853,0.5628749666149471,-0.5508454863031232,0.3048,-0.0988115310483991,-0.0457743164399606,-0.40116560566120474,0.1144
listener_toxicity_boundary_probe,7,ok,0.5515095951687661,0.4026472448933966,4.493813506151354,0.0,0.9600213219616205,0.547139993908011,6.17703063215852,0.0,0.5271855010660981,0.4706591836734695,0.9384527517352963,0.4352,0.46681872239214234,0.32063784410367174,1.5058884096354106,0.074,0.3538574714574784,0.5221959319207872,-1.455826172791848,0.076,0.5018321851145813,0.4688273358771918,0.3043605042414804,0.6236,-0.012846207287738809,-0.017103849090996385,0.0667068598021665,0.3792
