split,episode,target,mode,rep,null_delta
dateblock5,routine_anchor_recovery,Q1,subject,0,4.7602369617316675e-05
dateblock5,routine_anchor_recovery,Q1,subject,1,-0.0015683028953148437
dateblock5,routine_anchor_recovery,Q1,subject,2,0.0020518201949837334
dateblock5,routine_anchor_recovery,Q1,dateblock,0,0.00041082322843633
dateblock5,routine_anchor_recovery,Q1,dateblock,1,-0.002175762533468406
dateblock5,routine_anchor_recovery,Q1,dateblock,2,0.006496339141538021
dateblock5,routine_anchor_recovery,Q2,row,0,0.002951234407470249
dateblock5,routine_anchor_recovery,Q2,row,1,0.0012545593954885748
dateblock5,routine_anchor_recovery,Q2,row,2,0.0014545253919855394
dateblock5,routine_anchor_recovery,Q2,subject,0,-0.0008898563315785646
dateblock5,routine_anchor_recovery,Q2,subject,1,0.0039237425521765346
dateblock5,routine_anchor_recovery,Q2,subject,2,0.0034022588321017677
dateblock5,routine_anchor_recovery,Q2,dateblock,0,0.001197229295484048
dateblock5,routine_anchor_recovery,Q2,dateblock,1,-0.00142602904126099
dateblock5,routine_anchor_recovery,Q2,dateblock,2,-0.0014031775324815365
dateblock5,routine_anchor_recovery,Q3,row,0,0.0012911307686244156
dateblock5,routine_anchor_recovery,Q3,row,1,0.003268400625632606
dateblock5,routine_anchor_recovery,Q3,row,2,0.0032810806899614686
dateblock5,routine_anchor_recovery,Q3,subject,0,0.004988786357933428
dateblock5,routine_anchor_recovery,Q3,subject,1,0.00032555567209202607
dateblock5,routine_anchor_recovery,Q3,subject,2,0.0037706164570203704
dateblock5,routine_anchor_recovery,Q3,dateblock,0,0.003790450819986524
dateblock5,routine_anchor_recovery,Q3,dateblock,1,0.004126095850275346
dateblock5,routine_anchor_recovery,Q3,dateblock,2,0.013456200772617666
dateblock5,routine_anchor_recovery,S1,row,0,0.00010931716332962527
dateblock5,routine_anchor_recovery,S1,row,1,0.0010842389680707498
dateblock5,routine_anchor_recovery,S1,row,2,0.004467225860172563
dateblock5,routine_anchor_recovery,S1,subject,0,0.0023375173503480395
dateblock5,routine_anchor_recovery,S1,subject,1,9.029577614483308e-05
dateblock5,routine_anchor_recovery,S1,subject,2,0.0006275532578928766
dateblock5,routine_anchor_recovery,S1,dateblock,0,0.001962488873556767
dateblock5,routine_anchor_recovery,S1,dateblock,1,0.00037365653466248094
dateblock5,routine_anchor_recovery,S1,dateblock,2,0.0022372059661253108
dateblock5,routine_anchor_recovery,S2,row,0,0.00299286192101067
dateblock5,routine_anchor_recovery,S2,row,1,0.0030288492406290723
dateblock5,routine_anchor_recovery,S2,row,2,5.4541398147089915e-05
dateblock5,routine_anchor_recovery,S2,subject,0,0.004600556852124682
dateblock5,routine_anchor_recovery,S2,subject,1,0.001659815806062559
dateblock5,routine_anchor_recovery,S2,subject,2,0.005177592289683508
dateblock5,routine_anchor_recovery,S2,dateblock,0,0.008427200728961637
dateblock5,routine_anchor_recovery,S2,dateblock,1,-0.0036791216473887056
dateblock5,routine_anchor_recovery,S2,dateblock,2,-0.007900734318050717
dateblock5,routine_anchor_recovery,S3,row,0,0.001707748395791464
dateblock5,routine_anchor_recovery,S3,row,1,0.0028462720708934963
dateblock5,routine_anchor_recovery,S3,row,2,-0.003897717192562822
dateblock5,routine_anchor_recovery,S3,subject,0,0.004960908002289766
dateblock5,routine_anchor_recovery,S3,subject,1,0.0015000000527287671
dateblock5,routine_anchor_recovery,S3,subject,2,0.0037400680257146934
dateblock5,routine_anchor_recovery,S3,dateblock,0,0.0010868352154942418
dateblock5,routine_anchor_recovery,S3,dateblock,1,0.0014050639940142995
dateblock5,routine_anchor_recovery,S3,dateblock,2,0.0025530534173413555
dateblock5,routine_anchor_recovery,S4,row,0,0.0026824678090647813
dateblock5,routine_anchor_recovery,S4,row,1,0.0035506568446200815
dateblock5,routine_anchor_recovery,S4,row,2,-0.004336095482468494
dateblock5,routine_anchor_recovery,S4,subject,0,0.0016823327709831748
dateblock5,routine_anchor_recovery,S4,subject,1,-3.121678731898836e-05
dateblock5,routine_anchor_recovery,S4,subject,2,-0.0030099619961310164
dateblock5,routine_anchor_recovery,S4,dateblock,0,-0.000537265025002398
dateblock5,routine_anchor_recovery,S4,dateblock,1,0.0039388213869385735
dateblock5,routine_anchor_recovery,S4,dateblock,2,0.007164887800201969
dateblock5,cashflow_stress,Q1,row,0,0.003952871682803782
dateblock5,cashflow_stress,Q1,row,1,-0.0029687270075101635
dateblock5,cashflow_stress,Q1,row,2,0.0029882996055000666
dateblock5,cashflow_stress,Q1,subject,0,-0.0003342648796609282
dateblock5,cashflow_stress,Q1,subject,1,0.0026640816815177715
dateblock5,cashflow_stress,Q1,subject,2,0.001148336141435613
dateblock5,cashflow_stress,Q1,dateblock,0,0.0021677321832707097
dateblock5,cashflow_stress,Q1,dateblock,1,0.0032386047745822655
dateblock5,cashflow_stress,Q1,dateblock,2,-0.000255951157352885
dateblock5,cashflow_stress,Q2,row,0,0.00026027706457587563
dateblock5,cashflow_stress,Q2,row,1,-0.002265593334983107
dateblock5,cashflow_stress,Q2,row,2,0.0038531397845986692
dateblock5,cashflow_stress,Q2,subject,0,0.0025933769592153544
dateblock5,cashflow_stress,Q2,subject,1,0.0006072196469730784
dateblock5,cashflow_stress,Q2,subject,2,0.003997393316086617
dateblock5,cashflow_stress,Q2,dateblock,0,0.00450674878979751
dateblock5,cashflow_stress,Q2,dateblock,1,0.0010018232044677333
dateblock5,cashflow_stress,Q2,dateblock,2,0.001999994289703655
dateblock5,cashflow_stress,Q3,row,0,0.004431249072255783
dateblock5,cashflow_stress,Q3,row,1,-0.0057209254291393785
dateblock5,cashflow_stress,Q3,row,2,0.0033107672696547352
dateblock5,cashflow_stress,Q3,subject,0,0.0013740747724348967
dateblock5,cashflow_stress,Q3,subject,1,-0.0011481013355264524
dateblock5,cashflow_stress,Q3,subject,2,0.0012946990526768731
dateblock5,cashflow_stress,Q3,dateblock,0,0.000404266268846043
dateblock5,cashflow_stress,Q3,dateblock,1,-0.0036876460582940807
dateblock5,cashflow_stress,Q3,dateblock,2,0.0067969710549302675
dateblock5,cashflow_stress,S1,row,0,0.0018535884825064963
dateblock5,cashflow_stress,S1,row,1,0.0012471546661234623
dateblock5,cashflow_stress,S1,row,2,-0.0013309434509275464
dateblock5,cashflow_stress,S1,subject,0,0.003292547081991115
dateblock5,cashflow_stress,S1,subject,1,0.0004799202927363577
dateblock5,cashflow_stress,S1,subject,2,0.0017599737467739462
dateblock5,cashflow_stress,S1,dateblock,0,0.004523950586184267
dateblock5,cashflow_stress,S1,dateblock,1,-0.0030054996647171928
dateblock5,cashflow_stress,S1,dateblock,2,0.005886786992440052
dateblock5,cashflow_stress,S2,row,0,0.003593983493497599
dateblock5,cashflow_stress,S2,row,1,0.003234144962280583
dateblock5,cashflow_stress,S2,row,2,0.002162336978902113
dateblock5,cashflow_stress,S2,subject,0,-0.0003471069515391667
dateblock5,cashflow_stress,S2,subject,1,0.002290237267635331
dateblock5,cashflow_stress,S2,subject,2,-0.0006371337280508538
dateblock5,cashflow_stress,S2,dateblock,0,0.0006007065036862658
dateblock5,cashflow_stress,S2,dateblock,1,-0.00042017170860875197
dateblock5,cashflow_stress,S2,dateblock,2,-0.0030173751883627586
dateblock5,cashflow_stress,S3,row,0,-0.0012578787762026478
dateblock5,cashflow_stress,S3,row,1,0.002650590195804603
dateblock5,cashflow_stress,S3,row,2,0.0033184810662532094
dateblock5,cashflow_stress,S3,subject,0,0.0013947738099572282
dateblock5,cashflow_stress,S3,subject,1,-0.0020275081158621644
dateblock5,cashflow_stress,S3,subject,2,0.0006173008007910319
dateblock5,cashflow_stress,S3,dateblock,0,-0.003544628799490468
dateblock5,cashflow_stress,S3,dateblock,1,0.0006121617036005667
dateblock5,cashflow_stress,S3,dateblock,2,0.00043741439030497986
dateblock5,cashflow_stress,S4,row,0,0.004151736856274901
dateblock5,cashflow_stress,S4,row,1,0.00819845035228517
dateblock5,cashflow_stress,S4,row,2,0.0003689151994705764
dateblock5,cashflow_stress,S4,subject,0,0.00048231966887557487
dateblock5,cashflow_stress,S4,subject,1,0.003223861915384263
dateblock5,cashflow_stress,S4,subject,2,0.0015350441635797463
dateblock5,cashflow_stress,S4,dateblock,0,0.002363869819761555
dateblock5,cashflow_stress,S4,dateblock,1,0.005742095507317302
dateblock5,cashflow_stress,S4,dateblock,2,0.001799639820346477
dateblock5,cashflow_relief_spend,Q1,row,0,0.00474281634443563
dateblock5,cashflow_relief_spend,Q1,row,1,0.008557558086731976
dateblock5,cashflow_relief_spend,Q1,row,2,0.0006283431848862486
dateblock5,cashflow_relief_spend,Q1,subject,0,0.0007347036213548597
dateblock5,cashflow_relief_spend,Q1,subject,1,-0.0019259535182578613
dateblock5,cashflow_relief_spend,Q1,subject,2,0.0006145485645608906
dateblock5,cashflow_relief_spend,Q1,dateblock,0,0.0008869399395468047
dateblock5,cashflow_relief_spend,Q1,dateblock,1,0.0012034312211818277
dateblock5,cashflow_relief_spend,Q1,dateblock,2,0.004226560727188855
dateblock5,cashflow_relief_spend,Q2,row,0,0.0028689172014625397
dateblock5,cashflow_relief_spend,Q2,row,1,0.0030423772467597088
dateblock5,cashflow_relief_spend,Q2,row,2,-0.005532692049759369
dateblock5,cashflow_relief_spend,Q2,subject,0,0.0042998083255677555
dateblock5,cashflow_relief_spend,Q2,subject,1,-0.004256340457566288
dateblock5,cashflow_relief_spend,Q2,subject,2,0.002255590267410068
dateblock5,cashflow_relief_spend,Q2,dateblock,0,0.0032053186608290707
dateblock5,cashflow_relief_spend,Q2,dateblock,1,-0.00048479086137254157
dateblock5,cashflow_relief_spend,Q2,dateblock,2,0.0024159906110327034
dateblock5,cashflow_relief_spend,Q3,row,0,0.005762188139516566
dateblock5,cashflow_relief_spend,Q3,row,1,0.0047595013667474095
dateblock5,cashflow_relief_spend,Q3,row,2,-0.0005245207681843223
dateblock5,cashflow_relief_spend,Q3,subject,0,-0.001731268816391407
dateblock5,cashflow_relief_spend,Q3,subject,1,0.003873413967493078
dateblock5,cashflow_relief_spend,Q3,subject,2,-0.0004153111105074103
dateblock5,cashflow_relief_spend,Q3,dateblock,0,0.0014828925074875654
dateblock5,cashflow_relief_spend,Q3,dateblock,1,0.005097937002757069
dateblock5,cashflow_relief_spend,Q3,dateblock,2,0.006871879345827114
dateblock5,cashflow_relief_spend,S1,row,0,0.002443423548648127
dateblock5,cashflow_relief_spend,S1,row,1,0.00044024398823006017
dateblock5,cashflow_relief_spend,S1,row,2,-0.0017691685758542963
dateblock5,cashflow_relief_spend,S1,subject,0,0.0064258162068517866
dateblock5,cashflow_relief_spend,S1,subject,1,0.002154443594333033
dateblock5,cashflow_relief_spend,S1,subject,2,0.0027121491029268308
dateblock5,cashflow_relief_spend,S1,dateblock,0,0.0013726316980077202
dateblock5,cashflow_relief_spend,S1,dateblock,1,0.005961056156814859
dateblock5,cashflow_relief_spend,S1,dateblock,2,0.0005491519808781264
dateblock5,cashflow_relief_spend,S2,row,0,-0.00047875349400172684
dateblock5,cashflow_relief_spend,S2,row,1,-0.00037583929053175424
dateblock5,cashflow_relief_spend,S2,row,2,0.0004222383024128362
dateblock5,cashflow_relief_spend,S2,subject,0,0.0021591549855801695
dateblock5,cashflow_relief_spend,S2,subject,1,0.001029792306762145
dateblock5,cashflow_relief_spend,S2,subject,2,0.00034706182000876495
dateblock5,cashflow_relief_spend,S2,dateblock,0,0.0024152509669365108
dateblock5,cashflow_relief_spend,S2,dateblock,1,0.0037132054735079523
dateblock5,cashflow_relief_spend,S2,dateblock,2,0.004480227169707862
dateblock5,cashflow_relief_spend,S3,row,0,0.0010127232311900602
dateblock5,cashflow_relief_spend,S3,row,1,0.0002809103835875737
dateblock5,cashflow_relief_spend,S3,row,2,0.0032326128500517193
dateblock5,cashflow_relief_spend,S3,subject,0,0.003928554396901762
dateblock5,cashflow_relief_spend,S3,subject,1,0.0005175477670651407
dateblock5,cashflow_relief_spend,S3,subject,2,0.0019538519107048513
dateblock5,cashflow_relief_spend,S3,dateblock,0,0.0012504774150297049
dateblock5,cashflow_relief_spend,S3,dateblock,1,-0.0012389113804387453
dateblock5,cashflow_relief_spend,S3,dateblock,2,-0.0007104751020529099
dateblock5,cashflow_relief_spend,S4,row,0,0.00010422402922172225
dateblock5,cashflow_relief_spend,S4,row,1,-0.0003524875773890379
dateblock5,cashflow_relief_spend,S4,row,2,0.0023183046128568696
dateblock5,cashflow_relief_spend,S4,subject,0,-0.0003946011521671622
dateblock5,cashflow_relief_spend,S4,subject,1,0.00028619073849189824
dateblock5,cashflow_relief_spend,S4,subject,2,0.003606623009403065
dateblock5,cashflow_relief_spend,S4,dateblock,0,0.0002688710085395618
dateblock5,cashflow_relief_spend,S4,dateblock,1,0.0003735340014348054
dateblock5,cashflow_relief_spend,S4,dateblock,2,0.002383413595249184
dateblock5,physiology_strain,Q1,row,0,0.0022921223581667816
dateblock5,physiology_strain,Q1,row,1,-0.001055771481881962
dateblock5,physiology_strain,Q1,row,2,0.0007081729424194272
dateblock5,physiology_strain,Q1,subject,0,-0.00013711475806954532
dateblock5,physiology_strain,Q1,subject,1,0.0010955528716420915
dateblock5,physiology_strain,Q1,subject,2,0.0016688888513668454
dateblock5,physiology_strain,Q1,dateblock,0,0.0006228739432819763
dateblock5,physiology_strain,Q1,dateblock,1,0.0015509191744758066
dateblock5,physiology_strain,Q1,dateblock,2,0.002100323999764231
dateblock5,physiology_strain,Q2,row,0,0.0040033746179577445
dateblock5,physiology_strain,Q2,row,1,0.0008366798447069224
dateblock5,physiology_strain,Q2,row,2,0.001310639126582469
dateblock5,physiology_strain,Q2,subject,0,0.004238674352410432
dateblock5,physiology_strain,Q2,subject,1,0.0007803329629724187
dateblock5,physiology_strain,Q2,subject,2,2.4849756837030945e-05
dateblock5,physiology_strain,Q2,dateblock,0,0.005568484277239327
dateblock5,physiology_strain,Q2,dateblock,1,0.0026264820012730228
dateblock5,physiology_strain,Q2,dateblock,2,0.011306343987425915
dateblock5,physiology_strain,Q3,row,0,0.0014940515174114433
dateblock5,physiology_strain,Q3,row,1,0.000901897786688699
dateblock5,physiology_strain,Q3,row,2,0.003850777264291061
dateblock5,physiology_strain,Q3,subject,0,0.0012716452026524383
dateblock5,physiology_strain,Q3,subject,1,-0.00020203113857764077
dateblock5,physiology_strain,Q3,subject,2,0.0021482835551996926
dateblock5,physiology_strain,Q3,dateblock,0,0.0030341249387062508
dateblock5,physiology_strain,Q3,dateblock,1,0.004006813604586434
dateblock5,physiology_strain,Q3,dateblock,2,0.008586886638787483
dateblock5,physiology_strain,S1,row,0,0.008302926798720911
dateblock5,physiology_strain,S1,row,1,0.0003458310083370719
dateblock5,physiology_strain,S1,row,2,0.0011422127629824308
dateblock5,physiology_strain,S1,subject,0,7.951075664425211e-05
dateblock5,physiology_strain,S1,subject,1,0.002067064877565805
dateblock5,physiology_strain,S1,subject,2,0.007865170130812449
dateblock5,physiology_strain,S1,dateblock,0,0.0006799276788229669
dateblock5,physiology_strain,S1,dateblock,1,0.007043752083393695
dateblock5,physiology_strain,S1,dateblock,2,0.0017117716534642557
dateblock5,physiology_strain,S2,row,0,0.00449932413511922
dateblock5,physiology_strain,S2,row,1,0.0007591013323514639
dateblock5,physiology_strain,S2,row,2,0.0013557403067804286
dateblock5,physiology_strain,S2,subject,0,0.0028154787919864033
dateblock5,physiology_strain,S2,subject,1,0.0001727101976644052
dateblock5,physiology_strain,S2,subject,2,0.002916494023550875
dateblock5,physiology_strain,S2,dateblock,0,-0.0012357034201649908
dateblock5,physiology_strain,S2,dateblock,1,0.001411632139979302
dateblock5,physiology_strain,S2,dateblock,2,0.002687673979137828
dateblock5,physiology_strain,S3,row,0,-0.00018711662269510487
dateblock5,physiology_strain,S3,row,1,0.0026081404382288786
dateblock5,physiology_strain,S3,row,2,0.0030222652324507493
dateblock5,physiology_strain,S3,subject,0,0.0001414828495146514
dateblock5,physiology_strain,S3,subject,1,0.000446305404304459
dateblock5,physiology_strain,S3,subject,2,0.0067653288745105344
dateblock5,physiology_strain,S3,dateblock,0,0.0032599517391885824
dateblock5,physiology_strain,S3,dateblock,1,0.0004997841578296969
dateblock5,physiology_strain,S3,dateblock,2,0.0005819160639102261
dateblock5,physiology_strain,S4,row,0,0.0015691941537148146
dateblock5,physiology_strain,S4,row,1,0.002717365683863604
dateblock5,physiology_strain,S4,row,2,-0.000847586931791322
dateblock5,physiology_strain,S4,subject,0,0.0013184582496953423
dateblock5,physiology_strain,S4,subject,1,-0.0036608850331646403
dateblock5,physiology_strain,S4,subject,2,-0.0059082842660735935
dateblock5,physiology_strain,S4,dateblock,0,0.00602064646297551
dateblock5,physiology_strain,S4,dateblock,1,-0.002948009102318183
dateblock5,physiology_strain,S4,dateblock,2,0.002163524537246664
dateblock5,home_recovery,Q1,row,0,0.0019546671943402316
dateblock5,home_recovery,Q1,row,1,-0.0003021272036994871
dateblock5,home_recovery,Q1,row,2,0.000673352199079269
dateblock5,home_recovery,Q1,subject,0,0.0008338361849621334
dateblock5,home_recovery,Q1,subject,1,0.0041993213559655684
dateblock5,home_recovery,Q1,subject,2,0.0016822314585664966
dateblock5,home_recovery,Q1,dateblock,0,-0.0001738416902729023
dateblock5,home_recovery,Q1,dateblock,1,0.005134949855548632
dateblock5,home_recovery,Q1,dateblock,2,-0.0016201258907745375
dateblock5,home_recovery,Q2,row,0,0.0038066300087191696
dateblock5,home_recovery,Q2,row,1,0.0024141450169061773
dateblock5,home_recovery,Q2,row,2,0.00013323456718938864
dateblock5,home_recovery,Q2,subject,0,-0.0017221535470517413
dateblock5,home_recovery,Q2,subject,1,0.00012156113770800392
dateblock5,home_recovery,Q2,subject,2,0.003950286221670929
dateblock5,home_recovery,Q2,dateblock,0,0.0004475645514969706
dateblock5,home_recovery,Q2,dateblock,1,0.0011789572668395865
dateblock5,home_recovery,Q2,dateblock,2,-0.006206841170216748
dateblock5,home_recovery,Q3,row,0,0.0019269330330494716
dateblock5,home_recovery,Q3,row,1,-0.0009388685541353858
dateblock5,home_recovery,Q3,row,2,-0.0004418086275458366
dateblock5,home_recovery,Q3,subject,0,0.0007468304062608899
dateblock5,home_recovery,Q3,subject,1,0.0018278105310187698
dateblock5,home_recovery,Q3,subject,2,0.004537533160251517
dateblock5,home_recovery,Q3,dateblock,0,0.0024325880808485634
dateblock5,home_recovery,Q3,dateblock,1,0.005114203465682143
dateblock5,home_recovery,Q3,dateblock,2,0.00597809017786044
dateblock5,home_recovery,S1,row,0,0.00034167166111020997
dateblock5,home_recovery,S1,row,1,0.0025429649544549404
dateblock5,home_recovery,S1,row,2,0.004155890144088015
dateblock5,home_recovery,S1,subject,0,0.0006917033932342109
dateblock5,home_recovery,S1,subject,1,0.005483277761817007
dateblock5,home_recovery,S1,subject,2,0.0034599206534893234
dateblock5,home_recovery,S1,dateblock,0,0.0003449480707288233
dateblock5,home_recovery,S1,dateblock,1,0.004314123753398236
dateblock5,home_recovery,S1,dateblock,2,0.0007496178963036781
dateblock5,home_recovery,S2,row,0,0.001269732390419831
dateblock5,home_recovery,S2,row,1,0.0016715226015825424
dateblock5,home_recovery,S2,row,2,0.0009246316102854424
dateblock5,home_recovery,S2,subject,0,0.0017935310276131489
dateblock5,home_recovery,S2,subject,1,0.013797446682654702
dateblock5,home_recovery,S2,subject,2,0.0019530895533655945
dateblock5,home_recovery,S2,dateblock,0,0.0009070624585053588
dateblock5,home_recovery,S2,dateblock,1,0.004514187459330299
dateblock5,home_recovery,S2,dateblock,2,0.004965189004196402
dateblock5,home_recovery,S3,row,0,0.0004773407967335608
dateblock5,home_recovery,S3,row,1,0.0011299224396211782
dateblock5,home_recovery,S3,row,2,0.0003196531134607161
dateblock5,home_recovery,S3,subject,0,-0.007966811882891722
dateblock5,home_recovery,S3,subject,1,0.00116693049047778
dateblock5,home_recovery,S3,subject,2,0.0008370229380638694
dateblock5,home_recovery,S3,dateblock,0,0.002880513054563716
dateblock5,home_recovery,S3,dateblock,1,0.0005425971845154365
dateblock5,home_recovery,S3,dateblock,2,0.006111581885244632
dateblock5,home_recovery,S4,row,0,0.0033929336000008137
dateblock5,home_recovery,S4,row,1,0.002495123372451391
dateblock5,home_recovery,S4,row,2,-0.00013820344606196855
dateblock5,home_recovery,S4,subject,0,0.005152994702413594
dateblock5,home_recovery,S4,subject,1,0.0010748272189804453
dateblock5,home_recovery,S4,subject,2,0.002527070948217469
dateblock5,home_recovery,S4,dateblock,0,0.008371949573728887
dateblock5,home_recovery,S4,dateblock,1,0.005596672404103886
dateblock5,home_recovery,S4,dateblock,2,0.01000492385343299
dateblock5,social_overload,Q1,row,0,0.0026676676345537276
dateblock5,social_overload,Q1,row,1,0.0015979397195553524
dateblock5,social_overload,Q1,row,2,0.00019171623264124804
dateblock5,social_overload,Q1,subject,0,-0.000775917555260186
dateblock5,social_overload,Q1,subject,1,-0.00018986760783623602
dateblock5,social_overload,Q1,subject,2,0.0033350266276984675
dateblock5,social_overload,Q1,dateblock,0,0.002651551665867613
dateblock5,social_overload,Q1,dateblock,1,-0.0008968836123769419
dateblock5,social_overload,Q1,dateblock,2,0.0022822860113511645
dateblock5,social_overload,Q2,row,0,-0.0023123993420103295
dateblock5,social_overload,Q2,row,1,0.0028874156730505085
dateblock5,social_overload,Q2,row,2,0.004689297790280933
dateblock5,social_overload,Q2,subject,0,-0.0009605622854250706
dateblock5,social_overload,Q2,subject,1,0.0037602687507859445
dateblock5,social_overload,Q2,subject,2,0.0048447404849149
dateblock5,social_overload,Q2,dateblock,0,0.0010374683594031042
dateblock5,social_overload,Q2,dateblock,1,-0.0038708124573365588
dateblock5,social_overload,Q2,dateblock,2,-0.008078575867039972
dateblock5,social_overload,Q3,row,0,0.002604333448950613
dateblock5,social_overload,Q3,row,1,0.0035519762845696023
dateblock5,social_overload,Q3,row,2,0.001281145062172362
dateblock5,social_overload,Q3,subject,0,0.004528654481062655
dateblock5,social_overload,Q3,subject,1,-0.004640293117953442
dateblock5,social_overload,Q3,subject,2,0.0010174886810777606
dateblock5,social_overload,Q3,dateblock,0,0.0022784364525008094
dateblock5,social_overload,Q3,dateblock,1,0.004364736281799453
dateblock5,social_overload,Q3,dateblock,2,-0.006350250596380169
dateblock5,social_overload,S1,row,0,0.0045764281580189525
dateblock5,social_overload,S1,row,1,0.0018525259121264792
dateblock5,social_overload,S1,row,2,0.0036443476634502314
dateblock5,social_overload,S1,subject,0,-0.0029272504324856508
dateblock5,social_overload,S1,subject,1,0.0010073040629094976
dateblock5,social_overload,S1,subject,2,0.0005707391729038447
dateblock5,social_overload,S1,dateblock,0,0.00086985743369139
dateblock5,social_overload,S1,dateblock,1,0.001351343751292533
dateblock5,social_overload,S1,dateblock,2,0.0012061056901601086
dateblock5,social_overload,S2,row,0,0.003483583001514523
dateblock5,social_overload,S2,row,1,0.0016273967231604791
dateblock5,social_overload,S2,row,2,0.001783529000149775
dateblock5,social_overload,S2,subject,0,0.0034825692995850144
dateblock5,social_overload,S2,subject,1,0.0010096668605702463
dateblock5,social_overload,S2,subject,2,0.0011849842742117644
dateblock5,social_overload,S2,dateblock,0,0.002790210710313268
dateblock5,social_overload,S2,dateblock,1,-7.939334077700089e-05
dateblock5,social_overload,S2,dateblock,2,-0.002340268884900021
dateblock5,social_overload,S3,row,0,0.003711637129553469
dateblock5,social_overload,S3,row,1,0.0003860892256490889
dateblock5,social_overload,S3,row,2,0.0018066357193274873
dateblock5,social_overload,S3,subject,0,0.001515777883557612
dateblock5,social_overload,S3,subject,1,-0.0014869451797411282
dateblock5,social_overload,S3,subject,2,0.00022576276342767265
dateblock5,social_overload,S3,dateblock,0,0.004866693737460626
dateblock5,social_overload,S3,dateblock,1,0.0049898376007807554
dateblock5,social_overload,S3,dateblock,2,-0.0004944321911777294
dateblock5,social_overload,S4,row,0,-4.143016873880967e-05
dateblock5,social_overload,S4,row,1,-0.0002501583249940875
dateblock5,social_overload,S4,row,2,0.0014107838622934299
dateblock5,social_overload,S4,subject,0,0.00025376834008694615
dateblock5,social_overload,S4,subject,1,-0.001389935278235499
dateblock5,social_overload,S4,subject,2,0.0007766298977102126
dateblock5,social_overload,S4,dateblock,0,0.008650920666147588
dateblock5,social_overload,S4,dateblock,1,0.008372131357075707
dateblock5,social_overload,S4,dateblock,2,0.0010621246730120326
dateblock5,measurement_wear_confidence,Q1,row,0,0.005275631347522403
dateblock5,measurement_wear_confidence,Q1,row,1,-0.00010254226348382911
dateblock5,measurement_wear_confidence,Q1,row,2,0.0019056329664208782
dateblock5,measurement_wear_confidence,Q1,subject,0,0.0005808193318960209
dateblock5,measurement_wear_confidence,Q1,subject,1,0.004953419413877835
dateblock5,measurement_wear_confidence,Q1,subject,2,0.0020887062959981106
dateblock5,measurement_wear_confidence,Q1,dateblock,0,-0.002148900660897457
dateblock5,measurement_wear_confidence,Q1,dateblock,1,0.0021339067751796614
dateblock5,measurement_wear_confidence,Q1,dateblock,2,0.0012749223225211326
dateblock5,measurement_wear_confidence,Q2,row,0,0.002043419683158687
dateblock5,measurement_wear_confidence,Q2,row,1,0.003807318832181328
dateblock5,measurement_wear_confidence,Q2,row,2,0.0023702811327074302
dateblock5,measurement_wear_confidence,Q2,subject,0,0.0032391568570108165
dateblock5,measurement_wear_confidence,Q2,subject,1,-0.0015929162599205293
dateblock5,measurement_wear_confidence,Q2,subject,2,0.0017099647914200489
dateblock5,measurement_wear_confidence,Q2,dateblock,0,0.000902347509558421
dateblock5,measurement_wear_confidence,Q2,dateblock,1,7.928155568637241e-05
dateblock5,measurement_wear_confidence,Q2,dateblock,2,0.002330080768652154
dateblock5,measurement_wear_confidence,Q3,row,0,0.0010908980276674862
dateblock5,measurement_wear_confidence,Q3,row,1,0.0033363268206824115
dateblock5,measurement_wear_confidence,Q3,row,2,0.0018275212419190945
dateblock5,measurement_wear_confidence,Q3,subject,0,0.0009016893377984392
dateblock5,measurement_wear_confidence,Q3,subject,1,0.0033902010695233686
dateblock5,measurement_wear_confidence,Q3,subject,2,0.0021282768711741173
dateblock5,measurement_wear_confidence,Q3,dateblock,0,0.0008826799833610011
dateblock5,measurement_wear_confidence,Q3,dateblock,1,0.0031053090101323955
dateblock5,measurement_wear_confidence,Q3,dateblock,2,0.0012243124256094973
dateblock5,measurement_wear_confidence,S1,row,0,0.0017735560914255988
dateblock5,measurement_wear_confidence,S1,row,1,-0.0006992903940997719
dateblock5,measurement_wear_confidence,S1,row,2,0.0029060958169458972
dateblock5,measurement_wear_confidence,S1,subject,0,0.0013977425075010208
dateblock5,measurement_wear_confidence,S1,subject,1,-0.0013328092851759843
dateblock5,measurement_wear_confidence,S1,subject,2,0.0017989793516077768
dateblock5,measurement_wear_confidence,S1,dateblock,0,-4.1566527774095086e-05
dateblock5,measurement_wear_confidence,S1,dateblock,1,0.00108193683549207
dateblock5,measurement_wear_confidence,S1,dateblock,2,0.0002479240768050728
dateblock5,measurement_wear_confidence,S2,row,0,0.0018765397140768636
dateblock5,measurement_wear_confidence,S2,row,1,-0.0011412354722191154
dateblock5,measurement_wear_confidence,S2,row,2,0.0005623904031984983
dateblock5,measurement_wear_confidence,S2,subject,0,0.005199509600851915
dateblock5,measurement_wear_confidence,S2,subject,1,0.004165046981132292
dateblock5,measurement_wear_confidence,S2,subject,2,0.003818609560063968
dateblock5,measurement_wear_confidence,S2,dateblock,0,0.0012616316513012205
dateblock5,measurement_wear_confidence,S2,dateblock,1,0.004581893879297416
dateblock5,measurement_wear_confidence,S2,dateblock,2,0.0007821261308871286
dateblock5,measurement_wear_confidence,S3,row,0,0.0036046628713193307
dateblock5,measurement_wear_confidence,S3,row,1,0.002760429155931665
dateblock5,measurement_wear_confidence,S3,row,2,1.9635594000422252e-05
dateblock5,measurement_wear_confidence,S3,subject,0,0.0006073496540635048
