split,episode,target,base_loss,route_loss,delta_logloss,null_best,null_median,dominance,row_dominance,subject_dominance,dateblock_dominance,route_gate
subject5,physiology_strain,Q1,0.7117002424364823,0.7088660349368356,-0.0028342074996466904,-0.015928348639198453,0.0012073821244797944,0.8888888888888888,1.0,1.0,0.6666666666666666,True
subject5,badnight_aftereffect,S2,0.6788921194843245,0.6761032709064946,-0.0027888485778299055,-0.004126588700579581,0.0007793674236394876,0.8888888888888888,1.0,0.6666666666666666,1.0,True
subject5,routine_anchor_recovery,S3,0.669304895458884,0.6666070486830361,-0.002697846775847945,-0.001360344743155828,0.0011184693414418856,1.0,1.0,1.0,1.0,True
subject5,routine_fragmentation,S1,0.6489969819268863,0.6463406108400312,-0.002656371086855014,-7.454975354903581e-05,0.0012027089384460954,1.0,1.0,1.0,1.0,True
dateblock5,commute_pressure,S4,0.6594409187589685,0.6567908763007713,-0.0026500424581972215,-0.0060005630307229385,-0.0007086013914155975,0.8888888888888888,0.6666666666666666,1.0,1.0,True
dateblock5,home_recovery,Q2,0.6953928328598021,0.6928094853680044,-0.0025833474917977828,-0.006206841170216748,0.0004475645514969706,0.8888888888888888,1.0,1.0,0.6666666666666666,True
subject5,bedtime_arousal,S1,0.6489969819268863,0.6464599775979771,-0.0025370043289091315,-0.0021568226672095125,0.0016443680505244807,1.0,1.0,1.0,1.0,True
subject5,routine_anchor_recovery,S1,0.6489969819268863,0.6466616907920836,-0.002335291134802686,-0.011040038688840403,0.0013159953726863405,0.8888888888888888,1.0,0.6666666666666666,1.0,True
dateblock5,physiology_strain,Q1,0.6760975964382475,0.6740801633400406,-0.0020174330982069,-0.001055771481881962,0.0010955528716420915,1.0,1.0,1.0,1.0,True
subject5,cashflow_stress,S3,0.669304895458884,0.665436512959198,-0.0038683824996860183,-0.00628296769597414,-0.0016897350472304673,0.6666666666666666,1.0,1.0,0.0,False
dateblock5,commute_pressure,Q2,0.6953928328598021,0.6915312937560965,-0.00386153910370568,-0.004923529958317241,0.00015435994847712298,0.7777777777777778,1.0,1.0,0.3333333333333333,False
dateblock5,social_overload,Q2,0.6953928328598021,0.6924381261053342,-0.0029547067544679617,-0.008078575867039972,0.0010374683594031042,0.7777777777777778,1.0,1.0,0.3333333333333333,False
subject5,routine_fragmentation,Q2,0.7007588794264572,0.6979663063352203,-0.0027925730912369273,-0.009226855486362262,0.002224731619681064,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,False
dateblock5,commute_pressure,Q3,0.6766811680567885,0.6743041421414901,-0.002377025915298314,-0.007198831638972947,0.0016550311809997442,0.6666666666666666,1.0,1.0,0.0,False
dateblock5,bedtime_arousal,S3,0.5308989278141828,0.5288404691518239,-0.002058458662358875,-0.002397922342075365,0.0004887691153644402,0.7777777777777778,1.0,1.0,0.3333333333333333,False
dateblock5,routine_anchor_recovery,Q2,0.6953928328598021,0.6936523774983572,-0.0017404553614449592,-0.00142602904126099,0.0012545593954885748,1.0,1.0,1.0,1.0,False
dateblock5,cashflow_stress,S2,0.5799113592090732,0.578296206918573,-0.0016151522905002436,-0.0030173751883627586,0.0006007065036862658,0.8888888888888888,1.0,1.0,0.6666666666666666,False
dateblock5,routine_fragmentation,Q2,0.6953928328598021,0.6940738034065083,-0.001319029453293874,-0.002676410135086904,0.0010156260544917917,0.7777777777777778,1.0,1.0,0.3333333333333333,False
subject5,social_overload,Q3,0.6867059364875235,0.6854384987048722,-0.0012674377826513705,-0.014970153667754005,0.0020504420099172194,0.7777777777777778,0.6666666666666666,1.0,0.6666666666666666,False
dateblock5,physiology_strain,S2,0.5799113592090732,0.5788868812027045,-0.0010244780063687342,-0.0012357034201649908,0.001411632139979302,0.8888888888888888,1.0,1.0,0.6666666666666666,False
dateblock5,social_overload,S3,0.5308989278141828,0.5299256980803637,-0.000973229733819081,-0.0014869451797411282,0.001515777883557612,0.8888888888888888,1.0,0.6666666666666666,1.0,False
dateblock5,routine_anchor_recovery,S4,0.6594409187589685,0.6586779143269468,-0.0007630044320217078,-0.004336095482468494,0.0016823327709831748,0.7777777777777778,0.6666666666666666,0.6666666666666666,1.0,False
subject5,commute_pressure,S2,0.6788921194843245,0.6781467686936339,-0.0007453507906906021,-0.004361538972154411,0.0013964663590214643,0.8888888888888888,1.0,1.0,0.6666666666666666,False
subject5,cashflow_stress,S1,0.6489969819268863,0.6484232301233644,-0.0005737518035218159,-0.0005868428211689425,0.007523027064919141,0.8888888888888888,0.6666666666666666,1.0,1.0,False
subject5,physiology_strain,S1,0.6489969819268863,0.6484394403037855,-0.0005575416231007324,-0.0046527596101356705,0.0003839204010949171,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,False
dateblock5,routine_fragmentation,S1,0.5822218022839711,0.5817676171376478,-0.0004541851463233382,-0.002461026592045723,0.0009846088236408201,0.7777777777777778,0.6666666666666666,1.0,0.6666666666666666,False
subject5,social_overload,S2,0.6788921194843245,0.6784528119988995,-0.0004393074854249779,-0.0012720621668922405,0.002422985350939544,0.8888888888888888,1.0,1.0,0.6666666666666666,False
dateblock5,badnight_aftereffect,Q3,0.6766811680567885,0.67628837890886,-0.0003927891479285073,-0.004909783885244101,-0.00024643279703218113,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,False
subject5,badnight_aftereffect,Q1,0.7117002424364823,0.7113734675846509,-0.00032677485183141286,-0.0003143100603107962,0.0031720015424911985,1.0,1.0,1.0,1.0,False
subject5,badnight_aftereffect,S3,0.669304895458884,0.6689970419119653,-0.0003078535469187571,-0.0026264789014674994,0.004809337220306076,0.8888888888888888,1.0,0.6666666666666666,1.0,False
dateblock5,badnight_aftereffect,Q1,0.6760975964382475,0.6758802268642534,-0.0002173695739940973,0.0009212785889336494,0.0028321340457725386,1.0,1.0,1.0,1.0,False
subject5,measurement_wear_confidence,S2,0.6788921194843245,0.6788058392019012,-8.62802824233011e-05,-0.0009749974246998638,0.0011517481738512192,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,False
dateblock5,home_recovery,S2,0.5799113592090732,0.579879377844047,-3.198136502624571e-05,0.0009070624585053588,0.0017935310276131489,1.0,1.0,1.0,1.0,False
dateblock5,badnight_aftereffect,S4,0.6594409187589685,0.6594110605800787,-2.985817888978559e-05,-0.0022078924083618334,0.0020967667622326935,0.8888888888888888,1.0,1.0,0.6666666666666666,False
dateblock5,routine_anchor_recovery,S1,0.5822218022839711,0.5822838986517458,6.209636777465555e-05,9.029577614483308e-05,0.0010842389680707498,1.0,1.0,1.0,1.0,False
dateblock5,social_overload,S1,0.5822218022839711,0.5824814091441558,0.00025960686018466905,-0.0029272504324856508,0.0012061056901601086,0.8888888888888888,1.0,0.6666666666666666,1.0,False
subject5,home_recovery,Q3,0.6867059364875235,0.6869811106964425,0.00027517420891898237,0.0002490635544737385,0.002881864540904222,0.8888888888888888,1.0,0.6666666666666666,1.0,False
dateblock5,physiology_strain,S1,0.5822218022839711,0.5825255794530878,0.0003037771691166702,7.951075664425211e-05,0.0017117716534642557,0.8888888888888888,1.0,0.6666666666666666,1.0,False
dateblock5,commute_pressure,Q1,0.6760975964382475,0.6764520531766623,0.0003544567384148323,-0.00010845312037954802,0.0019200222184501126,0.7777777777777778,1.0,0.3333333333333333,1.0,False
subject5,badnight_aftereffect,S1,0.6489969819268863,0.6494074249523075,0.00041044302542125877,-0.0007712606576348868,0.00285015785007936,0.7777777777777778,0.6666666666666666,1.0,0.6666666666666666,False
subject5,routine_fragmentation,Q3,0.6867059364875235,0.6871453851791434,0.0004394486916198259,-0.001752648984958305,0.0003966431987739716,0.4444444444444444,0.0,0.3333333333333333,1.0,False
dateblock5,home_recovery,Q1,0.6760975964382475,0.6765407086008112,0.0004431121625636525,-0.0016201258907745375,0.0008338361849621334,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,False
subject5,physiology_strain,S3,0.669304895458884,0.669789670263143,0.00048477480425890285,-0.005298163590321092,0.0018607848967749918,0.7777777777777778,0.3333333333333333,1.0,1.0,False
subject5,cashflow_stress,Q2,0.7007588794264572,0.7014525784202189,0.0006936989937617044,-0.0007547832868204374,0.0013732348190668153,0.7777777777777778,0.3333333333333333,1.0,1.0,False
dateblock5,physiology_strain,S4,0.6594409187589685,0.6602734227982201,0.0008325040392516136,-0.0059082842660735935,0.0013184582496953423,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,False
dateblock5,cashflow_relief_spend,Q3,0.6766811680567885,0.6776056446164772,0.0009244765596887472,-0.001731268816391407,0.003873413967493078,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,False
dateblock5,bedtime_arousal,Q2,0.6953928328598021,0.6963187543277101,0.0009259214679079308,-0.0038698047205369956,0.002814675133043454,0.8888888888888888,1.0,1.0,0.6666666666666666,False
dateblock5,routine_anchor_recovery,Q1,0.6760975964382475,0.6770344119336222,0.000936815495374721,-0.002175762533468406,0.00041082322843633,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3333333333333333,False
subject5,cashflow_stress,S4,0.705276994213305,0.7062479607654237,0.0009709665521187016,-0.0010464108191945432,8.679752929063866e-05,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,False
subject5,commute_pressure,S3,0.669304895458884,0.6702986342981653,0.0009937388392812219,-0.006226440247541487,-0.0009487064889790453,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3333333333333333,False
subject5,cashflow_relief_spend,S1,0.6489969819268863,0.6501360929129889,0.0011391109861026427,-0.002642674191369876,0.0017937836361622272,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,False
dateblock5,home_recovery,S1,0.5822218022839711,0.5833732869600695,0.00115148467609838,0.00034167166111020997,0.0025429649544549404,0.5555555555555556,0.6666666666666666,0.6666666666666666,0.3333333333333333,False
dateblock5,commute_pressure,S1,0.5822218022839711,0.5835821890949321,0.0013603868109609563,-0.0007560630903473697,0.0022639043653546187,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,False
dateblock5,cashflow_stress,S4,0.6594409187589685,0.6608050984333201,0.001364179674351651,0.0003689151994705764,0.002363869819761555,0.7777777777777778,0.6666666666666666,0.6666666666666666,1.0,False
dateblock5,measurement_wear_confidence,S1,0.5822218022839711,0.5836082293631418,0.0013864270791706934,-0.0013328092851759843,0.00108193683549207,0.4444444444444444,0.6666666666666666,0.6666666666666666,0.0,False
subject5,measurement_wear_confidence,Q3,0.6867059364875235,0.6881386692004533,0.001432732712929763,-0.0016251470569123017,0.0019846671431987817,0.5555555555555556,0.6666666666666666,1.0,0.0,False
subject5,measurement_wear_confidence,S1,0.6489969819268863,0.650508121591007,0.001511139664120753,-0.006002652188095925,0.0005529165964541782,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,False
dateblock5,cashflow_relief_spend,S1,0.5822218022839711,0.5838983349323214,0.0016765326483502152,-0.0017691685758542963,0.002154443594333033,0.5555555555555556,0.3333333333333333,1.0,0.3333333333333333,False
dateblock5,cashflow_relief_spend,S2,0.5799113592090732,0.5817914710140186,0.0018801118049454058,-0.00047875349400172684,0.001029792306762145,0.4444444444444444,0.0,0.3333333333333333,1.0,False
subject5,routine_anchor_recovery,S4,0.705276994213305,0.7072062903386185,0.001929296125313451,-0.006019541486646407,0.0005567740284714295,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.6666666666666666,False
dateblock5,bedtime_arousal,S1,0.5822218022839711,0.5842255428207298,0.002003740536758669,-0.003413708443915753,0.0017801087136715132,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
dateblock5,social_overload,Q3,0.6766811680567885,0.6787373852154942,0.002056217158705742,-0.006350250596380169,0.0022784364525008094,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,False
dateblock5,measurement_wear_confidence,S4,0.6594409187589685,0.6615846264951051,0.002143707736136591,-0.007382023910291302,0.002269671154636943,0.5555555555555556,0.0,0.6666666666666666,1.0,False
subject5,commute_pressure,Q1,0.7117002424364823,0.713850311543482,0.0021500691069996636,-0.0002748139586186138,0.001393048416042597,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,cashflow_stress,Q1,0.6760975964382475,0.6783007069294705,0.002203110491223015,-0.0029687270075101635,0.0021677321832707097,0.4444444444444444,0.6666666666666666,0.3333333333333333,0.3333333333333333,False
subject5,bedtime_arousal,Q3,0.6867059364875235,0.6889093954150096,0.0022034589274860794,-0.0016603302408202403,0.0017155219328855997,0.4444444444444444,0.3333333333333333,0.0,1.0,False
subject5,routine_fragmentation,S3,0.669304895458884,0.6715324997240274,0.002227604265143346,0.0007123095042730343,0.00296687957193853,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,False
dateblock5,commute_pressure,S3,0.5308989278141828,0.5332963973358031,0.0023974695216203434,-0.00031313025883239476,0.0027430943271190555,0.5555555555555556,0.6666666666666666,0.3333333333333333,0.6666666666666666,False
dateblock5,cashflow_relief_spend,S4,0.6594409187589685,0.6618457187847056,0.002404800025737064,-0.0003946011521671622,0.00028619073849189824,0.1111111111111111,0.0,0.3333333333333333,0.0,False
dateblock5,bedtime_arousal,Q1,0.6760975964382475,0.6785742201486413,0.0024766237103938105,-0.0008931873958321068,0.0013059249643448956,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
dateblock5,commute_pressure,S2,0.5799113592090732,0.5824417170747769,0.0025303578657036585,0.0011234272028002312,0.0018607884374282069,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,False
subject5,bedtime_arousal,Q2,0.7007588794264572,0.7034398547210907,0.002680975294633514,0.0004191631814088881,0.001832814994221721,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,False
dateblock5,social_overload,Q1,0.6760975964382475,0.6787798143777158,0.002682217939468323,-0.0008968836123769419,0.0015979397195553524,0.1111111111111111,0.0,0.3333333333333333,0.0,False
subject5,routine_fragmentation,S4,0.705276994213305,0.7080035113802972,0.002726517166992126,-0.002161141379119158,0.0036463793745968864,0.5555555555555556,0.3333333333333333,0.6666666666666666,0.6666666666666666,False
subject5,cashflow_relief_spend,Q2,0.7007588794264572,0.7035855080379222,0.0028266286114649875,-0.00280749413354231,-0.0010930202616205031,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,social_overload,S4,0.6594409187589685,0.6622775580674835,0.0028366393085149655,-0.001389935278235499,0.0007766298977102126,0.2222222222222222,0.0,0.0,0.6666666666666666,False
dateblock5,bedtime_arousal,S4,0.6594409187589685,0.6623515400657898,0.0029106213068212927,3.1498106304761464e-05,0.0012528060375310845,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,False
dateblock5,cashflow_stress,S1,0.5822218022839711,0.5851604800803438,0.0029386777963726907,-0.0030054996647171928,0.0017599737467739462,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,False
subject5,measurement_wear_confidence,Q1,0.7117002424364823,0.7146762565248861,0.0029760140884037556,-0.000858822686831906,0.0019502499756878233,0.4444444444444444,0.3333333333333333,0.6666666666666666,0.3333333333333333,False
dateblock5,routine_fragmentation,Q1,0.6760975964382475,0.679074750790983,0.0029771543527354893,0.00017704307959187648,0.001839851019340366,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,False
subject5,physiology_strain,Q2,0.7007588794264572,0.7039246410436462,0.0031657616171889558,-0.01334004775120523,0.0009117002366032523,0.2222222222222222,0.0,0.6666666666666666,0.0,False
subject5,bedtime_arousal,S4,0.705276994213305,0.708446614233966,0.0031696200206610126,-0.0062072992331384524,0.001152899656629014,0.4444444444444444,0.3333333333333333,0.0,1.0,False
dateblock5,cashflow_relief_spend,Q2,0.6953928328598021,0.6986723987689237,0.0032795659091215956,-0.005532692049759369,0.0024159906110327034,0.1111111111111111,0.0,0.3333333333333333,0.0,False
subject5,home_recovery,Q2,0.7007588794264572,0.7041693894317397,0.0034105100052824744,-0.003171142121539905,0.0013236492152729484,0.2222222222222222,0.0,0.0,0.6666666666666666,False
dateblock5,measurement_wear_confidence,Q1,0.6760975964382475,0.6795318367981397,0.003434240359892149,-0.002148900660897457,0.0019056329664208782,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,False
dateblock5,physiology_strain,S3,0.5308989278141828,0.5343857763129652,0.0034868484987824466,-0.00018711662269510487,0.0005819160639102261,0.1111111111111111,0.0,0.3333333333333333,0.0,False
subject5,routine_fragmentation,Q1,0.7117002424364823,0.7151996157927815,0.003499373356299129,-0.003709932209714939,0.0014009278195524777,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,False
dateblock5,badnight_aftereffect,S2,0.5799113592090732,0.5834620707086238,0.0035507114995505518,-0.0017856356141202623,0.0020337328075877847,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,False
subject5,cashflow_relief_spend,S2,0.6788921194843245,0.6824508201485942,0.003558700664269665,-8.515577965073629e-05,0.0018209846225136772,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,False
dateblock5,home_recovery,Q3,0.6766811680567885,0.6802442256543597,0.003563057597571251,-0.0009388685541353858,0.0019269330330494716,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,False
dateblock5,cashflow_relief_spend,S3,0.5308989278141828,0.5346104669354513,0.0037115391212685367,-0.0012389113804387453,0.0010127232311900602,0.1111111111111111,0.0,0.3333333333333333,0.0,False
dateblock5,badnight_aftereffect,S1,0.5822218022839711,0.5860521581953207,0.0038303559113496144,0.0009597455323253623,0.0026340889954038493,0.1111111111111111,0.3333333333333333,0.0,0.0,False
dateblock5,cashflow_relief_spend,Q1,0.6760975964382475,0.679980169650377,0.003882573212129481,-0.0019259535182578613,0.0008869399395468047,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,False
subject5,home_recovery,S2,0.6788921194843245,0.6828570868372325,0.0039649673529079665,2.1792963781464003e-05,0.003580237676071518,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,False
subject5,measurement_wear_confidence,S3,0.669304895458884,0.6733154039330365,0.004010508474152408,-0.006458683735721671,0.002820444703819036,0.2222222222222222,0.0,0.0,0.6666666666666666,False
dateblock5,badnight_aftereffect,S3,0.5308989278141828,0.534945189194029,0.0040462613798462055,-0.003466983630196263,0.0015023648475228635,0.1111111111111111,0.3333333333333333,0.0,0.0,False
subject5,routine_anchor_recovery,Q3,0.6867059364875235,0.6908249652514928,0.004119028763969301,-0.0002093043099199443,0.003280310540822007,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,False
subject5,bedtime_arousal,Q1,0.7117002424364823,0.7159170663777983,0.00421682394131595,-0.00018321003282073534,0.0007816515216428899,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333,False
dateblock5,cashflow_stress,Q2,0.6953928328598021,0.6997389449348927,0.0043461120750906135,-0.002265593334983107,0.001999994289703655,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,measurement_wear_confidence,S3,0.5308989278141828,0.5352781209417794,0.004379193127596603,-0.0010822508914613005,0.0006073496540635048,0.1111111111111111,0.0,0.3333333333333333,0.0,False
dateblock5,badnight_aftereffect,Q2,0.6953928328598021,0.6998073606444912,0.004414527784689093,-0.0008372991917107164,0.0012952218397662696,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,routine_anchor_recovery,S2,0.6788921194843245,0.6833820330308552,0.004489913546530722,-0.004213634334069183,0.0048854813611070025,0.5555555555555556,0.3333333333333333,0.3333333333333333,1.0,False
dateblock5,measurement_wear_confidence,Q3,0.6766811680567885,0.6812691839032395,0.004588015846451077,0.0008826799833610011,0.0018275212419190945,0.0,0.0,0.0,0.0,False
subject5,cashflow_stress,S2,0.6788921194843245,0.6836086813678951,0.004716561883570614,-0.004649841109720776,0.001804176040679506,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,commute_pressure,Q3,0.6867059364875235,0.6914518816196192,0.004745945132095697,-0.0094014935121155,0.0011002837608244942,0.1111111111111111,0.0,0.3333333333333333,0.0,False
dateblock5,measurement_wear_confidence,S2,0.5799113592090732,0.5847019483338719,0.004790589124798683,-0.0011412354722191154,0.0018765397140768636,0.1111111111111111,0.0,0.3333333333333333,0.0,False
subject5,cashflow_stress,Q3,0.6867059364875235,0.6918528611135492,0.005146924626025617,-0.003235523019441744,0.0015625026392686037,0.2222222222222222,0.0,0.0,0.6666666666666666,False
subject5,measurement_wear_confidence,S4,0.705276994213305,0.7107475300945112,0.005470535881206162,-0.008921807774587398,0.00485483868850578,0.4444444444444444,0.0,0.3333333333333333,1.0,False
subject5,cashflow_relief_spend,S3,0.669304895458884,0.6747975010226097,0.005492605563725661,-5.784442726919359e-05,0.002718738171322954,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,False
subject5,routine_fragmentation,S2,0.6788921194843245,0.6845059112610695,0.005613791776745036,-0.000591561178246991,0.004115122113215297,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,False
dateblock5,routine_fragmentation,Q3,0.6766811680567885,0.6823241626607899,0.005642994604001417,-0.0030584411739680295,0.0017587382234539595,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,False
subject5,bedtime_arousal,S2,0.6788921194843245,0.6845670328719164,0.005674913387591962,-0.0009304940682780538,0.0027011041534965585,0.3333333333333333,0.0,0.0,1.0,False
dateblock5,physiology_strain,Q2,0.6953928328598021,0.7011628265134742,0.005769993653672034,2.4849756837030945e-05,0.0026264820012730228,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,physiology_strain,S2,0.6788921194843245,0.6847924354228646,0.005900315938540124,-0.003375280364447786,0.001777845580298476,0.0,0.0,0.0,0.0,False
subject5,badnight_aftereffect,S4,0.705276994213305,0.7112216236338281,0.005944629420523095,-0.0025360421196730654,0.004604455687216791,0.1111111111111111,0.3333333333333333,0.0,0.0,False
dateblock5,cashflow_stress,Q3,0.6766811680567885,0.6828930747587535,0.006211906701965031,-0.0057209254291393785,0.0012946990526768731,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,social_overload,S4,0.705276994213305,0.7115478832599373,0.006270889046632311,-0.004541640864690222,0.0004553538297548121,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,routine_fragmentation,S4,0.6594409187589685,0.6658248820366426,0.0063839632776740984,0.0003766117021806181,0.0019473232728841605,0.0,0.0,0.0,0.0,False
dateblock5,bedtime_arousal,S2,0.5799113592090732,0.5864685386526628,0.006557179443589578,-0.0038666866037849745,0.0006523619712194284,0.0,0.0,0.0,0.0,False
subject5,routine_anchor_recovery,Q1,0.7117002424364823,0.7182671246910753,0.0065668822545930094,-0.0012287846429671623,0.0010616080768930392,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,cashflow_relief_spend,Q1,0.7117002424364823,0.7182785102433218,0.006578267806839455,-0.0069558133839586755,0.0006407638473511224,0.0,0.0,0.0,0.0,False
subject5,cashflow_relief_spend,Q3,0.6867059364875235,0.6940296211904678,0.007323684702944311,-0.010222961358423599,-0.00025784460312883173,0.0,0.0,0.0,0.0,False
dateblock5,measurement_wear_confidence,Q2,0.6953928328598021,0.7027399862645125,0.0073471534047103715,-0.0015929162599205293,0.002043419683158687,0.0,0.0,0.0,0.0,False
subject5,home_recovery,S4,0.705276994213305,0.7126464780177182,0.007369483804413157,-0.004449964005711182,0.0020177145274046238,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,routine_fragmentation,S2,0.5799113592090732,0.5875138163517641,0.0076024571426909215,-0.0026387230699017605,0.0023909342959648194,0.0,0.0,0.0,0.0,False
subject5,measurement_wear_confidence,Q2,0.7007588794264572,0.7088418377579261,0.008082958331468881,-0.002216894859631502,0.0009233522996617838,0.0,0.0,0.0,0.0,False
subject5,commute_pressure,S4,0.705276994213305,0.7137086097920249,0.008431615578719853,-0.00019394630159064175,0.001306741797516664,0.0,0.0,0.0,0.0,False
subject5,physiology_strain,S4,0.705276994213305,0.7138099581925089,0.00853296397920389,-0.007237377418719659,0.0025390311098991702,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,social_overload,S2,0.5799113592090732,0.588454159558352,0.00854280034927879,-0.002340268884900021,0.0016273967231604791,0.0,0.0,0.0,0.0,False
subject5,commute_pressure,Q2,0.7007588794264572,0.709368602369048,0.00860972294259077,-0.0005516010593297205,0.004346500015582677,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,routine_anchor_recovery,Q3,0.6766811680567885,0.6862148554874801,0.009533687430691606,0.00032555567209202607,0.0037706164570203704,0.1111111111111111,0.0,0.0,0.3333333333333333,False
dateblock5,bedtime_arousal,Q3,0.6766811680567885,0.6863661633824621,0.009684995325673684,-0.0056082367503846875,0.002523724948786943,0.0,0.0,0.0,0.0,False
subject5,home_recovery,S1,0.6489969819268863,0.658695542941001,0.009698561014114704,0.0008940518185616142,0.002591084088654605,0.0,0.0,0.0,0.0,False
subject5,badnight_aftereffect,Q2,0.7007588794264572,0.7105692826132949,0.00981040318683768,-0.006491915631789413,-0.0006901443973595933,0.1111111111111111,0.0,0.0,0.3333333333333333,False
subject5,physiology_strain,Q3,0.6867059364875235,0.6965560092748827,0.009850072787359165,-0.0048641468180510294,0.002213839566073017,0.0,0.0,0.0,0.0,False
subject5,cashflow_relief_spend,S4,0.705276994213305,0.7159425246627661,0.010665530449461058,-0.0006580075505492333,0.0010812479010368081,0.0,0.0,0.0,0.0,False
subject5,social_overload,Q1,0.7117002424364823,0.7223825417374582,0.010682299300975862,-0.003260427134856525,0.003026662807998126,0.0,0.0,0.0,0.0,False
subject5,cashflow_stress,Q1,0.7117002424364823,0.722536337308901,0.010836094872418656,-3.0688099607711905e-05,0.0015059550632510188,0.0,0.0,0.0,0.0,False
