view_id,split,episode,context_cols,r2,corr,train_pred_mean,test_pred_mean,train_test_pred_z_gap
family_jepa_context,subject5,measurement_wear_confidence,126,0.4159676939813399,0.7277387339440594,-0.23842993638386298,-0.1691874228584431,0.06875060248348475
family_jepa_context,dateblock5,routine_anchor_recovery,126,0.3522093611584365,0.6204429977978042,0.09559104675554585,0.11431169523971693,0.02459516236553737
hybrid_context,dateblock5,routine_anchor_recovery,246,0.3436522890609839,0.6399323356008979,0.08105786557230545,0.07274766823597838,-0.009758248246782862
raw_human_context,dateblock5,measurement_wear_confidence,260,0.30863902061468373,0.6835673360010417,-0.2951673962212702,-0.13033942072428567,0.16166521172032358
family_jepa_context,dateblock5,cashflow_stress,126,0.3084572395278341,0.576765953241797,0.3531714950833844,0.2960690448464867,-0.07502167016668633
family_jepa_context,subject5,commute_pressure,126,0.29919030185409634,0.6754737378069495,-0.07130441334062251,-0.17025931524167245,-0.10358035134299377
family_jepa_context,dateblock5,cashflow_relief_spend,126,0.27326089211064963,0.5531146181456965,-0.10994278099157394,-0.029444155992993812,0.09717346621137558
family_jepa_context,dateblock5,routine_fragmentation,126,0.21517440247318942,0.517041637799302,0.009339644144919237,-0.02669824463450476,-0.0496220540267145
hybrid_context,dateblock5,cashflow_stress,246,0.21138387770028466,0.5756622972196334,0.36334374226895194,0.312127909913506,-0.05333803683155986
family_jepa_context,subject5,physiology_strain,126,0.2016164982698947,0.5997762408077214,-0.10260861894160872,0.04946223739271989,0.17398090805653074
hybrid_context,dateblock5,measurement_wear_confidence,246,0.18668203114327508,0.6596474957356339,-0.28382219758498317,-0.17484628413303857,0.09965113425165112
family_jepa_context,subject5,cashflow_relief_spend,126,0.18414181219625336,0.5147482948773664,-0.05491306251617756,-0.029444155992993812,0.028276821469573454
family_jepa_context,dateblock5,home_recovery,126,0.17954464060423003,0.4858710251393556,0.08729582043423,0.15520586622104052,0.09527499025548736
family_jepa_context,subject5,social_overload,126,0.16564508874416295,0.6404721522012871,-0.20672087535503533,-0.0757464921494844,0.12067555174691541
hybrid_context,dateblock5,routine_fragmentation,246,0.1650630352471283,0.5511322426528801,-0.013354218501291168,0.009393120359285087,0.025281717702911127
hybrid_context,subject5,badnight_aftereffect,246,0.1507163806679508,0.646721160160528,-0.12550871167578662,-0.12290092961771386,0.0023015776027423755
hybrid_context,dateblock5,cashflow_relief_spend,246,0.1395207972851401,0.5416029490539574,-0.11085724937532414,-0.009303035171671149,0.09628923064593427
raw_human_context,dateblock5,commute_pressure,260,0.1148474268273697,0.4917786312508363,-0.03844017958572468,-0.053944150738957475,-0.020505884866726883
hybrid_context,subject5,physiology_strain,246,0.054654930282672654,0.6411740534785929,0.022737759781467366,0.05490211013609846,0.029322370892120895
hybrid_context,subject5,cashflow_stress,246,0.013725331674212304,0.5332549712671076,0.4152711705517888,0.312127909913506,-0.09449099258234425
family_jepa_context,subject5,cashflow_stress,126,-0.06976452600156491,0.4402712103029956,0.43862222568247916,0.2960690448464867,-0.1451016602062972
raw_human_context,dateblock5,routine_anchor_recovery,260,-0.09336327563603919,0.36653811253845886,0.10774039176272845,0.0420200425771918,-0.08203586289499211
raw_human_context,dateblock5,cashflow_stress,260,-0.11338627956594927,0.34792808598118075,0.367821953890305,0.2873811369856656,-0.09281988285727878
hybrid_context,subject5,commute_pressure,246,-0.1141545889898774,0.6054507541404703,-0.05061386178848404,-0.10786804460387475,-0.04943052813015641
hybrid_context,subject5,measurement_wear_confidence,246,-0.16063364005891878,0.6035888626196709,-0.1709946888410812,-0.17484628413303857,-0.0030751904696205523
family_jepa_context,subject5,bedtime_arousal,126,-0.23240745200971746,0.49365326520501956,0.09102323659340875,0.02148146487876217,-0.05090185478112714
raw_human_context,subject5,measurement_wear_confidence,260,-0.2325253562698142,0.5576139972997661,-0.2952921330872148,-0.13033942072428567,0.13490883030269765
hybrid_context,subject5,cashflow_relief_spend,246,-0.2446467275221993,0.4307319150719175,-0.24305909697624165,-0.009303035171671149,0.19284116150530048
raw_human_context,dateblock5,social_overload,260,-0.2721572109698862,0.42922361362579403,-0.02655425244471708,-0.02338485364404906,0.002893427961958246
raw_human_context,dateblock5,routine_fragmentation,260,-0.27816487027464576,0.33917403245198785,-0.05221665640451876,-0.013669032302307763,0.041035840866331136
hybrid_context,dateblock5,home_recovery,246,-0.3511979181293716,0.41920717333892815,0.0660760562434905,0.1181503082048307,0.046181778370662965
raw_human_context,dateblock5,cashflow_relief_spend,260,-0.4357339530423503,0.1285082276302421,-0.1535227036690384,-0.008355833463500878,0.16084224950661624
hybrid_context,subject5,social_overload,246,-0.45265319834820383,0.5555873452610846,0.0771153153641585,-0.045298353969714045,-0.08672510085386477
hybrid_context,subject5,routine_fragmentation,246,-0.46458371364001194,0.4319630777901252,0.05217769031338549,0.009393120359285087,-0.03548698979102573
family_jepa_context,subject5,home_recovery,126,-0.4693244501626135,0.34190797699875053,0.29537031615935655,0.15520586622104052,-0.13165347746861672
hybrid_context,subject5,routine_anchor_recovery,246,-0.48820182636569354,0.440394296743289,-0.03258565166278174,0.07274766823597838,0.08824971807246895
hybrid_context,subject5,bedtime_arousal,246,-0.49413126872197055,0.5803764549808133,0.1617575903841966,0.0995870612882307,-0.03622134418453414
family_jepa_context,subject5,routine_fragmentation,126,-0.694413532700143,0.3078210428696175,-0.2675389894157708,-0.02669824463450476,0.21441480190922776
raw_human_context,subject5,cashflow_stress,260,-0.7586461634761978,0.29741766511838275,0.3869536780414877,0.2873811369856656,-0.07844246991195707
raw_human_context,dateblock5,home_recovery,260,-0.7898991133935234,0.25304037432259047,0.08860101017649741,0.10335162469459765,0.012718693733495094
raw_human_context,subject5,bedtime_arousal,260,-1.1042518092665614,0.531229164228725,-0.15990241531902344,-0.05148626024040748,0.054602055399398386
raw_human_context,subject5,cashflow_relief_spend,260,-1.1695416216726588,0.06388680580311262,-0.06361952449514484,-0.008355833463500878,0.04264453276303016
family_jepa_context,subject5,routine_anchor_recovery,126,-1.2082236336656362,0.31859879252974815,0.3756970154094894,0.11431169523971693,-0.19344394734163214
raw_human_context,subject5,commute_pressure,260,-1.758698136857383,0.3023290563152456,0.16751796654494824,-0.053944150738957475,-0.15142504615441624
hybrid_context,subject5,home_recovery,246,-2.0535986443321934,0.3290722311058871,-0.26060206571319694,0.1181503082048307,0.21916653518810178
raw_human_context,subject5,routine_fragmentation,260,-2.565841178080913,0.2787734540796707,-0.13923914902892262,-0.013669032302307763,0.06787554625512913
raw_human_context,subject5,badnight_aftereffect,260,-2.7743788022827878,0.35844931327924606,-0.4454325402540411,-0.10558282212962986,0.1701673128071134
raw_human_context,subject5,social_overload,260,-3.3936874671006123,0.36639557767543646,0.11323082835448338,-0.02338485364404906,-0.06149387648155998
raw_human_context,subject5,physiology_strain,260,-3.67096015527716,0.33488755096789474,-0.22825682243940543,0.06272319768204619,0.14481193611631513
raw_human_context,subject5,home_recovery,260,-3.882668337570098,0.16987546392871414,-0.2786776572751824,0.10335162469459765,0.18371135650623768
raw_human_context,subject5,routine_anchor_recovery,260,-4.4891292656302655,0.18645896641015308,-0.009607212606704038,0.0420200425771918,0.02351711643828041
