held_fold,target,selected_source,source_family,raw_best_source,raw_best_selector_loss,train_base_loss,selector_loss,selection_action,held_loss,base_loss,delta_vs_base
4,Q1,best_plus_digital_sleep__absolute__c0.03_b0.2,digital_sleep,best_plus_digital_sleep__absolute__c0.03_b0.2,0.6676606777388595,0.6710429822008572,0.6676606777388595,switch,0.6604913218139432,0.6617366600645,-0.0012453382505568378
4,Q2,best_plus_digital_sleep__deviation__c0.03_b0.2,digital_sleep,best_plus_digital_sleep__deviation__c0.03_b0.2,0.6985484431095195,0.7087666453920428,0.6985484431095195,switch,0.67336870808099,0.6733982982840032,-2.95902030131856e-05
4,Q3,digital_sleep__absolute__c0.03_b0.2,digital_sleep,digital_sleep__absolute__c0.03_b0.2,0.6790663234792136,0.6883369680715584,0.6790663234792136,switch,0.6248344651370477,0.6160964212629707,0.00873804387407695
4,S1,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,best_plus_digital_sleep__deviation__c0.03_b0.2,0.5612691141130189,0.5640614367730471,0.5640614367730471,base,0.5982315468350962,0.5982315468350962,0.0
4,S2,best_plus_digital_sleep__absolute_plus_deviation__c0.3_b0.2,digital_sleep,best_plus_digital_sleep__absolute_plus_deviation__c0.3_b0.2,0.5651476945712177,0.5768027305945124,0.5651476945712177,switch,0.5814698796642338,0.5843673542734815,-0.002897474609247719
4,S3,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,best__absolute_plus_deviation__c0.3_b0.2,0.5312763392846667,0.5312763392846667,0.5312763392846667,base,0.5004959186528348,0.5004959186528348,0.0
4,S4,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,best_plus_digital_sleep__absolute__c0.3_b0.2,0.6336850027314479,0.6343539701105175,0.6343539701105175,base,0.6788162594456009,0.6788162594456009,0.0
5,Q1,best_plus_digital_sleep__absolute__c0.03_b0.2,digital_sleep,best_plus_digital_sleep__absolute__c0.03_b0.2,0.6632126988635899,0.6668127220618751,0.6632126988635899,switch,0.6782832373150218,0.6786577006204288,-0.00037446330540702455
5,Q2,best__absolute__c0.3_b0.2,best_late_fusion,best__absolute__c0.3_b0.2,0.695999452559501,0.7021852586357112,0.695999452559501,switch,0.6947820761817243,0.6997238453093294,-0.004941769127605133
5,Q3,digital_sleep__absolute__c0.03_b0.2,digital_sleep,digital_sleep__absolute__c0.03_b0.2,0.6617219718922324,0.6668877121683834,0.6617219718922324,switch,0.6942118714849725,0.7018934448756707,-0.007681573390698193
5,S1,best_plus_digital_sleep__deviation__c0.3_b0.2,digital_sleep,best_plus_digital_sleep__deviation__c0.3_b0.2,0.5737353586361674,0.5786738828862444,0.5737353586361674,switch,0.5497209678715187,0.5397817623823069,0.009939205489211789
5,S2,best_plus_digital_sleep__absolute_plus_deviation__c0.3_b0.2,digital_sleep,best_plus_digital_sleep__absolute_plus_deviation__c0.3_b0.2,0.5508265126973476,0.5634659018585553,0.5508265126973476,switch,0.6387546071597143,0.6377146692173097,0.001039937942404645
5,S3,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,best__absolute_plus_deviation__c0.3_b0.2,0.507110285403131,0.507110285403131,0.507110285403131,base,0.5971601341789773,0.5971601341789773,0.0
5,S4,best__absolute_plus_deviation__c0.3_b0.2,best_late_fusion,best__absolute__c0.1_b0.2,0.6435955175472163,0.6450462130680763,0.6450462130680763,base,0.6360472876153658,0.6360472876153658,0.0
