name,source,mode,cap,k,amp,base_mean,base_max,base_pos,sem_mean,sem_max,sem_pos,h088_cos,changed,rows,decision
h155_h055_noS3S4_cap0.28_k18_a1.15,h055,noS3S4,0.28,18,1.15,-0.0009773035500687094,-0.00032320638433405913,10,-0.0008181804008987693,-0.00032320638433405913,10,-0.0003100739784984083,18,17,0.9917035500687094
h155_h061_Q_cap0.72_k12_a1.15,h061,Q,0.72,12,1.15,-0.0010378336125495583,9.012267625106166e-05,9,-0.0007441928571568917,9.012267625106166e-05,9,-0.0001085598126525323,12,11,0.9912618657980722
h155_h061_subjective_cap0.72_k12_a1.15,h061,subjective,0.72,12,1.15,-0.0010378336125495583,9.012267625106166e-05,9,-0.0007441928571568917,9.012267625106166e-05,9,-0.0001085598126525323,12,11,0.9912618657980722
h155_h055_noS3S4_cap1.4_k44_a0.9,h055,noS3S4,1.4,44,0.9,-0.0012060375844861763,-0.0003701233112717258,10,-0.001019823553014737,0.0004675367604059709,9,8.852028736625641e-05,44,41,0.9906358599839643
h155_h061_Q2S1S2S4_cap0.28_k12_a1.15,h061,Q2S1S2S4,0.28,12,1.15,-0.0009797370932834214,-0.00026395850938723775,10,-0.0006449124187992133,-0.00026395850938723775,10,0.0,12,12,0.9893370932834215
h155_h055_Q2S1S2S4_cap0.52_k32_a0.9,h055,Q2S1S2S4,0.52,32,0.9,-0.0009637296768109785,-0.00031561758439050373,10,-0.000780975558740996,-0.000294717955561527,10,-0.00023352516368276973,32,28,0.9893296768109785
h155_h061_Q2S1S2S4_cap0.52_k18_a0.9,h061,Q2S1S2S4,0.52,18,0.9,-0.0009743736887757668,-0.00032902944810199973,10,-0.0006731042784627138,-0.0004915221958954367,10,-0.0001826652531036542,18,17,0.9887736887757668
h155_h055_subjective_cap0.2_k32_a0.9,h055,subjective,0.2,32,0.9,-0.0009629686322531444,-0.0003080968344072971,10,-0.000841084452255246,-0.0005298153628042198,10,0.0006111841123605698,32,31,0.9880185665520199
h155_h055_Q_cap0.2_k32_a0.9,h055,Q,0.2,32,0.9,-0.0009629686322531444,-0.0003080968344072971,10,-0.000841084452255246,-0.0005298153628042198,10,0.0006111841123605698,32,31,0.9880185665520199
h155_h055_noS3S4_cap0.2_k24_a1.15,h055,noS3S4,0.2,24,1.15,-0.0009683682622839624,-0.00032284459529163367,10,-0.0008261384596934124,-0.0004718922022585858,10,-0.00036865356246541423,24,23,0.9875682622839624
h155_h055_Q2S1S2S4_cap0.38_k32_a0.9,h055,Q2S1S2S4,0.38,32,0.9,-0.0009612996510297449,-0.00031456429330882377,10,-0.0007769918277513941,-0.00045960324871458907,10,-0.0002478480577401259,32,28,0.9868996510297449
h155_h055_noS3S4_cap0.28_k60_a0.7,h055,noS3S4,0.28,60,0.7,-0.0009397933486339301,-0.0002910654019760396,10,-0.000829070424482684,-0.00047478034301254274,10,0.0011061149105584087,60,52,0.9867978452144275
h155_h061_all_cap0.38_k150_a0.5,h061,all,0.38,150,0.5,-0.0008698179863977195,-0.0002772223734376129,10,-0.0007914866565534957,-0.00044003508952261043,10,0.0034848581423315844,150,114,0.9866816140696212
h155_h061_Q_cap0.28_k32_a0.7,h061,Q,0.28,32,0.7,-0.0009614304507892558,-0.00031821371816270614,10,-0.000811575115323888,-0.0006084088723390284,10,0.00047110451904951585,32,31,0.9866064567221112
h155_h061_subjective_cap0.28_k32_a0.7,h061,subjective,0.28,32,0.7,-0.0009614304507892558,-0.00031821371816270614,10,-0.000811575115323888,-0.0006084088723390284,10,0.00047110451904951585,32,31,0.9866064567221112
h155_h061_noS3S4_cap0.28_k12_a1.15,h061,noS3S4,0.28,12,1.15,-0.0009763914428470536,-0.0003060897624720267,10,-0.0006371196889143468,-0.0003060897624720267,10,-8.64792777171632e-05,12,12,0.9859914428470536
h155_h055_noS3S4_cap1.0_k60_a0.7,h055,noS3S4,1.0,60,0.7,-0.0010016133748967549,-0.0002992513831577446,10,-0.0008774002942669664,0.00015519699848967077,9,0.000611373972821799,60,52,0.9859449392274128
h155_h061_all_cap0.52_k32_a0.7,h061,all,0.52,32,0.7,-0.000958670048124936,-0.00034110353614987134,10,-0.0008005146673377338,-0.00048460523750558344,10,-0.00023986029796960114,32,29,0.984270048124936
h155_h061_Q2S1S2S4_cap0.28_k80_a0.7,h061,Q2S1S2S4,0.28,80,0.7,-0.0009216969608452531,-0.0003452732473670816,10,-0.0008204830089011261,-0.0005777118953890493,10,0.001864276081421916,80,67,0.9840191123719735
h155_h061_noS3S4_cap1.4_k24_a0.9,h061,noS3S4,1.4,24,0.9,-0.0011745443511588624,-0.0003702784681528484,10,-0.0009537634115184474,0.00040119919583257827,9,-0.00010588795080113078,24,23,0.9830248336593156
h155_h061_Q2S1S2S4_cap0.28_k24_a0.9,h061,Q2S1S2S4,0.28,24,0.9,-0.0009637651835913632,-0.0003154261353303146,10,-0.0007453246382763921,-0.00045541314485585685,10,-0.00022322029601444467,24,22,0.9829651835913632
h155_h055_Q2S1S2S4_cap0.2_k80_a0.9,h055,Q2S1S2S4,0.2,80,0.9,-0.0009205049514728079,-0.00034133715690140505,10,-0.0008426650456798964,-0.0005017094500224457,10,0.002509654364176512,80,67,0.9822462625450492
h155_h055_Q2S1S2S4_cap1.0_k60_a0.9,h055,Q2S1S2S4,1.0,60,0.9,-0.0010700672151757761,-0.00037156954431677826,10,-0.0009415560492974576,0.0002761387472621576,9,0.0007939576547780355,60,52,0.9816694049291815
h155_h055_Q2S1S2S4_cap1.0_k44_a0.9,h055,Q2S1S2S4,1.0,44,0.9,-0.0010647395629160253,-0.00035376230604208743,10,-0.0008921015774156769,0.00024717262509808537,9,0.00036149305821481394,44,40,0.9813106441047806
h155_h061_all_cap1.0_k110_a0.5,h061,all,1.0,110,0.5,-0.0008941161968155567,-0.00027804137735080493,10,-0.0007997534900123577,-3.648289232059145e-05,10,0.0017322837896977916,110,85,0.9805571414048287
h155_h061_all_cap0.38_k18_a0.9,h061,all,0.38,18,0.9,-0.0009659291010487006,-0.0002973681391182972,10,-0.0006732830616680675,-0.000473505879322471,10,0.0,18,16,0.9803291010487005
h155_h061_noS3S4_cap0.2_k32_a0.9,h061,noS3S4,0.2,32,0.9,-0.0009515986391839895,-0.00034265926979595266,10,-0.0008311563648804593,-0.0006386870029122,10,-0.000323545351778738,32,31,0.9771986391839894
h155_h055_all_cap0.28_k18_a1.15,h055,all,0.28,18,1.15,-0.0009626763571007793,-0.0002992135784738629,10,-0.0007334557672251157,-0.00034324996251183256,10,-7.825747262636722e-05,18,16,0.9770763571007792
h155_h055_Q_cap1.0_k60_a0.7,h055,Q,1.0,60,0.7,-0.0009799518155146065,-0.0003224684437657658,10,-0.0008728998300799858,0.00013750882130477492,9,0.0008285487519987357,60,56,0.9747008288549428
h155_h055_subjective_cap1.0_k60_a0.7,h055,subjective,1.0,60,0.7,-0.0009799518155146065,-0.0003224684437657658,10,-0.0008728998300799858,0.00013750882130477492,9,0.0008285487519987357,60,56,0.9747008288549428
h155_h055_noS3S4_cap1.0_k32_a0.9,h055,noS3S4,1.0,32,0.9,-0.001082919957560699,-0.0003284728068380726,10,-0.0009032382183982925,0.0002738830344154282,9,1.5742653218452317e-05,32,31,0.9741759685235456
h155_h055_subjective_cap1.0_k110_a0.7,h055,subjective,1.0,110,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h055_subjective_cap1.0_k150_a0.7,h055,subjective,1.0,150,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h055_Q_cap1.0_k110_a0.7,h055,Q,1.0,110,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h055_Q_cap1.0_k150_a0.7,h055,Q,1.0,150,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h055_Q_cap1.0_k80_a0.7,h055,Q,1.0,80,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h055_subjective_cap1.0_k80_a0.7,h055,subjective,1.0,80,0.7,-0.0009747896369681307,-0.0003237482560156853,10,-0.0008725246554608075,0.00014002133576097582,9,0.0008726723767945486,67,60,0.9735914303724301
h155_h061_all_cap1.4_k24_a0.9,h061,all,1.4,24,0.9,-0.0011633455886653472,-0.00034654962900723706,10,-0.0009486191192347169,0.00039933460812259026,9,-2.7573091061690498e-05,24,22,0.972944823791793
h155_h055_subjective_cap0.72_k44_a0.7,h055,subjective,0.72,44,0.7,-0.0009379152693934619,-0.0002956845552699372,10,-0.0008243774993586398,-8.723685065630218e-05,10,0.0005839096851078862,44,42,0.9725897506768647
h155_h055_Q_cap0.72_k44_a0.7,h055,Q,0.72,44,0.7,-0.0009379152693934619,-0.0002956845552699372,10,-0.0008243774993586398,-8.723685065630218e-05,10,0.0005839096851078862,44,42,0.9725897506768647
h155_h061_all_cap0.72_k110_a0.5,h061,all,0.72,110,0.5,-0.000886366645817367,-0.00027914372664529887,10,-0.0007904589664173512,-0.0002194735343875637,10,0.0020438399386474397,110,85,0.9725271898725842
h155_h061_Q_cap1.0_k12_a1.15,h061,Q,1.0,12,1.15,-0.0010556575798453946,2.0677070710256774e-05,9,-0.0007655702614254074,0.0002936707927667304,8,-8.388403905615649e-05,12,11,0.9725134476171511
h155_h061_subjective_cap1.0_k12_a1.15,h061,subjective,1.0,12,1.15,-0.0010556575798453946,2.0677070710256774e-05,9,-0.0007655702614254074,0.0002936707927667304,8,-8.388403905615649e-05,12,11,0.9725134476171511
h155_h055_all_cap1.0_k60_a0.7,h055,all,1.0,60,0.7,-0.0010075266118197137,-0.0002895559156332265,10,-0.0008863894071885132,0.00018854196608596535,9,0.0005123316341181263,60,50,0.9719403336974283
h155_h061_all_cap0.2_k60_a0.7,h061,all,0.2,60,0.7,-0.0009231992297511291,-0.000285421267208325,10,-0.0007988973458952763,-0.0005349994668202533,10,0.0007514583496399316,60,50,0.9705229172364532
h155_h061_Q2S1S2S4_cap0.38_k18_a0.9,h061,Q2S1S2S4,0.38,18,0.9,-0.0009544542481557479,-0.00031857959201304757,10,-0.0006627818536832699,-0.00043572510152111105,10,-0.00020365892188509564,18,17,0.9688542481557478
h155_h061_all_cap0.2_k18_a1.15,h061,all,0.2,18,1.15,-0.0009538957481678649,-0.00028873566092208234,10,-0.00063841085270859,-0.0003503121554598964,10,0.0,18,16,0.9682957481678648
h155_h061_subjective_cap1.0_k24_a0.7,h061,subjective,1.0,24,0.7,-0.0009484056188627417,-0.0002920263055681137,10,-0.0007461280570151341,-4.846095675289073e-05,10,0.0002400515603284079,24,23,0.967389572458446
h155_h061_Q_cap1.0_k24_a0.7,h061,Q,1.0,24,0.7,-0.0009484056188627417,-0.0002920263055681137,10,-0.0007461280570151341,-4.846095675289073e-05,10,0.0002400515603284079,24,23,0.967389572458446
h155_h061_all_cap0.52_k110_a0.5,h061,all,0.52,110,0.5,-0.0008808162174115183,-0.000279930479735791,10,-0.0007838081417695655,-0.0003501800190361458,10,0.002289156344731034,110,85,0.9667559767012605
h155_h061_noS3S4_cap0.2_k60_a0.7,h061,noS3S4,0.2,60,0.7,-0.0009191478458011685,-0.0002964655865613455,10,-0.0008283505971553657,-0.0005566505247527607,10,0.0010693603457010421,60,53,0.9661854214900376
h155_h061_noS3S4_cap0.72_k12_a1.15,h061,noS3S4,0.72,12,1.15,-0.0010048671922200773,8.482144611310772e-05,9,-0.0006524102485218319,8.482144611310772e-05,9,-4.776940005553932e-05,12,12,0.9657171676617267
h155_h061_all_cap0.28_k12_a1.15,h061,all,0.28,12,1.15,-0.0009559342433506117,-0.0002977337122788642,10,-0.000630946387986202,-0.0002977337122788642,10,0.0,12,12,0.9655342433506117
h155_h055_Q_cap0.28_k80_a0.7,h055,Q,0.28,80,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h055_subjective_cap0.28_k110_a0.7,h055,subjective,0.28,110,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h055_subjective_cap0.28_k150_a0.7,h055,subjective,0.28,150,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h055_Q_cap0.28_k110_a0.7,h055,Q,0.28,110,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h055_Q_cap0.28_k150_a0.7,h055,Q,0.28,150,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h055_subjective_cap0.28_k80_a0.7,h055,subjective,0.28,80,0.7,-0.0009131987645796747,-0.0003155720181748007,10,-0.0008243758431870045,-0.0004899730279041926,10,0.0016521018756331211,67,60,0.9653118728916048
h155_h061_all_cap0.38_k32_a0.7,h061,all,0.38,32,0.7,-0.0009394128663404002,-0.00033461439372860284,10,-0.00078881012841374,-0.0006027670089757843,10,-0.00027057930883457696,32,29,0.9650128663404002
h155_h055_Q_cap0.28_k60_a0.7,h055,Q,0.28,60,0.7,-0.0009183609431261508,-0.0003142922059248812,10,-0.0008247510178061825,-0.0004924855423603935,10,0.0015689196640501838,60,56,0.9649489154285057
h155_h055_subjective_cap0.28_k60_a0.7,h055,subjective,0.28,60,0.7,-0.0009183609431261508,-0.0003142922059248812,10,-0.0008247510178061825,-0.0004924855423603935,10,0.0015689196640501838,60,56,0.9649489154285057
h155_h055_subjective_cap0.52_k44_a0.7,h055,subjective,0.52,44,0.7,-0.000930165718395272,-0.0002967869045644311,10,-0.000815082975763633,-0.00027022749272327445,10,0.0007000367563306842,44,42,0.9647356853145744
h155_h055_Q_cap0.52_k44_a0.7,h055,Q,0.52,44,0.7,-0.000930165718395272,-0.0002967869045644311,10,-0.000815082975763633,-0.00027022749272327445,10,0.0007000367563306842,44,42,0.9647356853145744
h155_h055_all_cap0.2_k80_a0.7,h055,all,0.2,80,0.7,-0.000902296324441974,-0.00026152377580234207,10,-0.0008211833249548545,-0.0004346026299583801,10,0.0019208046223063869,80,62,0.9645676002818981
h155_h061_Q2S1S2S4_cap0.2_k18_a1.15,h061,Q2S1S2S4,0.2,18,1.15,-0.0009471845248071228,-0.0003123782213192651,10,-0.0006327572258504489,-0.00034382483496384937,10,-0.0003081912942396337,18,17,0.9615845248071228
h155_h061_Q2S1S2S4_cap0.28_k60_a0.7,h061,Q2S1S2S4,0.28,60,0.7,-0.0009126632218522364,-0.0003275320702964503,10,-0.0008011042243468656,-0.0005775658690641121,10,0.000823648516113059,60,52,0.9599219381877347
h155_h055_all_cap0.2_k24_a1.15,h055,all,0.2,24,1.15,-0.000940575391297642,-0.00029661236896995797,10,-0.0008158625373814821,-0.0004845736069780907,10,-9.987315034133037e-05,24,22,0.959775391297642
h155_h055_subjective_cap0.38_k44_a0.7,h055,subjective,0.38,44,0.7,-0.0009247410326965395,-0.0002975585490705769,10,-0.0008085768092471283,-0.0003983209421701551,10,0.00079374629044277,44,42,0.959226661035141
h155_h055_Q_cap0.38_k44_a0.7,h055,Q,0.38,44,0.7,-0.0009247410326965395,-0.0002975585490705769,10,-0.0008085768092471283,-0.0003983209421701551,10,0.00079374629044277,44,42,0.959226661035141
h155_h061_noS3S4_cap1.0_k32_a0.7,h061,noS3S4,1.0,32,0.7,-0.000932827426549741,-0.0003331991643273389,10,-0.0008011569347570477,-3.594481440645725e-05,10,-0.00014293872954032686,32,31,0.9584274265497409
h155_h061_subjective_cap0.72_k24_a0.7,h061,subjective,0.72,24,0.7,-0.0009375562474652762,-0.0002935695945804052,10,-0.0007331157239821247,-0.00030464785564665174,10,0.00030150433112279435,24,23,0.9564848935672657
h155_h061_Q_cap0.72_k24_a0.7,h061,Q,0.72,24,0.7,-0.0009375562474652762,-0.0002935695945804052,10,-0.0007331157239821247,-0.00030464785564665174,10,0.00030150433112279435,24,23,0.9564848935672657
h155_h055_noS3S4_cap0.72_k24_a0.9,h055,noS3S4,0.72,24,0.9,-0.0009367034080299248,-0.0002948728875516493,10,-0.0007627910497780401,-0.00011490176584090522,10,-0.00019398183914845688,24,23,0.9559034080299248
h155_h055_all_cap1.4_k80_a0.7,h055,all,1.4,80,0.7,-0.001066558786265177,-0.0002905230623605755,10,-0.0009467727479282411,0.00034269530058374085,9,0.000795944229409578,80,62,0.9542252561084641
h155_h061_all_cap0.38_k110_a0.5,h061,all,0.38,110,0.5,-0.0008670610875654214,-0.0002752953780063135,10,-0.0007754477568238556,-0.0004386894369198372,10,0.0025398175998348664,110,85,0.95277525172557
h155_h055_noS3S4_cap1.4_k150_a0.7,h055,noS3S4,1.4,150,0.7,-0.0010264634471648301,-0.00032551342154611435,10,-0.0009335419689863077,0.00032353005874612075,9,0.001402275334481947,114,93,0.9522833641161239
h155_h055_noS3S4_cap0.2_k150_a0.7,h055,noS3S4,0.2,150,0.7,-0.0008638728629292755,-0.0002961130952060892,10,-0.0008098852676199503,-0.00045354629848701493,10,0.003635078013489492,114,93,0.9518012927171349
h155_h055_Q2S1S2S4_cap0.2_k60_a0.9,h055,Q2S1S2S4,0.2,60,0.9,-0.0009035598673011279,-0.00031768195394492023,10,-0.0008259192368447116,-0.0004929109476210185,10,0.0012977558727104643,60,52,0.9503918870156886
h155_h055_Q_cap0.28_k24_a0.9,h055,Q,0.28,24,0.9,-0.0009311940652202038,-0.00028735658083071903,10,-0.0007496813161737701,-0.0005877584984508163,10,0.000521771764532538,24,23,0.9499244706321245
h155_h055_subjective_cap0.28_k24_a0.9,h055,subjective,0.28,24,0.9,-0.0009311940652202038,-0.00028735658083071903,10,-0.0007496813161737701,-0.0005877584984508163,10,0.000521771764532538,24,23,0.9499244706321245
h155_h055_noS3S4_cap1.4_k110_a0.7,h055,noS3S4,1.4,110,0.7,-0.001026461398883048,-0.0003253199623544682,10,-0.0009330138965028729,0.00032308538222618427,9,0.0013994440101760413,110,91,0.9493506699381791
h155_h055_noS3S4_cap0.72_k44_a0.7,h055,noS3S4,0.72,44,0.7,-0.0009140915896881334,-0.0002928803440924412,10,-0.0007657040133537723,-7.235165359817904e-05,10,0.00013879238164482598,44,41,0.949166676544653
h155_h061_subjective_cap0.52_k24_a0.7,h061,subjective,0.52,24,0.7,-0.0009298066964670866,-0.0002946719438748992,10,-0.0007238212003871178,-0.0004876384977136242,10,0.0003596991957484435,24,23,0.9486829671909129
h155_h061_Q_cap0.52_k24_a0.7,h061,Q,0.52,24,0.7,-0.0009298066964670866,-0.0002946719438748992,10,-0.0007238212003871178,-0.0004876384977136242,10,0.0003596991957484435,24,23,0.9486829671909129
h155_h055_noS3S4_cap0.2_k110_a0.7,h055,noS3S4,0.2,110,0.7,-0.0008638708146474933,-0.0002959196360144431,10,-0.0008093571951365154,-0.0004539909750069513,10,0.003627779446774438,110,91,0.9486058131453964
h155_h061_all_cap0.28_k32_a0.7,h061,all,0.28,32,0.7,-0.000922930300185982,-0.0003202875969715105,10,-0.000768783597681664,-0.000551486731272774,10,-0.0003199757640671006,32,29,0.948530300185982
h155_h061_noS3S4_cap0.72_k32_a0.7,h061,noS3S4,0.72,32,0.7,-0.0009219780551522755,-0.00033474245333963044,10,-0.0007881446017240382,-0.0002921317133002185,10,-0.0001728001823504005,32,31,0.9475780551522754
h155_h061_Q_cap0.2_k110_a0.7,h061,Q,0.2,110,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_subjective_cap0.2_k150_a0.7,h061,subjective,0.2,150,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_subjective_cap0.2_k80_a0.7,h061,subjective,0.2,80,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_subjective_cap0.2_k110_a0.7,h061,subjective,0.2,110,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_Q_cap0.2_k150_a0.7,h061,Q,0.2,150,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_Q_cap0.2_k80_a0.7,h061,Q,0.2,80,0.7,-0.0008955583395674595,-0.00032045427991708264,10,-0.0008240332323678094,-0.0005702538751253362,10,0.0017677725320797719,67,60,0.9475673442885878
h155_h061_noS3S4_cap1.4_k44_a0.7,h061,noS3S4,1.4,44,0.7,-0.0010928996862185551,-0.000345229814733031,10,-0.000924298395682618,0.0003527523609095737,9,-4.074412713282815e-05,44,41,0.9464482696728109
h155_h061_Q_cap0.2_k60_a0.7,h061,Q,0.2,60,0.7,-0.0008998673250083395,-0.0003191774853237853,10,-0.0008248990774961156,-0.0005721217787002825,10,0.001709569982733698,60,57,0.9463287120238792
h155_h061_subjective_cap0.2_k60_a0.7,h061,subjective,0.2,60,0.7,-0.0008998673250083395,-0.0003191774853237853,10,-0.0008248990774961156,-0.0005721217787002825,10,0.001709569982733698,60,57,0.9463287120238792
h155_h061_noS3S4_cap1.0_k12_a1.15,h061,noS3S4,1.0,12,1.15,-0.0010226911595159136,1.537584057230285e-05,9,-0.0006737876527903476,0.0002899816058921189,8,-3.7865192528389855e-05,12,12,0.9460015235228001
h155_h055_noS3S4_cap0.52_k24_a0.9,h055,noS3S4,0.52,24,0.9,-0.0009267396996036811,-0.0002962901937874273,10,-0.0007508409480130313,-0.0003501754484984412,10,-0.00023538943162566413,24,23,0.9459396996036811
h155_h055_all_cap1.4_k44_a0.9,h055,all,1.4,44,0.9,-0.0011857388271041985,-0.00034506977183863504,10,-0.0010263134743809573,0.0005083504600590409,9,6.569791300094453e-05,44,39,0.9458694229470731
h155_h061_all_cap1.4_k44_a0.7,h061,all,1.4,44,0.7,-0.0011012825619172199,-0.0003438750100308891,10,-0.0009441840987025197,0.00036781617364107795,9,5.8338368020495544e-05,44,39,0.9457403532013549
h155_h055_Q2S1S2S4_cap0.28_k18_a1.15,h055,Q2S1S2S4,0.28,18,1.15,-0.0009305769626391652,-0.0002851498495891054,10,-0.000715071503254332,-0.0002851498495891054,10,-0.000268464237691573,18,16,0.9449769626391652
h155_h055_noS3S4_cap1.4_k24_a1.15,h055,noS3S4,1.4,24,1.15,-0.0012358408158620563,-0.00036872399613640475,10,-0.0010194679174934753,0.0005694659989708261,9,-0.0001199193193642073,24,23,0.9433612164795605
h155_h055_all_cap0.2_k32_a0.9,h055,all,0.2,32,0.9,-0.0009172557952248153,-0.00030865608325043284,10,-0.000788758936018497,-0.000529964107377954,10,0.0002416730740303895,32,29,0.9426382894581878
h155_h061_noS3S4_cap1.0_k150_a0.5,h061,noS3S4,1.0,150,0.5,-0.0008503976934268022,-0.00028780816279338583,10,-0.0007600980595113127,-5.2048163693325964e-05,10,0.0016407613358312965,117,95,0.9425210082245541
h155_h061_all_cap1.0_k80_a0.5,h061,all,1.0,80,0.5,-0.0008783602097455255,-0.0002633762545144685,10,-0.0007662711628263071,-3.9690546680054444e-05,10,0.000867510863320463,80,63,0.941579449968537
h155_h055_noS3S4_cap0.52_k44_a0.7,h055,noS3S4,0.52,44,0.7,-0.0009063420386899437,-0.00029398269338693514,10,-0.0007564094897587654,-0.0002553422956651513,10,0.0001642267070304899,44,41,0.9413942346536163
h155_h055_Q2S1S2S4_cap0.28_k32_a0.9,h055,Q2S1S2S4,0.28,32,0.9,-0.0009152441257714144,-0.00029833137538119476,10,-0.0007542031086460289,-0.0005404233251977222,10,-0.0002730437706437962,32,28,0.9408441257714143
h155_h061_Q2S1S2S4_cap1.4_k32_a0.9,h061,Q2S1S2S4,1.4,32,0.9,-0.0011384953850654912,-0.00041938336801196704,10,-0.0009343170762850782,0.00042356174866044124,9,-0.00021305724626512041,32,29,0.9399583358692266
h155_h061_noS3S4_cap0.52_k32_a0.7,h061,noS3S4,0.52,32,0.7,-0.0009142074553840874,-0.00033584390766631944,10,-0.0007788334472171383,-0.0004751207918082333,10,-0.00019805369676759204,32,31,0.9398074553840874
h155_h055_noS3S4_cap0.38_k24_a0.9,h055,noS3S4,0.38,24,0.9,-0.0009197651037053101,-0.0002972823081524718,10,-0.0007424758767775252,-0.000446459919492035,10,-0.0002700198611695025,24,23,0.9389651037053101
h155_h061_all_cap0.72_k12_a1.15,h061,all,0.72,12,1.15,-0.0009857535938528473,9.112660179180371e-05,9,-0.000647806762639266,9.112660179180371e-05,9,0.0,12,11,0.9377763513443222
h155_h061_noS3S4_cap1.0_k110_a0.5,h061,noS3S4,1.0,110,0.5,-0.0008505824436351196,-0.0002876362705845511,10,-0.0007600078409828298,-5.236573436792309e-05,10,0.0016188947916087005,110,93,0.9371254383226717
h155_h061_Q2S1S2S4_cap0.2_k32_a0.9,h061,Q2S1S2S4,0.2,32,0.9,-0.0009105157854960626,-0.0003187916127291059,10,-0.0007499394111419283,-0.0006267030967554857,10,-0.0004534143159852266,32,29,0.9361157854960626
h155_h055_all_cap0.72_k24_a0.9,h055,all,0.72,24,0.9,-0.0009168985144836949,-0.0002739394562242482,10,-0.0007570227169648034,-0.00010832475947068494,10,-5.3359640320938804e-05,24,22,0.9360985144836949
h155_h055_noS3S4_cap0.38_k44_a0.7,h055,noS3S4,0.38,44,0.7,-0.0009009173529912109,-0.00029475433789308086,10,-0.0007499033232422607,-0.000383435745112032,10,0.00018398769459851573,44,41,0.9359517640660723
h155_h061_Q2S1S2S4_cap0.28_k44_a0.7,h061,Q2S1S2S4,0.28,44,0.7,-0.0008996896986050776,-0.0003112693073421761,10,-0.0007711138799211682,-0.0005888366697983568,10,0.00027947753323075635,44,40,0.9346381688251699
h155_h061_noS3S4_cap0.72_k150_a0.5,h061,noS3S4,0.72,150,0.5,-0.0008426481424286126,-0.0002889105120878798,10,-0.000750803535916306,-0.00023503880576029821,10,0.0019615100158357794,117,95,0.9344827834143604
h155_h061_Q_cap0.28_k18_a0.9,h061,Q,0.28,18,0.9,-0.0009195599622281297,-0.0002876916550215812,10,-0.0006854909134708123,-0.0004911844609217585,10,0.0001704865564907156,18,17,0.933806524327288
h155_h061_subjective_cap0.28_k18_a0.9,h061,subjective,0.28,18,0.9,-0.0009195599622281297,-0.0002876916550215812,10,-0.0006854909134708123,-0.0004911844609217585,10,0.0001704865564907156,18,17,0.933806524327288
h155_h061_all_cap0.72_k80_a0.5,h061,all,0.72,80,0.5,-0.0008706106587473358,-0.0002644786038089624,10,-0.0007569766392313004,-0.0002226811887470268,10,0.0010253313467429215,80,63,0.9336878605352672
h155_h055_all_cap0.72_k44_a0.7,h055,all,0.72,44,0.7,-0.0008983036672799282,-0.0002733942578667039,10,-0.0007707517299719436,-4.0607664979124594e-05,10,0.00010038720425927793,44,39,0.9334133187960948
h155_h055_Q2S1S2S4_cap0.2_k44_a0.9,h055,Q2S1S2S4,0.2,44,0.9,-0.0008982322150413773,-0.00029987471567022935,10,-0.000776464764962931,-0.0005218770697850906,10,0.0006005341394344088,44,40,0.9328917343158863
