spec_name,bundle_pool_size,guard_pool_size,positive_rescue_bundles,rescue_and_h088_nonpositive_bundles,max_q2_rescue_marginal,min_full_curv_marginal,min_guard_h088_cos,min_guard_bad_weighted_pos,min_bundle_h088_cos,max_bundle_h088_cos,min_bundle_bad_weighted_pos
q2_conservation_strict_b8_a035,26,103,26,0,3.38047901300442e-05,-3.6026941270370875e-05,-0.1766805639212231,0.0,0.026329449822311394,0.16802906054915334,0.0015900982789608248
q2_conservation_balanced_b12_a032,123,110,123,0,5.077170373564812e-05,-5.334001106933818e-05,-0.1766805639211552,0.0,0.012490027513602703,0.2456054795707002,0.0007543025542722685
q2_conservation_micro_b5_a040,18,109,18,0,3.1884710313285006e-05,-3.401500027913054e-05,-0.1766805639211552,0.0,0.029872853775671344,0.16116228710344532,0.001804092895860344
q2_conservation_antidote_b10_a030,97,109,97,0,3.370016619822641e-05,-3.601403663206588e-05,-0.176680563921283,0.0,0.011275643402052463,0.16802906054913638,0.0006809630010797403
