objective,neighbors,oof_original_cells,oof_original_active_subjects,oof_original_gain_sum,oof_original_positive_gain_rate,oof_kept_cells,oof_kept_active_subjects,oof_kept_gain_sum,oof_kept_positive_gain_rate,oof_removed_cells,oof_removed_gain_sum,oof_gain_delta,rule_non_all_targets,non_all_assignments,positive_subjects,negative_subjects,min_subject_improvement,mean_subject_improvement
subject_balanced_listener,1,44,7,5.0270437845670415,0.6818181818181818,36,7,2.6815364525427468,0.6111111111111112,8,2.345507332024294,-2.3455073320242947,0,4,0,3,-1.7146300131249306,-0.33507247600347057
subject_balanced_listener,4,44,7,5.0270437845670415,0.6818181818181818,35,6,2.662015854178408,0.6285714285714286,9,2.365027930388633,-2.3650279303886337,0,5,1,4,-1.513231508522876,-0.33786113291266184
subject_balanced_listener,3,44,7,5.0270437845670415,0.6818181818181818,35,6,2.6491253285021994,0.6285714285714286,9,2.377918456064841,-2.377918456064842,0,5,1,4,-1.513231508522876,-0.3397026365806916
subject_balanced_listener,2,44,7,5.0270437845670415,0.6818181818181818,35,7,2.3257193394189826,0.6,9,2.7013244451480585,-2.701324445148059,0,5,0,4,-1.7146300131249306,-0.3859034921640084
subject_balanced_listener,5,44,7,5.0270437845670415,0.6818181818181818,33,6,1.7459996194079224,0.6060606060606061,11,3.281044165159119,-3.281044165159119,0,6,1,4,-1.513231508522876,-0.4687205950227313
subject_balanced_listener,6,44,7,5.0270437845670415,0.6818181818181818,33,6,1.7459996194079224,0.6060606060606061,11,3.281044165159119,-3.281044165159119,0,6,1,4,-1.513231508522876,-0.4687205950227313
