target,rule,all_cells,kept_cells,all_gain_sum,kept_gain_sum,improvement_sum
Q2,cohort_peer_transport,12,10,1.976823748523643,1.442764250880522,-0.534059497643121
Q3,cohort_peer_transport,9,8,1.168314109578631,0.870097783720334,-0.29821632585829694
S2,cohort_peer_transport,5,5,1.3614369514910036,1.3614369514910036,0.0
S3,cohort_peer_transport,13,8,0.9454718451027289,-0.5677596634201473,-1.513231508522876
S4,cohort_peer_transport,5,5,-0.42500287012896504,-0.42500287012896504,0.0
