row,driver_target,driver_flat,driver_step,bridge_target,bridge_flat,bridge_step,actions,action_count,public_delta_estimate,driver_public_delta,bridge_public_delta,public_utility,old_route_energy,new_route_energy,route_energy_delta,same_direction,driver_h088_alignment,driver_stability,source_support,solver_score,bundle_source,selected_seed,s2hub_score,route_gain,_key,row_support_score,row_support_rank,row_support_min_rank,driver_matched_toxicity,bridge_matched_toxicity,driver_joint_safety,bridge_joint_safety,bundle_joint_safety,driver_hardworld_safe,bridge_hardworld_safe,bundle_hardworld_safe,driver_broad_safe,bridge_broad_safe,bundle_broad_safe,driver_hardworld_top_toxic,bridge_hardworld_top_toxic,driver_broad_top_toxic,bridge_broad_top_toxic,driver_conflict,bridge_conflict,mean_responsibility,mean_selection,mean_listener_benefit,mean_human_state_responsibility,route_quality_raw,route_quality_rank,support_route_safety_score,route_frontier_score,action_kind,flat_idx,target,raw_step,amp,decoded_logit_move,variant
19,S4,139,0.7392072684956029,S2,137,0.62,,2,-0.0005274732028893,-0.0005274732028893,0.0,0.0005274732028893,0.6716795897053528,0.6391783889967105,-0.0325012007086422,True,0.6,1.0,9,0.0020346610023341,s2hub_selected,True,0.0023270522401805,0.0325012007086422,19|139|137|1|1,0.6927745460133418,0.856,0.876,True,True,0.7311703360370799,0.6801853997682503,0.6801853997682503,0.7311703360370799,0.6801853997682503,0.6801853997682503,0.7995365005793743,0.7995365005793743,0.7995365005793743,False,False,False,False,False,False,0.6506590171434998,0.8837775202780996,0.7902560414269275,0.6835876993166287,0.0325012007086422,0.8633879781420765,0.8153959324458688,0.806727465487865,driver,139,S4,0.7392072684956029,0.8994112874434748,0.6648513610452046,seed_route_frontier
19,S4,139,0.7392072684956029,S2,137,0.62,,2,-0.0005274732028893,-0.0005274732028893,0.0,0.0005274732028893,0.6716795897053528,0.6391783889967105,-0.0325012007086422,True,0.6,1.0,9,0.0020346610023341,s2hub_selected,True,0.0023270522401805,0.0325012007086422,19|139|137|1|1,0.6927745460133418,0.856,0.876,True,True,0.7311703360370799,0.6801853997682503,0.6801853997682503,0.7311703360370799,0.6801853997682503,0.6801853997682503,0.7995365005793743,0.7995365005793743,0.7995365005793743,False,False,False,False,False,False,0.6506590171434998,0.8837775202780996,0.7902560414269275,0.6835876993166287,0.0325012007086422,0.8633879781420765,0.8153959324458688,0.806727465487865,bridge,137,S2,0.62,0.8994112874434748,0.5576349982149543,seed_route_frontier
184,S2,1292,1.2802977332677985,S1,1291,0.62,,2,-0.0018560842547145,-0.0013663658037879,-0.0004897184509265,0.0018560842547145,0.6840839009131192,0.6449262285364982,-0.039157672376621,True,0.5348571428571428,1.0,5,0.0039726275954962,s2hub_selected,True,0.0043072381589207,0.039157672376621,184|1292|1291|1|1,0.9396309084929656,1.0,0.996,True,True,0.8006952491309386,0.5608342989571262,0.5608342989571262,0.8030127462340673,0.697566628041715,0.697566628041715,0.4716106604866744,0.391657010428737,0.391657010428737,False,False,False,False,False,False,0.46405432802422597,0.5502201622247972,0.6467951668584581,0.3625512528473803,0.039157672376621,0.912568306010929,0.7664505918558288,0.7809492027219621,driver,1292,S2,1.2802977332677985,0.9044287531502864,1.157938082560533,seed_route_frontier
184,S2,1292,1.2802977332677985,S1,1291,0.62,,2,-0.0018560842547145,-0.0013663658037879,-0.0004897184509265,0.0018560842547145,0.6840839009131192,0.6449262285364982,-0.039157672376621,True,0.5348571428571428,1.0,5,0.0039726275954962,s2hub_selected,True,0.0043072381589207,0.039157672376621,184|1292|1291|1|1,0.9396309084929656,1.0,0.996,True,True,0.8006952491309386,0.5608342989571262,0.5608342989571262,0.8030127462340673,0.697566628041715,0.697566628041715,0.4716106604866744,0.391657010428737,0.391657010428737,False,False,False,False,False,False,0.46405432802422597,0.5502201622247972,0.6467951668584581,0.3625512528473803,0.039157672376621,0.912568306010929,0.7664505918558288,0.7809492027219621,bridge,1291,S1,0.62,0.9044287531502864,0.5607458269531775,seed_route_frontier
182,S3,1279,1.45,S2,1278,0.62,,2,-0.0058809670752207,-0.0059726593615131,9.169228629240468e-05,0.0058809670752207,0.7520618144445538,0.7400859875143342,-0.0119758269302195,True,0.0,1.0,6,0.0077822876138633,s2hub_selected,True,0.0088824326033768,0.0119758269302195,182|1279|1278|1|1,0.76433689929626,0.912,0.9,True,True,0.9264194669756662,0.9096176129779838,0.9096176129779838,0.9264194669756662,0.9264194669756662,0.9264194669756662,0.5469293163383546,0.522595596755504,0.522595596755504,False,False,False,False,False,False,0.7675501109837282,0.9652954808806489,0.8394505178365939,0.5825968109339409,0.0119758269302195,0.4808743169398907,0.7899572704934016,0.7420300240198967,driver,1279,S3,1.45,0.8984995659648108,1.3028243706489757,seed_route_frontier
182,S3,1279,1.45,S2,1278,0.62,,2,-0.0058809670752207,-0.0059726593615131,9.169228629240468e-05,0.0058809670752207,0.7520618144445538,0.7400859875143342,-0.0119758269302195,True,0.0,1.0,6,0.0077822876138633,s2hub_selected,True,0.0088824326033768,0.0119758269302195,182|1279|1278|1|1,0.76433689929626,0.912,0.9,True,True,0.9264194669756662,0.9096176129779838,0.9096176129779838,0.9264194669756662,0.9264194669756662,0.9264194669756662,0.5469293163383546,0.522595596755504,0.522595596755504,False,False,False,False,False,False,0.7675501109837282,0.9652954808806489,0.8394505178365939,0.5825968109339409,0.0119758269302195,0.4808743169398907,0.7899572704934016,0.7420300240198967,bridge,1278,S2,0.62,0.8984995659648108,0.5570697308981827,seed_route_frontier
200,S1,1403,0.6223388955850991,S2,1404,0.62,,2,-0.0003594668181241,-0.0003594668181241,0.0,0.0003594668181241,0.7515558055596577,0.7160439521923733,-0.0355118533672844,True,0.6188571428571429,1.0,6,0.001952846279698,s2hub_selected,True,0.0022341505665994,0.0355118533672844,200|1403|1404|1|1,0.7264713257068341,0.88,0.908,True,True,0.5643105446118193,0.7022016222479721,0.5643105446118193,0.6952491309385863,0.7022016222479721,0.6952491309385863,0.3939745075318656,0.7995365005793743,0.3939745075318656,False,False,False,False,False,False,0.4985273146039044,0.6423174971031286,0.6184090909090909,0.5472665148063782,0.0355118533672844,0.8797814207650273,0.7469544893620927,0.7352576630983919,driver,1403,S1,0.6223388955850991,0.8836317710662845,0.5499184205092967,seed_route_frontier
200,S1,1403,0.6223388955850991,S2,1404,0.62,,2,-0.0003594668181241,-0.0003594668181241,0.0,0.0003594668181241,0.7515558055596577,0.7160439521923733,-0.0355118533672844,True,0.6188571428571429,1.0,6,0.001952846279698,s2hub_selected,True,0.0022341505665994,0.0355118533672844,200|1403|1404|1|1,0.7264713257068341,0.88,0.908,True,True,0.5643105446118193,0.7022016222479721,0.5643105446118193,0.6952491309385863,0.7022016222479721,0.6952491309385863,0.3939745075318656,0.7995365005793743,0.3939745075318656,False,False,False,False,False,False,0.4985273146039044,0.6423174971031286,0.6184090909090909,0.5472665148063782,0.0355118533672844,0.8797814207650273,0.7469544893620927,0.7352576630983919,bridge,1404,S2,0.62,0.8836317710662845,0.5478516980610965,seed_route_frontier
17,S1,122,0.7193038163823231,S2,123,0.62,,2,-0.0004966154029543,-0.0004966154029543,0.0,0.0004966154029543,0.6371997392368175,0.5998845836447629,-0.0373151555920545,True,0.5542857142857143,1.0,6,0.0022001951946957,s2hub_selected,True,0.0025175819933197,0.0373151555920545,17|122|123|1|1,0.6526676716737405,0.816,0.844,True,True,0.7914252607184241,0.4298957126303592,0.4298957126303592,0.7914252607184241,0.4298957126303592,0.4298957126303592,0.5191193511008112,0.7995365005793743,0.5191193511008112,False,False,False,False,False,False,0.5678035035418401,0.8102549246813442,0.7434292289988493,0.4835364464692483,0.0373151555920545,0.8907103825136612,0.7262474442552745,0.7338000201148976,driver,122,S1,0.7193038163823231,0.8646356929269631,0.6219357537027389,seed_route_frontier
17,S1,122,0.7193038163823231,S2,123,0.62,,2,-0.0004966154029543,-0.0004966154029543,0.0,0.0004966154029543,0.6371997392368175,0.5998845836447629,-0.0373151555920545,True,0.5542857142857143,1.0,6,0.0022001951946957,s2hub_selected,True,0.0025175819933197,0.0373151555920545,17|122|123|1|1,0.6526676716737405,0.816,0.844,True,True,0.7914252607184241,0.4298957126303592,0.4298957126303592,0.7914252607184241,0.4298957126303592,0.4298957126303592,0.5191193511008112,0.7995365005793743,0.5191193511008112,False,False,False,False,False,False,0.5678035035418401,0.8102549246813442,0.7434292289988493,0.4835364464692483,0.0373151555920545,0.8907103825136612,0.7262474442552745,0.7338000201148976,bridge,123,S2,0.62,0.8646356929269631,0.5360741296147171,seed_route_frontier
