candidate_id,file,resolved_path,family,top_k,bottom_k,top_alpha,bottom_keep,middle_keep,mode,posterior_delta_vs_h057,changed_cells_vs_h057,changed_rows_vs_h057,changed_cells_vs_h042,retained_h057_support_cells,q2_changed_vs_h057,mean_top_support,mean_bottom_support,min_top_gain061,max_bottom_gain061,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,h061_score
h061_split_tail_middle_t36_b108_a1p1_bk0p4_mk0p9_logit_538ce863,submission_h061_split_tail_middle_t36_b108_a1p1_bk0p4_mk0p9_logit_538ce863.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b108_a1p1_bk0p4_mk0p9_logit_538ce863.csv,split_tail_middle,36,108,1.1,0.4,0.9,logit,-1.6237722292401618e-07,270,45,270,270,0,0.8987654320987656,0.3305186899862826,0.0016375064223136393,0.0005435130529205523,45,0,45,45,45,45,45,0.33055311032863843
h061_split_tail_middle_t54_b24_a1p1_bk0p2_mk0p9_logit_6abd2aaf,submission_h061_split_tail_middle_t54_b24_a1p1_bk0p2_mk0p9_logit_6abd2aaf.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b24_a1p1_bk0p2_mk0p9_logit_6abd2aaf.csv,split_tail_middle,54,24,1.1,0.2,0.9,logit,-1.65046870687694e-06,270,45,270,270,0,0.8630624142661181,0.20789351851851853,0.0012786740355361648,4.259305529913382e-05,45,0,45,45,45,45,45,0.3287925469483568
h061_split_tail_middle_t54_b24_a1p1_bk0p0_mk0p9_logit_2e1ae575,submission_h061_split_tail_middle_t54_b24_a1p1_bk0p0_mk0p9_logit_2e1ae575.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b24_a1p1_bk0p0_mk0p9_logit_2e1ae575.csv,split_tail_middle,54,24,1.1,0.0,0.9,logit,-1.6438461853367335e-06,270,45,246,246,0,0.8630624142661181,0.20789351851851853,0.0012786740355361648,4.259305529913382e-05,45,0,45,45,45,45,45,0.32773620892018773
h061_split_tail_middle_t54_b24_a1p1_bk0p4_mk0p9_logit_4402b0b4,submission_h061_split_tail_middle_t54_b24_a1p1_bk0p4_mk0p9_logit_4402b0b4.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b24_a1p1_bk0p4_mk0p9_logit_4402b0b4.csv,split_tail_middle,54,24,1.1,0.4,0.9,logit,-1.638324309723426e-06,270,45,270,270,0,0.8630624142661181,0.20789351851851853,0.0012786740355361648,4.259305529913382e-05,45,0,45,45,45,45,45,0.32738409624413145
h061_split_tail_middle_t54_b42_a1p1_bk0p4_mk0p9_logit_abeff3ed,submission_h061_split_tail_middle_t54_b42_a1p1_bk0p4_mk0p9_logit_abeff3ed.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b42_a1p1_bk0p4_mk0p9_logit_abeff3ed.csv,split_tail_middle,54,42,1.1,0.4,0.9,logit,-1.56471949366697e-06,270,45,270,270,0,0.8630624142661181,0.2403439153439153,0.0012786740355361648,4.7538100797384075e-05,45,0,45,45,45,45,45,0.3252714201877934
h061_split_tail_middle_t54_b42_a1p1_bk0p2_mk0p9_logit_289c31a6,submission_h061_split_tail_middle_t54_b42_a1p1_bk0p2_mk0p9_logit_289c31a6.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b42_a1p1_bk0p2_mk0p9_logit_289c31a6.csv,split_tail_middle,54,42,1.1,0.2,0.9,logit,-1.5297217483744157e-06,270,45,270,270,0,0.8630624142661181,0.2403439153439153,0.0012786740355361648,4.7538100797384075e-05,45,0,45,45,45,45,45,0.3235108568075117
h061_split_tail_middle_t36_b84_a1p1_bk0p0_mk0p9_logit_6693e9d2,submission_h061_split_tail_middle_t36_b84_a1p1_bk0p0_mk0p9_logit_6693e9d2.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b84_a1p1_bk0p0_mk0p9_logit_6693e9d2.csv,split_tail_middle,36,84,1.1,0.0,0.9,logit,3.8526281289249843e-07,270,45,186,186,0,0.8987654320987656,0.2980787037037037,0.0016375064223136393,0.00030257531511035385,45,0,45,45,45,45,45,0.32139818075117366
h061_split_tail_middle_t54_b42_a1p1_bk0p0_mk0p9_logit_11af3ca8,submission_h061_split_tail_middle_t54_b42_a1p1_bk0p0_mk0p9_logit_11af3ca8.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b42_a1p1_bk0p0_mk0p9_logit_11af3ca8.csv,split_tail_middle,54,42,1.1,0.0,0.9,logit,-1.4660445285118686e-06,270,45,228,228,0,0.8630624142661181,0.2403439153439153,0.0012786740355361648,4.7538100797384075e-05,45,0,45,45,45,45,45,0.3203418427230047
h061_split_tail_middle_t54_b60_a1p1_bk0p4_mk0p9_logit_639b93a1,submission_h061_split_tail_middle_t54_b60_a1p1_bk0p4_mk0p9_logit_639b93a1.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b60_a1p1_bk0p4_mk0p9_logit_639b93a1.csv,split_tail_middle,54,60,1.1,0.4,0.9,logit,-1.4265168275742563e-06,270,45,270,270,0,0.8630624142661181,0.2652237654320988,0.0012786740355361648,0.0001598705963469227,45,0,45,45,45,45,45,0.3182291666666667
h061_split_tail_middle_t54_b60_a1p1_bk0p2_mk0p9_logit_95b1e5a1,submission_h061_split_tail_middle_t54_b60_a1p1_bk0p2_mk0p9_logit_95b1e5a1.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b60_a1p1_bk0p2_mk0p9_logit_95b1e5a1.csv,split_tail_middle,54,60,1.1,0.2,0.9,logit,-1.2401181884784213e-06,270,45,270,270,0,0.8630624142661181,0.2652237654320988,0.0012786740355361648,0.0001598705963469227,45,0,45,45,45,45,45,0.30766578638497655
h061_split_tail_middle_t36_b108_a1p1_bk0p2_mk0p9_logit_8d84fa78,submission_h061_split_tail_middle_t36_b108_a1p1_bk0p2_mk0p9_logit_8d84fa78.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b108_a1p1_bk0p2_mk0p9_logit_8d84fa78.csv,split_tail_middle,36,108,1.1,0.2,0.9,logit,1.5463588380463625e-06,270,45,270,270,0,0.8987654320987656,0.3305186899862826,0.0016375064223136393,0.0005435130529205523,45,0,45,45,45,45,45,0.30520099765258213
h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p75_logit_19422d4d,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p75_logit_19422d4d.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p75_logit_19422d4d.csv,split_tail_middle,36,24,1.1,0.2,0.75,logit,1.6661410621506354e-06,270,45,270,270,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.3034404342723004
h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p75_logit_3333fde2,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p75_logit_3333fde2.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p75_logit_3333fde2.csv,split_tail_middle,36,24,1.1,0.0,0.75,logit,1.672763583690842e-06,270,45,246,246,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.3030883215962441
h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p75_logit_3580c63a,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p75_logit_3580c63a.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p75_logit_3580c63a.csv,split_tail_middle,36,24,1.1,0.4,0.75,logit,1.6782854593041494e-06,270,45,270,270,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.30238409624413143
h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p75_logit_ade25b02,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p75_logit_ade25b02.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p75_logit_ade25b02.csv,split_tail_middle,36,42,1.1,0.4,0.75,logit,1.7366640295247417e-06,270,45,270,270,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.3009756455399061
h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p75_logit_990549fd,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p75_logit_990549fd.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p75_logit_990549fd.csv,split_tail_middle,36,42,1.1,0.2,0.75,logit,1.7716617748172955e-06,270,45,270,270,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.299919307511737
h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p75_logit_71a94950,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p75_logit_71a94950.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p75_logit_71a94950.csv,split_tail_middle,36,42,1.1,0.0,0.75,logit,1.8353389946798429e-06,270,45,228,228,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.29886296948356805
h061_split_tail_middle_t54_b84_a1p1_bk0p4_mk0p9_logit_1b72f457,submission_h061_split_tail_middle_t54_b84_a1p1_bk0p4_mk0p9_logit_1b72f457.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b84_a1p1_bk0p4_mk0p9_logit_1b72f457.csv,split_tail_middle,54,84,1.1,0.4,0.9,logit,-9.869407911372152e-07,270,45,270,270,0,0.8630624142661181,0.2980787037037037,0.0012786740355361648,0.00030257531511035385,45,0,45,45,45,45,45,0.2981587441314554
h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p75_logit_19345419,submission_h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p75_logit_19345419.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p75_logit_19345419.csv,split_tail_middle,36,60,1.1,0.4,0.75,logit,1.8693780960231812e-06,270,45,270,270,0,0.8987654320987656,0.2652237654320988,0.0016375064223136393,0.0001598705963469227,45,0,45,45,45,45,45,0.2981587441314554
h061_split_tail_middle_t36_b132_a1p1_bk0p4_mk0p9_logit_74465802,submission_h061_split_tail_middle_t36_b132_a1p1_bk0p4_mk0p9_logit_74465802.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b132_a1p1_bk0p4_mk0p9_logit_74465802.csv,split_tail_middle,36,132,1.1,0.4,0.9,logit,1.8720887347439036e-06,270,45,270,270,0,0.8987654320987656,0.3618799102132436,0.0016375064223136393,0.001021451204328381,45,0,45,45,45,45,45,0.297806631455399
h061_split_tail_middle_t54_b60_a1p1_bk0p0_mk0p9_logit_5f0206f3,submission_h061_split_tail_middle_t54_b60_a1p1_bk0p0_mk0p9_logit_5f0206f3.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b60_a1p1_bk0p0_mk0p9_logit_5f0206f3.csv,split_tail_middle,54,60,1.1,0.0,0.9,logit,-9.698728126210228e-07,270,45,210,210,0,0.8630624142661181,0.2652237654320988,0.0012786740355361648,0.0001598705963469227,45,0,45,45,45,45,45,0.2974545187793427
h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p75_logit_744a7a3d,submission_h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p75_logit_744a7a3d.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p75_logit_744a7a3d.csv,split_tail_middle,36,60,1.1,0.2,0.75,logit,2.055776735119016e-06,270,45,270,270,0,0.8987654320987656,0.2652237654320988,0.0016375064223136393,0.0001598705963469227,45,0,45,45,45,45,45,0.2942855046948356
h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p9_prob_5f98f54c,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p9_prob_5f98f54c.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p2_mk0p9_prob_5f98f54c.csv,split_tail_middle,36,24,1.1,0.2,0.9,prob,2.1938106375058125e-06,270,45,270,270,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.29358127934272293
h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p9_prob_b4399849,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p9_prob_b4399849.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p0_mk0p9_prob_b4399849.csv,split_tail_middle,36,24,1.1,0.0,0.9,prob,2.2004331590460187e-06,270,45,246,246,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.29287705399061026
h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p9_prob_83069c36,submission_h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p9_prob_83069c36.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b24_a1p1_bk0p4_mk0p9_prob_83069c36.csv,split_tail_middle,36,24,1.1,0.4,0.9,prob,2.2059550346593265e-06,270,45,270,270,0,0.8987654320987656,0.20789351851851853,0.0016375064223136393,4.259305529913382e-05,45,0,45,45,45,45,45,0.292524941314554
h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p9_prob_6a44af04,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p9_prob_6a44af04.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p4_mk0p9_prob_6a44af04.csv,split_tail_middle,36,42,1.1,0.4,0.9,prob,2.279559850715782e-06,270,45,270,270,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.2918207159624413
h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p75_logit_9d8ef24b,submission_h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p75_logit_9d8ef24b.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p75_logit_9d8ef24b.csv,split_tail_middle,36,84,1.1,0.4,0.75,logit,2.2873664444358808e-06,270,45,270,270,0,0.8987654320987656,0.2980787037037037,0.0016375064223136393,0.00030257531511035385,45,0,45,45,45,45,45,0.2911164906103286
h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p9_prob_7f68f58e,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p9_prob_7f68f58e.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p2_mk0p9_prob_7f68f58e.csv,split_tail_middle,36,42,1.1,0.2,0.9,prob,2.3145575960083367e-06,270,45,270,270,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.29041226525821595
h061_split_tail_middle_t36_b60_a1p1_bk0p0_mk0p75_logit_40bdeebc,submission_h061_split_tail_middle_t36_b60_a1p1_bk0p0_mk0p75_logit_40bdeebc.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b60_a1p1_bk0p0_mk0p75_logit_40bdeebc.csv,split_tail_middle,36,60,1.1,0.0,0.75,logit,2.326022110976414e-06,270,45,210,210,0,0.8987654320987656,0.2652237654320988,0.0016375064223136393,0.0001598705963469227,45,0,45,45,45,45,45,0.2897080399061033
h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p9_prob_c05ee6c1,submission_h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p9_prob_c05ee6c1.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b42_a1p1_bk0p0_mk0p9_prob_c05ee6c1.csv,split_tail_middle,36,42,1.1,0.0,0.9,prob,2.378234815870884e-06,270,45,228,228,0,0.8987654320987656,0.2403439153439153,0.0016375064223136393,4.7538100797384075e-05,45,0,45,45,45,45,45,0.2890038145539906
h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p9_prob_1cf49443,submission_h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p9_prob_1cf49443.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b60_a1p1_bk0p4_mk0p9_prob_1cf49443.csv,split_tail_middle,36,60,1.1,0.4,0.9,prob,2.417762516808496e-06,270,45,270,270,0,0.8987654320987656,0.2652237654320988,0.0016375064223136393,0.0001598705963469227,45,0,45,45,45,45,45,0.2886517018779342
h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p9_prob_174ed6d7,submission_h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p9_prob_174ed6d7.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b60_a1p1_bk0p2_mk0p9_prob_174ed6d7.csv,split_tail_middle,36,60,1.1,0.2,0.9,prob,2.6041611559043307e-06,270,45,270,270,0,0.8987654320987656,0.2652237654320988,0.0016375064223136393,0.0001598705963469227,45,0,45,45,45,45,45,0.2837221244131455
h061_split_tail_middle_t54_b84_a1p1_bk0p2_mk0p9_logit_c5603c40,submission_h061_split_tail_middle_t54_b84_a1p1_bk0p2_mk0p9_logit_c5603c40.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t54_b84_a1p1_bk0p2_mk0p9_logit_c5603c40.csv,split_tail_middle,54,84,1.1,0.2,0.9,logit,-3.332478754267057e-07,270,45,270,270,0,0.8630624142661181,0.2980787037037037,0.0012786740355361648,0.00030257531511035385,45,0,45,45,45,45,45,0.2826657863849765
h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p9_prob_9ce81b62,submission_h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p9_prob_9ce81b62.csv,/Users/kbsoo/Downloads/cl2/hitl/h061_h057_feedback_support_translator_jepa/submission_h061_split_tail_middle_t36_b84_a1p1_bk0p4_mk0p9_prob_9ce81b62.csv,split_tail_middle,36,84,1.1,0.4,0.9,prob,2.8573385532455368e-06,270,45,270,270,0,0.8987654320987656,0.2980787037037037,0.0016375064223136393,0.00030257531511035385,45,0,45,45,45,45,45,0.2805531103286384
