prior_name,ridge_mult,loo_mae,loo_p90_abs,known_fit_mae,h042_fit_delta,h050_fit_delta,h057_fit_delta,h050_minus_h042_fit_delta,h057_minus_h042_fit_delta,h042_actual_delta,h050_actual_delta,h057_actual_delta,h057_minus_h042_actual_delta,q_mean,q_std,post_sensor_abs_error,selection_score
h055_posterior,0.0003,0.0004487693560543011,0.0005196440755450542,0.0004467725729625952,-0.00015628545934245842,-0.00021593659421469165,-0.0003438869742450307,-5.965113487223323e-05,-0.00018760151490257226,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985754875939521,0.22694089642030985,0.0001871185219726473,0.13737373737373737
h055_posterior,0.001,0.0004633049424730371,0.0005329085484296545,0.0004623418429771854,-0.00013887932499655615,-0.00020243659577611332,-0.0003336267919002731,-6.355727077955717e-05,-0.00019474746690371697,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985513170120347,0.22686079691301433,0.0002393369250103541,0.196969696969697
h055_posterior,3e-05,0.0005963424057341528,0.0006998243226755609,0.0005875862643714168,-0.00020067132749038095,-0.00021794171462585427,-0.0003553650857973481,-1.7270387135473312e-05,-0.00015469375830696712,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5986436778664317,0.2270882033189118,5.903520091511078e-05,0.20404040404040405
h055_posterior,1e-05,0.0006124218100241594,0.0007136401374424714,0.0005987624104698648,-0.0002094636700568167,-0.00021610793354462571,-0.0003577719970910112,-6.644263487809004e-06,-0.0001483083270341945,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5986925798657623,0.22712332983163888,4.542903576134876e-05,0.2080808080808081
h055_posterior,0.0001,0.0005149726478030196,0.0005977297559881022,0.0005100362384691953,-0.00018015177565467954,-0.0002200362651647674,-0.0003511784216127956,-3.988448951008786e-05,-0.00017102664595811608,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5986051880621686,0.22702847917240354,0.0001182755033655037,0.21414141414141413
h020_joint_vector,3e-05,0.0005556344271033753,0.0006637389840580314,0.0005383024964427075,-0.00017960860741519702,-0.0002176025098645786,-0.00034633423792288333,-3.799390244938158e-05,-0.00016672563050768632,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5986116194905897,0.2269779111605508,0.00011714907775443151,0.22828282828282828
h020_joint_vector,1e-05,0.00062064881441894,0.0007545389985174336,0.000595987363663348,-0.00020208010779452002,-0.00021646751035286923,-0.00035086001266124476,-1.4387402558349214e-05,-0.00014877990486672474,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5986721730326472,0.2270684255958575,6.663656688317836e-05,0.24545454545454543
h055_posterior,0.003,0.00047192992975229745,0.0005413329526097965,0.00047139782674993324,-0.00013179312099546154,-0.00019570670754488363,-0.00032837287701270097,-6.391358654942209e-05,-0.00019657975601723943,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985446531148869,0.22682746264599493,0.00026059553701363795,0.24949494949494952
h055_posterior,0.1,0.00047244323402348816,0.0005409004629534937,0.00047226849314489376,-0.0001275367680208813,-0.0001908623928075898,-0.00032055295459929305,-6.332562478670849e-05,-0.00019301618657841175,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.598540393884383,0.2268084414601832,0.00027336459593737866,0.2777777777777778
h055_posterior,0.03,0.0004730524483406051,0.0005411346726767834,0.00047283753409615607,-0.0001278962222393672,-0.00019131954251819857,-0.0003226056208223109,-6.342332027883138e-05,-0.0001947093985829437,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985418690543922,0.2268102407767,0.00027228623328192096,0.2919191919191919
h055_posterior,0.3,0.00047251688000691453,0.0005412498985755389,0.00047233755712275546,-0.00012742766805447757,-0.0001907212013825171,-0.00031955537151428425,-6.329353332803955e-05,-0.00019212770345980668,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985396307538844,0.22680736895759615,0.00027369189583658987,0.30909090909090914
h055_posterior,0.01,0.00047413628037545815,0.0005429390197075241,0.00047382383016279805,-0.00012884358422323735,-0.00019248434679312556,-0.00032508614853062745,-6.364076256988821e-05,-0.0001962425643073901,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985432100015597,0.2268140270495235,0.0002694441473303105,0.3212121212121212
h055_posterior,1.0,0.0004736283808597546,0.0005425373022218885,0.000473399216383297,-0.00012738606765479645,-0.00019065127959124085,-0.0003190631450936416,-6.32652119364444e-05,-0.00019167707743884515,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.598538909706353,0.22680571421633278,0.0002738166970356332,0.35050505050505054
h012_posterior,1e-05,0.0006870811157740634,0.0008303126021735246,0.0006582729796389538,-0.00020112011511284411,-0.00021386249004668554,-0.00027245652860856135,-1.2742374933841428e-05,-7.133641349571724e-05,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.598590267259217,0.22594102078607223,0.00022440352767022108,0.40202020202020206
h012_posterior,3e-05,0.0006644228365460536,0.0008029898038053461,0.0006428636516866465,-0.00017925379029269225,-0.00021287229787716048,-0.00026631451453977176,-3.3618507584468234e-05,-8.706072424707951e-05,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985343402022624,0.2258304415945979,0.0002585538806279521,0.41010101010101013
h020_joint_vector,0.0001,0.0005519237175775581,0.0006645939377043213,0.0005396758760093474,-0.0001273011700343686,-0.00018997613781935436,-0.00032307465686208834,-6.267496778498575e-05,-0.00019577348682771974,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985203353122687,0.22675749003341725,0.00027407138989691675,0.41212121212121217
h012_posterior,0.0001,0.0007149208141671851,0.000868073175934966,0.0006960042344129728,-0.000126511338453917,-0.00017893938473242835,-0.0002352352793721223,-5.242804627851136e-05,-0.00010872394091820532,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5984389229441416,0.2255881989969486,0.0003734548028020263,0.604040404040404
h020_joint_vector,0.0003,0.0006645328910877522,0.0007882162712806684,0.0006543754079080532,-7.035268409727658e-05,-0.00013971258230946763,-0.00028514261646109235,-6.935989821219105e-05,-0.00021478993236381577,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5984377172298373,0.22652355711394506,0.0004449168477081928,0.6040404040404042
h057_weighted_anchor,1e-05,0.0012801775570778324,0.0016082213016476571,0.0011940353700684205,-0.0002050798121268998,-0.00021260527237637454,-0.0003281140403820346,-7.525460249474742e-06,-0.0001230342282551348,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985286152401409,0.22504109029659425,0.00010912880710921893,0.6717171717171717
h057_anchor,1e-05,0.001356273758432795,0.0016522966620116494,0.0012710024393211671,-0.00020534791844356346,-0.00020390921577176233,-0.00040591607207066555,1.438702671801125e-06,-0.0002005681536271021,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985238608259194,0.22520174935871554,0.00010286229415408518,0.711111111111111
post_h042_good_soft,1e-05,0.0012893468682090427,0.0016173743023100461,0.0012078388060857948,-0.0002048744829840996,-0.00021303570180439347,-0.00031148803397808663,-8.16121882029388e-06,-0.00010661355099398704,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5985264898010313,0.22499827819250867,0.00014258614905991504,0.7313131313131312
h057_weighted_anchor,3e-05,0.0013298016690179465,0.0015917387740788165,0.0012671431623402076,-0.00018528427703521334,-0.00020582993961964146,-0.0003102896462295356,-2.054566258442812e-05,-0.00012500536919432225,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5983668547818407,0.22455322618136064,0.00016457313050590336,0.7373737373737375
post_h042_good_soft,3e-05,0.0013390419622853135,0.001605867887982172,0.0012748636145614284,-0.0001849541375323374,-0.00020696426050854106,-0.00029126295710102667,-2.2010122976203644e-05,-0.00010630881956868925,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5983620422795611,0.22450355852282122,0.00020295664826579715,0.7747474747474747
h057_anchor,3e-05,0.0014179985449672596,0.001676563749378309,0.0013526323755892037,-0.0001855526590254721,-0.00019519511840729268,-0.00039349114489366737,-9.642459381820588e-06,-0.00020793848586819527,-0.00021865830000000752,-0.00021865830000000752,-0.0003758892000000902,-0.00015723090000008266,0.5983719466092257,0.2247351381627896,0.00013452081271076065,0.7909090909090909
