h057_support_cells,positive_gain061_cells,negative_gain061_cells,positive_direction_agreement_cells,mean_gain061,mean_gain055,mean_feedback_lift,h057_public_delta_vs_h042
270,265,5,266,0.0012159357447388906,0.0012582413779712368,-4.230563323234601e-05,-0.00015723090000008266
