file,public_lb,known_source,actual_delta_vs_h012,rhs_label_term,changed_cells_vs_h012
submission_h057_q2row_fullvector_state_7cde1a77_uploadsafe.csv,0.5677475939,manual_h057_feedback,-0.0003758892000000902,-0.019658338130997186,315
submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,0.5679048248,manual_h057_feedback,-0.00021865830000000752,-0.0003193205672549055,45
submission_h050_target_route_phase_b140216b_uploadsafe.csv,0.5679048248,manual_h057_feedback,-0.00021865830000000752,-0.004247292419271408,141
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.5761589494,public_probe_observations,0.00803546629999996,0.2217545486325717,1200
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,public_probe_observations,0.008157084499999967,0.22198191274586093,1200
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,public_probe_observations,0.0081669459,0.22249674901853733,1297
submission_e95_hardtail_541e3973.csv,0.5762913298,public_probe_observations,0.008167846699999926,0.22069793070891855,1375
submission_e101_q2s3tail_177569bc.csv,0.576300366,public_probe_observations,0.00817688289999996,0.22062227941199664,1389
submission_mixmin_0c916bb4.csv,0.5763066405,public_probe_observations,0.008183157399999974,0.22070456407093372,1477
submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,public_probe_observations,0.008188347900000004,0.220870135770177,1601
submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,public_probe_observations,0.008206014299999898,0.2220873495970766,1212
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,public_probe_observations,0.008284294099999978,0.22183710218931318,1538
submission_e323_5508f966_uploadsafe.csv,0.5770355016,public_probe_observations,0.008912018499999896,0.22109513538450826,1743
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,public_probe_observations,0.009163025699999938,0.22325380678584722,1370
submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,manual_extra,0.009315837899999901,0.2228481138108897,1616
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,public_probe_observations,0.009402824099999929,0.22260043388266218,1750
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,public_probe_observations,0.009821492599999981,0.22258936556140088,1750
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,public_probe_observations,0.01004833439999997,0.22522758743927823,1743
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,public_probe_observations,0.010179882099999982,0.21250732488670268,1750
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,public_probe_observations,0.010303869699999968,0.22097118087421588,1750
submission_jepa_latent_q2_w0p45.csv,0.5798012862,public_probe_observations,0.011677803099999995,0.21797891932256824,1750
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,public_probe_observations,0.012123336099999937,0.25574105773948286,1750
submission_jepa_latent_residual_probe.csv,0.5812273278,public_probe_observations,0.013103844699999923,0.22318500134258223,1750
