candidate_id,spec_name,mode,target_group,worldview,fit_feature_set,fit_alpha,k,alpha,cap,selected_cells,changed_cells_vs_h057,changed_rows_vs_h057,model_pred_delta_vs_h057,posterior_delta_vs_h057,hard_diag_delta_vs_h057,anti_h088_direction_rate,h057_positive_align_rate,selected_toxic_mean,selected_conflict_rate,selected_safe_cell_mean,mean_bad_same_rank,cos_h088_direction,cos_h057_vs_h042_direction,cos_h057_vs_h050_direction,max_positive_bad_cosine,mean_abs_prob_move_vs_h057,max_abs_prob_move_vs_h057,selected_subjects,selected_rows,h097_score,file,resolved_path,Q1_changed_vs_h057,Q2_changed_vs_h057,Q3_changed_vs_h057,S1_changed_vs_h057,S2_changed_vs_h057,S3_changed_vs_h057,S4_changed_vs_h057,bad_cos_submission_h010_objectiv,bad_cos_submission_e216_maskfam,bad_cos_submission_e323_5508f966,bad_cos_submission_jepa_latent_q,bad_cos_submission_jepa_latent_r,bad_cos_submission_lejepa_target,bad_cos_submission_ordinal_q_con,path,rows,keys_match,duplicate_keys,nan_cells,min_prob,max_prob,changed_cells_vs_h057_validation,upload_safe,h102_cum_bad_max_pos,h102_cum_bad_weighted_pos,h102_cum_h088_axis_cos,h102_cum_good_max_cos,h102_cum_good_mean_cos,h102_cum_good_bad_margin,route_basis_pred_delta_vs_h057,selected_mean_residual_toxicity,selected_mean_residual_safety,selected_mean_residual_gap,selected_mean_antidote_score,selected_same_bad_residual,selected_opp_bad_residual,selected_same_good_residual,selected_opp_good_residual,selected_h111_cells,selected_h108_rejected_cells,selected_h109_cells,selected_mean_family_count,h112_information_mass,h112_score,h113_bundle_count,h113_mean_targets_per_bundle,h113_unique_templates,h113_mean_bundle_score,h113_mean_bundle_gap,h113_bundle_h108_rejected_rate,h113_h112_overlap_cells,h113_h112_cosine,h113_h111_overlap_cells,h113_h111_cosine,h113_h110_overlap_cells,h113_h110_cosine,h113_h108_overlap_cells,h113_h108_cosine,h113_route_information,h113_novelty_vs_h112,h113_score
h113_rowroute_global_state_c92_a042_04369be5,rowroute_global_state_c92_a042,public_residual_toxicity_solver,global_state,"safe assignment is a broad low-amplitude row-state vector, not a sparse cell kernel",state_core,0.1,92,0.42,0.18,37,37,14,-1.9446982058691532e-05,4.776496008231953e-06,1.0134766161739781e-05,0.7567567567567568,0.8378378378378378,0.47759613899613895,0.7837837837837838,0.055452664092664056,0.6511583011583011,-0.04510878076648401,0.28784151527527224,0.25679220415817955,0.0,0.00012059734754551617,0.024675281836432306,8,"0,3,43,59,70,78,98,110,135,139,146,151,164,196",0.34489095235190903,submission_h113_rowroute_global_state_c92_a042_04369be5.csv,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_global_state_c92_a042_04369be5.csv,7,0,9,8,4,3,6,-0.09745794553432557,-0.09912531665571164,-0.10686516516387808,-0.07993941930072933,-0.10289871041309333,-0.11521153566840274,-0.09937589646897814,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_global_state_c92_a042_04369be5.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,37,True,0.0,0.0,-0.0017659596464897022,0.08329242176942335,0.07911044397814991,0.08329242176942335,-0.00059669674430224,0.4999070038610038,0.6827191969111969,0.18281219305019306,0.7303941312741312,0.03680183213211085,1.9445903550648804,0.08520150411723341,1.855451966752316,27,13,4,3.945945945945946,0.8491891891891891,0.457486765194148,14,2.642857142857143,3,0.5878356085582098,0.18088873159863955,0.38690476190476186,27,0.851031297268872,27,0.7627180648527838,17,0.4403452346023681,0,0.0,0.7708333333333333,0.14896870273112806,0.40103105203226874
h113_rowroute_h112_core_c48_a058_79939775,rowroute_h112_core_c48_a058,public_residual_toxicity_solver,h112_core,"H112 was right locally, but only rows where multiple H112 cells form one route are action-grade",state_core,0.1,48,0.58,0.24,23,23,10,-2.0088794257873692e-05,6.985453712157485e-06,1.1872142407720379e-05,0.9130434782608695,1.0,0.5412074534161492,0.9130434782608695,0.04098202236024842,0.7819875776397517,-0.04206928169108261,0.2580374846550597,0.23179983213083222,0.0,0.00013187664144813152,0.03414458039878532,5,"3,61,70,78,110,135,136,139,151,164",0.37025305483928145,submission_h113_rowroute_h112_core_c48_a058_79939775.csv,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_h112_core_c48_a058_79939775.csv,3,0,5,5,3,3,4,-0.10079629425375478,-0.09059124828730254,-0.10128391441329723,-0.07194726473959219,-0.09823807967835031,-0.10952439670396763,-0.0984038375326977,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_h112_core_c48_a058_79939775.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,23,True,0.0,0.0,-0.005356426735467639,0.0998104466517299,0.09935984066951925,0.0998104466517299,-0.0007754980242378396,0.47703818633540374,0.7140873619875777,0.23704917565217395,0.7852236024844721,0.008982279151083595,0.9620623234506283,0.03839041294271527,0.9492366645273379,21,9,3,4.434782608695652,0.6375,0.4798107493393846,10,2.3,2,0.685914882148671,0.23695909914285712,0.3666666666666666,22,0.8259380275399598,21,0.7620794296526862,12,0.3757197712403059,0,0.0,0.47916666666666663,0.17406197246004018,0.384829435561781
h113_rowroute_quality_stage_c60_a055_731ca99a,rowroute_quality_stage_c60_a055,public_residual_toxicity_solver,quality_stage,"the hidden state is a Q1/Q3 plus selected S quality-stage route, not an S-only objective route",state_core,0.1,60,0.55,0.23,32,32,13,-2.2718143359196172e-05,7.434273774855075e-06,1.3834197344322819e-05,0.9375,1.0,0.5563848214285715,0.9375,0.014485310714285696,0.7519374999999999,-0.04557040752995765,0.28691200368470166,0.25977888932778676,0.0,0.0001629928253937185,0.032366761225787966,7,"0,3,61,70,78,98,110,135,136,139,151,164,196",0.3850344195514634,submission_h113_rowroute_quality_stage_c60_a055_731ca99a.csv,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_quality_stage_c60_a055_731ca99a.csv,4,0,8,7,3,3,7,-0.09785179426285354,-0.09723437056200859,-0.10703088083154519,-0.07788444252751607,-0.10050637269432403,-0.10491588272267716,-0.09610648378677564,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_quality_stage_c60_a055_731ca99a.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,32,True,0.0,0.0,-0.006180353223894212,0.10123146527420733,0.10081031976196086,0.10123146527420733,-0.0007223717793075534,0.5007873303571428,0.6964281941071429,0.19564086375000006,0.7293198214285714,0.02787903419985596,0.7165958186761178,0.037127148994149005,0.7128834909315078,29,13,3,4.40625,0.7899999999999998,0.4880980543973105,13,2.4615384615384617,2,0.6581871697801899,0.19954140347985352,0.41666666666666663,30,0.869598003408583,29,0.8029765324415217,17,0.3938170800057861,0,0.0,0.6666666666666667,0.13040199659141705,0.37814620389270787
h113_rowroute_antidote_objective_c72_a052_20f02c6f,rowroute_antidote_objective_c72_a052,public_residual_toxicity_solver,antidote_objective,"public punishes isolated objective-stage corrections, but Q3/S antidote routes survive as row-level assignments",state_core,0.1,72,0.52,0.22,28,28,11,-1.89363931222162e-05,6.11949620999769e-06,1.1677883802990853e-05,0.8928571428571429,1.0,0.5542183673469389,0.8928571428571429,0.032691583673469374,0.727561224489796,-0.04425454170482439,0.27022440943211773,0.24364471937506832,0.0,0.00013296634843737893,0.030589966004484825,7,"0,3,70,78,98,110,135,136,151,164,196",0.3744365545958845,submission_h113_rowroute_antidote_objective_c72_a052_20f02c6f.csv,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_antidote_objective_c72_a052_20f02c6f.csv,5,0,7,6,2,2,6,-0.0899901669582252,-0.08919233222939026,-0.0995724410007712,-0.07008892935613652,-0.09329277721180577,-0.09554875464398117,-0.09372540585779483,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_antidote_objective_c72_a052_20f02c6f.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,28,True,0.0,0.0,-0.004946555452884691,0.10478494848803502,0.10318400271433803,0.10478494848803502,-0.0006864954598939712,0.5001397040816327,0.6951958036734693,0.19505609959183673,0.7273797959183674,0.02989395504641155,0.9745428982503842,0.034558102455611014,0.963214935907105,25,12,3,4.5,0.73,0.46815118443497794,11,2.5454545454545454,2,0.6120091872580484,0.19635555978354982,0.4621212121212121,25,0.8326620441312395,25,0.7742114870115675,14,0.3569023873415754,0,0.0,0.5833333333333334,0.16733795586876055,0.36474940135554296
h113_rowroute_h108_rejected_bridge_c64_a050_5fab1d43,rowroute_h108_rejected_bridge_c64_a050,public_residual_toxicity_solver,h108_rejected_bridge,H108-rejected cells were not toxic alone; they need the correct row companions to become public-safe,state_core,0.1,64,0.5,0.21,27,27,10,-2.036337829100976e-05,5.892672043885093e-06,1.1811677039072779e-05,0.9259259259259259,1.0,0.5530116402116403,0.9259259259259259,0.024632736507936497,0.7367830687830689,-0.04275334412478278,0.2594972248286435,0.2337318093226985,0.0,0.00013032583058836394,0.029406026730430135,6,"0,3,70,78,98,110,135,136,151,164",0.3766586382249849,submission_h113_rowroute_h108_rejected_bridge_c64_a050_5fab1d43.csv,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_h108_rejected_bridge_c64_a050_5fab1d43.csv,4,0,6,6,3,2,6,-0.08076527477646386,-0.0795661796153255,-0.08905406436837582,-0.06350048763824981,-0.09265995510449665,-0.0904185101323981,-0.09096015782321393,/Users/kbsoo/Downloads/cl2/hitl/h113_row_route_equation_solver_hsjepa/submission_h113_rowroute_h108_rejected_bridge_c64_a050_5fab1d43.csv,250,True,0,0,4.939277944527429e-06,0.9999967514907456,27,True,0.0,0.0,-0.006073407004014725,0.09767418325503717,0.09724229610580365,0.09767418325503717,-0.000717679751482032,0.5149121058201058,0.6956773511111111,0.18076524529100532,0.7069458201058202,0.031042471080985568,0.7889177687204489,0.03967356859279382,0.8003783999013726,25,12,3,4.703703703703703,0.71,0.46300958656730207,10,2.7,2,0.6635217819985527,0.18784347861904765,0.4583333333333333,23,0.7935424383748455,25,0.797179306271176,14,0.4022977032324905,0,0.0,0.5625,0.2064575616251545,0.35969333759737676
