candidate_id,bundle_id,row,subject_id,template,targets,flat_indices,target_indices,moves,score,residual_toxicity,residual_safety,residual_gap,antidote_score,h111_rate,h108_rejected_rate,h109_rate,family_count
h113_rowroute_h112_core_c48_a058_79939775,r135_h112_core_Q1_S4_Q3,135,id06,h112_core,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.07623078095430554), np.float64(-0.10657560444966047), np.float64(0.0686236045348382))",0.8356871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333
h113_rowroute_h112_core_c48_a058_79939775,r164_h112_core_S4_S1_Q1,164,id07,h112_core,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.09550790224960094), np.float64(0.09637436946333212), np.float64(-0.1383424650040882))",0.8207915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333
h113_rowroute_h112_core_c48_a058_79939775,r003_h112_core_S1_Q3,3,id01,h112_core,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.049638695112543006), np.float64(0.04512342613151147))",0.7866867681263996,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5
h113_rowroute_h112_core_c48_a058_79939775,r139_h112_core_S4_Q3,139,id06,h112_core,"('S4', 'Q3')","(979, 975)","(6, 2)","(np.float64(-0.06624390353489695), np.float64(0.027103169705351492))",0.735950669802159,0.48362742857142854,0.6905451114285714,0.2069176828571429,0.9190771428571429,1.0,0.0,0.0,3.5
h113_rowroute_h112_core_c48_a058_79939775,r070_h112_core_S3_Q3,70,id03,h112_core,"('S3', 'Q3')","(495, 492)","(5, 2)","(np.float64(0.023283656485611714), np.float64(0.061003947238490695))",0.7224702330692041,0.5119131428571428,0.8084398714285715,0.2965267285714287,0.7077028571428571,1.0,0.0,0.0,4.5
h113_rowroute_h112_core_c48_a058_79939775,r151_h112_core_S2_Q3,151,id06,h112_core,"('S2', 'Q3')","(1061, 1059)","(4, 2)","(np.float64(0.05701420933470507), np.float64(0.12607495117536166))",0.6743659848697088,0.4652627142857143,0.6499470371428571,0.1846843228571428,0.8090542857142857,1.0,1.0,0.0,5.5
h113_rowroute_h112_core_c48_a058_79939775,r078_h112_core_S3_S2,78,id03,h112_core,"('S3', 'S2')","(551, 550)","(5, 4)","(np.float64(0.01169688117716648), np.float64(-0.040902426469317535))",0.6114657904418238,0.4356374285714285,0.7304910514285714,0.29485362285714295,0.6857914285714285,1.0,0.0,0.0,3.5
h113_rowroute_h112_core_c48_a058_79939775,r061_h112_core_S1_S3_S2,61,id03,h112_core,"('S1', 'S3', 'S2')","(430, 432, 431)","(3, 5, 4)","(np.float64(-0.0500918881809739), np.float64(0.028155531339750805), np.float64(0.031806627435575524))",0.6110161055556164,0.4785235238095238,0.7034791276190475,0.22495560380952384,0.6416438095238095,0.6666666666666666,0.3333333333333333,0.0,3.0
h113_rowroute_h112_core_c48_a058_79939775,r110_h112_core_S1_Q1,110,id05,h112_core,"('S1', 'Q1')","(773, 770)","(3, 0)","(np.float64(-0.036054651855468245), np.float64(0.023796807756051457))",0.5677426985212662,0.556275,0.6804850657142857,0.1242100657142857,0.6646971428571428,1.0,0.0,0.0,4.5
h113_rowroute_h112_core_c48_a058_79939775,r136_quality_stage_S4_S1,136,id06,quality_stage,"('S4', 'S1')","(958, 955)","(6, 3)","(np.float64(-0.055548329601294834), np.float64(0.023629630120112172))",0.49297183160476915,0.39689185714285713,0.6847583028571429,0.28786644571428577,0.7970514285714286,0.5,0.0,0.0,3.0
h113_rowroute_antidote_objective_c72_a052_20f02c6f,r135_quality_stage_Q1_S4_Q3,135,id06,quality_stage,"('Q1', 'S4', 'Q3')","(945, 951, 947)","(0, 6, 2)","(np.float64(-0.06834483809696358), np.float64(-0.09555054192038526), np.float64(0.06152461096226874))",0.7856871986275328,0.4803179047619048,0.7548197104761906,0.2745018057142857,0.9060819047619048,1.0,0.6666666666666666,0.0,5.333333333333333
h113_rowroute_antidote_objective_c72_a052_20f02c6f,r164_quality_stage_S4_S1_Q1,164,id07,quality_stage,"('S4', 'S1', 'Q1')","(1154, 1151, 1148)","(6, 3, 0)","(np.float64(-0.08562777443067672), np.float64(0.08640460710505639), np.float64(-0.12403117552090669))",0.7707915408682309,0.4820683809523809,0.6955600285714286,0.21349164761904774,0.8975257142857144,1.0,0.6666666666666666,1.0,6.333333333333333
h113_rowroute_antidote_objective_c72_a052_20f02c6f,r003_objective_antidote_S1_Q3,3,id01,objective_antidote,"('S1', 'Q3')","(24, 23)","(3, 2)","(np.float64(0.044503657687107526), np.float64(0.04045548549721718))",0.7366867681263995,0.47496685714285714,0.7365499228571428,0.2615830657142857,0.77882,1.0,1.0,0.0,4.5
