law_name,feature_view,model_name,policy,param,logloss,selected_rows,switched_cells,mean_realized_gain_all_rows,mean_realized_gain_selected_rows,positive_row_gain_rate,row_null_p_ge_observed,row_null_z,row_null_mean,row_null_std
route_reset_context__tree_depth2_leaf5,route_reset_context,tree_depth2_leaf5,topfrac,0.01,0.6359901721749205,1,7,0.0010069099760742683,0.10572554748779817,1.0,0.12266666666666666,1.0812115630478114,-0.00014298582452077798,0.0010635252524988006
full_row_context__tree_depth2_leaf5,full_row_context,tree_depth2_leaf5,topfrac,0.01,0.6359901721749205,1,7,0.0010069099760742683,0.10572554748779817,1.0,0.12266666666666666,1.0888136670745288,-0.00014978526032149222,0.0010623445235617027
full_row_context__tree_depth4_leaf3,full_row_context,tree_depth4_leaf3,topfrac,0.01,0.6359901721749205,1,7,0.0010069099760742683,0.10572554748779817,1.0,0.12916666666666668,1.0874353842070301,-0.000189440557320479,0.001100157812380861
full_row_context__tree_depth5_leaf2,full_row_context,tree_depth5_leaf2,topfrac,0.01,0.6359901721749205,1,7,0.0010069099760742683,0.10572554748779817,1.0,0.12916666666666668,1.0657632873728438,-0.00015247489024578997,0.0010878446274669453
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,topfrac,0.08,0.6360394595375074,8,56,0.0009576226134873982,0.012568796802022102,0.625,0.09416666666666666,1.270794704626683,-0.001662673598617202,0.0020619351045174173
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,topfrac,0.01,0.636109290578799,1,7,0.0008877915721958284,0.09321811508056199,1.0,0.059333333333333335,1.4181914832410147,-0.00020274136506847528,0.0007689602921405874
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,topfrac,0.1,0.636175335817062,10,70,0.0008217463339327855,0.008628336506294248,0.6,0.09733333333333333,1.2602969047032373,-0.0020905907709506534,0.0023108341328261918
episode_context__elasticnet_sparse,episode_context,elasticnet_sparse,topfrac,0.1,0.6362045535281131,10,70,0.0007925286228816677,0.008321550540257511,0.7,0.10216666666666667,1.2376243642621474,-0.002077417796626734,0.0023189155792189176
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,threshold,0.04,0.6362739594682805,9,63,0.0007231226827144066,0.008436431298334744,0.5555555555555556,0.10933333333333334,1.2019612547750087,-0.0019242141465464417,0.002202514281341286
episode_context__elasticnet_sparse,episode_context,elasticnet_sparse,threshold,0.04,0.63628368323598,9,63,0.0007133989150150146,0.008322987341841837,0.6666666666666666,0.11033333333333334,1.1896518907855804,-0.0019140985866175002,0.0022086271807608025
full_row_context__elasticnet_sparse,full_row_context,elasticnet_sparse,topfrac,0.01,0.636384085881063,1,7,0.0006129962699319002,0.06436460834284952,1.0,0.11633333333333333,1.0309606999252545,-0.00018686539441172,0.0007758410814317276
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,topfrac,0.2,0.6366333265744872,21,147,0.00036375557650758397,0.00181877788253792,0.5238095238095238,0.0555,1.5573168977007608,-0.004484421949010871,0.0031131605472697024
episode_context__elasticnet_sparse,episode_context,elasticnet_sparse,topfrac,0.06,0.636641524785237,6,42,0.00035555736575795723,0.006222253900764252,0.6666666666666666,0.191,0.8788295103786702,-0.0012560285971722645,0.0018337868083603854
episode_context__elasticnet_sparse,episode_context,elasticnet_sparse,topfrac,0.08,0.6366865578046645,8,56,0.0003105243463303151,0.004075632045585385,0.625,0.17383333333333334,0.9492739533387021,-0.0016509944119399646,0.002066335804718332
route_reset_context__elasticnet_sparse,route_reset_context,elasticnet_sparse,threshold,0.02,0.6366964021526411,25,175,0.000300679998353723,0.0012628559930856365,0.52,0.050666666666666665,1.6289480226315822,-0.005213573662785087,0.0033851624389036536
episode_context__elasticnet_sparse,episode_context,elasticnet_sparse,topfrac,0.02,0.6369472424299196,2,14,4.9839721075204505e-05,0.0026165853564482366,0.5,0.3433333333333333,0.4360233313621352,-0.00041175497674233444,0.001058646784738603
raw_knn_blend_baseline,none,raw_knn_blend,baseline,0.0,0.6369970821509948,0,0,0.0,0.0,0.0,1.0,0.0,,
