file,public_lb,actual_delta_vs_h057,changed_cells_vs_h057,changed_rows_vs_h057,x_mean,x_std,action_health_pred_delta_vs_h057,loo_pred_delta_vs_h057,loo_abs_error
submission_h042_target_Q2_phase_k45_s0.5_c45_50fc6607_uploadsafe.csv,0.5679048248,0.00015723090000008266,270,45,0.00018760151490257183,0.0008797164891944915,0.00015777184894551492,0.00026331518079307167,0.00010608428079298901
submission_h050_target_route_phase_b140216b_uploadsafe.csv,0.5679048248,0.00015723090000008266,343,111,0.00012795038003034166,0.0009877410678482779,0.000157099518261978,0.00011047333458640952,4.675756541367314e-05
submission_h012_public_equation_top_all_k1200_a0.7_uploadsafe.csv,0.5681234831,0.0003758892000000902,315,45,0.0003438869742450307,0.001641406187377996,0.0003757551438521206,0.0002166673968819098,0.00015922180311818038
submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,0.5761589494,0.00841135550000005,1258,250,0.007876229245159322,0.019543279162706702,0.008415967539960852,0.008474044828849997,6.268932884994673e-05
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,0.5762805676,0.008532973700000057,1258,250,0.007993571578949688,0.020671770282100016,0.008528224442889901,0.008449484962128079,8.348873787197841e-05
submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,0.576290429,0.00854283510000009,1343,250,0.007996705659441841,0.020035068316354848,0.008542663725788819,0.008531497669682362,1.1337430317727784e-05
submission_e95_hardtail_541e3973.csv,0.5762913298,0.008543735900000016,1402,250,0.00800338795326868,0.020563490476781156,0.008541885319087773,0.008524720179758395,1.9015720241620515e-05
submission_e101_q2s3tail_177569bc.csv,0.576300366,0.00855277210000005,1413,250,0.008012481582380939,0.02056697878548132,0.008552915496080981,0.00855931590124602,6.543801245970093e-06
submission_mixmin_0c916bb4.csv,0.5763066405,0.008559046600000064,1489,250,0.00801708391323843,0.020584773453221666,0.008559001287473517,0.008539378901062353,1.966769893771078e-05
submission_e176_abl_q2_to0p75_91e49725.csv,0.576311831,0.008564237100000094,1612,250,0.00802334861076857,0.02058193959706296,0.00856546581110356,0.008587061460563416,2.282436056332167e-05
submission_e267_humansocial_tail_balanced_2936100f.csv,0.5763294974,0.008581903499999988,1268,250,0.008040922683633038,0.019791670791457106,0.008582009464154052,0.008632053878969974,5.015037896998614e-05
submission_e72_topabs50_q2s3_gate_4e48cba2.csv,0.5764077772,0.008660183300000068,1545,250,0.008116889091643237,0.02062723944577295,0.008660441026695269,0.008807922095788017,0.00014773879578794911
submission_e323_5508f966_uploadsafe.csv,0.5770355016,0.009287907699999987,1744,250,0.008747661142929802,0.020252571259431702,0.0092879248986544,0.011133061317762082,0.0018451536177620954
submission_e216_maskfam_jepa_s2_rank_e154_s0p75_eaac6709.csv,0.5772865088,0.009538914900000028,1396,250,0.00899235811793173,0.02171686476811692,0.00953899301469484,0.010456223540309745,0.0009173086403097171
submission_frontier_cvjepa_refine_a2c8d2c8.csv,0.577439321,0.009691727099999992,1620,250,0.009154269133959413,0.021561260722223686,0.009691634077307136,0.009640188571004538,5.153852899545362e-05
submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,0.5775263072,0.00977871330000002,1750,250,0.009239576772212226,0.02179158628605404,0.009778882442407643,0.009861533132777255,8.281983277723566e-05
submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,0.5779449757,0.010197381800000072,1750,250,0.009656382746758023,0.021931329834510523,0.010197378348621462,0.010259351821261958,6.197002126188608e-05
submission_h010_objective_s1s4_v2_uploadsafe.csv,0.5781718175,0.01042422360000006,1744,250,0.00987521016253526,0.022080470498001173,0.010424259473813221,0.011576898598844188,0.0011526749988441283
submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,0.5783033652,0.010555771300000072,1750,250,0.010018479887870378,0.023106693300389936,0.010555760149169134,0.011147168045560835,0.0005913967455607634
submission_hybrid_0p578_logit_after_subject_final9_strict.csv,0.5784273528,0.010679758900000058,1750,250,0.010134555827646437,0.02279357300691798,0.010679749573077747,0.009753108854961326,0.0009266500450387325
submission_jepa_latent_q2_w0p45.csv,0.5798012862,0.012053692300000085,1750,250,0.011513880488401702,0.025680514674364184,0.012053667413477243,0.011652709678164425,0.00040098262183566047
submission_lejepa_targetwise_strict_best_scale0p5.csv,0.5802468192,0.012499225300000028,1750,250,0.011958180934243886,0.025266406632769776,0.012499218044320711,0.01308199814236606,0.0005827728423660333
submission_jepa_latent_residual_probe.csv,0.5812273278,0.013479733900000013,1750,250,0.012946200445985283,0.024029752830748034,0.013479725746396715,0.013749631565571461,0.0002698976655714485
