latent_dims,anisotropy,eig_max,eig_min,score_std,score_top50_mean,score_all_mean,top200_outside_h069_rate,top200_h068_overlap_rate
7,5.491118920874264,5.494206943287972,0.0033716326191623367,0.33932252568271226,0.9426691155070774,0.34351401520912783,0.9,0.305
