target,selected_cells,selected_gain_sum,selected_mean_gain,selected_positive_gain_rate,active_subjects
Q2,67,2.734587494566062,0.0408147387248666,0.6268656716417911,7
Q3,7,0.727262613165229,0.10389465902360415,0.8571428571428571,3
S3,35,2.9534389523654143,0.08438397006758326,0.9428571428571428,7
S4,57,3.7075097767231493,0.06504403117058156,0.7368421052631579,9
