target,policy,decoder_action,fraction,subject_id,selected_cells,gain_sum
Q2,release_high_all,raw_memory_release,0.1,id01,27,0.009265945742950699
Q2,release_high_all,raw_memory_release,0.1,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id03,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id05,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id06,2,-0.41628675487664735
Q2,release_high_all,raw_memory_release,0.1,id07,16,0.713865181179441
Q2,release_high_all,raw_memory_release,0.1,id08,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.1,id10,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id01,24,-0.030540033229602193
Q2,release_high_decisive,raw_memory_release,0.1,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id05,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id06,2,-0.41628675487664735
Q2,release_high_decisive,raw_memory_release,0.1,id07,11,0.8612915492731834
Q2,release_high_decisive,raw_memory_release,0.1,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.1,id10,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id02,8,1.1894959908532599
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id03,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id04,2,0.23690532659771385
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id05,2,-0.4047878648817167
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id06,2,-0.545435548688924
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id07,5,0.3719195965351221
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id08,4,0.3534128538518831
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id09,12,-1.8803791665074119
Q2,inverse_low_decisive,inverse_toxic_memory,0.1,id10,2,-0.19494528661330013
Q2,release_high_all,raw_memory_release,0.14,id01,34,0.16032759958048354
Q2,release_high_all,raw_memory_release,0.14,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.14,id03,1,0.23477151437385163
Q2,release_high_all,raw_memory_release,0.14,id04,0,0.0
Q2,release_high_all,raw_memory_release,0.14,id05,1,0.4518894697293459
Q2,release_high_all,raw_memory_release,0.14,id06,4,-0.040400515223189826
Q2,release_high_all,raw_memory_release,0.14,id07,20,0.3923748350865476
Q2,release_high_all,raw_memory_release,0.14,id08,1,0.1943221770294385
Q2,release_high_all,raw_memory_release,0.14,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.14,id10,2,0.5903378644833821
Q2,release_high_decisive,raw_memory_release,0.14,id01,33,0.08888846660378691
Q2,release_high_decisive,raw_memory_release,0.14,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.14,id03,0,0.0
Q2,release_high_decisive,raw_memory_release,0.14,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.14,id05,1,0.4518894697293459
Q2,release_high_decisive,raw_memory_release,0.14,id06,3,-0.22797133623114663
Q2,release_high_decisive,raw_memory_release,0.14,id07,14,0.8489568821498913
Q2,release_high_decisive,raw_memory_release,0.14,id08,0,0.0
Q2,release_high_decisive,raw_memory_release,0.14,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.14,id10,1,0.3322674030504935
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id02,13,0.601835147149761
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id03,1,0.05253088216431512
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id04,2,0.23690532659771385
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id05,4,-0.6333876186462617
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id06,3,-0.6889454454573595
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id07,7,0.3956040505950109
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id08,5,0.5762774257776033
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id09,14,-1.512090803036295
Q2,inverse_low_decisive,inverse_toxic_memory,0.14,id10,3,-0.08637870223761479
Q2,release_high_all,raw_memory_release,0.18,id01,39,-0.006042372318683875
Q2,release_high_all,raw_memory_release,0.18,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.18,id03,1,0.23477151437385163
Q2,release_high_all,raw_memory_release,0.18,id04,2,-0.16889626976543626
Q2,release_high_all,raw_memory_release,0.18,id05,2,0.6529127336059818
Q2,release_high_all,raw_memory_release,0.18,id06,5,0.05080992860497091
Q2,release_high_all,raw_memory_release,0.18,id07,23,0.500641594301336
Q2,release_high_all,raw_memory_release,0.18,id08,6,1.6116465380326483
Q2,release_high_all,raw_memory_release,0.18,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.18,id10,3,0.3009010279760779
Q2,release_high_decisive,raw_memory_release,0.18,id01,38,0.09703964508851226
Q2,release_high_decisive,raw_memory_release,0.18,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.18,id03,1,0.23477151437385163
Q2,release_high_decisive,raw_memory_release,0.18,id04,0,0.0
Q2,release_high_decisive,raw_memory_release,0.18,id05,2,0.6529127336059818
Q2,release_high_decisive,raw_memory_release,0.18,id06,5,0.05080992860497091
Q2,release_high_decisive,raw_memory_release,0.18,id07,16,0.3492942314882853
Q2,release_high_decisive,raw_memory_release,0.18,id08,3,0.7594215769210784
Q2,release_high_decisive,raw_memory_release,0.18,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.18,id10,2,0.5903378644833821
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id02,16,0.15573748884044059
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id03,3,-0.040231450811103464
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id04,3,0.3398899362070663
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id05,5,-0.42000860969324055
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id06,6,-1.0305486886891213
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id07,10,0.05202141863432552
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id08,5,0.5762774257776033
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id09,16,-1.7894376879028797
Q2,inverse_low_decisive,inverse_toxic_memory,0.18,id10,3,-0.08637870223761479
Q2,release_high_all,raw_memory_release,0.25,id01,41,-0.21221547368809768
Q2,release_high_all,raw_memory_release,0.25,id02,0,0.0
Q2,release_high_all,raw_memory_release,0.25,id03,5,0.3997664798194272
Q2,release_high_all,raw_memory_release,0.25,id04,5,-0.1060589174874852
Q2,release_high_all,raw_memory_release,0.25,id05,4,0.8365084101454177
Q2,release_high_all,raw_memory_release,0.25,id06,8,-0.10596622475294282
Q2,release_high_all,raw_memory_release,0.25,id07,26,0.3430755227352613
Q2,release_high_all,raw_memory_release,0.25,id08,16,3.3265847247532507
Q2,release_high_all,raw_memory_release,0.25,id09,0,0.0
Q2,release_high_all,raw_memory_release,0.25,id10,7,0.10916042035844681
Q2,release_high_decisive,raw_memory_release,0.25,id01,41,-0.21221547368809768
Q2,release_high_decisive,raw_memory_release,0.25,id02,0,0.0
Q2,release_high_decisive,raw_memory_release,0.25,id03,2,0.32451734405997396
Q2,release_high_decisive,raw_memory_release,0.25,id04,1,-0.15787750272200352
Q2,release_high_decisive,raw_memory_release,0.25,id05,3,0.8055264101680373
Q2,release_high_decisive,raw_memory_release,0.25,id06,7,0.2683590523224114
Q2,release_high_decisive,raw_memory_release,0.25,id07,20,0.6153738768787497
Q2,release_high_decisive,raw_memory_release,0.25,id08,13,2.7075996787257774
Q2,release_high_decisive,raw_memory_release,0.25,id09,0,0.0
Q2,release_high_decisive,raw_memory_release,0.25,id10,6,-0.1388928436133447
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id01,0,0.0
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id02,23,-0.49299449156847086
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id03,4,-0.24270717834646893
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id04,7,-0.04487689164009956
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id05,7,-0.11548051392980346
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id06,8,-1.5754491423235226
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id07,11,-0.08267498881772972
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id08,6,0.6391572645806611
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id09,19,-2.995853200272397
Q2,inverse_low_decisive,inverse_toxic_memory,0.25,id10,8,-0.25947790805446724
Q3,hold,none,0.0,id01,0,0.0
Q3,hold,none,0.0,id02,0,0.0
Q3,hold,none,0.0,id03,0,0.0
Q3,hold,none,0.0,id04,0,0.0
Q3,hold,none,0.0,id05,0,0.0
Q3,hold,none,0.0,id06,0,0.0
Q3,hold,none,0.0,id07,0,0.0
Q3,hold,none,0.0,id08,0,0.0
Q3,hold,none,0.0,id09,0,0.0
Q3,hold,none,0.0,id10,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id01,5,-0.22980197680095432
Q3,release_high_all,raw_memory_release,0.02,id02,2,-0.41960511306657067
Q3,release_high_all,raw_memory_release,0.02,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id04,1,0.21571420739716946
Q3,release_high_all,raw_memory_release,0.02,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.02,id06,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id08,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id09,0,0.0
Q3,release_high_all,raw_memory_release,0.02,id10,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id01,4,-0.30037634940355223
Q3,release_high_decisive,raw_memory_release,0.02,id02,1,-0.6330440674622112
Q3,release_high_decisive,raw_memory_release,0.02,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id04,1,0.21571420739716946
Q3,release_high_decisive,raw_memory_release,0.02,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.02,id06,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id08,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.02,id10,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id02,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id03,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id04,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id05,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id06,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id07,3,0.3120773522951993
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id08,2,0.04852709693374185
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id09,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.02,id10,2,0.36665816393628786
Q3,release_high_all,raw_memory_release,0.04,id01,6,-0.15915750463144052
Q3,release_high_all,raw_memory_release,0.04,id02,3,-0.20364205363292587
Q3,release_high_all,raw_memory_release,0.04,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.04,id04,1,0.21571420739716946
Q3,release_high_all,raw_memory_release,0.04,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.04,id06,3,-0.10526962852474925
Q3,release_high_all,raw_memory_release,0.04,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.04,id08,3,-0.09664155484053111
Q3,release_high_all,raw_memory_release,0.04,id09,0,0.0
Q3,release_high_all,raw_memory_release,0.04,id10,1,-0.22582227697105361
Q3,release_high_decisive,raw_memory_release,0.04,id01,6,-0.15915750463144052
Q3,release_high_decisive,raw_memory_release,0.04,id02,3,-0.20364205363292587
Q3,release_high_decisive,raw_memory_release,0.04,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.04,id04,1,0.21571420739716946
Q3,release_high_decisive,raw_memory_release,0.04,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.04,id06,0,0.0
Q3,release_high_decisive,raw_memory_release,0.04,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.04,id08,2,-0.26192867502115225
Q3,release_high_decisive,raw_memory_release,0.04,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.04,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id02,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id03,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id04,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id05,1,-0.12796252123798846
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id06,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id07,3,0.3120773522951993
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id08,5,-0.6369341050015433
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id09,1,0.07864760772860485
Q3,inverse_low_decisive,inverse_toxic_memory,0.04,id10,4,0.1807540705225255
Q3,release_high_all,raw_memory_release,0.06,id01,11,-0.1946026785425397
Q3,release_high_all,raw_memory_release,0.06,id02,3,-0.20364205363292587
Q3,release_high_all,raw_memory_release,0.06,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.06,id04,2,0.46211511133887145
Q3,release_high_all,raw_memory_release,0.06,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.06,id06,5,0.20812316994685576
Q3,release_high_all,raw_memory_release,0.06,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.06,id08,4,0.08232646144165168
Q3,release_high_all,raw_memory_release,0.06,id09,0,0.0
Q3,release_high_all,raw_memory_release,0.06,id10,1,-0.22582227697105361
Q3,release_high_decisive,raw_memory_release,0.06,id01,6,-0.15915750463144052
Q3,release_high_decisive,raw_memory_release,0.06,id02,3,-0.20364205363292587
Q3,release_high_decisive,raw_memory_release,0.06,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.06,id04,2,0.46211511133887145
Q3,release_high_decisive,raw_memory_release,0.06,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.06,id06,4,-0.008980825413196614
Q3,release_high_decisive,raw_memory_release,0.06,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.06,id08,4,0.08232646144165168
Q3,release_high_decisive,raw_memory_release,0.06,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.06,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id02,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id03,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id04,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id05,1,-0.12796252123798846
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id06,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id07,5,-0.07242218488564178
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id08,9,-0.8226047803222094
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id09,1,0.07864760772860485
Q3,inverse_low_decisive,inverse_toxic_memory,0.06,id10,5,0.40365060781727596
Q3,release_high_all,raw_memory_release,0.08,id01,20,-0.336050331294273
Q3,release_high_all,raw_memory_release,0.08,id02,3,-0.20364205363292587
Q3,release_high_all,raw_memory_release,0.08,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.08,id04,2,0.46211511133887145
Q3,release_high_all,raw_memory_release,0.08,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.08,id06,5,0.20812316994685576
Q3,release_high_all,raw_memory_release,0.08,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.08,id08,4,0.08232646144165168
Q3,release_high_all,raw_memory_release,0.08,id09,0,0.0
Q3,release_high_all,raw_memory_release,0.08,id10,1,-0.22582227697105361
Q3,release_high_decisive,raw_memory_release,0.08,id01,12,-0.12404152332854324
Q3,release_high_decisive,raw_memory_release,0.08,id02,3,-0.20364205363292587
Q3,release_high_decisive,raw_memory_release,0.08,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.08,id04,2,0.46211511133887145
Q3,release_high_decisive,raw_memory_release,0.08,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.08,id06,5,0.20812316994685576
Q3,release_high_decisive,raw_memory_release,0.08,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.08,id08,4,0.08232646144165168
Q3,release_high_decisive,raw_memory_release,0.08,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.08,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id02,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id03,1,-0.20831028993635248
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id04,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id05,3,-0.27138624269418243
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id06,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id07,5,-0.07242218488564178
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id08,10,-0.565647942663841
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id09,2,-0.08131913666512375
Q3,inverse_low_decisive,inverse_toxic_memory,0.08,id10,7,0.15387132204068732
Q3,release_high_all,raw_memory_release,0.1,id01,29,-0.08922366972514745
Q3,release_high_all,raw_memory_release,0.1,id02,3,-0.20364205363292587
Q3,release_high_all,raw_memory_release,0.1,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.1,id04,2,0.46211511133887145
Q3,release_high_all,raw_memory_release,0.1,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.1,id06,5,0.20812316994685576
Q3,release_high_all,raw_memory_release,0.1,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.1,id08,4,0.08232646144165168
Q3,release_high_all,raw_memory_release,0.1,id09,0,0.0
Q3,release_high_all,raw_memory_release,0.1,id10,1,-0.22582227697105361
Q3,release_high_decisive,raw_memory_release,0.1,id01,19,-0.21248721518073665
Q3,release_high_decisive,raw_memory_release,0.1,id02,3,-0.20364205363292587
Q3,release_high_decisive,raw_memory_release,0.1,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.1,id04,2,0.46211511133887145
Q3,release_high_decisive,raw_memory_release,0.1,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.1,id06,5,0.20812316994685576
Q3,release_high_decisive,raw_memory_release,0.1,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.1,id08,4,0.08232646144165168
Q3,release_high_decisive,raw_memory_release,0.1,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.1,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id02,1,0.16644559143680981
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id03,1,-0.20831028993635248
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id04,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id05,3,-0.27138624269418243
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id06,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id07,6,0.15119258844744465
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id08,12,-0.19460627742046316
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id09,3,-0.0212429337659229
Q3,inverse_low_decisive,inverse_toxic_memory,0.1,id10,9,0.42509439246554187
Q3,release_high_all,raw_memory_release,0.14,id01,41,-0.40742368924473443
Q3,release_high_all,raw_memory_release,0.14,id02,4,0.058249622716471716
Q3,release_high_all,raw_memory_release,0.14,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.14,id04,3,0.7303305598362788
Q3,release_high_all,raw_memory_release,0.14,id05,1,0.26271127276819817
Q3,release_high_all,raw_memory_release,0.14,id06,6,-0.6048202055267655
Q3,release_high_all,raw_memory_release,0.14,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.14,id08,6,-0.7293541017936598
Q3,release_high_all,raw_memory_release,0.14,id09,1,0.07916087167274027
Q3,release_high_all,raw_memory_release,0.14,id10,1,-0.22582227697105361
Q3,release_high_decisive,raw_memory_release,0.14,id01,32,-0.0717224766001997
Q3,release_high_decisive,raw_memory_release,0.14,id02,3,-0.20364205363292587
Q3,release_high_decisive,raw_memory_release,0.14,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.14,id04,2,0.46211511133887145
Q3,release_high_decisive,raw_memory_release,0.14,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.14,id06,6,-0.6048202055267655
Q3,release_high_decisive,raw_memory_release,0.14,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.14,id08,4,0.08232646144165168
Q3,release_high_decisive,raw_memory_release,0.14,id09,0,0.0
Q3,release_high_decisive,raw_memory_release,0.14,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id02,1,0.16644559143680981
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id03,3,-0.05987111777814963
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id04,2,0.27057856263333163
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id05,3,-0.27138624269418243
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id06,2,0.3995016876116569
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id07,8,-0.047410818395778875
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id08,14,-0.4638128554454647
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id09,4,0.048531016785352654
Q3,inverse_low_decisive,inverse_toxic_memory,0.14,id10,12,0.12383689676093701
Q3,release_high_all,raw_memory_release,0.18,id01,41,-0.40742368924473443
Q3,release_high_all,raw_memory_release,0.18,id02,10,0.5987389394817905
Q3,release_high_all,raw_memory_release,0.18,id03,0,0.0
Q3,release_high_all,raw_memory_release,0.18,id04,4,0.8220871196875937
Q3,release_high_all,raw_memory_release,0.18,id05,4,0.36200686226555595
Q3,release_high_all,raw_memory_release,0.18,id06,10,-1.1225519516569789
Q3,release_high_all,raw_memory_release,0.18,id07,0,0.0
Q3,release_high_all,raw_memory_release,0.18,id08,9,-1.9069328592622463
Q3,release_high_all,raw_memory_release,0.18,id09,1,0.07916087167274027
Q3,release_high_all,raw_memory_release,0.18,id10,2,-0.1990393791461771
Q3,release_high_decisive,raw_memory_release,0.18,id01,41,-0.40742368924473443
Q3,release_high_decisive,raw_memory_release,0.18,id02,4,0.058249622716471716
Q3,release_high_decisive,raw_memory_release,0.18,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.18,id04,3,0.7303305598362788
Q3,release_high_decisive,raw_memory_release,0.18,id05,1,0.26271127276819817
Q3,release_high_decisive,raw_memory_release,0.18,id06,6,-0.6048202055267655
Q3,release_high_decisive,raw_memory_release,0.18,id07,0,0.0
Q3,release_high_decisive,raw_memory_release,0.18,id08,5,-0.3208416236571454
Q3,release_high_decisive,raw_memory_release,0.18,id09,1,0.07916087167274027
Q3,release_high_decisive,raw_memory_release,0.18,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id02,1,0.16644559143680981
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id03,4,-0.33731120471275927
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id04,2,0.27057856263333163
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id05,6,-0.24596861697112582
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id06,4,0.6865039580078552
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id07,11,0.2881989647066767
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id08,14,-0.4638128554454647
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id09,4,0.048531016785352654
Q3,inverse_low_decisive,inverse_toxic_memory,0.18,id10,16,-0.14045302939668686
Q3,release_high_all,raw_memory_release,0.25,id01,41,-0.40742368924473443
Q3,release_high_all,raw_memory_release,0.25,id02,17,1.4167358552200877
Q3,release_high_all,raw_memory_release,0.25,id03,2,0.1727750367250449
Q3,release_high_all,raw_memory_release,0.25,id04,10,1.6184860957942802
Q3,release_high_all,raw_memory_release,0.25,id05,5,0.4988531332662491
Q3,release_high_all,raw_memory_release,0.25,id06,13,-1.341250121497771
Q3,release_high_all,raw_memory_release,0.25,id07,1,0.1739640355443478
Q3,release_high_all,raw_memory_release,0.25,id08,18,-4.2549623349144925
Q3,release_high_all,raw_memory_release,0.25,id09,2,-0.03700177261730814
Q3,release_high_all,raw_memory_release,0.25,id10,3,-0.13308825661942408
Q3,release_high_decisive,raw_memory_release,0.25,id01,41,-0.40742368924473443
Q3,release_high_decisive,raw_memory_release,0.25,id02,12,0.6023843435429489
Q3,release_high_decisive,raw_memory_release,0.25,id03,0,0.0
Q3,release_high_decisive,raw_memory_release,0.25,id04,5,1.0264114896844776
Q3,release_high_decisive,raw_memory_release,0.25,id05,4,0.36200686226555595
Q3,release_high_decisive,raw_memory_release,0.25,id06,9,-1.161141508580613
Q3,release_high_decisive,raw_memory_release,0.25,id07,1,0.1739640355443478
Q3,release_high_decisive,raw_memory_release,0.25,id08,13,-3.603987167746077
Q3,release_high_decisive,raw_memory_release,0.25,id09,1,0.07916087167274027
Q3,release_high_decisive,raw_memory_release,0.25,id10,1,-0.22582227697105361
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id01,0,0.0
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id02,1,0.16644559143680981
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id03,7,0.08210144847697659
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id04,9,0.7205667178484184
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id05,9,-1.2696690852866204
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id06,8,0.3310280571422704
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id07,16,0.4437663335704723
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id08,15,-0.41998650619755395
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id09,4,0.048531016785352654
Q3,inverse_low_decisive,inverse_toxic_memory,0.25,id10,18,-0.2497760599307043
S1,hold,none,0.0,id01,0,0.0
S1,hold,none,0.0,id02,0,0.0
S1,hold,none,0.0,id03,0,0.0
S1,hold,none,0.0,id04,0,0.0
S1,hold,none,0.0,id05,0,0.0
S1,hold,none,0.0,id06,0,0.0
S1,hold,none,0.0,id07,0,0.0
