iteration,joint_safety_weighted,hardworld_safe_weighted,broad_safe_weighted,joint_risk_weighted,hardworld_top_toxic_exposure,broad_top_toxic_exposure,broad_safe_hardworld_toxic_exposure,dual_safe_exposure
0,0.3610888428586793,0.5317069513165519,0.4674128865068739,0.6389111571413206,0.2144525463164422,0.2791454145460081,0.20830703293327876,0.09114163263767819
1,0.37133211576777736,0.5006742632918489,0.47457071732949774,0.6286678842322226,0.23543417445055498,0.2566833402539421,0.213548727080768,0.08100403080921526
2,0.3686118703766844,0.5228268442128801,0.5246151614222877,0.6313881296233156,0.27077687418790086,0.2462704207308289,0.272451467440558,0.08840098555744624
3,0.39754587135052677,0.5226072285275581,0.5290706815476346,0.6024541286494732,0.20306303181629806,0.17746880962265393,0.24932672616915574,0.07167121022579817
4,0.35139751006405134,0.43990228518115737,0.548266560292586,0.6486024899359486,0.29592498000947004,0.16718711736295572,0.2570709752697732,0.09408190134623103
5,0.39377246795917054,0.5404260188583678,0.4792658781876558,0.6062275320408295,0.18164781807916666,0.2636654052403431,0.17565864279389434,0.11426394584894908
6,0.3859061746390738,0.5351288811701509,0.48865887611309544,0.6140938253609263,0.2499417864066417,0.25156310982327185,0.17625211088945278,0.13077974268722597
7,0.4126460964363566,0.5207525501705524,0.5344089725092132,0.5873539035636435,0.2138144449548319,0.17462043590659118,0.23024367293931822,0.13325367435456398
8,0.3658692913657306,0.5213869007810333,0.4995310204869974,0.6341307086342693,0.19959404877833226,0.24414543445630754,0.20871339164650013,0.11064304298885097
9,0.41515674074362985,0.5460208630629209,0.5442213762295804,0.5848432592563702,0.21993390973541022,0.2133140051494839,0.23155583689120993,0.11784511585385292
10,0.40650687622013143,0.5484995354720807,0.5498892429232071,0.5934931237798686,0.21013161947294481,0.1979636255045333,0.24070350010708097,0.1451238510714381
11,0.4024425853113842,0.5268546229125793,0.5340353064398082,0.5975574146886158,0.20924644093632522,0.18418634361137778,0.23935465611109158,0.1060939896880632
12,0.420058507296883,0.5483750150053815,0.5184027984556449,0.579941492703117,0.2687329224331381,0.24787530796840457,0.20759261939907872,0.20553169174632538
13,0.3958065519985646,0.50054014449955,0.5253646148486278,0.6041934480014354,0.24696202534757153,0.18487811877138574,0.20089015336625704,0.13111392487899026
14,0.4376548730337063,0.5753692279120225,0.5000564516233593,0.5623451269662937,0.17715927634478906,0.19394230508965546,0.12074008503742507,0.18507576562756187
15,0.36000116634331025,0.521356763016894,0.4984690415560392,0.6399988336566897,0.23453550089697384,0.2810882215944815,0.2347030040666809,0.10749444516627268
16,0.36373928691851387,0.4962189662643313,0.512121631860012,0.6362607130814861,0.23555679962114037,0.26434714879420956,0.21553413197943733,0.1006338963120422
17,0.3779299238077553,0.5086268435196951,0.5112491726472551,0.6220700761922446,0.23897434329118017,0.1963072753604037,0.22527772027471477,0.07943469439384701
18,0.3629234541469055,0.477964764752089,0.5310677659955545,0.6370765458530945,0.2653120291590788,0.1573120246110231,0.2851751551708115,0.0637553051635753
19,0.3871943621380323,0.4803278624415516,0.5465522134121786,0.6128056378619677,0.2680803889761587,0.13897646320630075,0.2445868743107077,0.10703530878734756
20,0.3600612578946511,0.4992629964746194,0.4883143266580592,0.6399387421053488,0.19810802926078586,0.23660964265797174,0.20593792493806962,0.07743209749660791
21,0.3615995214333214,0.490194117249784,0.5339049463304195,0.6384004785666786,0.23681798568096143,0.19793689556257685,0.2608881322215906,0.11635779667341309
22,0.3671457326997768,0.49897289930771815,0.5148736819778551,0.6328542673002232,0.24845167941318003,0.16762744797312581,0.2525913445472987,0.10119366788212025
23,0.39637716537108897,0.5096033494889333,0.525442514920474,0.603622834628911,0.23861397765858466,0.17135261697922616,0.22867934312553548,0.08850967684163376
24,0.39797528233029394,0.5354490110533078,0.5423406388046957,0.602024717669706,0.21933443580849507,0.1924507144358448,0.24003644457378046,0.10269710594154581
25,0.389441161102194,0.533362542717115,0.5115928852119694,0.610558838897806,0.2059181048426403,0.26800196634423734,0.24036920949766086,0.1351099454573382
26,0.368542682452648,0.4808033721506784,0.5176270599882593,0.631457317547352,0.2562264938657248,0.22019812028681224,0.2030217067935742,0.10222869652894195
27,0.3683463145431149,0.5151600855654258,0.5292879565026,0.631653685456885,0.24172980858027643,0.22155656162224108,0.2645248678487461,0.1185263537456655
28,0.38105673009769453,0.5138449884581298,0.5443317608667181,0.6189432699023054,0.17707498124247478,0.20600870048710007,0.22747245557025147,0.11813428888110912
29,0.36247224977213033,0.4920593630693315,0.5012330304677581,0.6375277502278697,0.2763376413798391,0.21023993093134316,0.2799060380680268,0.06356592301361895
30,0.41050022768022676,0.5299906300968218,0.5431265953542761,0.5894997723197732,0.21255884890717858,0.20231810579832088,0.24834689112908473,0.14854255185405288
31,0.37255335097944814,0.523373010764744,0.48200785669338103,0.6274466490205519,0.21236050855588287,0.24719503461685124,0.20667049285270667,0.09155912939076814
32,0.35655398324334303,0.5287251618806569,0.4884098534928911,0.6434460167566569,0.24629912294490863,0.2498795692303839,0.24966483640680515,0.07606635735782327
33,0.40019882021171765,0.520455213630267,0.53388763866522,0.5998011797882823,0.2169289031881559,0.18703962627013432,0.2344130700568954,0.13028593125675636
34,0.34199000972454463,0.49778871847561584,0.5090680213989278,0.6580099902754554,0.3015767665564441,0.23145612218629943,0.28328434790054396,0.08027189569926009
35,0.38111264038568254,0.49728947399054774,0.5315081737412722,0.6188873596143174,0.24488935461237774,0.21334993859292478,0.27614269668321606,0.1326804311755986
36,0.37190502038360124,0.5308792620283362,0.4947328540374007,0.6280949796163988,0.21376848886116498,0.2434357306190012,0.20868150856973242,0.13288974620802319
37,0.37356364913572276,0.4834305982149584,0.5368394293968514,0.6264363508642772,0.27228351197849293,0.1982622261041267,0.22004786265230464,0.11174960354240197
38,0.38678306276937513,0.5285515879214452,0.5041146856683119,0.6132169372306249,0.22578144822071788,0.2230692014937366,0.19070244731129926,0.13055932413929602
39,0.4190570822327044,0.5232027532768796,0.5285898224705476,0.5809429177672956,0.2598392092557209,0.20605390534549262,0.22378313210560574,0.1425419158839309
40,0.39694750081744923,0.5168843043017384,0.5286535866320392,0.6030524991825508,0.21299291670658171,0.17567911578045053,0.28805038393863625,0.11166786387851338
41,0.41057731231901784,0.5506614203249812,0.5238106578421987,0.5894226876809822,0.20738755890367064,0.19129362064670832,0.23029229309527083,0.14952304096677474
42,0.39023522843162967,0.5353559476087313,0.5291220288199716,0.6097647715683703,0.22557295024881865,0.2440522220642672,0.2457040199702932,0.10939370688781584
43,0.38197041888687894,0.5045858371429645,0.5321027285249081,0.6180295811131211,0.24635236750511172,0.23671829663914495,0.3157210124418324,0.0862876126101003
44,0.3713876923306592,0.4836964414005993,0.5178885033860026,0.6286123076693408,0.24857932578860564,0.22490056939846093,0.23755057919142825,0.1172247478629418
45,0.39923387045529984,0.4986960036586402,0.5526050815170606,0.6007661295447002,0.2320678531798508,0.19646229280144115,0.26951402254009005,0.1611338998395422
46,0.32308191340951387,0.5058044875732483,0.47290061202157846,0.6769180865904861,0.2537779629347904,0.3408431109385256,0.2695612747862873,0.08590262590655724
47,0.3686685900421238,0.4907702246239387,0.527925772189019,0.6313314099578762,0.25337399597603577,0.22560024891863223,0.2803782643115163,0.09561239231328365
48,0.3678919591762448,0.5355096646461027,0.4960013984203248,0.6321080408237552,0.21053706449685183,0.24680680412413647,0.20807978150000306,0.09962309974602161
49,0.3592157953264561,0.46263982279963106,0.5717057917146138,0.6407842046735439,0.26272484306890553,0.1338901010957393,0.3616340692926233,0.06146911598848036
50,0.4254693639844405,0.570523509956411,0.49337279439589243,0.5745306360155595,0.17181633695153262,0.2176596529099902,0.15593251902413882,0.10721581554952682
51,0.36997690441155384,0.48559413731702905,0.5261232288080331,0.6300230955884462,0.24535910308645534,0.23261959698483087,0.2543077397571102,0.10326805385342323
52,0.3501918044522385,0.5351696303538799,0.455365875381202,0.6498081955477615,0.220476748049008,0.33348774505250744,0.17433154839920395,0.09220727267719948
53,0.3915911003891828,0.5051315647387687,0.5173851745485499,0.6084088996108172,0.24481377900412005,0.2573000637782502,0.1977741913583557,0.15030688046722804
54,0.33491840733291384,0.47160793850626465,0.5315846370321566,0.6650815926670861,0.3135254851872228,0.2906880761038255,0.28008001497191326,0.09259573049549237
55,0.38839533123508113,0.5241127166327232,0.5142261556749146,0.6116046687649188,0.26001470210723443,0.19177756334586207,0.19951791022671134,0.10948209851545554
56,0.40007731182458073,0.5151681739502362,0.510657789679785,0.5999226881754193,0.19134159141674367,0.1691732838902067,0.2076111213397642,0.11896476087848545
57,0.3520938989971114,0.4990798550456208,0.4960856287511844,0.6479061010028886,0.20779556719397466,0.23630844924774896,0.2374883047785744,0.08423461487859658
58,0.3787926561819264,0.4866842041143117,0.5626273680757781,0.6212073438180736,0.3220691391638046,0.1964127738493081,0.2980793978953155,0.15541833133936253
59,0.39518286869659297,0.5157349889797406,0.5212131553233821,0.604817131303407,0.1882886227269584,0.22755174732692474,0.2088426264055196,0.07670832221934783
60,0.35644929546665294,0.5097089369710227,0.5199628222612913,0.6435507045333471,0.25347792284385756,0.2678953123332324,0.27425149251545505,0.12418513443724821
61,0.3803258690810005,0.5231966909293865,0.5241373912051183,0.6196741309189995,0.2190811365681976,0.25964238264968664,0.2779391391707979,0.12691750395738188
