decision,reason,variant,family,candidate_origin,file,basename,selected_uploadsafe_file,promotion_decision,current_anchor,scenario_count,pred_delta_vs_current_mean,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,block_gate,e363_submission_gate,e363_near_gate,e364_public_like_score,e368_public_like_score,top1_rate,top10_rate,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman,q2_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,all_cos_e323_bad_vs_e247,public_bad_axis_sum,public_bad_good_gap,rowstate_pred_public_loss_mean,rowstate_bad_minus_good_exposure,move_l1,changed_rows_vs_e247,changed_cells_vs_e247,cell_l1,l1_Q1,l1_Q2,l1_Q3,l1_S1,l1_S2,l1_S3,l1_S4,share_Q1,share_Q2,share_Q3,share_S1,share_S2,share_S3,share_S4,signed_sum_Q1,signed_sum_Q2,signed_sum_Q3,signed_sum_S1,signed_sum_S2,signed_sum_S3,signed_sum_S4,q2_transfer_abs_spearman
keep_e368_no_safer_e370_replacement,No Q2/S1 recalibration reduced the Q2 bad-axis warning enough without losing E368 stress support or transfer alignment.,e370_q21p0_s11p0_orth0p0_plain,q2s1_risk_constrained_recalibration,e370_generated,analysis_outputs/submission_e370_q2s1safe_e370_q21p0_s11p0_orth0p0_plain_3717116c.csv,submission_e370_q2s1safe_e370_q21p0_s11p0_orth0p0_plain_3717116c.csv,analysis_outputs/submission_e368_q2s1rowmask_selected_e368_q2_damp_s1_recover_amp1_06_be814361_uploadsafe.csv,promote_candidate,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.00013431169456,-5.47962037022406e-05,0.9861111111111112,0.0116861122645431,True,False,False,True,True,,8.323439011284256,0.0,0.5714285714285714,0.4284575784600711,0.197475314012705,-0.0592348476596934,0.0052928883914006,0.5917345466540413,-0.0146612582371232,0.0015200532656084,-0.0244723137898353,0.0038091642539294,0.0038091642539294,0.0004032012506939,0.1348823178679003,,,,2.505513327868368,1.312943828605447,0.4834579709584145,0.1395100180994486,0.5696015102050582,0.0,0.0,0.0,0.5240218896470483,0.1929576528613915,0.0556812117292309,0.2273392457623292,0.0,0.0,0.0,-1.3034140227248747,-0.4834579709584145,-0.0180809430942135,0.0111133081145424,0.0,0.0,0.0,0.4284575784600711
