variant,family,candidate_origin,file,basename,promotion_decision,current_anchor,scenario_count,pred_delta_vs_current_mean,pred_delta_vs_current_p90,pred_beats_current_rate,incremental_bad_axis_vs_current,strict_promote_gate,info_sensor_gate,block_gate,e363_submission_gate,e363_near_gate,e364_public_like_score,e368_public_like_score,q2_transfer_abs_spearman,s1_transfer_abs_spearman,q2_transfer_signed_spearman,s1_transfer_signed_spearman,q2_cos_e323_bad_vs_e365,q2_cos_e323_bad_vs_e247,all_cos_e323_bad_vs_e365,all_cos_e323_bad_vs_e247,q2_bad_positive_share,public_bad_axis_sum,public_bad_good_gap,rowstate_pred_public_loss_mean,rowstate_bad_minus_good_exposure,move_l1,changed_rows_vs_e247,changed_cells_vs_e247,cell_l1,l1_Q1,l1_Q2,l1_Q3,l1_S1,l1_S2,l1_S3,l1_S4,share_Q1,share_Q2,share_Q3,share_S1,share_S2,share_S3,share_S4,signed_sum_Q1,signed_sum_Q2,signed_sum_Q3,signed_sum_S1,signed_sum_S2,signed_sum_S3,signed_sum_S4,q2_bad_positive_share,q2_transfer_abs_spearman
e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_50_90363a99.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_50_90363a99.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001291652158891,-3.388061103634617e-05,0.9861111111111112,0.0088557431699201,False,True,False,False,False,5.7933795712484235,6.705135549872124,,,,,,,,,,0.0012246028686225,0.0012246028686225,0.0003332408702157,0.1324342636406069,2.3620717097855337,229.0,397.0,2.362071709785516,1.3197387945949188,0.3743791619263493,0.1221030077702512,0.5458507454939961,0.0,0.0,0.0,0.5587208843523026,0.1584961033889797,0.0516931841080043,0.2310898281507132,0.0,0.0,0.0,-1.3118759021059594,-0.3743791619263493,0.0059149019593181,0.1514720989767401,0.0,0.0,0.0,,
e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0.65,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_65_e213488e.csv,submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_65_e213488e.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001395645639401,-3.1414521174710947e-05,0.9861111111111112,0.0083568077372998,False,True,False,False,False,5.793158890290038,6.14293094629156,,,,,,,,,,0.0017456065688286,0.0017456065688286,0.0004861801721038,0.1208352348911652,2.642872945075366,229.0,397.0,2.6428729450753847,1.3353299662332647,0.3771227438813218,0.1203922345472239,0.8100280004135743,0.0,0.0,0.0,0.5052569661819956,0.1426942390794972,0.0455535461027582,0.306495248635749,0.0,0.0,0.0,-1.327023021333713,-0.3771227438813218,-0.0341346544411649,0.3694164289348902,0.0,0.0,0.0,,
e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0.65,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_65_9d18265d.csv,submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_65_9d18265d.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.000127127198154,-2.854372472534352e-05,0.9722222222222222,0.0114193265224339,False,True,False,False,False,5.786380832282472,7.302470588235295,,,,,,,,,,0.000638335204833,0.000638335204833,0.0002781909443023,0.1290315872708912,2.5404916385848915,229.0,397.0,2.5404916385848795,1.5613280297350032,0.3469960128946531,0.1310106772869577,0.5011569186682655,0.0,0.0,0.0,0.6145771180749502,0.1365861660886784,0.0515690251828319,0.1972676906535394,0.0,0.0,0.0,-1.552077198606491,-0.3469960128946531,-0.013829085097049,0.0645245955691818,0.0,0.0,0.0,,
e362_donorblend_e360_e356_halfs3_amp__learned_free_mixture_subjective_he_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e360_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_50_3d505f1d.csv,submission_e363_cellrobust_e362_donorblend_e360_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_50_3d505f1d.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001373157019184,-2.6082769757585145e-05,0.9722222222222222,0.0102290781871773,False,True,False,False,False,5.784804539722572,4.658915601023017,,,,,,,,,,0.0005452488844075,0.0005452488844075,0.0003079551656794,0.1301118376980561,2.2756562401520353,229.0,397.0,2.275656240152028,1.4810058901149172,0.3265592625003667,0.1580883201286192,0.3100027674081247,0.0,0.0,0.0,0.6508038709818389,0.1435011390290435,0.0694693325552799,0.1362256574338374,0.0,0.0,0.0,-1.4730250697273952,-0.3265592625003667,-0.009835391864785,0.1064631786513493,0.0,0.0,0.0,,
e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0.65,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_65_0432e2d5.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_65_0432e2d5.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.000142843717929,-3.518918160930177e-05,0.9722222222222222,0.0101047572501794,False,True,False,False,False,5.7623581336696095,7.164925831202046,,,,,,,,,,0.0023571553535255,0.0023571553535255,0.0003853413918976,0.124019562359226,2.9082870742331455,229.0,397.0,2.9082870742331535,1.525469658295031,0.3970253049376481,0.1964902718184669,0.7893018391820075,0.0,0.0,0.0,0.5245251308959109,0.1365151702028364,0.0675621996051668,0.2713974992960857,0.0,0.0,0.0,-1.51791534077974,-0.3970253049376481,0.0054545476012497,0.1738574088739324,0.0,0.0,0.0,,
e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_50_515efd3f.csv,submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_50_515efd3f.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001410981496313,-3.818276156268867e-05,0.9861111111111112,0.0090661716999971,False,True,False,False,False,5.746658259773014,6.15641432225064,,,,,,,,,,0.0022538540392316,0.0022538540392316,0.0004665337153275,0.1255047574903197,2.571774619684029,229.0,397.0,2.5717746196840405,1.3374131849382618,0.3913477459792643,0.1406803389851357,0.7023333497813784,0.0,0.0,0.0,0.5200351440992803,0.1521703118865618,0.0547016592777555,0.2730928847364022,0.0,0.0,0.0,-1.3288105012016864,-0.3913477459792643,-0.026325394519293,0.2869977772941789,0.0,0.0,0.0,,
e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_50_5a835e8b.csv,submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_50_5a835e8b.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001346246001724,-3.649904363435335e-05,0.9861111111111112,0.0114618096169328,False,True,False,False,False,5.737925598991173,6.826470588235295,,,,,,,,,,0.0008432010878553,0.0008432010878553,0.0003374567034212,0.1302719088122343,2.4840440416555833,229.0,397.0,2.4840440416555585,1.504008598705104,0.3932867782256807,0.1273681026530332,0.4593805620717406,0.0,0.0,0.0,0.6054677668688663,0.1583252034305978,0.0512744945408235,0.1849325351597124,0.0,0.0,0.0,-1.4946933887876566,-0.3932867782256807,-0.0120068602411186,0.0820801864011688,0.0,0.0,0.0,,
e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0.65,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_65_0087bcd7.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_65_0087bcd7.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001177402747587,-2.9191438662667343e-05,0.9861111111111112,0.0075771117827979,False,True,False,False,False,5.731998738965952,6.606102301790281,,,,,,,,,,0.0032923082578967,0.0032923082578967,0.000355090079656,0.1245374790693174,2.278937333723285,229.0,397.0,2.278937333723282,1.22414780682156,0.2944264113203909,0.1024930295270824,0.6578700860542481,0.0,0.0,0.0,0.5371572920004658,0.129194606171712,0.0449740447051395,0.2886740571226823,0.0,0.0,0.0,-1.2171070572568663,-0.2944264113203909,0.0048563541946705,0.1779939151688349,0.0,0.0,0.0,,
e362_graft_donor_q2q3_e360_e349_compact_core__learned_pc_episode_s1_counter_11,donor_graft,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_graft_donor_q2q3_e360_e349_compact_core__learned_pc_episode_s1_counter_11_9d0a49a1.csv,submission_e363_cellrobust_e362_graft_donor_q2q3_e360_e349_compact_core__learned_pc_episode_s1_counter_11_9d0a49a1.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001026374519651,-3.121402833537364e-05,0.9722222222222222,0.0077968265168508,False,True,False,False,False,5.697509457755358,6.27938618925831,,,,,,,,,,0.0037897588776745,0.0037897588776745,0.0001893336769977,0.1306085483636442,1.8583062153568,229.0,397.0,1.8583062153567944,1.3129438286054456,0.0733078929696934,0.1519284536982845,0.320126040083371,0.0,0.0,0.0,0.7065271685341485,0.039448769187708,0.0817564147624154,0.1722676475157281,0.0,0.0,0.0,-1.3034140227248734,-0.0733078929696934,0.0085168474692843,0.1405988225078767,0.0,0.0,0.0,,
e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0.35,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_35_3a053152.csv,submission_e363_cellrobust_e362_donorblend_e360_e349_compact_core__learned_pc_episode_s1_counter_11_w0_35_3a053152.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001401121268599,-4.288064990286189e-05,0.9861111111111112,0.0115042927114318,False,True,False,False,False,5.679382093316519,6.663212276214834,,,,,,,,,,0.0013653218185361,0.0013653218185361,0.0004086169247186,0.1315699114155052,2.4275964447262752,229.0,397.0,2.4275964447262828,1.4466891676752125,0.4395775435567139,0.1237255280191073,0.4176042054752492,0.0,0.0,0.0,0.59593478595588,0.1810752131029246,0.0509662667730005,0.1720237341681949,0.0,0.0,0.0,-1.4373095789688215,-0.4395775435567139,-0.0101846353851918,0.0996357772331912,0.0,0.0,0.0,,
e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0.35,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_35_421edebd.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_35_421edebd.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.000137297410419,-3.8886810554385384e-05,0.9861111111111112,0.0096800461985227,False,True,False,False,False,5.677269861286255,6.581253196930946,,,,,,,,,,0.0021517617362047,0.0021517617362047,0.0004095183495298,0.1331437075960683,2.3422158124172405,229.0,397.0,2.342215812417229,1.3177003047980702,0.4263422121471792,0.1200399616011578,0.4781333338708219,0.0,0.0,0.0,0.5625870587211895,0.1820251617664483,0.0512505982432393,0.2041371812691229,0.0,0.0,0.0,-1.309337338291633,-0.4263422121471792,0.0023605981551138,0.1482101160361164,0.0,0.0,0.0,,
e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0.35,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_35_489b55ae.csv,submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_35_489b55ae.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001371877959584,-4.133850357500657e-05,0.9861111111111112,0.0095277377342468,False,True,False,False,False,5.648770491803279,5.9442352941176475,,,,,,,,,,0.002359255504796,0.002359255504796,0.0004512631813474,0.1338001640472736,2.321511985567752,229.0,397.0,2.321511985567754,1.277947777755331,0.4049600034964523,0.1295296603506542,0.5090745439653168,0.0,0.0,0.0,0.5504808011761323,0.1744380412481111,0.0557953872975487,0.2192857702782079,0.0,0.0,0.0,-1.2691919236258768,-0.4049600034964523,-0.0126560741017395,0.1873969937270093,0.0,0.0,0.0,,
e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_50_79e0b113.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_pc_episode_subjective_heav_w0_50_79e0b113.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001443508847883,-3.942198941398031e-05,0.9861111111111112,0.0104506024844293,False,True,False,False,False,5.640195460277427,6.873984654731458,,,,,,,,,,0.0029932567132487,0.0029932567132487,0.0004266108800003,0.12609276739721,2.7669636075388553,229.0,397.0,2.7669636075388686,1.4764252360589758,0.4317708490279868,0.177737021523425,0.6810305009284809,0.0,0.0,0.0,0.5335904064788954,0.1560450046583858,0.0642354026772028,0.2461291861855159,0.0,0.0,0.0,-1.468415036613234,-0.4317708490279868,0.0028267033729561,0.1661823504817492,0.0,0.0,0.0,,
e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0.65,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_65_3c6c1204.csv,submission_e363_cellrobust_e362_donorblend_e361_e356_halfs3_amp__learned_free_mixture_subjective_he_w0_65_3c6c1204.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001397138641489,-4.01868968325364e-05,0.9861111111111112,0.0108387708976205,False,True,False,False,False,5.640037831021438,6.798235294117644,,,,,,,,,,0.0018932855568466,0.0018932855568466,0.0004066060685086,0.1343686707010709,2.3288611654556255,229.0,397.0,2.32886116545564,1.3932119841454786,0.3834572445378466,0.1200789673776683,0.4321129693946463,0.0,0.0,0.0,0.5982374582097072,0.1646544028582414,0.0515612390978124,0.1855468998342388,0.0,0.0,0.0,-1.3853170255577447,-0.3834572445378466,0.0085545237264195,0.1330041703630136,0.0,0.0,0.0,,
e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0.50,donor_blend,e364_existing,analysis_outputs/submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_50_c978a341.csv,submission_e363_cellrobust_e362_donorblend_e361_e351_robust_center__learned_story_nonmonotone_s1_co_w0_50_c978a341.csv,too_small_to_submit,submission_e247_featnn1_nn_smooth_sum_top34_f1ff7e86.csv,72,-0.0001420407856815,-3.599229016050429e-05,0.9861111111111112,0.0091060259360603,False,True,False,False,False,5.638556116015132,5.98224040920716,,,,,,,,,,0.0025228345711742,0.0025228345711742,0.0005059315190631,0.1237319125623548,2.5627988928021015,229.0,397.0,2.5627988928020793,1.330163934472996,0.4164611866769681,0.1192000697763139,0.6969737018758011,0.0,0.0,0.0,0.5190278246993618,0.1625024842357502,0.0465116752278539,0.271958015837034,0.0,0.0,0.0,-1.321574790885518,-0.4164611866769681,-0.0276265289673642,0.3166123659132774,0.0,0.0,0.0,,
