name,gamma,posterior_pred,vs_v76,drift_v76,max_row_drift_v76,drift_v80,drift_v82,tail_share,mean_Q1,mean_Q2,mean_Q3,mean_S1,mean_S2,mean_S3,mean_S4,std_Q1,std_Q2,std_Q3,std_S1,std_S2,std_S3,std_S4
gq015_gs010,"0.15,0.15,0.15,0.1,0.1,0.1,0.1",0.5978132846155986,-0.0021494600834609523,0.019002864657874024,0.15109785808642556,0.11439315902512359,0.11531756006673491,0.11010458245404323,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6826123872110993,0.6439252486539999,0.6586408208969556,0.5530139220226873,0.15369018851921118,0.14605406508804417,0.14891164552270952,0.16005442502787692,0.19105446294461007,0.19655172375418895,0.1681050504796998
global_g015,"0.15,0.15,0.15,0.15,0.15,0.15,0.15",0.5978257023586557,-0.002137042340403794,0.023309921354402532,0.15109785808642556,0.11200929070574565,0.1129135410859412,0.10760202889169707,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6801461010761399,0.6407224661184865,0.6565655559775225,0.5523273220820133,0.15369018851921118,0.14605406508804417,0.14891164552270952,0.16681548636581342,0.19787283280871568,0.20370644245616001,0.17318132090095928
gq015_gs015,"0.15,0.15,0.15,0.15,0.15,0.15,0.15",0.5978257023586557,-0.002137042340403794,0.023309921354402532,0.15109785808642556,0.11200929070574565,0.1129135410859412,0.10760202889169707,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6801461010761399,0.6407224661184865,0.6565655559775225,0.5523273220820133,0.15369018851921118,0.14605406508804417,0.14891164552270952,0.16681548636581342,0.19787283280871568,0.20370644245616001,0.17318132090095928
q1zero_g015,"0,0.15,0.15,0.15,0.15,0.15,0.15",0.5978983005468597,-0.0020644441521998624,0.02089989855057489,0.15109785808642556,0.11337639987881179,0.11423815753679131,0.10815385384973629,0.5105030629513035,0.5693183150564601,0.6119867616611984,0.6801461010761399,0.6407224661184865,0.6565655559775225,0.5523273220820133,0.14373909207233518,0.14605406508804417,0.14891164552270952,0.16681548636581342,0.19787283280871568,0.20370644245616001,0.17318132090095928
global_g010,"0.1,0.1,0.1,0.1,0.1,0.1,0.1",0.5980200329723966,-0.001942711726662938,0.015692579527329352,0.10648498420578384,0.11680774618858446,0.11771239317855862,0.10764782108439225,0.5104099954521731,0.5696821067498083,0.6128656580969091,0.6826123872110993,0.6439252486539999,0.6586408208969556,0.5530139220226873,0.1501650053801369,0.14210428056639335,0.14006438670195392,0.16005442502787692,0.19105446294461007,0.19655172375418895,0.1681050504796998
gq010_gs010,"0.1,0.1,0.1,0.1,0.1,0.1,0.1",0.5980200329723966,-0.001942711726662938,0.015692579527329352,0.10648498420578384,0.11680774618858446,0.11771239317855862,0.10764782108439225,0.5104099954521731,0.5696821067498083,0.6128656580969091,0.6826123872110993,0.6439252486539999,0.6586408208969556,0.5530139220226873,0.1501650053801369,0.14210428056639335,0.14006438670195392,0.16005442502787692,0.19105446294461007,0.19655172375418895,0.1681050504796998
gq010_gs015,"0.1,0.1,0.1,0.15,0.15,0.15,0.15",0.5980324507154539,-0.0019302939836056687,0.019999636223857864,0.11991514908377898,0.1144238778692065,0.1153083741977649,0.10526013184444619,0.5104099954521731,0.5696821067498083,0.6128656580969091,0.6801461010761399,0.6407224661184865,0.6565655559775225,0.5523273220820133,0.1501650053801369,0.14210428056639335,0.14006438670195392,0.16681548636581342,0.19787283280871568,0.20370644245616001,0.17318132090095928
gq015_gs020,"0.15,0.15,0.15,0.2,0.2,0.2,0.2",0.5981108299569852,-0.0018519147420743565,0.027526563237733958,0.15156412015804,0.10986907772154801,0.11076047756324192,0.10596922836121442,0.510368196901956,0.5693183150564601,0.6119867616611984,0.6775676698042927,0.6374220140470475,0.654429294790395,0.5515835443339022,0.15369018851921118,0.14605406508804417,0.14891164552270952,0.1736283268239918,0.20459403304661886,0.21078721653437335,0.17834342120928212
global_g020,"0.2,0.2,0.2,0.2,0.2,0.2,0.2",0.5981217899829722,-0.0018409547160873618,0.030767446312008537,0.18956652989941544,0.10755749576111225,0.10847560151868944,0.1075561314900823,0.5103310329573836,0.5688986356545614,0.6109783731407787,0.6775676698042927,0.6374220140470475,0.654429294790395,0.5515835443339022,0.15738518694482034,0.1503074670707281,0.1578445099654205,0.1736283268239918,0.20459403304661886,0.21078721653437335,0.17834342120928212
gq010_gs020,"0.1,0.1,0.1,0.2,0.2,0.2,0.2",0.5983175783137833,-0.001645166385276231,0.02421627810718929,0.15156412015804,0.11228366488500888,0.11315531067506564,0.10381191400825289,0.5104099954521731,0.5696821067498083,0.6128656580969091,0.6775676698042927,0.6374220140470475,0.654429294790395,0.5515835443339022,0.1501650053801369,0.14210428056639335,0.14006438670195392,0.1736283268239918,0.20459403304661886,0.21078721653437335,0.17834342120928212
