target,view_id,split,policy,source_delta,source_dominance,base_loss,localized_loss,actual_delta,null_best,null_median,null_q20,dominance,placebo_adjusted_vs_median,train_rows,test_rows,gate,threshold,train_blocks,test_blocks
Q1,jepa_resid,dateblock,pos_q80,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6492944963115911,-0.029674863697455645,-0.016470315702131644,0.0011554441861776343,-0.009169977334192246,1.0,-0.03083030788363328,90,42,True,0.08545746130216811,,
Q1,jepa_resid,dateblock,pos_q90,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6560109955213284,-0.022958364487718375,-0.017585480234004303,-0.0003500428710224157,-0.008384729862590888,1.0,-0.02260832161669596,45,11,True,0.1518401150222862,,
Q2,jepa_resid,subject,pos_q80,-0.0302106163451467,1.0,0.765899724395758,0.7484181273573277,-0.01748159703843033,-0.027584624856673012,0.001308576187523891,-0.0046915060830798215,0.9,-0.01879017322595422,90,51,True,0.07099443392775837,,
S2,jepa_resid,dateblock,pos_q80,-0.0142112181443165,1.0,0.5904046644709509,0.5735217016795316,-0.01688296279141921,-0.005035200437192189,0.0014198854586781606,0.0005279898661277427,1.0,-0.01830284825009737,90,54,True,0.08324146656415235,,
Q1,jepa_resid,dateblock,abs_q75,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6639170212703804,-0.015052338738666293,-0.014372315227738075,0.000705465243215353,-0.006031438287760427,1.0,-0.015757803981881646,113,37,True,0.1388908254828226,,
S2,family,dateblock,neg_q90,-0.0075516244660015,1.0,0.5904046644709509,0.5768316559238225,-0.013573008547128396,-0.005870516986213992,0.0005576662083107142,-0.002560053629061043,1.0,-0.01413067475543911,45,14,True,-0.14951117050368937,,
S2,jepa_resid,dateblock,pos_q90,-0.0142112181443165,1.0,0.5904046644709509,0.5786069119667472,-0.011797752504203673,-0.008330996221878939,0.0011496039747633247,-0.0018259044122211905,1.0,-0.012947356478966998,45,14,True,0.13301582368894718,,
S2,family,dateblock,neg_q80,-0.0075516244660015,1.0,0.5904046644709509,0.5792780357461803,-0.011126628724770549,-0.013949093830834092,0.0017958466611957546,0.00016231278005631746,0.9666666666666667,-0.012922475385966303,90,31,True,-0.08900366924456964,,
S2,raw_day,subject,pos_q80,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6875852949743767,-0.011104035278094893,-0.020109995315530926,-0.0002856169712789902,-0.005955485779809777,0.9,-0.010818418306815902,90,51,True,0.3056263909056079,,
Q1,jepa_resid,dateblock,blockabs_q65,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6680677330944457,-0.01090162691460106,-0.010938197789682635,0.000747853385112851,-0.0025118980975592704,0.9666666666666667,-0.01164948029971391,147,46,True,0.10280637015412192,30.0,10.0
Q2,jepa_resid,subject,blockabs_q65,-0.0302106163451467,1.0,0.765899724395758,0.7557829604212054,-0.010116763974552634,-0.015147824168122437,0.0008954865799954415,-0.0021551824817662713,0.9666666666666667,-0.011012250554548075,168,55,True,0.11630878653223845,30.0,12.0
Q2,jepa_resid,subject,abs_q75,-0.0302106163451467,1.0,0.765899724395758,0.7558406719979379,-0.010059052397820123,-0.02805895315312268,0.0019159189334298499,-0.007572101688484144,0.9333333333333333,-0.011974971331249973,113,37,True,0.1579699438484205,,
S1,family_story,subject,abs_q75,-0.0051085094335151,1.0,0.6566789899315844,0.647020868004179,-0.009658121927405339,-0.005503950808681046,0.0020053140996872942,0.0001238875260172861,1.0,-0.011663436027092633,113,45,True,0.4716229516805002,,
S2,jepa_resid,dateblock,abs_q75,-0.0142112181443165,1.0,0.5904046644709509,0.5807714167631015,-0.009633247707849346,-0.0032393245743644883,0.0023228393582214735,-0.0010129653217258781,1.0,-0.01195608706607082,113,41,True,0.11076056332179104,,
Q1,jepa_resid,dateblock,abs_q85,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6722598559251348,-0.00670950408391191,-0.008394263160404813,0.000840938777624034,-0.004457023859852116,0.9666666666666667,-0.007550442861535944,68,18,True,0.18013439969675965,,
S1,family_jepa_story,subject,abs_q75,-0.009127646418514,1.0,0.6566789899315844,0.6500079699926565,-0.006671019938927825,-0.003695098293798438,0.0009414290696362904,-0.001043241700302632,1.0,-0.007612449008564115,113,40,True,0.5190368632094767,,
S1,family_jepa_story,subject,abs_q92,-0.009127646418514,1.0,0.6566789899315844,0.6504806838041519,-0.00619830612743244,-0.006992974652564765,0.0004294001227333477,-0.0019320039083440706,0.9666666666666667,-0.006627706250165788,36,12,True,0.7633745869759666,,
S2,raw_day,subject,neg_q80,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6929383849408919,-0.005750945311579714,-0.0023687859858328997,0.0038585288239385007,0.00045109364541076136,1.0,-0.009609474135518214,90,33,True,-0.3046294975907705,,
S1,family_jepa_story,subject,blockabs_q80,-0.009127646418514,1.0,0.6566789899315844,0.6511059297904335,-0.005573060141150887,-0.005534046885469879,0.0012999506688253781,-0.0006648024104993093,1.0,-0.0068730108099762655,92,22,True,0.4505414818590264,18.0,8.0
Q1,jepa_resid,dateblock,blockabs_q80,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6736965412140344,-0.005272818795012291,-0.014471919363628238,2.4503526865338188e-05,-0.0032913981845875237,0.9,-0.005297322321877629,89,18,True,0.13123757762826682,18.0,5.0
Q2,jepa_resid,subject,neg_q80,-0.0302106163451467,1.0,0.765899724395758,0.7606761867975214,-0.005223537598236683,-0.012410450039650245,0.0025509033843357787,-0.0006524662801202561,0.9666666666666667,-0.007774440982572461,90,45,True,-0.1281324750398765,,
S2,raw_day,subject,abs_q75,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6934927937711087,-0.005196536481362868,-0.00795626307609587,0.0013419882352823653,-0.003804158221316678,0.9,-0.006538524716645233,113,49,True,0.4300784212239007,,
S1,family_story,subject,neg_q80,-0.0051085094335151,1.0,0.6566789899315844,0.6516020736504071,-0.005076916281177235,-0.015425254140951083,0.0004296607478303516,-0.0018584319945014194,0.9,-0.005506577029007587,90,37,True,-0.3809881424648979,,
S1,family_jepa_story,subject,pos_q90,-0.009127646418514,1.0,0.6566789899315844,0.6518797670986298,-0.0047992228329545306,-0.007912171902122123,0.0011339367509577425,-0.001558900545266617,0.9333333333333333,-0.005933159583912273,45,22,True,0.4997523468436475,,
S1,family_story,subject,abs_q92,-0.0051085094335151,1.0,0.6566789899315844,0.6520304316055345,-0.004648558326049823,-0.004625693434094358,0.0018736302410456984,7.54247462639199e-05,1.0,-0.0065221885670955215,36,8,True,0.7329718125628357,,
S2,raw_day,subject,abs_q92,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6942259343308557,-0.004463395921615931,-0.005648425095147291,0.002560551718954529,-0.0018484649655427841,0.9333333333333333,-0.00702394764057046,36,11,True,0.6217895241913752,,
S1,family_jepa_story,subject,pos_q80,-0.009127646418514,1.0,0.6566789899315844,0.6532304573522936,-0.003448532579290786,-0.003763805695362721,0.0020584779939223363,-1.3879479919820478e-05,0.9666666666666667,-0.0055070105732131225,90,47,True,0.32680279526119005,,
S2,family,dateblock,abs_q75,-0.0075516244660015,1.0,0.5904046644709509,0.5872834900461197,-0.0031211744248311746,-0.011364677864461825,0.0018017692624479609,-0.00022680380227326765,0.8666666666666667,-0.0049229436872791354,113,29,True,0.13794174574993817,,
S1,family_jepa_story,subject,abs_q85,-0.009127646418514,1.0,0.6566789899315844,0.6535764152824195,-0.0031025746491648576,-0.005834005804372766,0.0015272355843092278,0.00024230801614517637,0.9666666666666667,-0.004629810233474085,68,25,True,0.6202788364589114,,
S1,family_story,subject,abs_q85,-0.0051085094335151,1.0,0.6566789899315844,0.6536961277812893,-0.0029828621502950847,-0.004050746749383549,0.0017938298282310083,-0.0008919360220617676,0.9,-0.004776691978526093,68,26,True,0.5936674493000932,,
S1,family_story,subject,pos_q90,-0.0051085094335151,1.0,0.6566789899315844,0.6541414756576771,-0.0025375142739072487,-0.00437885904594848,0.000993816474136544,0.00012854434445503938,0.9666666666666667,-0.0035313307480437928,45,19,True,0.4623746666767131,,
S2,jepa_resid,dateblock,abs_q85,-0.0142112181443165,1.0,0.5904046644709509,0.5880495274348917,-0.002355137036059163,-0.006054319611770165,0.0018843233227863743,0.000139765075766141,0.9,-0.004239460358845537,68,23,True,0.1433177754645153,,
S1,family_story,subject,pos_q80,-0.0051085094335151,1.0,0.6566789899315844,0.6549076149502838,-0.001771374981300533,-0.00899525496931941,0.0014142624444600793,4.2380856187796365e-06,0.9,-0.0031856374257606124,90,51,True,0.2986203991393332,,
S2,family_story,subject,neg_q80,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.6969962913382961,-0.0016930389141754931,-0.003180409528460215,0.0025959348568985186,-0.0006797097032346319,0.9,-0.004288973771074012,90,14,True,-0.5837731958059106,,
S2,family_story,subject,abs_q75,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.697022123502565,-0.0016672067499066134,-0.0018317849683721077,0.001586117151829991,0.0002865634059834311,0.9666666666666667,-0.0032533239017366045,113,28,True,0.590942585681755,,
S2,jepa_resid,dateblock,neg_q80,-0.0142112181443165,1.0,0.5904046644709509,0.5891282054298712,-0.0012764590410796472,-0.003561281993307519,0.0014534167373521645,-0.0006412514734645656,0.8666666666666667,-0.0027298757784318117,90,22,True,-0.06957819852191044,,
S1,family_story,subject,blockabs_q80,-0.0051085094335151,1.0,0.6566789899315844,0.655442188269863,-0.001236801661721354,-0.0044899210005758805,0.001705105169780452,0.0007271694428972355,0.8666666666666667,-0.002941906831501806,103,49,True,0.3695360478509849,18.0,14.0
Q2,family,subject,pos_q90,-0.0042929765785469,0.875,0.765899724395758,0.764809202597086,-0.0010905217986720839,-0.011586798527004283,0.0013479722919217396,-6.27862989378778e-05,0.9,-0.0024384940905938235,45,21,True,0.21075378099481848,,
S2,family_story,subject,neg_q90,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.6980620919784358,-0.0006272382740357685,-0.0016017077059737872,0.002142745622164044,-0.0001490375058178283,0.8666666666666667,-0.0027699838961998124,45,6,True,-0.7972330737627517,,
Q2,jepa_resid,subject,abs_q85,-0.0302106163451467,1.0,0.765899724395758,0.7583165565028752,-0.007583167892882825,-0.018785599138959386,0.00047311323125259763,-0.00917558758794561,0.7333333333333333,-0.008056281124135423,68,19,False,0.21440020794986633,,
Q2,family,subject,pos_q80,-0.0042929765785469,0.875,0.765899724395758,0.7620955990244483,-0.0038041253713096967,-0.008017341679186663,0.0018687257372139165,-0.002672647280218431,0.8333333333333334,-0.005672851108523613,90,49,False,0.10506423527278037,,
S2,raw_day,subject,pos_q90,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6950480551946101,-0.0036412750578614927,-0.014760911357204032,0.002131089808574793,-0.004713066354906024,0.7333333333333333,-0.005772364866436286,45,26,False,0.4675227514870472,,
Q1,jepa_resid,dateblock,abs_q92,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6754363635000402,-0.003532996509006514,-0.009980941621967832,0.0002809193614557448,-0.0037100374382446717,0.8,-0.003813915870462259,36,8,False,0.24127429725085078,,
Q2,jepa_resid,subject,neg_q90,-0.0302106163451467,1.0,0.765899724395758,0.7626114706463148,-0.003288253749443193,-0.011616852032914293,0.0012289086421213291,-0.0023743848954474334,0.8,-0.004517162391564522,45,15,False,-0.20275319140983328,,
S2,family,dateblock,blockabs_q65,-0.0075516244660015,1.0,0.5904046644709509,0.5878414956722952,-0.0025631687986557017,-0.008024347555896871,0.0013414881704590376,-0.002237018451061368,0.8333333333333334,-0.0039046569691147393,147,16,False,0.10429664083633568,30.0,5.0
S2,raw_day,subject,abs_q85,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.6964799281764856,-0.0022094020759859667,-0.010326092282831656,0.001426460269309815,-0.0029106077181977994,0.7333333333333333,-0.0036358623452957817,68,33,False,0.5117224228743333,,
Q3,family,dateblock,neg_q80,-0.0045071618394009,0.875,0.6845739000444798,0.6827905935030344,-0.0017833065414454286,-0.010431346062787061,0.0010845303113972693,-0.0027908544681368268,0.7333333333333333,-0.002867836852842698,90,38,False,-0.11487298051401576,,
S1,family_story,subject,neg_q90,-0.0051085094335151,1.0,0.6566789899315844,0.6550161124105359,-0.0016628775210484337,-0.004663558451155181,0.003270804910834868,0.0007842183768779435,0.8333333333333334,-0.004933682431883302,45,15,False,-0.5765938043594842,,
S1,family_jepa_story,subject,neg_q90,-0.009127646418514,1.0,0.6566789899315844,0.6553257938533495,-0.0013531960782348085,-0.0046027746804335745,0.0013511260810250003,-0.001711061977463668,0.7666666666666667,-0.002704322159259809,45,15,False,-0.6044655731825531,,
S2,family_story,subject,abs_q92,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.6975139245247659,-0.0011754057277056917,-0.011465850851447135,0.0027680821286314994,-0.0005971990367527705,0.8,-0.003943487856337191,36,6,False,0.9048102357182695,,
Q2,family,subject,neg_q80,-0.0042929765785469,0.875,0.765899724395758,0.7648917201808919,-0.0010080042148661317,-0.010272125310803015,0.002273989564874679,-0.0014410221870102768,0.7666666666666667,-0.0032819937797408105,90,14,False,-0.2638578950074264,,
Q2,jepa_resid,subject,pos_q90,-0.0302106163451467,1.0,0.765899724395758,0.7649977924217535,-0.0009019319740045662,-0.02060200791922484,0.002387399645077226,-0.001531794797836071,0.7666666666666667,-0.0032893316190817923,45,19,False,0.13735427204442077,,
S1,family_jepa_story,subject,neg_q80,-0.009127646418514,1.0,0.6566789899315844,0.6559371290243354,-0.0007418609072489257,-0.008053198331867684,0.0018996259848152452,-0.0020542109330127234,0.7333333333333333,-0.002641486892064171,90,29,False,-0.4458873987623279,,
S1,family_jepa_story,subject,blockabs_q65,-0.009127646418514,1.0,0.6566789899315844,0.6560458997828696,-0.00063309014871471,-0.008106636531690414,0.0028515424260541766,-0.0022290289336946985,0.7,-0.0034846325747688867,164,69,False,0.37511878429187906,30.0,18.0
Q1,jepa_resid,dateblock,neg_q80,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.678455876922469,-0.0005134830865777262,-0.009456409329567816,0.0006734036737112148,-0.001330768675574645,0.7666666666666667,-0.001186886760288941,90,43,False,-0.09345010755627749,,
S2,jepa_resid,dateblock,neg_q90,-0.0142112181443165,1.0,0.5904046644709509,0.5899320349029288,-0.000472629568022076,-0.002684132221357549,0.0020396790677074117,0.000663722645530207,0.9666666666666667,-0.0025123086357294877,45,16,False,-0.1159667182079056,,
S2,family,dateblock,abs_q85,-0.0075516244660015,1.0,0.5904046644709509,0.5900971901586788,-0.00030747431227207134,-0.0034557858478756476,0.0014974797813691598,0.00020520603815041895,0.8,-0.0018049540936412312,68,14,False,0.1710560827098158,,
S2,family_story,subject,abs_q85,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.6984275562077312,-0.00026177404474037047,-0.0009236209859128097,0.0030302296323715394,0.0010944268793802836,0.9666666666666667,-0.00329200367711191,68,13,False,0.7545615812941112,,
Q3,family,dateblock,abs_q75,-0.0045071618394009,0.875,0.6845739000444798,0.6844415645045049,-0.00013233553997493708,-0.009583165229702484,0.0019381725032792119,-0.0006246422566840157,0.7,-0.002070508043254149,113,38,False,0.17339687920081143,,
Q2,family,subject,abs_q75,-0.0042929765785469,0.875,0.765899724395758,0.7658952141535078,-4.510242250232999e-06,-0.0057423589659243435,0.0018613833740596664,0.0006990872972512108,0.8666666666666667,-0.0018658936163098994,113,23,False,0.2718822991832953,,
Q2,family,subject,blockabs_q65,-0.0042929765785469,0.875,0.765899724395758,0.765973526077992,7.380168223392047e-05,-0.017067793732212233,0.002006561453780975,-0.0010548529314292174,0.6,-0.0019327597715470546,142,10,False,0.22254107277127122,30.0,3.0
Q3,family,dateblock,abs_q85,-0.0045071618394009,0.875,0.6845739000444798,0.6847506780332608,0.00017677798878101836,-0.008655588747133347,0.001422371946232237,5.476062034583965e-05,0.7666666666666667,-0.0012455939574512187,68,13,False,0.2353790329223524,,
Q1,jepa_resid,dateblock,neg_q90,-0.025842772406742,0.9583333333333334,0.6789693600090467,0.6795475733922066,0.0005782133831598868,-0.0030071949343160043,0.0020539346462826735,0.0005477973677314951,0.7666666666666667,-0.0014757212631227867,45,17,False,-0.15684652750748632,,
Q3,family,dateblock,blockabs_q65,-0.0045071618394009,0.875,0.6845739000444798,0.6854161592603181,0.000842259215838248,-0.007433353769291218,0.0010585813186252402,-0.0016394048989914138,0.5666666666666667,-0.00021632210278699215,137,47,False,0.1394937163991969,30.0,11.0
Q3,family,dateblock,pos_q80,-0.0045071618394009,0.875,0.6845739000444798,0.6860132587043805,0.0014393586599006358,-0.00861796358447231,0.0013394917562332687,-0.0010505042603711878,0.4666666666666667,9.986690366736717e-05,90,45,False,0.121527219826407,,
S2,family_story,subject,blockabs_q65,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.7002471329035497,0.0015578026510780774,-0.006998265443155627,0.0031522749990191,0.0014603227655803465,0.7666666666666667,-0.0015944723479410228,129,41,False,0.44278444220774615,30.0,9.0
S2,family,dateblock,blockabs_q80,-0.0075516244660015,1.0,0.5904046644709509,0.5920846308139125,0.0016799663429616363,-0.005293733643490284,0.0015662082487484796,-0.0003065203432441872,0.43333333333333335,0.00011375809421315664,80,10,False,0.12772468607018933,18.0,4.0
Q2,family,subject,abs_q85,-0.0042929765785469,0.875,0.765899724395758,0.7675917295487259,0.001692005152967857,-0.0029381769000574876,0.0035655827269691076,0.00048499209265986395,0.6333333333333333,-0.0018735775740012506,68,8,False,0.36397658423603424,,
Q3,family,dateblock,abs_q92,-0.0045071618394009,0.875,0.6845739000444798,0.6865163792663629,0.0019424792218830644,-0.0021846849938557122,0.002211471636939355,0.0008387091930987191,0.6,-0.00026899241505629057,36,4,False,0.29425867318293486,,
S1,family_story,subject,blockabs_q65,-0.0051085094335151,1.0,0.6566789899315844,0.6587675721605828,0.002088582228998437,-0.009588389549885501,0.001991486495621697,0.00048058867848641565,0.43333333333333335,9.709573337673971e-05,179,85,False,0.32889723957241407,30.0,21.0
S2,raw_day,subject,blockabs_q65,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.7007826409704094,0.002093310717937835,-0.005057973640146707,0.0036239430111394966,-0.00035039481797560676,0.6,-0.0015306322932016614,154,75,False,0.32240062272378683,30.0,15.0
S2,jepa_resid,dateblock,blockabs_q65,-0.0142112181443165,1.0,0.5904046644709509,0.5925229806482106,0.0021183161772597714,-0.0030096859384697305,0.0023123887767412254,0.0002353199986841584,0.5333333333333333,-0.00019407259948145406,153,49,False,0.0846498349846842,30.0,12.0
S2,family_story,subject,pos_q80,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.7012289829296291,0.0025396526771575,-0.007786882382095461,0.0009561666175704753,-0.000322523376548922,0.16666666666666666,0.0015834860595870248,90,66,False,0.24022791457430798,,
Q3,family,dateblock,blockabs_q80,-0.0045071618394009,0.875,0.6845739000444798,0.6871523361341533,0.0025784360896734526,-0.002339444642727173,0.0018545835322010262,0.0002829949518808883,0.36666666666666664,0.0007238525574724264,73,19,False,0.1670204767797819,18.0,5.0
S2,raw_day,subject,neg_q90,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.7015024188319765,0.0028130885795049076,-0.0028043424197544686,0.002670177446705002,0.0013653734431326116,0.43333333333333335,0.00014291113279990553,45,16,False,-0.475511897155252,,
S2,jepa_resid,dateblock,abs_q92,-0.0142112181443165,1.0,0.5904046644709509,0.5932591723338146,0.0028545078628637865,-0.0027773818815969298,0.001664558959183049,0.0010217049624641206,0.36666666666666664,0.0011899489036807376,36,11,False,0.1842045865813629,,
Q3,family,dateblock,neg_q90,-0.0045071618394009,0.875,0.6845739000444798,0.6876160422929998,0.0030421422485199523,-0.0026189930404053596,0.002645524303830138,0.00024418055868811203,0.43333333333333335,0.00039661794468981437,45,11,False,-0.21539794789381247,,
S2,raw_day,subject,blockabs_q80,-0.0164520744946392,0.9583333333333334,0.6986893302524716,0.7038324520733134,0.005143121820841756,-0.009088654296364962,0.0026695938657451124,-0.0003717350207306893,0.06666666666666667,0.002473527955096644,76,13,False,0.3956217361005994,18.0,3.0
Q3,family,dateblock,pos_q90,-0.0045071618394009,0.875,0.6845739000444798,0.6904573629300998,0.005883462885620028,-0.003552027133689406,0.0011655749435832141,0.0003688802268907444,0.06666666666666667,0.004717887942036814,45,13,False,0.19171819930995007,,
Q2,jepa_resid,subject,abs_q92,-0.0302106163451467,1.0,0.765899724395758,0.7742185988554142,0.008318874459656178,-0.004524966869988045,0.0030942927270139475,-0.000204582238302352,0.2,0.005224581732642231,36,17,False,0.2513941048869891,,
S2,family,dateblock,pos_q80,-0.0075516244660015,1.0,0.5904046644709509,0.5992485132423158,0.008843848771364904,-0.006829879470053313,0.001010703649577227,-0.001450102979252543,0.0,0.007833145121787677,90,27,False,0.10609765257697211,,
Q2,jepa_resid,subject,blockabs_q80,-0.0302106163451467,1.0,0.765899724395758,0.7747873734341586,0.008887649038400558,-0.00856359717189259,0.004150741777594669,-0.0004211663341521223,0.23333333333333334,0.004736907260805889,97,37,False,0.14360552211040534,18.0,7.0
S2,jepa_resid,dateblock,blockabs_q80,-0.0142112181443165,1.0,0.5904046644709509,0.6005512558711995,0.01014659140024865,-0.003381768999945467,0.0016685849944091946,0.0005010978434812465,0.06666666666666667,0.008478006405839456,85,33,False,0.09906362585991021,18.0,9.0
S2,family_story,subject,pos_q90,-0.0038569514572383,0.9583333333333334,0.6986893302524716,0.7092171504927609,0.01052782024028931,-0.005215150460721629,0.0013582658961052152,-7.402797012876472e-05,0.03333333333333333,0.009169554344184094,45,24,False,0.46876170536511663,,
S2,family,dateblock,pos_q90,-0.0075516244660015,1.0,0.5904046644709509,0.6057558973373558,0.01535123286640494,-0.001418784002539808,0.001805829996253061,0.0004270659689138868,0.0,0.01354540287015188,45,11,False,0.15419342176555373,,
