pred_index,base_index,tag,strategy,source,base,fallback,selector,target_scope,graft_alpha,selected_cells,selected_rows,all_delta_vs_mixmin,all_minus_base,all_worst_minus_base,set_inverse_top_delta_vs_mixmin,set_inverse_top_minus_base,set_inverse_top_worst_minus_base,set_raw05_compatible_delta_vs_mixmin,set_raw05_compatible_minus_base,set_raw05_compatible_worst_minus_base,set_all_sign_delta_vs_mixmin,set_all_sign_minus_base,set_all_sign_worst_minus_base,best_set_delta_vs_mixmin,worst_set_delta_vs_mixmin,sets_beating_base,sets_tail_neutral,row_id,world_support_minus_base,raw_energy_q_p90_minus_base,hidden_core_minus_base,hidden_q2_minus_base,hidden_s3_minus_base,hidden_q2s3_mean_minus_base,block_q2s3_mean_minus_base,block_q2s3_max_minus_base,block_q2s3_beats_base_rate,block_q2s3_tail_safe_rate,nonanchor_evaluated,mean_abs_logit_move_vs_mixmin,mean_abs_q2s3_logit_move_vs_mixmin,all_beats_base,all_margin_vs_mixmin,all_sets_beat_base,all_sets_tail_neutral,hidden_q2s3_beats_base,world_nonworse,block_majority_beats,block_tail_safe,strict_gate,loose_gate,deployable_gate,structural_all_sets_tail_neutral,structural_all_sets_beat_base,structural_hidden_core_beats_base,structural_world_nonworse,structural_raw_energy_nonworse,structural_strict_gate,structural_loose_gate,e72_adverse_positive_exposure_all,e72_adverse_weighted_positive_mean,e72_adverse_positive_weight_frac,hard_worst_tail_mean,kl_if_mixmin_calibrated,move_l1_vs_e95,active_cells_vs_e95,is_graft,is_strict_like,beat_e95_rate_broad_plausible,beat_e95_rate_broad_q2s3,beat_e95_rate_near_unit_tail,beat_e95_rate_tight_plausible,mean_vs_e95_broad_plausible,mean_vs_e95_broad_q2s3,mean_vs_e95_near_unit_tail,mean_vs_e95_tight_plausible,p95_vs_e95_broad_plausible,p95_vs_e95_broad_q2s3,p95_vs_e95_near_unit_tail,p95_vs_e95_tight_plausible,active_beat_e101_rate_large_loss,active_beat_e101_rate_small_loss,active_beat_e101_rate_tie,active_mean_vs_e101_large_loss,active_mean_vs_e101_small_loss,active_mean_vs_e101_tie,active_p95_vs_e101_large_loss,active_p95_vs_e101_small_loss,active_p95_vs_e101_tie,e110_active_loss_safe,e110_strict_candidate,e110_sensor_candidate
27,0,e110_nonactive_tail_graft_084ff57b,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.75,118,94,-2.646786520377198e-05,-2.646786520377198e-05,-3.124400401577354e-05,-5.3691936967581455e-06,-5.3691936967581455e-06,-1.2087587069053995e-05,-3.410802964454174e-05,-3.410802964454174e-05,-3.124400401577354e-05,-3.992637227001605e-05,-3.992637227001605e-05,-3.124400401577354e-05,-3.992637227001605e-05,-5.3691936967581455e-06,3,3,41,-0.0001695442627757282,-8.644306973193405e-05,-0.00019546694005684317,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005594784962962339,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008405302786700104,0.0026300671532564776,0.3480563223557736,0.0027121712866114353,1.1742018678554221e-05,0.00018319728584974637,118,False,False,0.17323290845886444,1.0,0.0955819881053526,0.13225806451612904,3.2153649611471436e-06,-1.4816230664937105e-06,3.434300173848749e-06,3.3033302207574754e-06,9.169349423874317e-06,-8.53796795588119e-07,8.377191842101839e-06,8.488656925873194e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
37,0,e110_nonactive_tail_graft_9f4abae0,nonactive_tail_graft,e95,e95,e86,nonactive_s1s2s3_e86,s1s2s3,0.25,74,72,-2.6403357586968212e-05,-2.6403357586968212e-05,-3.226356194974134e-05,-5.268166154759335e-06,-5.268166154759335e-06,-1.1978975080761955e-05,-3.4078818952343326e-05,-3.4078818952343326e-05,-3.226356194974134e-05,-3.986308765346891e-05,-3.986308765346891e-05,-3.226356194974134e-05,-3.986308765346891e-05,-5.268166154759335e-06,3,3,55,-0.000148568856630088,-6.256486144884388e-05,-0.00018205629602674467,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005588715642055202,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008081288747130463,0.002574683513243677,0.3480563223557736,0.002720964762173242,1.159965297982689e-05,4.0437218986519e-05,74,False,False,0.27491309385863266,1.0,0.1788445199660153,0.22007168458781362,7.139310932959581e-07,-1.11469207956407e-06,8.745427459664346e-07,7.998447031140161e-07,2.79846270268744e-06,-6.423499654700464e-07,2.5737825237652918e-06,2.6247144424855944e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
26,0,e110_nonactive_tail_graft_94f1dcbf,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.5,118,94,-2.6391300320449673e-05,-2.6391300320449673e-05,-3.152666068717558e-05,-5.335732216393829e-06,-5.335732216393829e-06,-1.2019728964585141e-05,-3.4024087672834824e-05,-3.4024087672834824e-05,-3.152666068717558e-05,-3.98140810717873e-05,-3.98140810717873e-05,-3.152666068717558e-05,-3.98140810717873e-05,-5.335732216393829e-06,3,3,40,-0.00015880332281575926,-7.446011189382595e-05,-0.00018866866596192744,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005579282782997812,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008233158894171815,0.002600893201094635,0.3480563223557736,0.002708686465619277,1.1634486464246087e-05,0.00012213152389984556,118,False,False,0.1775782155272306,1.0,0.0989804587935429,0.13512544802867382,2.106225200249568e-06,-1.0461081677326993e-06,2.2623243685101788e-06,2.171637689453015e-06,6.079849959940978e-06,-6.028279537828158e-07,5.551086272121365e-06,5.6380272688183705e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
21,0,e110_nonactive_tail_graft_6b092a86,nonactive_tail_graft,e95,e95,e90,nonactive_q2s3_e90,q2s3,0.25,15,15,-2.63732733836175e-05,-2.63732733836175e-05,-3.2472470214095495e-05,-5.378504915332094e-06,-5.378504915332094e-06,-1.1987109223454695e-05,-3.401699122462798e-05,-3.401699122462798e-05,-3.2472470214095495e-05,-3.972432401078141e-05,-3.972432401078141e-05,-3.2472470214095495e-05,-3.972432401078141e-05,-5.378504915332094e-06,3,3,31,-0.0001473544826778639,-6.035983397922884e-05,-0.00017826220018699046,-8.32186159329118e-05,-0.00044162306692771547,-0.00026242084143031363,-0.0004263279594552948,3.4230349690573985e-05,0.75,0.9722222222222222,True,0.0055838881777834784,0.0044416098835452856,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008034921435052839,0.002604696439371305,0.3824306901441456,0.0027163280309654794,1.147050025135599e-05,3.560975471479572e-05,15,False,False,0.42439165701042875,0.019021739130434784,0.45964316057774,0.4483870967741935,1.1083813621323148e-06,3.814168781565454e-06,9.377798304031177e-07,1.0231341088261143e-06,4.923146245946631e-06,7.005765008470471e-06,4.513499787977344e-06,4.7899662873225e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
21,0,e110_nonactive_tail_graft_6b092a86,nonactive_tail_graft,e95,e95,e90,nonactive_q2_e90,q2,0.25,15,15,-2.63732733836175e-05,-2.63732733836175e-05,-3.2472470214095495e-05,-5.378504915332094e-06,-5.378504915332094e-06,-1.1987109223454695e-05,-3.401699122462798e-05,-3.401699122462798e-05,-3.2472470214095495e-05,-3.972432401078141e-05,-3.972432401078141e-05,-3.2472470214095495e-05,-3.972432401078141e-05,-5.378504915332094e-06,3,3,35,-0.0001473544826778639,-6.035983397922884e-05,-0.00017826220018699046,-8.32186159329118e-05,-0.00044162306692771547,-0.00026242084143031363,-0.0004263279594552948,3.4230349690573985e-05,0.75,0.9722222222222222,True,0.0055838881777834784,0.0044416098835452856,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008034921435052839,0.002604696439371305,0.3824306901441456,0.0027163280309654794,1.147050025135599e-05,3.560975471479572e-05,15,False,False,0.42439165701042875,0.019021739130434784,0.45964316057774,0.4483870967741935,1.1083813621323148e-06,3.814168781565454e-06,9.377798304031177e-07,1.0231341088261143e-06,4.923146245946631e-06,7.005765008470471e-06,4.513499787977344e-06,4.7899662873225e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
25,0,e110_nonactive_tail_graft_179a2efb,nonactive_tail_graft,e95,e95,e90,nonactive_s1s2s3_e90,s1s2s3,0.25,118,94,-2.6304515040154186e-05,-2.6304515040154186e-05,-3.1800615239108154e-05,-5.291900491588564e-06,-5.291900491588564e-06,-1.1943285242344004e-05,-3.392978582184014e-05,-3.392978582184014e-05,-3.1800615239108154e-05,-3.969185880681181e-05,-3.969185880681181e-05,-3.1800615239108154e-05,-3.969185880681181e-05,-5.291900491588564e-06,3,3,39,-0.00014759851506885303,-6.246610124704954e-05,-0.00018185933905826013,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005563780603033286,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008061104944357159,0.0025717348606231396,0.3480563223557736,0.002705212697435956,1.153800705878311e-05,6.106576194994152e-05,118,False,False,0.1813441483198146,1.0,0.1032285471537808,0.13942652329749103,1.03429597070281e-06,-5.524578032081572e-07,1.1174556892533698e-06,1.070412668308938e-06,3.023722082596722e-06,-3.1835809845996635e-07,2.7636102191779633e-06,2.8046518837258438e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,True
1,0,e110_control_541e3973,control,e95,e95,,,,,0,0,-2.6207391227939247e-05,-2.6207391227939247e-05,-3.206587268245187e-05,-5.237699563953591e-06,-5.237699563953591e-06,-1.1858257184638177e-05,-3.382512599237053e-05,-3.382512599237053e-05,-3.206587268245187e-05,-3.955934812749362e-05,-3.955934812749362e-05,-3.206587268245187e-05,-3.955934812749362e-05,-5.237699563953591e-06,3,3,1,-0.000132931105064088,-5.0461039464821944e-05,-0.0001750389610192249,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.0004165212412064805,4.949975109809384e-05,0.7222222222222222,0.9722222222222222,True,0.005548278423068733,0.0043169757420437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007889140929277208,0.002542592130590844,0.33569169885030703,0.0027017499803879156,1.14525787886106e-05,0.0,0,False,False,0.0,0.0,0.0,0.0,4.435812413452495e-18,1.2164608430713466e-17,-1.3385567390764643e-22,-9.107881153272047e-23,2.710505431213761e-20,1.0121975957053102e-16,1.3552527156068805e-20,1.3552527156068805e-20,1.0,1.0,0.5165916424331753,-3.110268800922491e-05,-1.1157529455647065e-05,-6.85364538707754e-08,-2.071247290558955e-05,-3.8295007058191984e-06,2.675352837265094e-06,True,False,False
15,0,e110_nonactive_tail_graft_dee1389d,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.25,139,126,-2.6194141529600756e-05,-2.6194141529600756e-05,-3.1972789399814516e-05,-5.373946416975528e-06,-5.373946416975528e-06,-1.2148703657732796e-05,-3.3751108704627164e-05,-3.3751108704627164e-05,-3.1972789399814516e-05,-3.9457369467088554e-05,-3.9457369467088554e-05,-3.1972789399814516e-05,-3.9457369467088554e-05,-5.373946416975528e-06,3,3,15,-0.0001428914059002473,-5.818565777260254e-05,-0.0001781003641997958,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005534456457000746,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007984805078741685,0.0025544973634540756,0.34566525598577696,0.0026959171652926384,1.1417391525317317e-05,6.276746535939675e-05,139,False,False,0.014194669756662804,0.0,0.016142735768903994,0.016129032258064516,1.2677749579590298e-06,7.536667961934488e-08,1.3076514632583654e-06,1.2747934839158262e-06,2.9796941793901592e-06,1.0177744274020826e-07,2.927063658031608e-06,2.927075621677933e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
15,0,e110_nonactive_tail_graft_dee1389d,nonactive_tail_graft,e95,e95,e89,nonactive_all_e89,all,0.25,139,126,-2.6194141529600756e-05,-2.6194141529600756e-05,-3.1972789399814516e-05,-5.373946416975528e-06,-5.373946416975528e-06,-1.2148703657732796e-05,-3.3751108704627164e-05,-3.3751108704627164e-05,-3.1972789399814516e-05,-3.9457369467088554e-05,-3.9457369467088554e-05,-3.1972789399814516e-05,-3.9457369467088554e-05,-5.373946416975528e-06,3,3,19,-0.0001428914059002473,-5.818565777260254e-05,-0.0001781003641997958,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005534456457000746,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0007984805078741685,0.0025544973634540756,0.34566525598577696,0.0026959171652926384,1.1417391525317317e-05,6.276746535939675e-05,139,False,False,0.014194669756662804,0.0,0.016142735768903994,0.016129032258064516,1.2677749579590298e-06,7.536667961934488e-08,1.3076514632583654e-06,1.2747934839158262e-06,2.9796941793901592e-06,1.0177744274020826e-07,2.927063658031608e-06,2.927075621677933e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
11,0,e110_active_restored_tail_cdd3201e,active_restored_tail,e89,e89,e86,restore_e101_active,active_q2s3,1.0,50,48,-2.617806935800715e-05,-2.617806935800715e-05,-3.165260291848604e-05,-6.578129548517886e-06,-6.578129548517886e-06,-1.3406981883345992e-05,-3.3267506542755676e-05,-3.3267506542755676e-05,-3.165260291848604e-05,-3.868857198274789e-05,-3.868857198274789e-05,-3.165260291848604e-05,-3.868857198274789e-05,-6.578129548517886e-06,3,3,11,-0.00017645082839333194,-7.69830744019595e-05,-0.0001904667077806954,-6.0655941758358534e-05,-0.00046435628805567564,-0.0002625061149070171,-0.00043350388683925596,5.537163807677582e-05,0.7222222222222222,0.9722222222222222,True,0.005563480396156168,0.004557415838081853,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008553178179919555,0.002728208784943925,0.32732296655531923,0.0027071582516036584,1.2029982083041762e-05,0.00031976703173400864,170,False,False,0.0020278099652375433,0.0,0.0021240441801189465,0.0025089605734767025,1.0969444277143911e-05,1.0339427437880492e-05,9.39882671820449e-06,9.855175177712703e-06,1.940630960279166e-05,1.5192398674949806e-05,1.6860820984109005e-05,1.7758767843863994e-05,1.0,0.997889404812157,0.49077799466199257,-3.954354626713975e-05,-1.4128961403245149e-05,1.1374756871067363e-07,-2.566548473454175e-05,-4.3465461169692604e-06,4.880496777616148e-06,True,False,False
16,0,e110_nonactive_tail_graft_b6764610,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.5,139,126,-2.6172467780249953e-05,-2.6172467780249953e-05,-3.187288328065918e-05,-5.507144607119763e-06,-5.507144607119763e-06,-1.2429829542970339e-05,-3.36671132731281e-05,-3.36671132731281e-05,-3.187288328065918e-05,-3.934314546039097e-05,-3.934314546039097e-05,-3.187288328065918e-05,-3.934314546039097e-05,-5.507144607119763e-06,3,3,16,-0.00015283697588941436,-6.589936434187038e-05,-0.000181150855642076,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005520956493538971,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008081133719904373,0.0025665381242239846,0.3432741896157805,0.002690256263238851,1.1393116000405808e-05,0.00012553493071875297,139,False,False,0.011877172653534183,0.0,0.014018691588785047,0.013620071684587814,2.5663162869247113e-06,1.986508843970314e-07,2.63779506941275e-06,2.5748293559951343e-06,6.011805678944486e-06,2.6826415997090023e-07,5.881374354885458e-06,5.883426649451256e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
16,0,e110_nonactive_tail_graft_b6764610,nonactive_tail_graft,e95,e95,e89,nonactive_all_e89,all,0.5,139,126,-2.6172467780249953e-05,-2.6172467780249953e-05,-3.187288328065918e-05,-5.507144607119763e-06,-5.507144607119763e-06,-1.2429829542970339e-05,-3.36671132731281e-05,-3.36671132731281e-05,-3.187288328065918e-05,-3.934314546039097e-05,-3.934314546039097e-05,-3.187288328065918e-05,-3.934314546039097e-05,-5.507144607119763e-06,3,3,20,-0.00015283697588941436,-6.589936434187038e-05,-0.000181150855642076,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005520956493538971,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008081133719904373,0.0025665381242239846,0.3432741896157805,0.002690256263238851,1.1393116000405808e-05,0.00012553493071875297,139,False,False,0.011877172653534183,0.0,0.014018691588785047,0.013620071684587814,2.5663162869247113e-06,1.986508843970314e-07,2.63779506941275e-06,2.5748293559951343e-06,6.011805678944486e-06,2.6826415997090023e-07,5.881374354885458e-06,5.883426649451256e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
17,0,e110_nonactive_tail_graft_5998eeab,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,0.75,139,126,-2.6141362527098977e-05,-2.6141362527098977e-05,-3.1766154422019355e-05,-5.629527076500551e-06,-5.629527076500551e-06,-1.27016357542864e-05,-3.3573141149267904e-05,-3.3573141149267904e-05,-3.1766154422019355e-05,-3.92214193556395e-05,-3.92214193556395e-05,-3.1766154422019355e-05,-3.92214193556395e-05,-5.629527076500551e-06,3,3,17,-0.00016276781552093667,-7.360215953511329e-05,-0.00018419043570813698,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005507714184104254,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008178018099668428,0.0025786916595316295,0.33968759006078586,0.0026847350995747865,1.1379751851693187e-05,0.00018830239607809534,139,False,False,0.010428736964078795,0.0,0.012744265080713678,0.012186379928315413,3.89922936850792e-06,3.7558318794350995e-07,3.993039636168304e-06,3.903048811572545e-06,9.078017674219659e-06,5.071988916556004e-07,8.860795247375355e-06,8.873926982768599e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
17,0,e110_nonactive_tail_graft_5998eeab,nonactive_tail_graft,e95,e95,e89,nonactive_all_e89,all,0.75,139,126,-2.6141362527098977e-05,-2.6141362527098977e-05,-3.1766154422019355e-05,-5.629527076500551e-06,-5.629527076500551e-06,-1.27016357542864e-05,-3.3573141149267904e-05,-3.3573141149267904e-05,-3.1766154422019355e-05,-3.92214193556395e-05,-3.92214193556395e-05,-3.1766154422019355e-05,-3.92214193556395e-05,-5.629527076500551e-06,3,3,21,-0.00016276781552093667,-7.360215953511329e-05,-0.00018419043570813698,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.00041652124120647845,4.9499751098091703e-05,0.75,0.9722222222222222,True,0.005507714184104254,0.004316975742043707,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008178018099668428,0.0025786916595316295,0.33968759006078586,0.0026847350995747865,1.1379751851693187e-05,0.00018830239607809534,139,False,False,0.010428736964078795,0.0,0.012744265080713678,0.012186379928315413,3.89922936850792e-06,3.7558318794350995e-07,3.993039636168304e-06,3.903048811572545e-06,9.078017674219659e-06,5.071988916556004e-07,8.860795247375355e-06,8.873926982768599e-06,1.0,1.0,0.5165916424331753,-3.110268800922494e-05,-1.115752945564704e-05,-6.853645387071823e-08,-2.0712472905590353e-05,-3.829500705819408e-06,2.6753528372650245e-06,True,False,False
9,0,e110_active_restored_tail_aa8e2df0,active_restored_tail,e89,e89,e95,restore_e101_active,active_q2s3,1.0,50,48,-2.6100590397315493e-05,-2.6100590397315493e-05,-3.165260291848604e-05,-5.741099956990681e-06,-5.741099956990681e-06,-1.2964123206726796e-05,-3.346919376456814e-05,-3.346919376456814e-05,-3.165260291848604e-05,-3.909147747049868e-05,-3.909147747049868e-05,-3.165260291848604e-05,-3.909147747049868e-05,-5.741099956990681e-06,3,3,9,-0.00017164558287973696,-8.129404371659543e-05,-0.00018721910476235393,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.0004165212412064805,4.949975109809384e-05,0.7222222222222222,0.9722222222222222,True,0.005494783225859553,0.0043169757420437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008275400889057676,0.002590945974876426,0.32732296655531923,0.002679380522517471,1.1377298714722526e-05,0.00025106986143739134,139,False,False,0.009849362688296639,0.0,0.0118946474086661,0.011469534050179211,5.267356506384822e-06,6.075024334828065e-07,5.373994634002099e-06,5.2601389762742165e-06,1.2212525315971798e-05,8.203896521597902e-07,1.1864966598771952e-05,1.1897956599101941e-05,1.0,1.0,0.5165916424331753,-3.110268800922491e-05,-1.1157529455647065e-05,-6.85364538707754e-08,-2.071247290558955e-05,-3.8295007058191984e-06,2.675352837265094e-06,True,False,False
9,0,e110_nonactive_tail_graft_aa8e2df0,nonactive_tail_graft,e95,e95,e89,nonactive_s1s2s3_e89,s1s2s3,1.0,139,126,-2.6100590397315493e-05,-2.6100590397315493e-05,-3.165260291848604e-05,-5.741099956990681e-06,-5.741099956990681e-06,-1.2964123206726796e-05,-3.346919376456814e-05,-3.346919376456814e-05,-3.165260291848604e-05,-3.909147747049868e-05,-3.909147747049868e-05,-3.165260291848604e-05,-3.909147747049868e-05,-5.741099956990681e-06,3,3,18,-0.00017164558287973696,-8.129404371659543e-05,-0.00018721910476235393,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.0004165212412064805,4.949975109809384e-05,0.7222222222222222,0.9722222222222222,True,0.005494783225859553,0.0043169757420437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008275400889057676,0.002590945974876426,0.32732296655531923,0.002679380522517471,1.1377298714722526e-05,0.00025106986143739134,139,False,False,0.009849362688296639,0.0,0.0118946474086661,0.011469534050179211,5.267356506384822e-06,6.075024334828065e-07,5.373994634002099e-06,5.2601389762742165e-06,1.2212525315971798e-05,8.203896521597902e-07,1.1864966598771952e-05,1.1897956599101941e-05,1.0,1.0,0.5165916424331753,-3.110268800922491e-05,-1.1157529455647065e-05,-6.85364538707754e-08,-2.071247290558955e-05,-3.8295007058191984e-06,2.675352837265094e-06,True,False,False
9,0,e110_nonactive_tail_graft_aa8e2df0,nonactive_tail_graft,e95,e95,e89,nonactive_all_e89,all,1.0,139,126,-2.6100590397315493e-05,-2.6100590397315493e-05,-3.165260291848604e-05,-5.741099956990681e-06,-5.741099956990681e-06,-1.2964123206726796e-05,-3.346919376456814e-05,-3.346919376456814e-05,-3.165260291848604e-05,-3.909147747049868e-05,-3.909147747049868e-05,-3.165260291848604e-05,-3.909147747049868e-05,-5.741099956990681e-06,3,3,22,-0.00017164558287973696,-8.129404371659543e-05,-0.00018721910476235393,-6.0655941758358534e-05,-0.00044162306692771547,-0.000251139504343037,-0.0004165212412064805,4.949975109809384e-05,0.7222222222222222,0.9722222222222222,True,0.005494783225859553,0.0043169757420437,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008275400889057676,0.002590945974876426,0.32732296655531923,0.002679380522517471,1.1377298714722526e-05,0.00025106986143739134,139,False,False,0.009849362688296639,0.0,0.0118946474086661,0.011469534050179211,5.267356506384822e-06,6.075024334828065e-07,5.373994634002099e-06,5.2601389762742165e-06,1.2212525315971798e-05,8.203896521597902e-07,1.1864966598771952e-05,1.1897956599101941e-05,1.0,1.0,0.5165916424331753,-3.110268800922491e-05,-1.1157529455647065e-05,-6.85364538707754e-08,-2.071247290558955e-05,-3.8295007058191984e-06,2.675352837265094e-06,True,False,False
10,0,e110_active_restored_tail_4f647a1a,active_restored_tail,e89,e89,e90,restore_e101_active,active_q2s3,1.0,50,48,-2.6066385871770237e-05,-2.6066385871770237e-05,-3.155232649565409e-05,-6.175108992367839e-06,-6.175108992367839e-06,-1.3246080003082028e-05,-3.326616519283565e-05,-3.326616519283565e-05,-3.155232649565409e-05,-3.875788343021824e-05,-3.875788343021824e-05,-3.155232649565409e-05,-3.875788343021824e-05,-6.175108992367839e-06,3,3,10,-0.0001755296389394756,-8.061903125566872e-05,-0.00018845545703308209,-6.0655941758358534e-05,-0.00045027753282264604,-0.0002554667372905023,-0.00041990264701767803,5.537163807677582e-05,0.7222222222222222,0.9722222222222222,True,0.005519455743647303,0.004403329554300824,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0.0008452895356360506,0.0026707002763917,0.32732296655531923,0.002697129969247754,1.1746280183007443e-05,0.00031726388396129097,168,False,False,0.002607184241019699,0.0,0.002973661852166525,0.0032258064516129032,8.991966228455326e-06,6.978969540752236e-06,8.055513480410772e-06,8.305741050900112e-06,1.6947535041400042e-05,1.1864086349879677e-05,1.546886324695633e-05,1.5939259022373555e-05,1.0,0.9838891233994653,0.5758275903278492,-3.645090596566547e-05,-1.3526612450642786e-05,-5.862031321665808e-07,-2.1878044938107234e-05,-2.847178062929349e-06,6.197432028872497e-06,True,False,False
