task,view,model,split,policy,support_auc,support_logloss,support_brier,corr_benefit,target_delta,full_target_delta,loss_vs_full,overall_delta,subject_delta_mean,subject_win_rate,mean_amp,p10_amp,p50_amp,p90_amp,active_rows_amp_gt_0p05,active_support_rate,soft_beats_full,soft_keeps_signal,energy_score,promote_to_tail_audit
q3_e224,oracle,oracle,oracle,oracle_support,1.0,1.000000500029089e-06,1.0000000000431973e-12,0.6980492287466008,-0.018690502059478753,-0.004262113094773756,-0.014428388964704997,-0.002670071722782679,-0.0191153425901437,1.0,0.5022222222222222,0.0,1.0,1.0,226,1.0,True,True,0.019010502059478754,False
q3_e224,full,full,full,full_amp,0.5,6.87705464661704,0.4977767822232222,0.0,-0.004262113094773756,-0.004262113094773756,0.0,-0.0006088732992533938,-0.004705348675039955,0.6,1.0,1.0,1.0,1.0,450,0.5022222222222222,False,True,0.0042121130947737565,False
q3_e224,movement,lr_l2_c0p10,stratified5,soft_center_x2p0,0.6223925410872313,0.670288464115799,0.23876400904766457,0.01567872886829592,-0.002548953308983637,-0.004262113094773756,0.0017131597857901193,-0.0003641361869976624,-0.0029174939782711127,0.6,0.5003134862045788,0.1651870312569191,0.5101104257703436,0.8286937614582244,437,0.5080091533180778,False,False,-0.0008773662625966017,False
q3_e224,movement,lr_l2_c0p10,stratified5,soft_center_x1p5,0.6223925410872313,0.670288464115799,0.23876400904766457,0.01567872886829592,-0.002512214078506547,-0.004262113094773756,0.001749899016267209,-0.0003588877255009353,-0.0028466912170068024,0.6,0.49971947318740617,0.24889027344268935,0.5075828193277576,0.7465203210936683,450,0.5022222222222222,False,False,-0.0009875839540278708,False
q3_e224,movement,lr_l2_c0p10,stratified5,soft_prob,0.6223925410872313,0.670288464115799,0.23876400904766457,0.01567872886829592,-0.0024809834798545927,-0.004262113094773756,0.0017811296149191636,-0.00035442621140779895,-0.0027789794701969517,0.6,0.49981298212493735,0.33259351562845957,0.5050552128851717,0.6643468807291122,450,0.5022222222222222,False,False,-0.0010812757499837344,False
q3_e224,constant,constant,constant,constant_support_rate,0.5,0.6931373039842199,0.24999506172839506,0.0,-0.0024114868359207398,-0.004262113094773756,0.0018506262588530165,-0.00034449811941724854,-0.0026371886131726363,0.6,0.5022222222222223,0.5022222222222222,0.5022222222222222,0.5022222222222222,450,0.5022222222222222,False,False,-0.0012897656817852932,False
q3_e224,movement,lr_l2_c0p10,subject5,soft_prob,0.60224399494311,0.6792889214828379,0.24294614496003925,-0.003439603270907071,-0.0023835251356698617,-0.004262113094773756,0.0018785879591038945,-0.00034050359080998023,-0.002639197283483641,0.6,0.5033583136914385,0.32544491370798795,0.5037161686671288,0.6673318043549303,450,0.5022222222222222,False,False,-0.0013736507825379274,False
q3_e224,movement,lr_l2_c0p10,subject5,soft_center_x1p5,0.60224399494311,0.6792889214828379,0.24294614496003925,-0.003439603270907071,-0.002365499155586148,-0.004262113094773756,0.001896613939187608,-0.0003379284507980212,-0.0026368933768092127,0.6,0.5050374705371576,0.23816737056198195,0.505574253000693,0.7509977065323955,450,0.5022222222222222,False,False,-0.0014277287227890678,False
q3_e224,movement,lr_l2_c0p10,subject5,soft_center_x2p0,0.60224399494311,0.6792889214828379,0.24294614496003925,-0.003439603270907071,-0.002340999722307613,-0.004262113094773756,0.0019211133724661433,-0.0003344285317582304,-0.0026284024555785932,0.6,0.5065270794573116,0.1508898274159759,0.5074323373342574,0.8346636087098607,442,0.502262443438914,False,False,-0.0015012270226246738,False
q3_e224,latent_no_targetid,hgb_shallow,subject5,soft_prob,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.002223775093018965,-0.004262113094773756,0.0020383380017547914,-0.0003176821561455664,-0.0024675425661812578,0.6,0.48681742568235875,0.2975973982247234,0.48673303491257025,0.6736782878538702,450,0.5022222222222222,False,False,-0.001852900910490618,False
q3_e224,latent_with_targetid,hgb_shallow,subject5,soft_prob,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.002223775093018965,-0.004262113094773756,0.0020383380017547914,-0.0003176821561455664,-0.0024675425661812578,0.6,0.48681742568235875,0.2975973982247234,0.48673303491257025,0.6736782878538702,450,0.5022222222222222,False,False,-0.001852900910490618,False
q3_e224,latent_no_targetid,hgb_shallow,stratified5,soft_prob,0.5585888116308471,0.7119003595226818,0.25741172621284797,-0.03937545104899488,-0.0021443564076599753,-0.004262113094773756,0.002117756687113781,-0.00030633662966571073,-0.0023487209179827604,0.6,0.5083958749233555,0.3223033905077813,0.5168104788710415,0.7064717651787767,450,0.5022222222222222,False,False,-0.0020911569665675867,False
q3_e224,latent_with_targetid,hgb_shallow,stratified5,soft_prob,0.5585888116308471,0.7119003595226818,0.25741172621284797,-0.03937545104899488,-0.0021443564076599753,-0.004262113094773756,0.002117756687113781,-0.00030633662966571073,-0.0023487209179827604,0.6,0.5083958749233555,0.3223033905077813,0.5168104788710415,0.7064717651787767,450,0.5022222222222222,False,False,-0.0020911569665675867,False
q3_e224,latent_no_targetid,hgb_shallow,subject5,soft_center_x1p5,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.002120088799851816,-0.004262113094773756,0.0021420242949219404,-0.0003028698285502594,-0.002373095694545391,0.6,0.48020320225165997,0.19639609733708516,0.4800995523688554,0.7605174317808052,447,0.5011185682326622,False,False,-0.002163959789992065,False
q3_e224,latent_with_targetid,hgb_shallow,subject5,soft_center_x1p5,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.002120088799851816,-0.004262113094773756,0.0021420242949219404,-0.0003028698285502594,-0.002373095694545391,0.6,0.48020320225165997,0.19639609733708516,0.4800995523688554,0.7605174317808052,447,0.5011185682326622,False,False,-0.002163959789992065,False
q3_e224,latent_no_targetid,lr_l2_c0p10,stratified5,soft_prob,0.5582134955752213,0.8378207692454228,0.291585037862986,-0.020102678430114655,-0.002082211363036879,-0.004262113094773756,0.0021799017317368774,-0.00029745876614812553,-0.0021759631045802585,0.6,0.5026438539587582,0.14935629784668708,0.5015945588626101,0.8776401754054348,443,0.5033860045146726,False,False,-0.002277592100436876,False
q3_e224,latent_with_targetid,lr_l2_c0p10,stratified5,soft_prob,0.5582134955752213,0.8378207692454233,0.291585037862986,-0.020102678430112896,-0.002082211363036879,-0.004262113094773756,0.0021799017317368774,-0.00029745876614812553,-0.002175963104580203,0.6,0.5026438539587583,0.1493562978466768,0.5015945588626305,0.8776401754054345,443,0.5033860045146726,False,False,-0.002277592100436876,False
q3_e224,movement,hgb_shallow,stratified5,soft_prob,0.6177109671302149,0.6846141597561691,0.24417891540914927,-0.03904205252458017,-0.0020689033490595143,-0.004262113094773756,0.002193209745714242,-0.0002955576212942163,-0.002306319814233826,0.6,0.5003664580967468,0.25451717634266563,0.5135507020727343,0.7128998838842471,450,0.5022222222222222,False,False,-0.0023175161423689694,False
q3_e224,latent_no_targetid,hgb_shallow,subject5,soft_center_x2p0,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.0020332023535224453,-0.004262113094773756,0.002228910741251311,-0.00029045747907463504,-0.0022979178359303744,0.6,0.4740450657961241,0.09519479644944687,0.4734660698251405,0.8473565757077404,423,0.508274231678487,False,False,-0.0024246191289801766,False
q3_e224,latent_with_targetid,hgb_shallow,subject5,soft_center_x2p0,0.5510824905183311,0.7114008164893731,0.2577420090512659,-0.015533646430201813,-0.0020332023535224453,-0.004262113094773756,0.002228910741251311,-0.00029045747907463504,-0.0022979178359303744,0.6,0.4740450657961241,0.09519479644944687,0.4734660698251405,0.8473565757077404,423,0.508274231678487,False,False,-0.0024246191289801766,False
q3_e224,movement,hgb_shallow,subject5,soft_prob,0.5973550094816689,0.6934774014808851,0.24870158888418062,-0.053730590515303246,-0.0020065488095387662,-0.004262113094773756,0.00225556428523499,-0.0002866498299341095,-0.002215287554233114,0.6,0.5105535383561043,0.27380823136819293,0.5248397594826787,0.7237123177525537,450,0.5022222222222222,False,False,-0.0025045797609312137,False
q3_e224,latent_no_targetid,hgb_shallow,stratified5,soft_center_x1p5,0.5585888116308471,0.7119003595226818,0.25741172621284797,-0.03937545104899488,-0.001997057122998469,-0.004262113094773756,0.002265055971775287,-0.000285293874714067,-0.0021907544085179365,0.6,0.512591145227038,0.2334550857616719,0.5252157183065621,0.8097076477681652,445,0.503370786516854,False,False,-0.0025330548205521053,False
