candidate,world,prior,analogue_pair,analogue_family,analogue_actual_delta,analogue_slippage,candidate_q_base,candidate_q_tie,candidate_surplus_to_tie,q_after_slippage,delta_vs_e95,public_lb_if_e95_anchor,outcome,beats_e95,beats_e101,beats_mixmin,branch_or_hard_fail
e166,broad_plateau_break_safety_atlas_test,visible_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.025457821869982578,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.4001874587002165,-0.00018496225285084876,0.5761063675471492,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,visible_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.03193386549118277,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.34279577133905115,-5.617608744129326e-05,0.5762351537125587,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,visible_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.03273055785829365,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.34199907897194026,-5.4388320611480556e-05,0.5762369414793885,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,visible_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.01839556996827063,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.39312520679850455,-0.00016911465569179995,0.5761222151443082,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,visible_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.12070678482483405,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.25402285200539987,0.0001430291354553038,0.5764343589354552,hard_fail,False,False,False,True
e166,broad_plateau_break_safety_atlas_test,visible_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.07134805714216824,0.3747296368302339,0.31776171246051127,0.056967924369722645,0.3033815796880657,3.226882224579273e-05,0.5763235986222458,branch_loss,False,False,False,True
e166,broad_plateau_break_safety_atlas_test,focus_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.02300498765866721,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.4259030706349667,-0.0002426677360751956,0.5760486620639248,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,focus_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.026350646077354656,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.3765474368989448,-0.0001319143656398488,0.5761594154343601,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,focus_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.024845850113674517,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.37805223286262496,-0.0001352911073039609,0.576156038692696,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,focus_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.05192183678909956,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.45481991976539904,-0.00030755675200182903,0.5759837730479982,clean_or_better,True,True,True,False
e166,broad_plateau_break_safety_atlas_test,focus_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.1314772856538136,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.27142079732248586,0.00010398838292798257,0.576395318182928,hard_fail,False,False,False,True
e166,broad_plateau_break_safety_atlas_test,focus_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.08301589131901704,0.4028980829762995,0.31776171246051127,0.0851363705157882,0.31988219165728243,-4.758326460491558e-06,0.5762865714735395,micro_win,True,True,True,False
e172,safer_tail_repair_contrast,visible_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.025457821869982578,0.389183596785098,0.31857055754699676,0.07061303923810125,0.4146414186550806,-7.19084160198143e-05,0.5762194213839802,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,visible_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.03193386549118277,0.389183596785098,0.31857055754699676,0.07061303923810125,0.35724973129391524,-2.895111051380033e-05,0.5762623786894862,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,visible_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.03273055785829365,0.389183596785098,0.31857055754699676,0.07061303923810125,0.35645303892680436,-2.8354791447714596e-05,0.5762629750085523,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,visible_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.01839556996827063,0.389183596785098,0.31857055754699676,0.07061303923810125,0.40757916675336864,-6.662236630684579e-05,0.5762247074336931,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,visible_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.12070678482483405,0.389183596785098,0.31857055754699676,0.07061303923810125,0.26847681196026396,3.749484345298969e-05,0.5763288246434529,branch_loss,False,False,False,True
e172,safer_tail_repair_contrast,visible_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.07134805714216824,0.389183596785098,0.31857055754699676,0.07061303923810125,0.31783553964292977,5.501561307772384e-07,0.5762918799561307,tie,False,True,True,False
e172,safer_tail_repair_contrast,focus_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.02300498765866721,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.4434651778124101,-9.34828126769687e-05,0.576197846987323,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,focus_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.026350646077354656,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.39410954407638826,-5.654044115373889e-05,0.5762347893588462,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,focus_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.024845850113674517,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.3956143400400684,-5.766677116611911e-05,0.5762336630288338,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,focus_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.05192183678909956,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.4723820269428425,-0.0001151268865748175,0.5761762029134252,clean_or_better,True,True,True,False
e172,safer_tail_repair_contrast,focus_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.1314772856538136,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.2889829044999293,2.2146166275795203e-05,0.5763134759662758,branch_loss,False,False,False,True
e172,safer_tail_repair_contrast,focus_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.08301589131901704,0.4204601901537429,0.31857055754699676,0.10188963260674616,0.3374442988347259,-1.4126872859414541e-05,0.5762772029271406,micro_win,True,True,True,False
e176,broad_q2_underopen,visible_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.025457821869982578,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.39908126062374943,-7.177355392243339e-05,0.5762195562460776,clean_or_better,True,True,True,False
e176,broad_q2_underopen,visible_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.03193386549118277,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.3416895732625841,-2.4545111480399242e-05,0.5762667846885196,clean_or_better,True,True,True,False
e176,broad_q2_underopen,visible_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.03273055785829365,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.3408928808954732,-2.388950190810495e-05,0.5762674402980918,clean_or_better,True,True,True,False
e176,broad_q2_underopen,visible_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.01839556996827063,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.3920190087220375,-6.596192557019152e-05,0.5762253678744298,clean_or_better,True,True,True,False
e176,broad_q2_underopen,visible_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.12070678482483405,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.2529166539289328,4.8507396712584375e-05,0.5763398371967126,branch_loss,False,False,False,True
e176,broad_q2_underopen,visible_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.07134805714216824,0.37362343875376686,0.31186251796519676,0.061760920788570095,0.3022753816115986,7.889391970834878e-06,0.5762992191919708,small_loss,False,True,True,False
e176,broad_q2_underopen,focus_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.02300498765866721,0.40669857959481076,0.31186251796519676,0.094836061629614,0.42970356725347797,-9.69730891269527e-05,0.576194356710873,clean_or_better,True,True,True,False
e176,broad_q2_underopen,focus_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.026350646077354656,0.40669857959481076,0.31186251796519676,0.094836061629614,0.3803479335174561,-5.63576304382592e-05,0.5762349721695618,clean_or_better,True,True,True,False
e176,broad_q2_underopen,focus_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.024845850113674517,0.40669857959481076,0.31186251796519676,0.094836061629614,0.38185272948113624,-5.7595948613336286e-05,0.5762337338513867,clean_or_better,True,True,True,False
e176,broad_q2_underopen,focus_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.05192183678909956,0.40669857959481076,0.31186251796519676,0.094836061629614,0.4586204163839103,-0.00012076917890154474,0.5761705606210984,clean_or_better,True,True,True,False
e176,broad_q2_underopen,focus_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.1314772856538136,0.40669857959481076,0.31186251796519676,0.094836061629614,0.27522129394099715,3.015258863086774e-05,0.5763214823886308,branch_loss,False,False,False,True
e176,broad_q2_underopen,focus_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.08301589131901704,0.40669857959481076,0.31186251796519676,0.094836061629614,0.3236826882757937,-9.726987632477477e-06,0.5762816028123675,micro_win,True,True,True,False
e174,full_q2_reopen_contrast,visible_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.025457821869982578,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.3986143954045925,-7.173655752528839e-05,0.5762195932424747,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,visible_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.03193386549118277,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.34122270804342714,-2.4161708022007588e-05,0.576267168091978,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,visible_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.03273055785829365,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.34042601567631625,-2.3501289741792344e-05,0.5762678285102582,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,visible_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.01839556996827063,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.39155214350288053,-6.588230254818954e-05,0.5762254474974517,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,visible_mean,e72_vs_mixmin,q2s3_gate_fail,0.0001011367,-0.12070678482483405,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.25244978870977586,4.942661933780311e-05,0.5763407564193378,branch_loss,False,False,False,True
e174,full_q2_reopen_contrast,visible_mean,e72_vs_e95,q2s3_gate_fail,0.0001164474,-0.07134805714216824,0.3731565735346099,0.31207534956749133,0.06108122396711857,0.30180851639244166,8.510693196812815e-06,0.5762998404931968,small_loss,False,True,True,False
e174,full_q2_reopen_contrast,focus_mean,mixmin_vs_a2c8,broad_public_success,-0.0011326804999999,0.02300498765866721,0.4063202216911397,0.31207534956749133,0.09424487212364835,0.4293252093498069,-9.719429223819869e-05,0.5761941355077618,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,focus_mean,e95_vs_mixmin,frontier_hardtail_success,-1.5310700000048527e-05,-0.026350646077354656,0.4063202216911397,0.31207534956749133,0.09424487212364835,0.379969575613785,-5.628093082483233e-05,0.5762350488691751,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,focus_mean,e101_vs_mixmin,mixmin_relative_success,-6.2745000000141715e-06,-0.024845850113674517,0.4063202216911397,0.31207534956749133,0.09424487212364835,0.38147437157746517,-5.7528331708077125e-05,0.576233801468292,clean_or_better,True,True,True,False
e174,full_q2_reopen_contrast,focus_mean,e101_vs_e95,frontier_near_loss,9.036200000034356e-06,0.05192183678909956,0.4063202216911397,0.31207534956749133,0.09424487212364835,0.45824205848023924,-0.00012116491949702165,0.576170164880503,clean_or_better,True,True,True,False
