group,active_cells,min_loss_sum_all_beneficial,max_loss_sum_all_adverse,zero_loss_common_benefit_frac,implied_common_benefit_frac_if_all_public_delta_from_group,observed_sum_if_full_250x7_public,observed_sum_position_0beneficial_1adverse,increased,decreased,mean_abs_logit_delta,mean_abs_prob_delta,beneficial_loss_sum,adverse_loss_sum
all_moved,893,-7.618234613262183,4.079153263625633,0.34872343351846896,0.33359277128320963,0.17698922500000713,0.6664072287167904,,,,,,
Q2+S3,79,-1.5612886800779517,0.8404912441087872,0.3499451534442249,0.27625429475327423,0.17698922500000713,0.7237457052467258,,,,,,
non_Q2S3,814,-6.056945933184231,3.2386620195168456,0.3484077680552104,0.3293676766592971,0.17698922500000713,0.670632323340703,,,,,,
Q2,40,-0.6533944207870898,0.4281240940113271,0.39585461381687465,0.23220579728875818,0.17698922500000713,0.7677942027112419,20.0,20.0,0.0270379628699604,0.0061917003043256745,-0.6533944207870898,0.4281240940113271
S3,39,-0.9078942592908622,0.41236715009746006,0.3123375016228869,0.17828130355374366,0.17698922500000713,0.8217186964462563,20.0,19.0,0.03385285665098262,0.0048584126970825986,-0.9078942592908621,0.41236715009746006
