candidate,scenario,branch_prob,rank,euclidean,cosine_distance,known_prob,known_label,known_pair_context,known_pair_id,known_new_tag,known_base_tag,known_new_file,known_base_file,known_pair_is_e95_e101,known_actual_delta
e144,global_t010,0.01936750160260106,1,10.799906134604141,0.28603487884116174,0.02081466495988673,0,a2c8_frontier__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,mixmin,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_mixmin_0c916bb4.csv,False,0.0011326804999999
e144,global_t010,0.01936750160260106,2,10.799906134604141,0.28603487884116174,0.02081466495988673,0,a2c8_frontier__mixmin,submission_mixmin_0c916bb4.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,mixmin,a2c8_frontier,submission_mixmin_0c916bb4.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011326804999999
e144,global_t010,0.01936750160260106,3,12.495168298064325,0.41287812032151394,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e101,a2c8_frontier,submission_e101_q2s3tail_177569bc.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011389549999999
e144,global_t010,0.01936750160260106,4,12.495168298064325,0.41287812032151394,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e101,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0011389549999999
e144,global_t010,0.01936750160260106,5,12.521220121955867,0.4151112453538005,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e95,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e95_hardtail_541e3973.csv,False,0.0011479911999999
e144,global_t010,0.01936750160260106,6,12.521220121955867,0.4151112453538005,0.006867853576226791,0,a2c8_frontier__e95,submission_e95_hardtail_541e3973.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e95,a2c8_frontier,submission_e95_hardtail_541e3973.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011479911999999
e144,global_t010,0.01936750160260106,7,12.522825314410763,0.4126101257595186,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,e95,hybrid_stage2,submission_e95_hardtail_541e3973.csv,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,False,-0.0016536459
e144,global_t010,0.01936750160260106,8,12.522825314410763,0.4126101257595186,0.002389520726347153,0,e95__hybrid_stage2,submission_e95_hardtail_541e3973.csv__vs__submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,hybrid_stage2,e95,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,submission_e95_hardtail_541e3973.csv,False,0.0016536459
e144,global_t010_subject_t010,0.009909105228071046,1,11.06375066722024,0.3626283672076076,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,e101,a2c8_frontier,submission_e101_q2s3tail_177569bc.csv,submission_frontier_cvjepa_refine_a2c8d2c8.csv,False,-0.0011389549999999
e144,global_t010_subject_t010,0.009909105228071046,2,11.06375066722024,0.3626283672076076,0.006691374582535488,0,a2c8_frontier__e101,submission_e101_q2s3tail_177569bc.csv__vs__submission_frontier_cvjepa_refine_a2c8d2c8.csv,a2c8_frontier,e101,submission_frontier_cvjepa_refine_a2c8d2c8.csv,submission_e101_q2s3tail_177569bc.csv,False,0.0011389549999999
