candidate_id,family,status,pair_kind,candidate_file,base_file,note,moved_cells,moved_rows,targets_moved,expected_focus,expected_global,expected_subject,expected_nearest_hard085,hard_delta_focus,support_delta,adverse_delta,total_swing,top1_swing,top5_swing,top10_swing,top25_swing,support_prob_focus_mean,support_prob_focus_swing_weighted,mean_abs_prob_delta,mean_abs_logit_delta,max_abs_logit_delta,adverse_over_e216_miss,cells_for_2e6_guard,cells_for_e95_edge,cells_to_flip_expected_focus,top1_over_abs_expected,top5_over_abs_expected,top1_swing_share,top5_swing_share,support_tail_gate,source_scope,view,model,split,target_kind,tail_q,policy,q3_dropped_cells,s4_dropped_cells,oof_loss_vs_full,oof_active_policy_delta,oof_tail_auc,oof_subject_win_rate,e230_q3_risk_top21_overlap,e230_q3_risk_top21_jaccard,e230_q3_swing_top25_overlap,e230_q3_swing_top25_jaccard,e230_q3_expected_positive_overlap,e230_q3_expected_positive_jaccard,baseline_expected_focus,baseline_adverse_delta,baseline_support_prob_focus_swing_weighted,expected_loss_vs_e224,adverse_reduction_vs_e224,support_gain_vs_e224,q3_top1_over_abs_expected,q3_adverse_delta,q3_expected_focus,s4_top1_over_abs_expected,s4_adverse_delta,s4_expected_focus,actual_expected_focus,actual_adverse_delta,actual_support_prob_focus_swing_weighted,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_gate,e237_score
q3s4_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_global_top100,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_global_top100,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,467,224,"Q1,Q3,S2,S3,S4",-0.00022117118297730753,-0.00024809059354807296,-0.0001565800968989053,-0.0002588428584849444,-8.628163748418963e-05,-0.0033196017945941124,0.0026360438598184268,0.00595564565441254,8.305643996964921e-05,0.0003414649862173984,0.0006088771708273794,0.001277820793188409,0.48088097117737205,0.47974899928420406,0.004595069672286,0.022317729968355342,0.14534876994688622,2.648813791105312,1,1,3,0.37553011586582197,1.5438945599546448,0.013945833044669585,0.05733467134069786,False,q3s4,latent_no_targetid_featnn1_appstory_inter,hgb_shallow,row5,risk,0.2,drop_global_top100,56,44,-0.0002335881648772853,-0.0040797125230337405,0.8548198849432246,0.7,15,0.24193548387096775,16,0.24615384615384617,24,0.16783216783216784,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,0.0004021804118966817,0.0007647307096959235,0.013764867204269782,1.4136987043033327,0.00133248866268271,-5.987011937965468e-05,0.447377364387087,0.0005654491423029236,-0.00013146350558453218,-0.00022117118297730753,0.0026360438598184268,0.47974899928420406,0.00043201796990980225,0.0014580254770471214,0.013959492195794176,False,-0.0002741259127519158
all3_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_top25,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_top25,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,522,243,"Q1,Q3,S2,S3,S4",-0.000675185857029298,-0.0008141837397188781,-0.0005558699005487303,-0.0006555039308202857,-0.00032643008616122795,-0.005397468030140153,0.0035836257430247424,0.008981093773164896,9.833848841696186e-05,0.00044391797103886184,0.000813503182301598,0.0017155113751674853,0.4809807540893843,0.4741974315844667,0.0060826785677041435,0.03010903084873289,0.17209235472968332,3.6009860969983256,1,1,9,0.14564654664070473,0.6574752216997328,0.010949500239134885,0.04942805211156672,False,all3,latent_no_targetid_featnn1_appstory_inter,hgb_shallow,row5,risk,0.2,drop_q3_top25,25,0,-0.00040269463530895333,-0.004248818993465409,0.8513335441703563,0.8,10,0.2777777777777778,12,0.3157894736842105,14,0.11475409836065574,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-5.1834262155308806e-05,-0.00018285117351039219,0.008213299504532423,0.7318590294713718,0.0016845830496365838,-0.0001343680742560389,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.000675185857029298,0.0035836257430247424,0.4741974315844667,-2.199670414218828e-05,0.0005104435938408057,0.008407924496056818,False,-0.010371256688933392
all3_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_top21,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_top21,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,524,245,"Q1,Q3,S2,S3,S4",-0.0006721843292368921,-0.000807378587345135,-0.0005534896390725853,-0.0006556847612929559,-0.0003208291972527146,-0.005473491818072582,0.003653051155256548,0.00912654297332913,9.833848841696186e-05,0.00044391797103886184,0.000813503182301598,0.0017210059421553982,0.4813584304966351,0.473918273012383,0.006174874471433624,0.030479866800240413,0.17209235472968332,3.670747830547571,1,1,9,0.14629690717217728,0.6604110684086115,0.010774998671933112,0.0486403200353235,False,all3,latent_no_targetid_featnn1_appstory_inter,hgb_shallow,row5,risk,0.2,drop_q3_top21,21,0,-0.0003399367015459731,-0.004186061059702428,0.8513335441703563,0.8,9,0.2727272727272727,10,0.2777777777777778,11,0.09090909090909091,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.883273436290291e-05,-0.00025227658574219786,0.007934140932448708,0.7485809063587244,0.0017647698898339743,-0.00013136654646363297,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006721843292368921,0.003653051155256548,0.473918273012383,-1.8995176349782383e-05,0.000441018181609,0.008128765923973102,False,-0.017756344488817483
all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_global_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,483,224,"Q1,Q3,S2,S3,S4",-0.0006156459156853515,-0.0007786957428010915,-0.0005427067267963157,-0.0005255352774586471,-1.0022040100024477e-05,-0.005505440732846759,0.003538973936378966,0.009044414669225724,9.833848841696186e-05,0.0004647981016855185,0.000860291149049125,0.0018449654237761095,0.4776299301522259,0.4593575155505322,0.006666513751421682,0.03276961836675987,0.17209235472968332,3.556117981166123,1,1,7,0.1597322193025339,0.7549763424777931,0.010872841639112996,0.05139062268639979,False,all3,latent_no_targetid_featnn1_appstate,hgb_shallow,subject5,contrast,0.1,drop_global_p20,52,48,-0.0005358584985424297,-0.004381982856698885,0.5979954111822243,0.7,1,0.013888888888888888,3,0.04054054054054054,19,0.13194444444444445,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,7.705679188637726e-06,-0.00013819936686461582,-0.006626616529402052,0.9607417779526927,0.0017383615994159614,-0.00010235683580505655,0.17480317910424595,0.0010874391217273877,-0.0004834515218671744,-0.0006156459156853515,0.003538973936378966,0.4593575155505322,3.754323720175825e-05,0.0005550954004865821,-0.006431991537877657,False,-0.018853712634347836
all3_latent_no_targetid_featnn1_appstate_lr_l2_c0p10_row5_contrast_q0p20_drop_q3_top50,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstate_lr_l2_c0p10_row5_contrast_q0p20_drop_q3_top50,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,506,236,"Q1,Q3,S2,S3,S4",-0.0006424028468897554,-0.0007924516506070344,-0.0005577014341659858,-0.0005770554558962459,-0.0002119991442811551,-0.005500707930934436,0.0036392048369107964,0.009139912767845232,9.673998182827695e-05,0.0004466387123180863,0.0008246269489772619,0.0017701768613140327,0.47983039564572083,0.468451701077882,0.006438249133170669,0.031610370244524025,0.16929496819948486,3.656834435725382,1,1,8,0.15059083610331317,0.6952626603081279,0.01058434410540701,0.04886684628866354,False,all3,latent_no_targetid_featnn1_appstate,lr_l2_c0p10,row5,contrast,0.2,drop_q3_top50,50,0,-0.00023360559803020653,-0.004079729956186662,0.4986336363096299,0.7,5,0.07575757575757576,7,0.10294117647058823,22,0.15827338129496402,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-1.9051252015766184e-05,-0.0002384302673964461,0.0024675689979477,0.9256435583943162,0.0017240572654988048,-0.00010158506411649618,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006424028468897554,0.0036392048369107964,0.468451701077882,1.0786305997354342e-05,0.0004548644999547518,0.0026621939894720947,False,-0.022999368694391283
q3s4_latent_no_targetid_featnn1_appstate_inter_hgb_shallow_subject5_contrast_q0p10_drop_q3_top50,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_latent_no_targetid_featnn1_appstate_inter_hgb_shallow_subject5_contrast_q0p10_drop_q3_top50,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,501,231,"Q1,Q3,S2,S3,S4",-0.0006517894177408767,-0.0007981657904673495,-0.0005445810129543786,-0.0006126214498009016,-0.000220103856187283,-0.005591044713980073,0.0036781464525842103,0.009269191166564283,9.833848841696186e-05,0.0004523085819444272,0.0008396440617576557,0.0018178562087148866,0.48061028837547687,0.4671320067217926,0.006586138707184305,0.03237741425446605,0.17209235472968332,3.695964698395126,1,1,8,0.15087463180639885,0.6939489498190129,0.010609176858029134,0.04879698495980851,False,q3s4,latent_no_targetid_featnn1_appstate_inter,hgb_shallow,subject5,contrast,0.1,drop_q3_top50,50,0,-0.00021290946812413392,-0.004059033826280589,0.45906291510687114,0.7,5,0.07575757575757576,3,0.041666666666666664,17,0.11805555555555555,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.8437822866887448e-05,-0.00027737188306986007,0.0011478746418583374,0.8861587778323526,0.0017585901502225115,-0.00011097163496761746,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006517894177408767,0.0036781464525842103,0.4671320067217926,1.3997351462330778e-06,0.0004159228842813378,0.0013424996333827321,False,-0.02410559466858431
all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_q3_p20,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,496,229,"Q1,Q3,S2,S3,S4",-0.0006434681830604876,-0.0008058321945261276,-0.0005703852603525685,-0.0005541870943027666,-3.082651241876136e-05,-0.00566491352106111,0.0036417242883523054,0.009306637809413416,9.833848841696186e-05,0.0004647981016855185,0.000860291149049125,0.0018455872084668617,0.47817591988613933,0.4604447448334602,0.0066892894715300695,0.03283591969047072,0.17209235472968332,3.659366092283156,1,1,8,0.15282572006783712,0.7223326870255313,0.010566489255388783,0.04994264429366614,False,all3,latent_no_targetid_featnn1_appstate,hgb_shallow,subject5,contrast,0.1,drop_q3_p20,50,0,-0.0006903314904358471,-0.004536455848592302,0.5979954111822243,0.7,1,0.014285714285714285,3,0.041666666666666664,19,0.13380281690140844,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.011658818649835e-05,-0.00024094971883795516,-0.00553938724647407,0.9579942030600825,0.0017434134356137747,-0.00010265040028722841,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006434681830604876,0.0036417242883523054,0.4604447448334602,9.720969826622176e-06,0.00045234504851324273,-0.005344762254949675,False,-0.025036749060824075
all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_q3_top50,e237_cell_decisive_q3s4,generated,actual_vs_e95,all3_latent_no_targetid_featnn1_appstate_hgb_shallow_subject5_contrast_q0p10_drop_q3_top50,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,496,229,"Q1,Q3,S2,S3,S4",-0.0006434681830604876,-0.0008058321945261276,-0.0005703852603525685,-0.0005541870943027666,-3.082651241876136e-05,-0.00566491352106111,0.0036417242883523054,0.009306637809413416,9.833848841696186e-05,0.0004647981016855185,0.000860291149049125,0.0018455872084668617,0.47817591988613933,0.4604447448334602,0.0066892894715300695,0.03283591969047072,0.17209235472968332,3.659366092283156,1,1,8,0.15282572006783712,0.7223326870255313,0.010566489255388783,0.04994264429366614,False,all3,latent_no_targetid_featnn1_appstate,hgb_shallow,subject5,contrast,0.1,drop_q3_top50,50,0,-0.00028605189219910176,-0.004132176250355557,0.5979954111822243,0.8,1,0.014285714285714285,3,0.041666666666666664,19,0.13380281690140844,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.011658818649835e-05,-0.00024094971883795516,-0.00553938724647407,0.9579942030600825,0.0017434134356137747,-0.00010265040028722841,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006434681830604876,0.0036417242883523054,0.4604447448334602,9.720969826622176e-06,0.00045234504851324273,-0.005344762254949675,False,-0.025036749060824075
q3s4_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_p10,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_latent_no_targetid_featnn1_appstory_inter_hgb_shallow_row5_risk_q0p20_drop_q3_p10,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,521,243,"Q1,Q3,S2,S3,S4",-0.0006476986784697059,-0.0007799163691655577,-0.0005282543777964889,-0.0006349252884470709,-0.00032953688821478347,-0.005457307376966853,0.0036754924676109108,0.009132799844577764,9.833848841696186e-05,0.0004495924641476925,0.0008247216429520236,0.001749712222656075,0.4819432315563203,0.47336974637053275,0.00621794584593478,0.03067639103265084,0.17209235472968332,3.6932978565774235,1,1,8,0.1518275267278646,0.6941383070441463,0.010767616732052484,0.049228327763541226,False,q3s4,latent_no_targetid_featnn1_appstory_inter,hgb_shallow,row5,risk,0.2,drop_q3_p10,25,0,-0.00025178621393961986,-0.004097910572096075,0.8548198849432246,0.7,9,0.24324324324324326,9,0.21951219512195122,11,0.088,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-2.4347083595716696e-05,-0.0002747178980965605,0.0073856142905984745,0.9200754519896033,0.0017741647354986,-0.00010688089569644672,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006476986784697059,0.0036754924676109108,0.47336974637053275,5.49047441740383e-06,0.0004185768692546374,0.007580239282122869,False,-0.025270547463609072
q3s4_latent_no_targetid_featnn1_appstate_inter_hgb_shallow_subject5_contrast_q0p10_drop_q3_top40,e237_cell_decisive_q3s4,generated,actual_vs_e95,q3s4_latent_no_targetid_featnn1_appstate_inter_hgb_shallow_subject5_contrast_q0p10_drop_q3_top40,submission_e95_hardtail_541e3973.csv,Cell-level bad-tail predictor rolls selected E224 Q3/S4 cells back toward E154.,508,235,"Q1,Q3,S2,S3,S4",-0.0006642511900487264,-0.0008135409853179221,-0.0005546397823181953,-0.000624572802510062,-0.00022268781638981667,-0.0056665807126231055,0.0037137116629679034,0.00938029237559101,9.833848841696186e-05,0.0004523085819444272,0.0008396440617576557,0.0018178562087148866,0.4805957973331094,0.46671923195153014,0.006571452966317959,0.032313999325362726,0.17209235472968332,3.7317021992705395,1,1,8,0.14804412832101693,0.6809300287610294,0.010483520606762109,0.04821902813193808,False,q3s4,latent_no_targetid_featnn1_appstate_inter,hgb_shallow,subject5,contrast,0.1,drop_q3_top40,40,0,-0.00021315973207824968,-0.004059284090234705,0.45906291510687114,0.6,4,0.07017543859649122,3,0.04838709677419355,16,0.11851851851851852,-0.0006233515948739892,0.0034007745695143502,0.4659841320799343,-4.0899595174737134e-05,-0.00031293709345355317,0.0007350998715958679,0.7966926506168551,0.001796758594114193,-0.0001234334072754673,0.16538577986034125,0.0011851376375029135,-0.0005109802247601385,-0.0006642511900487264,0.0037137116629679034,0.46671923195153014,-1.1062037161616608e-05,0.0003803576738976447,0.0009297248631202626,False,-0.02550895803116445
