base_mean_loss,nested_mean_loss,nested_delta_mean,nested_win_rate,fixed_stage2_mean_loss,fixed_stage2_delta_mean,fixed_stage2_win_rate
0.5643059181156207,0.5730426724563773,0.00873675434075677,0.0,0.5610342990382758,-0.003271619077344773,1.0
