basename,source_path,parent_basename,parent_source_path,parent_highrep_actual_mean,parent_highrep_actual_p90,parent_highrep_null_strict_rate,parent_highrep_p90_dominance,parent_highrep_mean_dominance,parent_highrep_worst_mode_p90_dominance,support_target_count,support_targets,support_feature_count,semantic_q,semantic_policy,semantic_scale,semantic_type,semantic_active_cells,semantic_kept_cells,semantic_kept_frac,semantic_l1_retained_frac,semantic_alignment_mean_active,semantic_alignment_mean_kept,semantic_alignment_p10_kept,nonzero_rows,nonzero_cells,mean_abs_delta,max_abs_delta,l1_delta,q_abs_share,s_abs_share,abs_Q1,abs_Q2,abs_Q3,abs_S1,abs_S2,abs_S3,abs_S4
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_70__s1_25_4f9d3f2b.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_70__s1_25_4f9d3f2b.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,boost125_damp25,1.25,semantic_censor,640,640,1.0,0.7618978912692402,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.01935139841299141,0.35,33.86494722273497,0.2733623130588528,0.7266376869411474,9.257400304422804,0.0,0.0,8.790957316641268,0.0,15.816589601670902,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s0_75_e2ef6b11.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s0_75_e2ef6b11.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,keep_l1,0.75,semantic_censor,640,195,0.3046875,0.46433797389859094,0.1354078699496463,1.318638576943546,0.832620028095106,141,195,0.011793692086775318,0.35,20.638961151856808,0.2708379494100432,0.7291620505899568,5.589813916322441,0.0,0.0,5.2050734286771565,0.0,9.84407380685721,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_00_79c9b8fe.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_00_79c9b8fe.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,keep_l1,1.0,semantic_censor,640,195,0.3046875,0.5669865230726086,0.1354078699496463,1.318638576943546,0.832620028095106,141,195,0.014400856372625797,0.35,25.201498652095147,0.27924995247068424,0.7207500475293157,7.037517300787583,0.0,0.0,6.43505164368072,0.0,11.728929707626843,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_1af7dabf.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_70__s1_25_1af7dabf.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,keep_l1,1.25,semantic_censor,640,195,0.3046875,0.6399112230361644,0.1354078699496463,1.318638576943546,0.832620028095106,141,195,0.016253066411941866,0.35,28.442866220898267,0.27928568681264154,0.7207143131873585,7.943685427423655,0.0,0.0,7.415621979476275,0.0,13.083558813998337,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s0_75_73105b52.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s0_75_73105b52.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_keep,0.75,anti_control,640,193,0.3015625,0.19597939839780784,0.1354078699496463,-1.0405632679865762,-1.540125660197948,148,193,0.004977668874783854,0.26250000000000007,8.710920530871745,0.21628391385512305,0.783716086144877,1.884031985697887,0.0,0.0,2.1717773465851096,0.0,4.655111198588748,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_00_f50c9c29.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_00_f50c9c29.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_keep,1.0,anti_control,640,193,0.3015625,0.2613058645304105,0.1354078699496463,-1.0405632679865762,-1.540125660197948,148,193,0.006636891833045139,0.35,11.614560707828995,0.216283913855123,0.7837160861448771,2.5120426475971827,0.0,0.0,2.8957031287801467,0.0,6.206814931451666,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_25_e7691a02.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_70__s1_25_e7691a02.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_keep,1.25,anti_control,640,193,0.3015625,0.3205781971500143,0.1354078699496463,-1.0405632679865762,-1.540125660197948,148,193,0.008142346220743361,0.35,14.249105886300883,0.2203684451889246,0.7796315548110755,3.140053309496479,0.0,0.0,3.5229346433955673,0.0,7.586117933408837,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_b3d7c76a.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s0_75_b3d7c76a.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_damp25,0.75,anti_control,640,640,1.0,0.3344845487983559,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.008495552804331502,0.26250000000000007,14.867217407580124,0.23998483051637814,0.7600151694836217,3.567906649808263,0.0,0.0,3.823387360736005,0.0,7.475923397035856,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_00_6d3b9fd9.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_00_6d3b9fd9.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_damp25,1.0,anti_control,640,640,1.0,0.4459793983978078,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.011327403739108668,0.35,19.822956543440178,0.23998483051637812,0.7600151694836218,4.75720886641102,0.0,0.0,5.097849814314671,0.0,9.967897862714485,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_25_5d91a221.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_70__s1_25_5d91a221.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.7,anti_damp25,1.25,anti_control,640,640,1.0,0.551420114484261,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.014005486103322775,0.35,24.50960068081485,0.24261966404326094,0.7573803359567389,5.946511083013778,0.0,0.0,6.275618000313726,0.0,12.287471597487343,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s0_75_ff63e74b.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s0_75_ff63e74b.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep,0.75,semantic_censor,640,129,0.2015625,0.22369490576405962,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.005681613368407615,0.26250000000000007,9.942823394713326,0.2192819103805992,0.7807180896194008,2.1802813085696524,0.0,0.0,2.704301350614832,0.0,5.058240735528841,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s1_00_ff0b2717.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s1_00_ff0b2717.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep,1.0,semantic_censor,640,129,0.2015625,0.29825987435207946,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.007575484491210152,0.35,13.257097859617762,0.2192819103805993,0.7807180896194007,2.9070417447595367,0.0,0.0,3.605735134153108,0.0,6.744320980705117,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s1_25_7e122e9d.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep__q0_80__s1_25_7e122e9d.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep,1.25,semantic_censor,640,129,0.2015625,0.3541003100742271,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.00899377233738619,0.35,15.739101590425829,0.22818717721598908,0.771812822784011,3.5914611638349543,0.0,0.0,4.244668917691385,0.0,7.90297150889949,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s0_75_70d30643.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s0_75_70d30643.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp25,0.75,semantic_censor,640,640,1.0,0.35527117932304475,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.009023511174549323,0.26250000000000007,15.791144555461315,0.24001386528067073,0.7599861347193293,3.790093641962089,0.0,0.0,4.222780363758298,0.0,7.7782705497409275,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_00_34fba282.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_00_34fba282.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp25,1.0,semantic_censor,640,640,1.0,0.47369490576405965,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.012031348232732431,0.35,21.054859407281754,0.2400138652806707,0.7599861347193293,5.053458189282785,0.0,0.0,5.630373818344395,0.0,10.371027399654574,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_25_39fa2db3.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp25__q0_80__s1_25_39fa2db3.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp25,1.25,semantic_censor,640,640,1.0,0.5733940993392023,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.014563602014289037,0.35,25.48630352500581,0.24619033958113354,0.7538096604188664,6.274481719489021,0.0,0.0,6.775467272930493,0.0,12.436354532586295,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s0_75_c17a3352.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s0_75_c17a3352.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp50,0.75,semantic_censor,640,640,1.0,0.4868474528820298,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.012365408980691031,0.26250000000000007,21.6394657162093,0.24953970888983923,0.7504602911101607,5.3999059753545255,0.0,0.0,5.741259376901762,0.0,10.498300363953012,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_00_36638b84.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_00_36638b84.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp50,1.0,semantic_censor,640,640,1.0,0.6491299371760397,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.016487211974254706,0.35,28.852620954945742,0.24953970888983948,0.7504602911101607,7.199874633806043,0.0,0.0,7.65501250253568,0.0,13.99773381860402,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_25_c732aece.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__damp50__q0_80__s1_25_c732aece.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,damp50,1.25,semantic_censor,640,640,1.0,0.7926878886041773,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.020133431691191882,0.35,35.2335054595858,0.2542325027924823,0.7457674972075178,8.957502275143087,0.0,0.0,9.306265628169603,0.0,16.96973755627311,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s0_75_49c1cde9.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s0_75_49c1cde9.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,boost125_damp25,0.75,semantic_censor,640,640,1.0,0.4111949057640596,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.010443914516651226,0.3281250000000001,18.276850404139644,0.2371942579407775,0.7628057420592226,4.335163969104502,0.0,0.0,4.898855701412003,0.0,9.04283073362314,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s1_00_5f24d306.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s1_00_5f24d306.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,boost125_damp25,1.0,semantic_censor,640,640,1.0,0.5295353414862072,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.013449636078908467,0.35,23.536863138089817,0.24378259646131734,0.7562174035386827,5.737877608358205,0.0,0.0,6.269307601882673,0.0,11.52967792784894,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s1_25_351a90e6.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__boost125_damp25__q0_80__s1_25_351a90e6.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,boost125_damp25,1.25,semantic_censor,640,640,1.0,0.6266559693346706,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.015916397025686483,0.35,27.85369479495135,0.2513948375861045,0.7486051624138955,7.002275079149718,0.0,0.0,7.487289397574581,0.0,13.36413031822705,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s0_75_60f0eb49.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s0_75_60f0eb49.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep_l1,0.75,semantic_censor,640,129,0.2015625,0.32790825597429085,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.008328521941039602,0.35,14.574913396819303,0.22417389102047683,0.7758261089795232,3.2673150474514583,0.0,0.0,3.9252020259222467,0.0,7.382396323445598,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s1_00_8c3c14b2.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s1_00_8c3c14b2.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep_l1,1.0,semantic_censor,640,129,0.2015625,0.397492540416148,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.010095888968757823,0.35,17.66780569532619,0.23677326573345353,0.7632267342665465,4.183264052826492,0.0,0.0,4.814231400642054,0.0,8.670310241857646,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s1_25_ffd5fdf9.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__keep_l1__q0_80__s1_25_ffd5fdf9.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,keep_l1,1.25,semantic_censor,640,129,0.2015625,0.44934415374291736,0.1354078699496463,1.5271034058085182,1.1705756284346815,105,129,0.01141286495640773,0.35,19.97251367371353,0.24291691922759884,0.7570830807724012,4.851661490849582,0.0,0.0,5.564596675677943,0.0,9.556255507186004,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s0_75_0ed332f9.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s0_75_0ed332f9.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,anti_keep,0.75,anti_control,640,129,0.2015625,0.13208160274280273,0.1354078699496463,-1.2393356767253803,-1.693012511087647,108,129,0.0033547326314874986,0.21551656054776985,5.870782105103124,0.23613678621896855,0.7638632137810314,1.3863076188908825,0.0,0.0,1.16481620560801,0.0,3.319658280604231,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s1_00_09346869.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s1_00_09346869.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,anti_keep,1.0,anti_control,640,129,0.2015625,0.17610880365707032,0.1354078699496463,-1.2393356767253803,-1.693012511087647,108,129,0.004472976841983332,0.28735541406369314,7.827709473470831,0.23613678621896855,0.7638632137810314,1.8484101585211765,0.0,0.0,1.5530882741440133,0.0,4.426211040805641,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s1_25_e215d282.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_keep__q0_80__s1_25_e215d282.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,anti_keep,1.25,anti_control,640,129,0.2015625,0.21990528110901478,0.1354078699496463,-1.2393356767253803,-1.693012511087647,108,129,0.005585360921228241,0.35,9.774381612149426,0.2363845396909339,0.763615460309066,2.3105126981514705,0.0,0.0,1.9321660751004002,0.0,5.531702838897554,0.0
submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_80__s0_75_1819033d.csv,analysis_outputs/submission_e326_semcensor_null_common_residual__src_human_regime_only__recipe_fami__anti_damp25__q0_80__s0_75_1819033d.csv,submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,analysis_outputs/submission_e323_healthresid_null_common_residual__src_human_regime_only__recipe_family_consensus____meanresid_l1_50__kal_5508f966.csv,-0.0009521445193922,-5.374669127956009e-05,0.0503875968992248,0.9263565891472868,0.9147286821705426,0.859375,3,Q1|S1|S3,17,0.8,anti_damp25,0.75,anti_control,640,640,1.0,0.28656120205710206,0.1354078699496463,0.1354078699496463,-1.185064234594159,249,640,0.007278350621859236,0.21551656054776985,12.73711358825366,0.25081140656931306,0.749188593430687,3.1946133747030108,0.0,0.0,3.0681665050031803,0.0,6.474333708547469,0.0
