prior,strategy,targets,weight,base_loss,candidate_loss,delta,changed_blocks,mean_abs_shift,Q1_delta,Q2_delta,Q3_delta,S1_delta,S2_delta,S3_delta,S4_delta
exact_value,nearest,Q3,1.0,0.5629052156931568,0.5618563527857893,-0.0010488629073674982,50,0.1638429337917077,0.0,0.0,-0.0073420403515723764,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,1.0,0.5629052156931568,0.5618563527857893,-0.0010488629073674982,50,0.1638429337917077,0.0,0.0,-0.0073420403515723764,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.75,0.5629052156931568,0.5620888811819946,-0.0008163345111621423,50,0.1638429337917077,0.0,0.0,-0.005714341578134663,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.75,0.5629052156931568,0.5620888811819946,-0.0008163345111621423,50,0.1638429337917077,0.0,0.0,-0.005714341578134663,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.5,0.5629052156931568,0.5623410914356443,-0.0005641242575125105,50,0.1638429337917077,0.0,0.0,-0.0039488698025877955,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.5,0.5629052156931568,0.5623410914356443,-0.0005641242575125105,50,0.1638429337917077,0.0,0.0,-0.0039488698025877955,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.25,0.5629052156931568,0.5626131321366927,-0.00029208355646404005,50,0.1638429337917077,0.0,0.0,-0.0020445848952480583,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.25,0.5629052156931568,0.5626131321366927,-0.00029208355646404005,50,0.1638429337917077,0.0,0.0,-0.0020445848952480583,0.0,0.0,0.0,0.0
exact_value,nearest,Q3,0.1,0.5629052156931568,0.5627859608138749,-0.00011925487928188261,50,0.1638429337917077,0.0,0.0,-0.0008347841549727342,0.0,0.0,0.0,0.0
uniform_total,nearest,Q3,0.1,0.5629052156931568,0.5627859608138749,-0.00011925487928188261,50,0.1638429337917077,0.0,0.0,-0.0008347841549727342,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.1,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.25,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.5,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,0.75,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,range,Q3,1.0,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.1,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.25,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.5,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,0.75,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
uniform_total,range,Q3,1.0,0.5629052156931568,0.5629052156931568,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.1,0.5629052156931568,0.563037873448404,0.0001326577552471786,50,1.6959077774979323,0.0,0.0,0.0009286042867303612,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.1,0.5629052156931568,0.5630656588657605,0.00016044317260377472,50,1.6596945589987138,0.0,0.0,0.0011231022082268671,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.1,0.5629052156931568,0.5630807790728951,0.00017556337973834157,50,1.6868113742727773,0.0,0.0,0.0012289436581691682,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.1,0.5629052156931568,0.5632373182049564,0.0003321025117996035,50,0.47417850514049276,0.0,0.0,0.0023247175825975575,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.1,0.5629052156931568,0.5633475974452565,0.00044238175209976305,50,0.5007871128973221,0.0,0.0,0.0030966722646982303,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.1,0.5629052156931568,0.5633907390309704,0.00048552333781359813,50,0.6122652001622962,0.0,0.0,0.00339866336469552,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.25,0.5629052156931568,0.5637894460715613,0.0008842303784045713,50,0.47417850514049276,0.0,0.0,0.006189612648832221,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.25,0.5629052156931568,0.5639484825095687,0.0010432668164119807,50,1.6959077774979323,0.0,0.0,0.007302867714884531,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.25,0.5629052156931568,0.5639873875790876,0.0010821718859308493,50,1.6596945589987138,0.0,0.0,0.0075752032015166115,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.25,0.5629052156931568,0.5640372613176606,0.0011320456245038635,50,1.6868113742727773,0.0,0.0,0.007924319371527933,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.25,0.5629052156931568,0.5640677155183439,0.0011624998251871244,50,0.5007871128973221,0.0,0.0,0.008137498776309426,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.25,0.5629052156931568,0.5642166672865215,0.0013114515933647652,50,0.6122652001622962,0.0,0.0,0.009180161153553468,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.5,0.5629052156931568,0.5648532006918411,0.0019479849986843156,50,0.47417850514049276,0.0,0.0,0.013635894990790542,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.5,0.5629052156931568,0.5654229191036807,0.0025177034105239304,50,0.5007871128973221,0.0,0.0,0.01762392387366818,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.5,0.5629052156931568,0.565873156927694,0.0029679412345372524,50,0.6122652001622962,0.0,0.0,0.020775588641760878,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,0.75,0.5629052156931568,0.5660993505281395,0.0031941348349827647,50,0.47417850514049276,0.0,0.0,0.02235894384487913,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,0.75,0.5629052156931568,0.5669829625938129,0.0040777469006560985,50,0.5007871128973221,0.0,0.0,0.028544228304593355,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.5,0.5629052156931568,0.5671058440881788,0.004200628395021999,50,1.6596945589987138,0.0,0.0,0.029404398765153772,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.5,0.5629052156931568,0.5671086689683187,0.004203453275161917,50,1.6959077774979323,0.0,0.0,0.02942417292613364,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.5,0.5629052156931568,0.567242159902073,0.004336944208916282,50,1.6868113742727773,0.0,0.0,0.030358609462414643,0.0,0.0,0.0,0.0
uniform_total,posterior_mean_nearest,Q3,1.0,0.5629052156931568,0.5675361333533362,0.004630917660179423,50,0.47417850514049276,0.0,0.0,0.03241642362125574,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,0.75,0.5629052156931568,0.5679332302629073,0.00502801456975055,50,0.6122652001622962,0.0,0.0,0.0351961019882544,0.0,0.0,0.0,0.0
uniform_total,posterior_mean,Q3,1.0,0.5629052156931568,0.5687674796171539,0.005862263923997135,50,0.5007871128973221,0.0,0.0,0.04103584746798039,0.0,0.0,0.0,0.0
uniform_total,posterior_mode,Q3,1.0,0.5629052156931568,0.5705143968169231,0.007609181123766295,50,0.6122652001622962,0.0,0.0,0.0532642678663644,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,0.75,0.5629052156931568,0.572202300408698,0.009297084715541248,50,1.6596945589987138,0.0,0.0,0.06507959300878985,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,0.75,0.5629052156931568,0.5723254099328404,0.009420194239683655,50,1.6959077774979323,0.0,0.0,0.06594135967778625,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,0.75,0.5629052156931568,0.5724526099211763,0.009547394228019535,50,1.6868113742727773,0.0,0.0,0.06683175959613818,0.0,0.0,0.0,0.0
exact_value,posterior_mean,Q3,1.0,0.5629052156931568,0.5797291986223652,0.016823982929208392,50,1.6596945589987138,0.0,0.0,0.1177678805044593,0.0,0.0,0.0,0.0
exact_value,posterior_mean_nearest,Q3,1.0,0.5629052156931568,0.5801110200723052,0.017205804379148426,50,1.6868113742727773,0.0,0.0,0.12044063065404009,0.0,0.0,0.0,0.0
exact_value,posterior_mode,Q3,1.0,0.5629052156931568,0.580120804636693,0.017215588943536253,50,1.6959077774979323,0.0,0.0,0.1205091226047541,0.0,0.0,0.0,0.0
