candidate,axis,value,n_rows,mean_abs_logit_move,movement_mass_frac,mean_signed_logit_move,high_mixmin_row_rate,high_e72_failed_row_rate
mixmin_vs_a2c8,raw_density_bin,q3,62,0.04515536902131351,0.24550538027054017,-0.0006635057941844247,0.22580645161290322,0.1935483870967742
mixmin_vs_a2c8,raw_density_bin,q4_high,63,0.04632163094947886,0.2559082697645935,0.005845630080648802,0.15873015873015872,0.25396825396825395
mixmin_vs_a2c8,raw_missing_bin,q1_low,63,0.044470743853933625,0.24568286741062215,0.00037763195031720017,0.15873015873015872,0.2222222222222222
mixmin_vs_a2c8,raw_missing_bin,q2,62,0.04630352571275281,0.2517477973131055,-0.0010562744892420825,0.20967741935483872,0.1935483870967742
mixmin_vs_a2c8,raw_missing_bin,q3,62,0.0456794574498918,0.24835479844034347,-0.0011768486566237598,0.1935483870967742,0.20967741935483872
mixmin_vs_a2c8,raw_missing_bin,q4_high,63,0.046015050502818185,0.25421453683592876,0.007795311453887928,0.23809523809523808,0.1746031746031746
mixmin_vs_a2c8,raw_cluster,0,24,0.046617682285851225,0.09811193661671605,0.003108452152152597,0.20833333333333334,0.125
mixmin_vs_a2c8,raw_cluster,1,23,0.046331252682199356,0.09344623486881873,0.005086614571912799,0.21739130434782608,0.13043478260869565
mixmin_vs_a2c8,raw_cluster,2,44,0.04846883614621,0.18701446394575694,0.007894943748001558,0.2727272727272727,0.22727272727272727
mixmin_vs_a2c8,raw_cluster,3,24,0.04460043047596276,0.09386641277239138,0.0061158174400033904,0.25,0.25
mixmin_vs_a2c8,raw_cluster,4,29,0.045459438172434675,0.11560643018498128,-0.007616244068189086,0.13793103448275862,0.13793103448275862
mixmin_vs_a2c8,raw_cluster,5,18,0.037556800891870606,0.05928175138623611,0.0003275263928674697,0.1111111111111111,0.2222222222222222
mixmin_vs_a2c8,raw_cluster,6,65,0.04669957190905733,0.26618659750164114,-0.0007149821378343738,0.2153846153846154,0.23076923076923078
mixmin_vs_a2c8,raw_cluster,7,23,0.04288040847865077,0.08648617272345832,-0.0020809082170201105,0.08695652173913043,0.21739130434782608
mixmin_vs_a2c8,subject_id,id01,27,0.04453490495894722,0.10544457066725682,0.006842476676420746,0.2222222222222222,0.2222222222222222
mixmin_vs_a2c8,subject_id,id02,32,0.045630127950933456,0.12804469611289915,-0.014842623323653499,0.1875,0.09375
mixmin_vs_a2c8,subject_id,id03,21,0.049844618985832756,0.09179045110085426,-0.0005899315852638953,0.2857142857142857,0.047619047619047616
mixmin_vs_a2c8,subject_id,id04,27,0.043097541855563824,0.10204134940813592,0.002459511171805444,0.07407407407407407,0.18518518518518517
mixmin_vs_a2c8,subject_id,id05,21,0.0497814902098432,0.09167419745214701,0.025114741597521896,0.3333333333333333,0.09523809523809523
mixmin_vs_a2c8,subject_id,id06,24,0.057552850197278044,0.12112617603000148,-0.003502513927640498,0.5416666666666666,0.5416666666666666
mixmin_vs_a2c8,subject_id,id07,30,0.03997724974737605,0.10517053832906913,-0.006049569699258138,0.1,0.23333333333333334
mixmin_vs_a2c8,subject_id,id08,19,0.04283267476170307,0.07136556777779213,0.0017542589924338695,0.15789473684210525,0.21052631578947367
mixmin_vs_a2c8,subject_id,id09,27,0.044803864300863756,0.10608138132984789,0.003140364291762494,0.1111111111111111,0.07407407407407407
mixmin_vs_a2c8,subject_id,id10,22,0.040047749785310574,0.07726107179199619,0.01057535146026876,0.045454545454545456,0.3181818181818182
e72_failed_vs_mixmin,calendar_context,after_train_run,14,0.00728699223932356,0.061049975171354465,-0.004332791795134064,0.42857142857142855,0.2857142857142857
e72_failed_vs_mixmin,calendar_context,between_train_runs,68,0.006509387608916748,0.264885505589366,-0.0012507824709801826,0.20588235294117646,0.23529411764705882
e72_failed_vs_mixmin,calendar_context,gap_adjacent,168,0.006704756918018552,0.6740645192392795,0.0008071109161719774,0.17857142857142858,0.17857142857142858
e72_failed_vs_mixmin,train_span_zone,after_train_end,94,0.006980027704454025,0.39263964552338015,0.0002531997265933435,0.18085106382978725,0.23404255319148937
e72_failed_vs_mixmin,train_span_zone,inside_train_calendar,156,0.006505979530546839,0.6073603544766197,-0.00021742585603468838,0.21153846153846154,0.1794871794871795
e72_failed_vs_mixmin,test_run_length_bin,len1,22,0.005677728159352255,0.07474917868354677,-0.0010345378940210058,0.09090909090909091,0.09090909090909091
e72_failed_vs_mixmin,test_run_length_bin,len2_3,53,0.0065787288764364215,0.20865414046672318,0.0015949294026747771,0.16981132075471697,0.18867924528301888
e72_failed_vs_mixmin,test_run_length_bin,len4_7,99,0.007308205963679971,0.4329673245115694,-0.00033122653983436135,0.2727272727272727,0.26262626262626265
e72_failed_vs_mixmin,test_run_length_bin,len8_plus,76,0.006236320666089322,0.2836293563381607,-0.0005144428483070575,0.15789473684210525,0.15789473684210525
e72_failed_vs_mixmin,global_order_quintile,0,50,0.006573829509789484,0.19669693376351133,-0.0003520908911506186,0.2,0.16
e72_failed_vs_mixmin,global_order_quintile,1,50,0.0057886148466393976,0.17320236087296545,0.0009173946465693272,0.2,0.1
e72_failed_vs_mixmin,global_order_quintile,2,50,0.0077184477042261815,0.23094529521559207,-0.003885191126684647,0.38,0.34
e72_failed_vs_mixmin,global_order_quintile,3,50,0.006827541649991088,0.20428830800921058,0.002833144754750972,0.14,0.22
e72_failed_vs_mixmin,global_order_quintile,4,50,0.006512674509033561,0.19486710213872063,0.0002843894316822233,0.08,0.18
e72_failed_vs_mixmin,raw_domain_bin,q1_low,63,0.006332400095504002,0.23873607266071403,-0.00037579691973274083,0.1746031746031746,0.15873015873015872
e72_failed_vs_mixmin,raw_domain_bin,q2,62,0.006816466669647941,0.25290659468276755,0.0004456985128830907,0.20967741935483872,0.20967741935483872
e72_failed_vs_mixmin,raw_domain_bin,q3,62,0.00702106781500503,0.26049776785916745,-0.0014264787218747001,0.24193548387096775,0.25806451612903225
e72_failed_vs_mixmin,raw_domain_bin,q4_high,63,0.006574397887599193,0.24785956479735102,0.0011804114231588152,0.1746031746031746,0.1746031746031746
e72_failed_vs_mixmin,raw_density_bin,q1_low,63,0.00669883100592199,0.2525507835342091,0.0006196714933968329,0.1746031746031746,0.1746031746031746
e72_failed_vs_mixmin,raw_density_bin,q2,62,0.006436870578123634,0.23882270642878756,-0.00027899107797845727,0.24193548387096775,0.1774193548387097
e72_failed_vs_mixmin,raw_density_bin,q3,62,0.0066915021572841885,0.24827012379399524,-0.0003459340602496092,0.22580645161290322,0.1935483870967742
e72_failed_vs_mixmin,raw_density_bin,q4_high,63,0.006905872190724052,0.2603563862430082,-0.0001652635675475786,0.15873015873015872,0.25396825396825395
e72_failed_vs_mixmin,raw_missing_bin,q1_low,63,0.006760181285210712,0.2548637335236494,0.0016756182359299087,0.15873015873015872,0.2222222222222222
e72_failed_vs_mixmin,raw_missing_bin,q2,62,0.0067604994451481906,0.2508300819015778,-0.001150042162670296,0.20967741935483872,0.1935483870967742
e72_failed_vs_mixmin,raw_missing_bin,q3,62,0.00655721023308228,0.24328758446837492,-0.0009202287088414066,0.1935483870967742,0.20967741935483872
e72_failed_vs_mixmin,raw_missing_bin,q4_high,63,0.006658190316911452,0.2510186001063979,0.00020119342743657424,0.23809523809523808,0.1746031746031746
e72_failed_vs_mixmin,raw_cluster,0,24,0.006046454452095583,0.08684027225934084,-0.0001300259498273705,0.20833333333333334,0.125
e72_failed_vs_mixmin,raw_cluster,1,23,0.006210446043273384,0.08547906793298833,0.0015175308173529078,0.21739130434782608,0.13043478260869565
e72_failed_vs_mixmin,raw_cluster,2,44,0.006757584907769334,0.17793170351351095,-0.0007778014541185873,0.2727272727272727,0.22727272727272727
e72_failed_vs_mixmin,raw_cluster,3,24,0.007834791682856041,0.1125246949637788,0.001574025562741,0.25,0.25
e72_failed_vs_mixmin,raw_cluster,4,29,0.006077942504719045,0.1054784488164058,-0.0013891753451028017,0.13793103448275862,0.13793103448275862
e72_failed_vs_mixmin,raw_cluster,5,18,0.006549417731786664,0.07054794137720533,0.004418533525114972,0.1111111111111111,0.2222222222222222
e72_failed_vs_mixmin,raw_cluster,6,65,0.0067803532261034955,0.26373928524441426,-0.0009957513750701319,0.2153846153846154,0.23076923076923078
e72_failed_vs_mixmin,raw_cluster,7,23,0.007080812926185592,0.09745858589235577,-0.0008685771232170846,0.08695652173913043,0.21739130434782608
e72_failed_vs_mixmin,subject_id,id01,27,0.007460213960122932,0.12053805971922348,0.0012870619309572175,0.2222222222222222,0.2222222222222222
e72_failed_vs_mixmin,subject_id,id02,32,0.005817537654690184,0.11140337042472254,-0.002249387293968028,0.1875,0.09375
e72_failed_vs_mixmin,subject_id,id03,21,0.005110858170613538,0.06422768561557465,0.001038029778783672,0.2857142857142857,0.047619047619047616
e72_failed_vs_mixmin,subject_id,id04,27,0.006480269550136623,0.10470465354028025,0.00018298281691632985,0.07407407407407407,0.18518518518518517
e72_failed_vs_mixmin,subject_id,id05,21,0.0050660695609641634,0.06366483126828341,0.002681670491812913,0.3333333333333333,0.09523809523809523
e72_failed_vs_mixmin,subject_id,id06,24,0.010198956785541988,0.14647926169538222,-0.009534124622579764,0.5416666666666666,0.5416666666666666
e72_failed_vs_mixmin,subject_id,id07,30,0.00663802852559638,0.11917070760126929,0.00294925506472066,0.1,0.23333333333333334
e72_failed_vs_mixmin,subject_id,id08,19,0.0069224334058575095,0.07870848198495385,0.0037831992951319945,0.15789473684210525,0.21052631578947367
e72_failed_vs_mixmin,subject_id,id09,27,0.005711231304508002,0.09227895389232778,-0.0019590157704871044,0.1111111111111111,0.07407407407407407
e72_failed_vs_mixmin,subject_id,id10,22,0.007506380469993276,0.09882399425798256,0.0029732635675529155,0.045454545454545456,0.3181818181818182
e85_vs_mixmin,calendar_context,after_train_run,14,0.004448905512831206,0.05247142251565942,0.0007050356820436462,0.42857142857142855,0.2857142857142857
e85_vs_mixmin,calendar_context,between_train_runs,68,0.0050813876993421395,0.29109373933971966,9.156006018086119e-05,0.20588235294117646,0.23529411764705882
e85_vs_mixmin,calendar_context,gap_adjacent,168,0.004638106532123117,0.6564348381446208,0.00013523856352179393,0.17857142857142858,0.17857142857142858
e85_vs_mixmin,train_span_zone,after_train_end,94,0.004813166215531939,0.38115386993270356,0.0005769557160557049,0.18085106382978725,0.23404255319148937
e85_vs_mixmin,train_span_zone,inside_train_calendar,156,0.004708867396612715,0.6188461300672963,-9.882804485041845e-05,0.21153846153846154,0.1794871794871795
e85_vs_mixmin,test_run_length_bin,len1,22,0.004506324711411145,0.08351928804819045,-0.00015190726376632848,0.09090909090909091,0.09090909090909091
e85_vs_mixmin,test_run_length_bin,len2_3,53,0.004496136521979729,0.20075065907431333,0.000190569378363519,0.16981132075471697,0.18867924528301888
e85_vs_mixmin,test_run_length_bin,len4_7,99,0.00459859630868438,0.38353243816941507,0.00040249235200336565,0.2727272727272727,0.26262626262626265
e85_vs_mixmin,test_run_length_bin,len8_plus,76,0.005188493740208704,0.33219761470808096,-0.00010247760244959858,0.15789473684210525,0.15789473684210525
e85_vs_mixmin,global_order_quintile,0,50,0.005601016767336157,0.23592746292042496,0.0008705131124106564,0.2,0.16
e85_vs_mixmin,global_order_quintile,1,50,0.0041220030097470365,0.1736280665880763,0.0007317122073687209,0.2,0.1
e85_vs_mixmin,global_order_quintile,2,50,0.005638784405449241,0.23751832104684234,0.00012928043849672584,0.38,0.34
e85_vs_mixmin,global_order_quintile,3,50,0.003946254528846017,0.16622514405927685,-0.00034168884960949114,0.14,0.22
e85_vs_mixmin,global_order_quintile,4,50,0.004432360051253269,0.18670100538537945,-0.000613483662415192,0.08,0.18
e85_vs_mixmin,raw_domain_bin,q1_low,63,0.004711776908339328,0.250073048999976,-0.00023080777391462553,0.1746031746031746,0.15873015873015872
e85_vs_mixmin,raw_domain_bin,q2,62,0.004318946292399351,0.22558546486151018,0.0009599138232156183,0.20967741935483872,0.20967741935483872
e85_vs_mixmin,raw_domain_bin,q3,62,0.005113006398472843,0.26706049280335004,-0.00038679260809709384,0.24193548387096775,0.25806451612903225
e85_vs_mixmin,raw_domain_bin,q4_high,63,0.004847586128129082,0.2572809933351635,0.00028292121796577596,0.1746031746031746,0.1746031746031746
e85_vs_mixmin,raw_density_bin,q1_low,63,0.00445739328244671,0.2365718815677817,0.00025006391579209745,0.1746031746031746,0.1746031746031746
e85_vs_mixmin,raw_density_bin,q2,62,0.004151079892333623,0.2168175346003496,0.00014878000762007942,0.24193548387096775,0.1774193548387097
e85_vs_mixmin,raw_density_bin,q3,62,0.005100445295494805,0.2664044063270119,0.0003327210213401658,0.22580645161290322,0.1935483870967742
e85_vs_mixmin,raw_density_bin,q4_high,63,0.005279533328445723,0.28020617750485655,-0.00010778457425184707,0.15873015873015872,0.25396825396825395
e85_vs_mixmin,raw_missing_bin,q1_low,63,0.004427848950395029,0.23500384442583738,-0.0007164261801338771,0.15873015873015872,0.2222222222222222
e85_vs_mixmin,raw_missing_bin,q2,62,0.0051242197344952235,0.2676461832583827,0.000264720678004586,0.20967741935483872,0.1935483870967742
e85_vs_mixmin,raw_missing_bin,q3,62,0.0044632619082894025,0.23312330004011028,0.0007743302815468057,0.1935483870967742,0.20967741935483872
e85_vs_mixmin,raw_missing_bin,q4_high,63,0.004978453847683372,0.2642266722756696,0.0003100055899812534,0.23809523809523808,0.1746031746031746
e85_vs_mixmin,raw_cluster,0,24,0.004434672187861101,0.08966323094198697,0.0007940628857506043,0.20833333333333334,0.125
e85_vs_mixmin,raw_cluster,1,23,0.0035248391716348514,0.06829812208301123,-0.0010712355096679105,0.21739130434782608,0.13043478260869565
e85_vs_mixmin,raw_cluster,2,44,0.005499274287163445,0.20384481929700254,-0.0004163099309931055,0.2727272727272727,0.22727272727272727
e85_vs_mixmin,raw_cluster,3,24,0.005548469211443103,0.1121827398295419,-0.000643402131454773,0.25,0.25
e85_vs_mixmin,raw_cluster,4,29,0.005629998013444649,0.13754596666751945,0.001395220543741895,0.13793103448275862,0.13793103448275862
e85_vs_mixmin,raw_cluster,5,18,0.0038648285187585724,0.05860630685011769,-0.001222636403405373,0.1111111111111111,0.2222222222222222
e85_vs_mixmin,raw_cluster,6,65,0.004341690703398118,0.23774635025822397,0.000751959024278802,0.2153846153846154,0.23076923076923078
e85_vs_mixmin,raw_cluster,7,23,0.004753887979002831,0.09211246407259616,0.0004706774265299672,0.08695652173913043,0.21739130434782608
e85_vs_mixmin,subject_id,id01,27,0.005162361746331321,0.11742317483492815,-0.0007830111363154627,0.2222222222222222,0.2222222222222222
e85_vs_mixmin,subject_id,id02,32,0.005788653395849881,0.15605193027072106,0.0024770119983382557,0.1875,0.09375
e85_vs_mixmin,subject_id,id03,21,0.0034274309304358486,0.06063587189325045,-0.00031567911977374704,0.2857142857142857,0.047619047619047616
e85_vs_mixmin,subject_id,id04,27,0.004520768162033093,0.10282947541516961,0.0013677619154190911,0.07407407407407407,0.18518518518518517
e85_vs_mixmin,subject_id,id05,21,0.0033655640791705366,0.05954136392389942,0.00015215581302086353,0.3333333333333333,0.09523809523809523
e85_vs_mixmin,subject_id,id06,24,0.0077656391839818276,0.15701099654478326,0.00010733604402936698,0.5416666666666666,0.5416666666666666
e85_vs_mixmin,subject_id,id07,30,0.0037214653631687435,0.09405391034701875,-0.0011666873157315486,0.1,0.23333333333333334
e85_vs_mixmin,subject_id,id08,19,0.004300728991906207,0.06883943511126138,0.0005634325115763152,0.15789473684210525,0.21052631578947367
e85_vs_mixmin,subject_id,id09,27,0.004404921028780322,0.10019441440036712,3.764295125174587e-05,0.1111111111111111,0.07407407407407407
e85_vs_mixmin,subject_id,id10,22,0.004500936672859262,0.08341942725860065,-0.001459046646215731,0.045454545454545456,0.3181818181818182
e86_vs_mixmin,calendar_context,after_train_run,14,0.0061291128345926415,0.05659994922249443,0.00018763786827543863,0.42857142857142855,0.2857142857142857
e86_vs_mixmin,calendar_context,between_train_runs,68,0.006444932874105028,0.28907976991777384,0.00010977249997774449,0.20588235294117646,0.23529411764705882
e86_vs_mixmin,calendar_context,gap_adjacent,168,0.005904603105423806,0.6543202808597318,0.00028623465228833187,0.17857142857142858,0.17857142857142858
e86_vs_mixmin,train_span_zone,after_train_end,94,0.006244404197352661,0.3871767320410701,0.0008538102904381204,0.18085106382978725,0.23404255319148937
e86_vs_mixmin,train_span_zone,inside_train_calendar,156,0.005955527835150566,0.6128232679589302,-0.00014153388181026164,0.21153846153846154,0.1794871794871795
e86_vs_mixmin,test_run_length_bin,len1,22,0.005519371177040577,0.08009449572193023,8.316827350083593e-05,0.09090909090909091,0.09090909090909091
e86_vs_mixmin,test_run_length_bin,len2_3,53,0.005641376477678948,0.19722017609502518,0.0003834514608412167,0.16981132075471697,0.18867924528301888
e86_vs_mixmin,test_run_length_bin,len4_7,99,0.006175602648722963,0.40327836963333963,0.00047612519737068174,0.2727272727272727,0.26262626262626265
e86_vs_mixmin,test_run_length_bin,len8_plus,76,0.006371480992094582,0.31940695854970524,-0.00014618608213839269,0.15789473684210525,0.15789473684210525
e86_vs_mixmin,global_order_quintile,0,50,0.006735972961079601,0.22215737174030312,0.0009550301966550372,0.2,0.16
e86_vs_mixmin,global_order_quintile,1,50,0.0052149018639500964,0.17199132162090494,0.0007698120282841097,0.2,0.1
e86_vs_mixmin,global_order_quintile,2,50,0.0072282318680978765,0.23839243468233232,-0.00021418757211143222,0.38,0.34
e86_vs_mixmin,global_order_quintile,3,50,0.0054012498826940345,0.17813721714518432,0.00015478647405117764,0.14,0.22
e86_vs_mixmin,global_order_quintile,4,50,0.0057403701608711565,0.1893216548112754,-0.0005018634921032419,0.08,0.18
e86_vs_mixmin,raw_domain_bin,q1_low,63,0.005992906145130165,0.24903960279177798,-0.0002273137103268874,0.1746031746031746,0.15873015873015872
e86_vs_mixmin,raw_domain_bin,q2,62,0.005692527868526562,0.23280228796200908,0.0010196642908250845,0.20967741935483872,0.20967741935483872
e86_vs_mixmin,raw_domain_bin,q3,62,0.006354698482684556,0.25988249513139283,-0.0005070118745411335,0.24193548387096775,0.25806451612903225
e86_vs_mixmin,raw_domain_bin,q4_high,63,0.006215162157402359,0.25827561411482025,0.0006462729472979596,0.1746031746031746,0.1746031746031746
e86_vs_mixmin,raw_density_bin,q1_low,63,0.0058132749142449985,0.24157489546860525,0.00017887883441714502,0.1746031746031746,0.1746031746031746
e86_vs_mixmin,raw_density_bin,q2,62,0.005350091341513981,0.21879796355438388,0.0003017946219255353,0.24193548387096775,0.1774193548387097
e86_vs_mixmin,raw_density_bin,q3,62,0.006666681950163244,0.2726414076414091,0.00038549865949824824,0.22580645161290322,0.1935483870967742
e86_vs_mixmin,raw_density_bin,q4_high,63,0.006424763065924055,0.26698573333560194,6.821161463853661e-05,0.15873015873015872,0.25396825396825395
e86_vs_mixmin,raw_missing_bin,q1_low,63,0.005793771212913266,0.240764404879399,-0.0005562265950102813,0.15873015873015872,0.2222222222222222
e86_vs_mixmin,raw_missing_bin,q2,62,0.006460443839659173,0.2642070696637652,0.00018455076964846027,0.20967741935483872,0.1935483870967742
e86_vs_mixmin,raw_missing_bin,q3,62,0.005788205350612134,0.23671512550104262,0.0008961155716656357,0.1935483870967742,0.20967741935483872
e86_vs_mixmin,raw_missing_bin,q4_high,63,0.006216071438480656,0.2583133999557931,0.0004161880009993061,0.23809523809523808,0.1746031746031746
e86_vs_mixmin,raw_cluster,0,24,0.0054330221945578586,0.08600884391837053,0.0009700620188527659,0.20833333333333334,0.125
e86_vs_mixmin,raw_cluster,1,23,0.004771385214381257,0.07238735461967956,-0.0011199501350886126,0.21739130434782608,0.13043478260869565
e86_vs_mixmin,raw_cluster,2,44,0.00704273335429241,0.20440160968428442,-0.0006853784197627293,0.2727272727272727,0.22727272727272727
e86_vs_mixmin,raw_cluster,3,24,0.006808690137056368,0.10778670624118203,-0.0010112096492625935,0.25,0.25
e86_vs_mixmin,raw_cluster,4,29,0.006651256133886726,0.12723074189992462,0.0018051940327077764,0.13793103448275862,0.13793103448275862
e86_vs_mixmin,raw_cluster,5,18,0.005518413034426064,0.06552048404530013,-0.0005916208538960948,0.1111111111111111,0.2222222222222222
e86_vs_mixmin,raw_cluster,6,65,0.005724648070495894,0.2454440672307053,0.0008831690623307839,0.2153846153846154,0.23076923076923078
e86_vs_mixmin,raw_cluster,7,23,0.006012744620506284,0.09122019236055347,0.0006945429484921646,0.08695652173913043,0.21739130434782608
e86_vs_mixmin,subject_id,id01,27,0.0063381418022304134,0.11287976712848881,-0.0011662839535753406,0.2222222222222222,0.2222222222222222
e86_vs_mixmin,subject_id,id02,32,0.006845581660087476,0.14449430254434137,0.003064097939466642,0.1875,0.09375
e86_vs_mixmin,subject_id,id03,21,0.004505865680095849,0.06241484915828496,-0.00042749137457835147,0.2857142857142857,0.047619047619047616
e86_vs_mixmin,subject_id,id04,27,0.005675403013422713,0.10107665472079479,0.0014022741924996094,0.07407407407407407,0.18518518518518517
e86_vs_mixmin,subject_id,id05,21,0.003980397386872619,0.05513610926955138,0.00014793797070585687,0.3333333333333333,0.09523809523809523
e86_vs_mixmin,subject_id,id06,24,0.010280362719832547,0.16274590475260695,-0.0005684432954260009,0.5416666666666666,0.5416666666666666
e86_vs_mixmin,subject_id,id07,30,0.0052837759892036176,0.10455770473620145,-0.0005429877137851334,0.1,0.23333333333333334
e86_vs_mixmin,subject_id,id08,19,0.005622517138571692,0.07046521447890229,0.000799612117285823,0.15789473684210525,0.21052631578947367
e86_vs_mixmin,subject_id,id09,27,0.005541531729535654,0.09869246076902088,-8.081550290658911e-05,0.1111111111111111,0.07407407407407407
e86_vs_mixmin,subject_id,id10,22,0.006032241909111474,0.08753703244180731,-0.001065986747270801,0.045454545454545456,0.3181818181818182
e87_noq2_vs_mixmin,calendar_context,after_train_run,14,0.005437885351308722,0.05225953276615343,0.0009376522851397321,0.42857142857142855,0.2857142857142857
e87_noq2_vs_mixmin,calendar_context,between_train_runs,68,0.00623716992085631,0.29114137476075996,0.0001331562978772657,0.20588235294117646,0.23529411764705882
e87_noq2_vs_mixmin,calendar_context,gap_adjacent,168,0.005693555474716003,0.6565990924730867,0.00018394323114739246,0.17857142857142858,0.17857142857142858
e87_noq2_vs_mixmin,train_span_zone,after_train_end,94,0.005897669034724369,0.3805534737933362,0.0007265780465398211,0.18085106382978725,0.23404255319148937
e87_noq2_vs_mixmin,train_span_zone,inside_train_calendar,156,0.005784579359133007,0.6194465262066639,-9.752636727160836e-05,0.21153846153846154,0.1794871794871795
e87_noq2_vs_mixmin,test_run_length_bin,len1,22,0.0055238467075874745,0.08342029833211656,-0.0001252025802782545,0.09090909090909091,0.09090909090909091
e87_noq2_vs_mixmin,test_run_length_bin,len2_3,53,0.005525985450529951,0.20104489350719315,0.0002775757052744603,0.16981132075471697,0.18867924528301888
e87_noq2_vs_mixmin,test_run_length_bin,len4_7,99,0.005649863328084905,0.3839552203226647,0.0005299435738722602,0.2727272727272727,0.26262626262626265
e87_noq2_vs_mixmin,test_run_length_bin,len8_plus,76,0.0063557492547818735,0.33157958783802577,-0.0001491742940316617,0.15789473684210525,0.15789473684210525
e87_noq2_vs_mixmin,global_order_quintile,0,50,0.006837323391757112,0.2346732380724351,0.0010408567967849316,0.2,0.16
e87_noq2_vs_mixmin,global_order_quintile,1,50,0.005091462548346034,0.17475113202709555,0.0008848391726459221,0.2,0.1
e87_noq2_vs_mixmin,global_order_quintile,2,50,0.006880725219194745,0.2361628922542644,0.00023238429095121706,0.38,0.34
e87_noq2_vs_mixmin,global_order_quintile,3,50,0.004888003606443109,0.1677679361219973,-0.0003689037011957112,0.14,0.22
e87_noq2_vs_mixmin,global_order_quintile,4,50,0.005437990620035796,0.1866448015242078,-0.0007274920975789143,0.08,0.18
e87_noq2_vs_mixmin,raw_domain_bin,q1_low,63,0.005779580402451074,0.24994491122310758,-0.00026942443883187734,0.1746031746031746,0.15873015873015872
e87_noq2_vs_mixmin,raw_domain_bin,q2,62,0.005308761873940753,0.22593960998871568,0.0011643020288773696,0.20967741935483872,0.20967741935483872
e87_noq2_vs_mixmin,raw_domain_bin,q3,62,0.006257519318147677,0.26631849531228735,-0.0004389953671076372,0.24193548387096775,0.25806451612903225
e87_noq2_vs_mixmin,raw_domain_bin,q4_high,63,0.00596114714325301,0.25779698347588964,0.0003982372967786847,0.1746031746031746,0.1746031746031746
e87_noq2_vs_mixmin,raw_density_bin,q1_low,63,0.005502026206162431,0.23794174592039025,0.00029591148478685643,0.1746031746031746,0.1746031746031746
e87_noq2_vs_mixmin,raw_density_bin,q2,62,0.005098919737350489,0.21700877985803424,0.0002026317595077477,0.24193548387096775,0.1774193548387097
e87_noq2_vs_mixmin,raw_density_bin,q3,62,0.006250054143126389,0.2660007792849238,0.0004285387674470796,0.22580645161290322,0.1935483870967742
