contrast_policy_id,parent_policy_id,slice_id,target,view_id,split,rep,block_scheme,label_mode,cv_group,rule,base_block_frac,parent_actual_delta,parent_dominance,parent_min_mode_dominance,selected_blocks,selected_null_mean,selected_null_max,selected_score_rank,selected_contrast_score,selected_rows,actual_delta,null_q20,null_median,null_best,dominance,placebo_adjusted_vs_median,row_dominance,row_null_best,subject_dominance,subject_null_best,dateblock_dominance,dateblock_null_best,contrast_gate,contrast_gate_bool
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,contrast_half,0.7,-0.014676205569045586,0.8055555555555556,0.6458333333333334,20.0,0.7550925925925928,0.9388888888888889,0.8098214285714285,-0.08686151783286097,151.0,-0.007390119583378207,-0.007602194943347262,-0.004340136658953719,-0.015278478284434849,0.7708333333333334,-0.003049982924424488,0.7916666666666666,-0.012932937157797642,0.625,-0.015278478284434849,0.8958333333333334,-0.008570089606336428,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_third,0.7,-0.014734683630404422,0.9375,0.8541666666666666,13.0,0.48717948717948717,0.7008547008547007,0.41483516483516486,-0.23481786475971353,110.0,-0.007289798874593245,-0.008332162849852142,-0.0048537733106135406,-0.013080973452565536,0.7152777777777778,-0.0024360255639797046,0.9375,-0.008309620219695835,0.8125,-0.013080973452565536,0.3958333333333333,-0.011868188310668049,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_rarity_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,rarity_half,0.7,-0.011702263457188833,0.8958333333333334,0.8125,20.0,0.5069444444444444,0.7375,0.31339285714285714,-0.3749993551596157,187.0,-0.0071015201578346066,-0.010006839418456481,-0.007067662143248887,-0.015623437411506513,0.5,-3.385801458571924e-05,0.8333333333333334,-0.015356210982941265,0.3958333333333333,-0.015623437411506513,0.2708333333333333,-0.0121324278005146,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_half,0.5,-0.014732944897266176,0.9375,0.8958333333333334,14.0,0.3578042328042329,0.5376984126984127,0.5089285714285714,0.03400644134837297,98.0,-0.006559283347074674,-0.00873749673410087,-0.006103121867428951,-0.015034605324718897,0.5486111111111112,-0.0004561614796457225,0.7916666666666666,-0.013060070859289175,0.4375,-0.015034605324718897,0.4166666666666667,-0.010687963003553458,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_half,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,14.0,0.5271164021164021,0.7738095238095237,0.7691326530612245,0.12032696189356425,133.0,-0.005481660840192415,-0.006132334955255203,-0.002203688853163188,-0.01367039604433884,0.7638888888888888,-0.0032779719870292268,0.7708333333333334,-0.0089838651822427,0.5625,-0.01367039604433884,0.9583333333333334,-0.0063982569643258325,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_contrast_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,contrast_third,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,10.0,0.5175925925925927,0.7472222222222221,0.775,0.14481116043154613,94.0,-0.00487660544113222,-0.004898494679543397,-0.0018450007907944155,-0.011136502018888939,0.7847222222222222,-0.0030316046503378047,0.8333333333333334,-0.010688210411091359,0.625,-0.011136502018888939,0.8958333333333334,-0.006294031216160345,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv_contrast_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,dateblock_cv,contrast_third,0.7,-0.011702263457188833,0.8958333333333334,0.8125,13.0,0.7407407407407407,0.9508547008547008,0.8846153846153846,0.02708745268312365,104.0,-0.00439066968622992,-0.00439066968622992,-0.0019958721634242282,-0.009869025529639863,0.7916666666666666,-0.0023947975228056917,0.7708333333333334,-0.009869025529639863,0.6666666666666666,-0.009515267154736717,0.9375,-0.0053072658103633374,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_third_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,contrast_third,0.7,-0.014676205569045586,0.8055555555555556,0.6458333333333334,13.0,0.7243589743589743,0.9294871794871795,0.8434065934065932,-0.02116158197369323,101.0,-0.004153786848025365,-0.005227432721925651,-0.002187342301608941,-0.00959283023232238,0.6180555555555556,-0.0019664445464164237,0.8333333333333334,-0.00959283023232238,0.625,-0.00932839936833263,0.3958333333333333,-0.005767484658722899,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_contrast_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,contrast_half,0.35,-0.012031441086990391,0.8958333333333334,0.8333333333333334,10.0,0.28240740740740733,0.4583333333333333,0.7232142857142857,0.362670074820856,54.0,-0.0034958716365282028,-0.003994381530580404,-0.0011713868172331665,-0.016316212945797992,0.7222222222222222,-0.0023244848192950363,0.6041666666666666,-0.016316212945797992,0.8333333333333334,-0.006868349836920307,0.7291666666666666,-0.005109569447225737,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_contrast_half_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,contrast_half,0.7,-0.014015037377880013,0.8888888888888888,0.6875,24.0,0.7376543209876543,0.9097222222222222,0.832142857142857,-0.007366899792406854,156.0,-0.003454668715439313,-0.005283033366481771,-0.003155070528541637,-0.012013607229994006,0.5486111111111112,-0.00029959818689767603,0.4791666666666667,-0.012013607229994006,0.6041666666666666,-0.008175843599882882,0.5625,-0.006908251269083676,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_contrast_half_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,contrast_half,0.7,-0.012411592014260453,0.9375,0.875,24.0,0.6917438271604938,0.8460648148148149,0.8125,0.012703065240296347,154.0,-0.003388210237309952,-0.005449100215836688,-0.0032031628502959264,-0.013817637069019728,0.5208333333333334,-0.00018504738701402568,0.5,-0.013817637069019728,0.6041666666666666,-0.010227080999443361,0.4583333333333333,-0.007793587164163451,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_half_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,rarity_half,0.35,-0.014382602498575037,0.9444444444444444,0.8958333333333334,10.0,0.21944444444444441,0.35277777777777775,0.625,0.34827824426117443,71.0,-0.0030149253589843994,-0.005626029720638637,-0.0022332530029990916,-0.009771732823346091,0.5833333333333334,-0.0007816723559853078,0.7708333333333334,-0.009771732823346091,0.75,-0.009590967868849054,0.22916666666666666,-0.008899457845620407,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_rarity_half_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,rarity_half,0.7,-0.012411592014260453,0.9375,0.875,24.0,0.587962962962963,0.7372685185185185,0.6053571428571428,-0.10537531550854251,152.0,-0.0029324482985949585,-0.0051999040874470825,-0.0023387901341763717,-0.01063396965113006,0.5833333333333334,-0.0005936581644185868,0.5416666666666666,-0.01063396965113006,0.6458333333333334,-0.009294436734370026,0.5625,-0.008498899012904348,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_half_bf70,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_half,0.7,-0.014734683630404422,0.9375,0.8541666666666666,20.0,0.4953703703703704,0.7291666666666666,0.3544642857142858,-0.32170603168509476,156.0,-0.0026192324988757454,-0.010942302331361464,-0.007780883343602107,-0.0160546316976109,0.1388888888888889,0.005161650844726362,0.375,-0.011852559172990662,0.041666666666666664,-0.0160546316976109,0.0,-0.015013315138851402,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_rarity_third_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,rarity_third,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,12.0,0.39891975308641975,0.5092592592592593,0.705952380952381,0.24265504900652393,77.0,-0.0025660869383028473,-0.0036191757382714406,-0.0008597329654033148,-0.009664090005386372,0.6944444444444444,-0.0017063539728995325,0.625,-0.009664090005386372,0.5416666666666666,-0.008237438898083593,0.9166666666666666,-0.004711065118894964,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_contrast_third_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,contrast_third,0.7,-0.012411592014260453,0.9375,0.875,17.0,0.6628540305010894,0.8218954248366013,0.8403361344537815,0.07786460406235374,107.0,-0.0022767111369262905,-0.0037136474631654036,-0.0011894460176979926,-0.010217951509573164,0.6319444444444444,-0.0010872651192282978,0.6458333333333334,-0.008126666139820493,0.6666666666666666,-0.010217951509573164,0.5833333333333334,-0.005916362068811409,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_base_lowmax35_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,base_lowmax35,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,7.0,0.3743386243386243,0.5436507936507936,0.6096938775510204,0.1381499214927304,49.0,-0.0022657142353431636,-0.003924885920795718,-0.0010980915397874602,-0.010359212500156145,0.6597222222222222,-0.0011676226955557034,0.75,-0.010359212500156145,0.3958333333333333,-0.010260913003825256,0.8333333333333334,-0.004523816353051102,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_base_lowmax25_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,base_lowmax25,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,7.0,0.3743386243386243,0.5436507936507936,0.6096938775510204,0.1381499214927304,49.0,-0.0022657142353431636,-0.004626887146228542,-0.00187759546604771,-0.010004136781239237,0.5694444444444444,-0.0003881187692954535,0.5833333333333334,-0.00810881932235874,0.4375,-0.010004136781239237,0.6875,-0.005366064688673511,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_rarity_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,rarity_third,0.35,-0.012412492468113823,0.9097222222222222,0.8125,7.0,0.18518518518518517,0.36904761904761907,0.5357142857142857,0.2614796892077915,46.0,-0.002181375411767772,-0.003229692167467823,-0.0013623435941140238,-0.007299190572120473,0.6597222222222222,-0.0008190318176537481,0.6041666666666666,-0.007299190572120473,0.6875,-0.006556727419690489,0.6875,-0.004734658382765322,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_third_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,rarity_third,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,10.0,0.37129629629629635,0.5333333333333333,0.5696428571428571,0.09700707086741511,64.0,-0.0021030478579996403,-0.0051466151779977045,-0.0024204241888506894,-0.011747443169965455,0.4513888888888889,0.0003173763308510491,0.6041666666666666,-0.007970673920073001,0.3125,-0.011747443169965455,0.4375,-0.005793201565265638,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_contrast_third_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,contrast_third,0.7,-0.014015037377880013,0.8888888888888888,0.6875,17.0,0.7102396514161219,0.872549019607843,0.8638655462184873,0.06708708037026816,107.0,-0.0017352484390965595,-0.005318994865802673,-0.0025838315857464322,-0.009739688142603953,0.4166666666666667,0.0008485831466498728,0.3958333333333333,-0.009739688142603953,0.4791666666666667,-0.007605118271425626,0.375,-0.007272867834578367,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_rarity_third_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,rarity_third,0.7,-0.012411592014260453,0.9375,0.875,17.0,0.5757080610021788,0.7238562091503268,0.6554621848739497,-0.03234163528526638,106.0,-0.0016148606355652628,-0.003649739827515752,-0.001140014193933947,-0.012294695399226785,0.5486111111111112,-0.00047484644163131584,0.375,-0.012294695399226785,0.6458333333333334,-0.007256065746742757,0.625,-0.004634216908505406,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_base_lowmax50_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,base_lowmax50,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,4.0,0.3981481481481482,0.4583333333333333,0.6214285714285714,0.16235792237104274,23.0,-0.0013258929664354824,-0.0014391820567577482,-0.0005146734334875447,-0.006004801876554056,0.7638888888888888,-0.0008112195329479377,0.6875,-0.006004801876554056,0.7083333333333334,-0.002769098507702683,0.8958333333333334,-0.002024418610539591,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv_rarity_half_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,subject_cv,rarity_half,0.5,-0.017607255895929153,0.9791666666666666,0.9583333333333334,14.0,0.35317460317460314,0.5317460317460317,0.5204081632653061,0.05405895747026275,114.0,-0.0012654532709300836,-0.005018766722111234,-0.002153591601367022,-0.012386555856416681,0.4166666666666667,0.0008881383304369384,0.4375,-0.01101914893360878,0.2916666666666667,-0.012386555856416681,0.5208333333333334,-0.005481660840192415,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_contrast_third_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,contrast_third,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,12.0,0.4861111111111111,0.5810185185185186,0.830952380952381,0.2951431243031775,74.0,-0.0009782653549955667,-0.003477054673032409,-0.0010989931908579886,-0.008869851966256004,0.4791666666666667,0.00012072783586242197,0.3958333333333333,-0.007617253214790676,0.3958333333333333,-0.008869851966256004,0.6458333333333334,-0.003794902560701474,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_base_lowmax35_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,base_lowmax35,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,9.0,0.404320987654321,0.5061728395061729,0.7396825396825396,0.2790254214813043,59.0,-0.0008464770034485314,-0.0018026302419418938,4.39222252734961e-06,-0.006049807637493965,0.6666666666666666,-0.000850869225975881,0.4791666666666667,-0.006049807637493965,0.5625,-0.005291637127915694,0.9583333333333334,-0.0034732619674575638,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_base_lowmax25_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,base_lowmax25,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,9.0,0.404320987654321,0.5061728395061729,0.7396825396825396,0.2790254214813043,59.0,-0.0008464770034485314,-0.0024524577179918516,-0.000636703984100595,-0.007319065821396298,0.5277777777777778,-0.00020977301934793635,0.3333333333333333,-0.007319065821396298,0.5,-0.004935193244188674,0.75,-0.0034966312705904112,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv_rarity_half_bf50,S4_raw_human_context_dateblock5_cluster6_subject_weekday_mean_good_dateblock_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,mean_good,dateblock_cv,rarity_half,0.5,-0.01195775743982419,0.8958333333333334,0.7291666666666666,18.0,0.40534979423868317,0.5308641975308643,0.6817460317460317,0.20180531065227467,113.0,-0.0007422722233201284,-0.004363340172914709,-0.00156114721482703,-0.013315914083352975,0.4236111111111111,0.0008188749915069016,0.3125,-0.013315914083352975,0.3958333333333333,-0.009723285275048399,0.5625,-0.006741282628145107,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_base_lowmax50_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,base_lowmax50,0.7,-0.014015037377880013,0.8888888888888888,0.6875,12.0,0.5,0.7013888888888888,0.5535714285714285,-0.07265562872700854,74.0,-0.0007418575696637175,-0.002181799272278817,-0.00012326172768428734,-0.011840529987252935,0.5902777777777778,-0.0006185958419794302,0.3958333333333333,-0.011840529987252935,0.6875,-0.006452414216617242,0.6875,-0.002620183426382594,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_base_lowmax25_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,base_lowmax25,0.7,-0.014015037377880013,0.8888888888888888,0.6875,12.0,0.5,0.7013888888888888,0.5535714285714285,-0.07265562872700854,74.0,-0.0007418575696637175,-0.0023416526925869484,-0.00044296187294412537,-0.009169675850009162,0.5416666666666666,-0.00029889569671959215,0.2916666666666667,-0.009169675850009162,0.7083333333333334,-0.004064863557191045,0.625,-0.003962804377956708,0.0,False
S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv_base_lowmax35_bf70,S4_raw_human_context_dateblock5_cluster6_subject_weekday_strong35_subject_cv,S4_raw_human_context_dateblock5_cluster6,S4,raw_human_context,dateblock5,cluster6,subject_weekday,strong35,subject_cv,base_lowmax35,0.7,-0.014015037377880013,0.8888888888888888,0.6875,12.0,0.5,0.7013888888888888,0.5535714285714285,-0.07265562872700854,74.0,-0.0007418575696637175,-0.002676021244372384,-0.0005343865326235542,-0.007774756848557773,0.5347222222222222,-0.00020747103704016334,0.375,-0.007774756848557773,0.7083333333333334,-0.005928562932503101,0.5208333333333334,-0.0035330013666774462,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax50_bf50,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax50,0.5,-0.014732944897266176,0.9375,0.8958333333333334,1.0,0.4537037037037037,0.5,0.625,0.10285126482588683,6.0,-0.0006837410307848346,-0.0017398006680828795,-0.0005957728931165196,-0.005134530816958249,0.5833333333333334,-8.796813766831502e-05,0.7083333333333334,-0.005134530816958249,0.6458333333333334,-0.002379718609069603,0.3958333333333333,-0.002379718609069603,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax25_bf20,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax25,0.2,-0.013445320773193159,0.9930555555555556,0.9791666666666666,3.0,0.13580246913580246,0.20370370370370372,0.7976190476190476,0.6636072071906371,34.0,-0.0006397010992623686,-0.0016455543578105525,3.169189672636019e-06,-0.007671670024974486,0.6597222222222222,-0.0006428702889350046,0.5625,-0.007671670024974486,0.5208333333333334,-0.0050186813759641735,0.8958333333333334,-0.0016455543578105525,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf20,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.2,-0.013445320773193159,0.9930555555555556,0.9791666666666666,3.0,0.13580246913580246,0.20370370370370372,0.7976190476190476,0.6636072071906371,34.0,-0.0006397010992623686,-0.0018426039646277422,-0.000268091799123904,-0.006632151704859535,0.5902777777777778,-0.0003716093001384646,0.5833333333333334,-0.00599550181063313,0.375,-0.006632151704859535,0.8125,-0.0016455543578105525,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax35_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax35,0.35,-0.012412492468113823,0.9097222222222222,0.8125,5.0,0.17407407407407408,0.37222222222222223,0.5428571428571429,0.27637776132402003,36.0,-0.00040306267030243426,-0.0028459599814291804,-0.0007461923820124561,-0.007717161824917773,0.4236111111111111,0.0003431297117100218,0.4791666666666667,-0.007717161824917773,0.375,-0.006395665427925357,0.4166666666666667,-0.005076909940260554,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax50_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax50,0.35,-0.012412492468113823,0.9097222222222222,0.8125,5.0,0.17407407407407408,0.37222222222222223,0.5428571428571429,0.27637776132402003,36.0,-0.00040306267030243426,-0.0027426619465713785,-0.0008412060826617496,-0.00588710000531667,0.3958333333333333,0.0004381434123593153,0.5416666666666666,-0.00588710000531667,0.4375,-0.00517602591983557,0.20833333333333334,-0.005076909940260554,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv_base_lowmax25_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_strong35_subject_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,strong35,subject_cv,base_lowmax25,0.35,-0.012412492468113823,0.9097222222222222,0.8125,5.0,0.17407407407407408,0.37222222222222223,0.5428571428571429,0.27637776132402003,36.0,-0.00040306267030243426,-0.003284194129049789,-0.0014043470100596478,-0.007440928998316387,0.3541666666666667,0.0010012843397572135,0.3125,-0.007440928998316387,0.375,-0.004862964766802591,0.375,-0.004234661604638368,0.0,False
S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv_rarity_third_bf35,S4_family_jepa_context_dateblock5_cluster6_subject_lifestyle_bin_mean_good_dateblock_cv,S4_family_jepa_context_dateblock5_cluster6,S4,family_jepa_context,dateblock5,cluster6,subject_lifestyle_bin,mean_good,dateblock_cv,rarity_third,0.35,-0.012031441086990391,0.8958333333333334,0.8333333333333334,7.0,0.25132275132275134,0.39285714285714285,0.6811224489795917,0.36239121433821664,44.0,-0.00017897750266615553,-0.0032312055758836776,-0.0009515293026662874,-0.010888858515307076,0.3333333333333333,0.0007725518000001319,0.20833333333333334,-0.010888858515307076,0.3958333333333333,-0.00564450205637268,0.3958333333333333,-0.00466988375894517,0.0,False
