file_name,selector_id,sha256,exact_columns,exact_keys,finite_probs,in_bounds,changed_cells_vs_e224,changed_q3_vs_e224,changed_other_targets_vs_e224,row_idx_list,selected_smooth_gain_sum,q3_top1_over_abs_expected,q3_adverse_delta,adverse_reduction_vs_e224,expected_loss_vs_e224,support_gain_vs_e224,actual_expected_delta_vs_e224,actual_adverse_reduction_vs_e224,actual_support_gain_vs_e224,e237_like_score,overlap_e237,overlap_e230_swing25,overlap_e230_risk21,overlap_amp_top25,global_pair_abs_delta,affected_pair_abs_delta,affected_pair_count,positive_pair_delta_share
submission_e256_featnn1_top50_amp_then_smooth25_a3827329.csv,top50_amp_then_smooth25,630ea5e2ebedd2b970d87c1a0f7e81d467b7a571dfbd0c3587e35a5d18d2c131,True,True,True,True,25,25,0,5 51 52 87 96 105 109 116 138 150 158 160 164 166 188 196 212 222 223 230 231 235 236 237 247,2.6023204625418854,0.6154258031079762,0.0016000344775852,0.0006156024544262,-4.741797885452262e-05,0.0030379279013005,-4.741797885452284e-05,0.0005924835806306,0.0026441342908548,0.0684417967143597,14,14,7,14,-0.01040928185016754,-0.07033298547410499,37,0.05405405405405406
