combo,anchor,scale,active_targets,stage2_oof_delta,stage2_subject_half_delta,stage2_subject_half_win_rate,stage2_geometry_delta,stage2_geometry_win_rate,mean_abs_logit_step_vs_anchor,max_abs_logit_step_vs_anchor,q1s2s4_share_vs_e95,q3s4_share_vs_e95,q2s3_share_vs_e95,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,vs_e95_moved_cells,vs_e95_moved_rows,vs_e95_targets_moved,vs_e95_expected_delta_focus_mean,vs_e95_total_swing,vs_e95_top1_swing,vs_e95_top5_swing,vs_e95_top10_swing,vs_e95_top25_swing,vs_e95_cells_for_2e6_guard,vs_e95_cells_for_e95_edge,vs_e95_cells_to_flip_expected_focus_mean,vs_e95_top1_over_abs_expected,vs_e95_top5_over_abs_expected,vs_e95_support_prob_swing_weighted_focus_mean,vs_anchor_moved_cells,vs_anchor_moved_rows,vs_anchor_targets_moved,vs_anchor_expected_delta_focus_mean,vs_anchor_total_swing,vs_anchor_top1_swing,vs_anchor_top5_swing,vs_anchor_top10_swing,vs_anchor_top25_swing,vs_anchor_cells_for_2e6_guard,vs_anchor_cells_for_e95_edge,vs_anchor_cells_to_flip_expected_focus_mean,vs_anchor_top1_over_abs_expected,vs_anchor_top5_over_abs_expected,vs_anchor_support_prob_swing_weighted_focus_mean,e216_frontier_gate,survival_score,submission_file
s4_deep_rank,e95,0.35,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.006688830191217239,0.11083764537693286,0.999999999999995,0.999999999999992,1.5469174203434187e-15,0.03452946184735323,0.9994036803336939,final9,0.01892657436916023,-0.030326244210048744,6.40040721994149e-17,4.871853816679072e-16,250,250,S4,3.321968143555163e-05,0.006688830191217183,6.333579735824721e-05,0.00028268843674950637,0.000541684618839765,0.0012628142767222308,1,1,1,1.9065744950361077,8.509667297621156,0.4894383559713102,250,250,S4,3.321968143555163e-05,0.006688830191217183,6.333579735824721e-05,0.00028268843674950637,0.000541684618839765,0.0012628142767222308,1,1,1,1.9065744950361077,8.509667297621156,0.4894383559713102,False,0.00043739699805777255,
s4_deep_rank,e95,0.5,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.009555471701738887,0.15833949339561837,0.9999999999999962,0.999999999999994,1.082842194240396e-15,0.03452946184735313,0.9994036803336939,final9,0.018926574369160117,-0.030326244210048984,4.4802850539590437e-17,5.164128288173702e-16,250,250,S4,7.38902969545623e-05,0.009555471701738833,9.047971051178206e-05,0.0004038406239278675,0.0007738351697710936,0.0018040203953174733,1,1,1,1.2245141005106688,5.465408051833966,0.48943835597131014,250,250,S4,7.38902969545623e-05,0.009555471701738833,9.047971051178206e-05,0.0004038406239278675,0.0007738351697710936,0.0018040203953174733,1,1,1,1.2245141005106688,5.465408051833966,0.48943835597131014,False,0.000778427195320492,
s4_deep_rank,e95,0.75,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.0143332075526083,0.23750924009342667,0.9999999999999974,0.9999999999999962,7.218947961602655e-16,0.03452946184735311,0.9994036803336939,final9,0.018926574369159854,-0.030326244210048963,2.9868567026393635e-17,5.391452877114001e-16,250,250,S4,0.00017701708833594464,0.014333207552608244,0.00013571956576767248,0.0006057609358918001,0.0011607527546566392,0.002706030592976211,1,1,2,0.7667031869268047,3.4220477897714683,0.48943835597131025,250,250,S4,0.00017701708833594464,0.014333207552608244,0.00013571956576767248,0.0006057609358918001,0.0011607527546566392,0.002706030592976211,1,1,2,0.7667031869268047,3.4220477897714683,0.48943835597131025,False,0.001007332652112424,
s4_deep_rank,e95,1.0,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.01911094340347772,0.31667898679123496,0.9999999999999983,0.999999999999997,5.414210971201996e-16,0.034529461847353206,0.9994036803336938,final9,0.018926574369159812,-0.030326244210048987,2.2401425269795215e-17,5.505115171584186e-16,250,250,S4,0.00032439514840269286,0.019110943403477663,0.00018095942102356287,0.0008076812478557329,0.0015476703395421853,0.0036080407906349463,1,1,2,0.5578363977223424,2.4898068045490787,0.48943835597131036,250,250,S4,0.00032439514840269286,0.019110943403477663,0.00018095942102356287,0.0008076812478557329,0.0015476703395421853,0.0036080407906349463,1,1,2,0.5578363977223424,2.4898068045490787,0.48943835597131036,False,0.0011117660467146553,
s4_deep_rank,e154,0.2,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.0038221886806955887,0.06333579735824779,0.8166860806510713,0.812561791410185,0.05493827744785055,0.15221275244722224,0.9883477515492411,resid_bad,0.08915803357134021,0.44421350270559407,-0.0026038284495349833,-0.011210894313177285,510,250,"Q1,Q3,S2,S3,S4",-2.1831956325648664e-05,0.00559864139909321,4.267749274948196e-05,0.00017951858382552556,0.00033184787698788853,0.0007516506056127766,1,1,1,1.95481761290185,8.222743814058623,0.4829808474109082,250,250,S4,8.005601687472217e-06,0.0038221886806955306,3.619188420471307e-05,0.0001615362495711471,0.0003095340679084372,0.0007216081581269896,1,1,1,4.520819997995768,20.17790240850122,0.4894383559713102,False,0.0013957134737790909,
s4_deep_rank,e154,0.35,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.006688830191217243,0.11083764537693286,0.878395433517549,0.8756595124976532,0.03644428877013986,0.09809099468857026,0.995177449885701,ordinal,0.054558714735920937,0.26095509406614315,-0.0016032079101569146,-0.006902679954214429,510,250,"Q1,Q3,S2,S3,S4",2.6557897448800208e-06,0.008439723339214052,6.551227316426168e-05,0.0002957514852362706,0.0005590817924012303,0.00128723022695994,1,1,1,24.667718252380443,111.3610314244329,0.4851226664182973,250,250,S4,3.249334775800086e-05,0.006688830191217184,6.333579735824721e-05,0.0002826884367495064,0.000541684618839765,0.0012628142767222308,1,1,1,1.9491927341543929,8.699886476914337,0.4894383559713103,False,-0.010943174880614396,
s4_deep_rank,e154,0.5,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.009555471701738889,0.15833949339561837,0.9091076211852062,0.9070626784915153,0.027239997611514993,0.07440000140051202,0.9972284792321184,final9,0.03917206996910016,0.17727022673322254,-0.0011441141326322959,-0.00492603213757917,510,250,"Q1,Q3,S2,S3,S4",4.302081159197309e-05,0.01129147362275778,9.047971051178206e-05,0.0004160717427909767,0.0007885563576543697,0.001826847257024723,1,1,1,2.1031614040648168,9.671406172834923,0.48619869896054335,250,250,S4,7.285836960509394e-05,0.009555471701738831,9.047971051178206e-05,0.0004038406239278678,0.0007738351697710938,0.0018040203953174738,1,1,1,1.2418574695288833,5.54281719611295,0.48943835597131036,False,0.00033910354354341806,
s4_deep_rank,e154,0.75,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.014333207552608302,0.23750924009342667,0.9360806968657034,0.9346426080662386,0.019156299872575753,0.056561212492914494,0.9983991332334634,final9,0.032649903780707645,0.10930962471753061,-0.0007703732142213911,-0.0033168746919099044,510,250,"Q1,Q3,S2,S3,S4",0.00014564608069911447,0.016056321761528665,0.00013571956576767248,0.0006179920547549091,0.0011729838735197483,0.002726879377611599,1,1,2,0.931844956734889,4.24310803139014,0.4871516169748759,250,250,S4,0.00017548363871223538,0.014333207552608244,0.00013571956576767248,0.0006057609358918001,0.0011607527546566392,0.002706030592976211,1,1,2,0.7734029608893083,3.451951078386,0.48943835597131025,False,0.000924761767208382,
s4_deep_rank,e154,1.0,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.019110943403477722,0.31667898679123496,0.950727344936443,0.9496187838306073,0.014766771689177564,0.048475212404548676,0.9988243858568601,final9,0.029286852070267416,0.07468224519568267,-0.0005796397385018289,-0.0024956635869083587,510,250,"Q1,Q3,S2,S3,S4",0.00029253258786704484,0.020829177899447694,0.00018095942102356287,0.0008199123667188418,0.001559901458405294,0.003626911498198472,1,1,2,0.6185957685706058,2.8028069375008897,0.48767313244304494,250,250,S4,0.0003223701458801656,0.019110943403477666,0.00018095942102356287,0.000807681247855733,0.0015476703395421853,0.0036080407906349467,1,1,2,0.5613405066697175,2.5054467920735184,0.48943835597131014,False,0.0010813863612905235,
s4_deep_rank,mixmin,0.2,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.0038221886806956095,0.06333579735824779,0.6310409939458603,0.4078973479518552,0.13162861860839647,0.5562967474205022,0.8309837115186859,e72,0.4988448474704682,-0.03802811593371805,0.4795783146448729,0.7366494670153502,800,250,"Q2,S1,S2,S3,S4",0.00015296555529250298,0.009370467103764194,4.647677521129661e-05,0.00022118534326226268,0.00042296158495440503,0.0009261443605731245,1,1,4,0.30383817534884267,1.4459813703765454,0.4879918451615778,250,250,S4,8.42290051168514e-06,0.0038221886806955284,3.619188420471307e-05,0.00016153624957114697,0.00030953406790843705,0.0007216081581269889,1,1,1,4.296843368208357,19.178221248968427,0.48943835597131014,False,0.000630542650684856,
s4_deep_rank,mixmin,0.35,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.006688830191217264,0.11083764537693286,0.7174726205476586,0.5466021755669054,0.1007935517663039,0.40039037299582736,0.916344667258048,e72,0.35993931401697093,-0.0383136123194194,0.3440265177248898,0.5284370522650703,800,250,"Q2,S1,S2,S3,S4",0.00017776233621636989,0.012237108614285848,6.333579735824721e-05,0.00028268843674950637,0.000541684618839765,0.0012630467948552733,1,1,4,0.3562948074734782,1.590260584814895,0.4883307019996838,250,250,S4,3.3219681435552044e-05,0.0066888301912171825,6.333579735824721e-05,0.00028268843674950637,0.000541684618839765,0.0012628142767222308,1,1,1,1.906574495036084,8.509667297621052,0.48943835597131025,False,0.0009253545585630282,
s4_deep_rank,mixmin,0.5,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.009555471701738913,0.15833949339561837,0.7710953769561306,0.6326555737997948,0.08166327106789484,0.3039503830207714,0.9526878631858007,e72,0.27365636792861103,-0.0373014943341047,0.2600467626067196,0.3994411407345635,800,250,"Q2,S1,S2,S3,S4",0.00021843295173537986,0.015103750124807499,9.047971051178206e-05,0.0004038406239278675,0.0007738351697710936,0.0018040203953174731,1,1,3,0.41422189185720254,1.8488081615868077,0.4885409310373811,250,250,S4,7.389029695456203e-05,0.009555471701738833,9.047971051178206e-05,0.0004038406239278675,0.0007738351697710936,0.0018040203953174736,1,1,1,1.2245141005106732,5.465408051833985,0.48943835597131025,False,0.0010620278776472154,
s4_deep_rank,mixmin,0.75,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.014333207552608326,0.23750924009342667,0.8261036306291412,0.7209324076753377,0.062038704858021126,0.21421891234876148,0.9767856763856203,e72,0.1929442802004958,-0.0357564516420223,0.18159980294843908,0.2789438011831727,800,250,"Q2,S1,S2,S3,S4",0.0003215597431167627,0.019881485975676908,0.00013571956576767248,0.0006057609358918001,0.0011607527546566392,0.0027060305929762106,1,1,3,0.4220664081025555,1.883820810467062,0.4887565919434897,250,250,S4,0.00017701708833594483,0.014333207552608244,0.00013571956576767248,0.0006057609358918001,0.0011607527546566392,0.0027060305929762114,1,1,2,0.766703186926804,3.4220477897714647,0.48943835597131025,False,0.0011156842455758264,
s4_deep_rank,mixmin,1.0,S4,-0.00047322241680480825,-0.0004910918795537908,0.8730769230769231,-0.00027123091438550906,0.625,0.019110943403477743,0.31667898679123496,0.8597961341527022,0.775001885213757,0.050018676552724566,0.16538327553555782,0.9862293709746884,e72,0.1486404117873979,-0.034693595889694895,0.13857900903808504,0.2128623209809104,800,250,"Q2,S1,S2,S3,S4",0.0004689378031835101,0.024659221826546326,0.00018095942102356287,0.0008076812478557329,0.0015476703395421853,0.0036080407906349463,1,1,3,0.38589215839514596,1.722363269441218,0.48888868404519764,250,250,S4,0.00032439514840269215,0.01911094340347766,0.00018095942102356287,0.0008076812478557329,0.0015476703395421853,0.0036080407906349467,1,1,2,0.5578363977223436,2.489806804549084,0.48943835597131036,False,0.0011156842455758264,
s4_deep_z,e95,0.2,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.003357741485228783,0.11910142823970205,0.9999999999999892,0.9999999999999837,3.081555858314667e-15,0.019650516517595428,0.9998069099584137,final9,0.004710641650480907,-0.025380620496909118,1.1379920841568027e-16,2.0529596158730087e-16,250,250,S4,3.470371549082443e-05,0.003357741485228726,6.805795899411547e-05,0.0002683848584552326,0.00047260380561163804,0.0009215050307354082,1,1,1,1.9611144810160117,7.733605887997579,0.4916043591796223,250,250,S4,3.470371549082443e-05,0.003357741485228726,6.805795899411547e-05,0.0002683848584552326,0.00047260380561163804,0.0009215050307354082,1,1,1,1.9611144810160117,7.733605887997579,0.4916043591796223,False,-0.00019820846165155245,
s4_deep_z,e95,0.35,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.005876047599150334,0.20842749941947725,0.999999999999994,0.9999999999999909,1.7608890618941064e-15,0.019650516517595727,0.999806909958414,final9,0.004710641650481449,-0.025380620496909215,6.50281190946744e-17,2.795336565009666e-16,250,250,S4,7.804212923041555e-05,0.005876047599150278,0.00011910142823970141,0.0004696735022966562,0.0008270566598203662,0.0016126338037869663,1,1,1,1.5261171038537442,6.018204614971079,0.4916043591796222,250,250,S4,7.804212923041555e-05,0.005876047599150278,0.00011910142823970141,0.0004696735022966562,0.0008270566598203662,0.0016126338037869663,1,1,1,1.5261171038537442,6.018204614971079,0.4916043591796222,False,1.929022692958134e-05,
s4_deep_z,e95,0.5,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.008394353713071885,0.29775357059925245,0.9999999999999959,0.9999999999999936,1.2326223433258775e-15,0.019650516517595907,0.9998069099584137,final9,0.0047106416504812945,-0.025380620496909312,4.551968336627208e-17,3.0922873446643004e-16,250,250,S4,0.00013618014966340495,0.00839435371307183,0.00017014489748528707,0.0006709621461380795,0.0011815095140290932,0.0023037625768385236,1,1,1,1.2494104163186224,4.9270187159912044,0.4916043591796222,250,250,S4,0.00013618014966340495,0.00839435371307183,0.00017014489748528707,0.0006709621461380795,0.0011815095140290932,0.0023037625768385236,1,1,1,1.2494104163186224,4.9270187159912044,0.4916043591796222,False,0.00015764357069714222,
s4_deep_z,e95,0.75,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.0125915305696078,0.4466303558988798,0.9999999999999971,0.9999999999999954,8.217482288839201e-16,0.019650516517596063,0.9998069099584137,final9,0.004710641650481348,-0.025380620496909177,3.034645557751472e-17,3.3232490621734737e-16,250,250,S4,0.0002658535507276528,0.012591530569607741,0.0002552173462279314,0.0010064432192071196,0.0017722642710436406,0.0034556438652577834,1,1,2,0.9599922420798607,3.7857053872421127,0.4916043591796222,250,250,S4,0.0002658535507276528,0.012591530569607741,0.0002552173462279314,0.0010064432192071196,0.0017722642710436406,0.0034556438652577834,1,1,2,0.9599922420798607,3.7857053872421127,0.4916043591796222,False,0.00030235265781652313,
s4_deep_z,e95,1.0,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.016788707426143714,0.5955071411985078,0.9999999999999977,0.9999999999999968,6.163111716629408e-16,0.019650516517595973,0.9998069099584139,final9,0.004710641650481046,-0.025380620496909284,2.275984168313604e-17,3.438729920928016e-16,250,250,S4,0.00043630537398546196,0.016788707426143655,0.0003402897949705759,0.0013419242922761594,0.0023630190280581873,0.004607525153677047,1,1,2,0.7799349154519344,3.0756538247930756,0.4916043591796222,250,250,S4,0.00043630537398546196,0.016788707426143655,0.0003402897949705759,0.0013419242922761594,0.0023630190280581873,0.004607525153677047,1,1,2,0.7799349154519344,3.0756538247930756,0.4916043591796222,False,0.00039238132113048627,
s4_deep_z,e154,0.2,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.003357741485228786,0.11910142823970205,0.8008600058630618,0.7963796535899439,0.05968127400098807,0.1538081159223377,0.9881007354902742,resid_bad,0.09790331949508728,0.4536992570581219,-0.0026310528103189795,-0.011328109958297148,510,250,"Q1,Q3,S2,S3,S4",4.555144771357357e-06,0.005153705574537708,6.805795899411547e-05,0.0002792687015790696,0.00047568992595627114,0.0009227618397160199,1,1,1,14.940899227190828,61.30841402343666,0.4838745294463399,250,250,S4,3.43927027844782e-05,0.003357741485228727,6.805795899411547e-05,0.00026838485845523207,0.0004726038056116383,0.0009215050307354084,1,1,1,1.9788488104758886,7.803540772502388,0.4916043591796224,False,-0.00668810083473896,
s4_deep_z,e154,0.35,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.005876047599150336,0.20842749941947725,0.8655961522194593,0.8625722664976126,0.040280170243761466,0.09769925123155442,0.9952159847534574,resid_bad,0.060451322411025174,0.2696667774917439,-0.0016245898786196912,-0.006994740930308004,510,250,"Q1,Q3,S2,S3,S4",4.767193473446554e-05,0.007636008305154648,0.00011910142823970141,0.000479261867581703,0.0008300272429941922,0.0016073471502583566,1,1,1,2.4983552461862693,10.053333691011483,0.486347746502277,250,250,S4,7.750949274758638e-05,0.005876047599150277,0.00011910142823970141,0.0004696735022966557,0.0008270566598203655,0.0016126338037869658,1,1,1,1.5366044082827544,6.059561037590214,0.4916043591796222,False,-0.0004668288442366812,
s4_deep_z,e154,0.5,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.00839435371307189,0.29775357059925245,0.8988156964162055,0.8965392007954727,0.03032443670070127,0.07215511069302868,0.9973934228782926,stage2,0.04356822113440649,0.1851544932671301,-0.0011605436992043474,-0.004996770336358745,510,250,"Q1,Q3,S2,S3,S4",0.00010559828504454758,0.010142965475341981,0.00017014489748528707,0.0006792550335843364,0.0011843645600321142,0.0022955067329055935,1,1,1,1.611246786948386,6.432443796769868,0.4876375883358996,250,250,S4,0.00013543584305766848,0.008394353713071831,0.00017014489748528707,0.0006709621461380792,0.0011815095140290935,0.002303762576838523,1,1,1,1.2562767258947802,4.954095836006898,0.4916043591796223,False,-2.327461461773951e-05,
s4_deep_z,e154,0.75,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.012591530569607804,0.4466303558988798,0.9283450892964018,0.9267329608867256,0.02147462330583917,0.05181851687577735,0.9986565181827007,stage2,0.029962011026028943,0.11634962020865232,-0.0007819616718550806,-0.003366769289922983,510,250,"Q1,Q3,S2,S3,S4",0.00023494088882970216,0.014322938760503084,0.0002552173462279314,0.0010125769769220602,0.0017749267550953185,0.0034465238947070063,1,1,1,1.086304506206779,4.309922304141918,0.48878515738048356,250,250,S4,0.00026477844684282296,0.012591530569607743,0.0002552173462279314,0.0010064432192071198,0.0017722642710436406,0.003455643865257784,1,1,2,0.9638901854403308,3.8010768293559853,0.49160435917962214,False,0.00023919652575306387,
s4_deep_z,e154,1.0,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.016788707426143717,0.5955071411985078,0.9445555113524577,0.9433080932141752,0.016616439772229867,0.04184646763155447,0.9991240529317473,stage2,0.023006641400473066,0.08124227851358831,-0.0005885297100424313,-0.002533939738091509,510,250,"Q1,Q3,S2,S3,S4",0.0004050890696160746,0.018510566567240705,0.0003402897949705759,0.0013458989202597843,0.002365488950158523,0.00459840518312627,1,1,2,0.840036970864426,3.322476514943658,0.4894186116516969,250,250,S4,0.00043492662762919544,0.016788707426143662,0.0003402897949705759,0.0013419242922761605,0.0023630190280581886,0.004607525153677048,1,1,2,0.7824073610427368,3.0854038521188047,0.49160435917962214,False,0.0003623302934242404,
s4_deep_z,mixmin,0.2,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.003357741485228805,0.11910142823970205,0.6117998539789025,0.3770193105115829,0.13849302531142688,0.551943618257411,0.8338814317784743,e72,0.49349021876262184,-0.034661783253073376,0.48304230825683586,0.7419702852635367,800,250,"Q2,S1,S2,S3,S4",0.00017924637027164178,0.008906019908297388,6.805795899411547e-05,0.0002683848584552323,0.0004931635254175138,0.0010746445687849454,1,1,4,0.37968946813804905,1.4972959176160954,0.48873303494207054,250,250,S4,3.470371549082392e-05,0.0033577414852287235,6.805795899411547e-05,0.00026838485845523245,0.000472603805611638,0.0009215050307354081,1,1,1,1.9611144810160404,7.7336058879976886,0.4916043591796223,False,3.191494183642056e-05,
s4_deep_z,mixmin,0.35,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.0058760475991503575,0.20842749941947725,0.6973722369141265,0.5143452303201126,0.10796449945362613,0.39407114244798425,0.9190799392271277,e72,0.3527697811012668,-0.034162480675420465,0.34796725361886527,0.5344901637325787,800,250,"Q2,S1,S2,S3,S4",0.00022258478401123268,0.01142432602221894,0.00011910142823970141,0.00046967350229665575,0.0008270566598203655,0.0016126338037869658,1,1,3,0.5350834234638923,2.1100880924230374,0.4893659714819079,250,250,S4,7.804212923041487e-05,0.005876047599150277,0.00011910142823970141,0.00046967350229665597,0.0008270566598203659,0.0016126338037869663,1,1,1,1.5261171038537575,6.018204614971128,0.4916043591796222,False,0.0003305078553072024,
s4_deep_z,mixmin,0.5,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.008394353713071913,0.29775357059925245,0.7520326007952118,0.6020637732607836,0.08846404527784751,0.29584703595679157,0.9552353277154174,e72,0.2651044970856104,-0.03283515770023301,0.2635301835735766,0.4047918000956428,800,250,"Q2,S1,S2,S3,S4",0.0002807228044442219,0.013942632136140495,0.00017014489748528707,0.0006709621461380795,0.0011815095140290932,0.002303762576838523,1,1,2,0.6060957456667684,2.3901234082726472,0.4897702671248999,250,250,S4,0.00013618014966340408,0.008394353713071831,0.00017014489748528707,0.0006709621461380797,0.0011815095140290937,0.0023037625768385236,1,1,1,1.2494104163186304,4.927018715991237,0.4916043591796222,False,0.00043419640893745885,
s4_deep_z,mixmin,0.75,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.012591530569607825,0.4466303558988798,0.8094071315600025,0.6941379909067014,0.0679952937256327,0.20396116237483128,0.9789789804907496,e72,0.1829710117944273,-0.03107430306918652,0.18427424872997764,0.28305184568679176,800,250,"Q2,S1,S2,S3,S4",0.00041039620550847086,0.018139808992676407,0.0002552173462279314,0.0010064432192071196,0.0017722642710436402,0.0034556438652577834,1,1,2,0.6218803751163423,2.4523696995691298,0.49019463811623415,250,250,S4,0.0002658535507276531,0.012591530569607743,0.0002552173462279314,0.0010064432192071198,0.0017722642710436404,0.0034556438652577834,1,1,2,0.9599922420798597,3.78570538724211,0.49160435917962214,False,0.0004714085912982823,
s4_deep_z,mixmin,1.0,S4,-0.00042377948918115305,-0.00044266857598141676,0.8730769230769231,8.215355162349836e-06,0.625,0.016788707426143742,0.5955071411985078,0.8452200197373643,0.7516102458710048,0.055218803866834205,0.1536197341728135,0.9881300406690785,e72,0.13786292101087189,-0.02992045486476272,0.14069345909103512,0.2161101919896101,800,250,"Q2,S1,S2,S3,S4",0.0005808480287662803,0.022336985849212322,0.0003402897949705759,0.0013419242922761594,0.0023630190280581873,0.004607525153677046,1,1,2,0.5858499609499417,2.310284662799671,0.49045952831499984,250,250,S4,0.00043630537398546223,0.01678870742614366,0.0003402897949705759,0.0013419242922761594,0.0023630190280581878,0.004607525153677047,1,1,2,0.7799349154519338,3.075653824793074,0.49160435917962214,False,0.0004894237983814826,
q1_s4_rank,e95,0.2,"Q1,S4",-0.0011825152449609355,-0.0011873545387725494,0.9846153846153847,-0.0009421447372896935,0.875,0.008104133816049306,0.06755300182458845,0.9999999999999954,0.47163444822765943,1.276764201995501e-15,0.1369511116875002,0.9905778076494336,ordinal,0.08255406294978349,0.002655853965205371,1.458538900884964e-17,-2.5906206707943654e-16,500,250,"Q1,S4",9.151793333243607e-05,0.008104133816049252,3.860171532833618e-05,0.00018552196148931518,0.0003555120473629504,0.0008229514642946357,1,1,3,0.42179400170802195,2.027165111076234,0.49500787074480307,500,250,"Q1,S4",9.151793333243607e-05,0.008104133816049252,3.860171532833618e-05,0.00018552196148931518,0.0003555120473629504,0.0008229514642946357,1,1,3,0.42179400170802195,2.027165111076234,0.49500787074480307,False,0.0031668047195403223,
q1_s4_rank,e95,0.35,"Q1,S4",-0.0011825152449609355,-0.0011873545387725494,0.9846153846153847,-0.0009421447372896935,0.875,0.01418223417808625,0.11821775319302907,0.9999999999999974,0.4716344482276611,7.29579543997431e-16,0.13695111168750018,0.9905778076494334,ordinal,0.08255406294978343,0.0026558539652051503,-1.7643492151131258e-17,-2.1000435932114833e-16,500,250,"Q1,S4",0.00019990979546349484,0.014182234178086194,6.755300182458795e-05,0.0003246634326063007,0.0006221460828851632,0.0014401650625156116,1,1,4,0.3379174175430722,1.6240496462595146,0.49500787074480296,500,250,"Q1,S4",0.00019990979546349484,0.014182234178086194,6.755300182458795e-05,0.0003246634326063007,0.0006221460828851632,0.0014401650625156116,1,1,4,0.3379174175430722,1.6240496462595146,0.49500787074480296,False,0.0031668047195403223,
q1_s4_rank,e95,0.5,"Q1,S4",-0.0011825152449609355,-0.0011873545387725494,0.9846153846153847,-0.0009421447372896935,0.875,0.020260334540123187,0.16888250456147147,0.9999999999999984,0.4716344482276615,5.107056807982025e-16,0.1369511116875002,0.9905778076494336,ordinal,0.0825540629497834,0.0026558539652050002,-3.0535044615123624e-17,-1.9038127621783638e-16,500,250,"Q1,S4",0.0003424092087104672,0.02026033454012313,9.650428832084067e-05,0.0004638049037232877,0.0008887801184073763,0.002057378660736588,1,1,4,0.2818390565028358,1.3545339667411507,0.495007870744803,500,250,"Q1,S4",0.0003424092087104672,0.02026033454012313,9.650428832084067e-05,0.0004638049037232877,0.0008887801184073763,0.002057378660736588,1,1,4,0.2818390565028358,1.3545339667411507,0.495007870744803,False,0.0031668047195403223,
q1_s4_rank,e95,0.75,"Q1,S4",-0.0011825152449609355,-0.0011873545387725494,0.9846153846153847,-0.0009421447372896935,0.875,0.030390501810184746,0.2533237568422062,0.9999999999999989,0.471634448227662,3.4047045386546863e-16,0.1369511116875002,0.9905778076494334,ordinal,0.0825540629497834,0.0026558539652051295,-4.05618076426724e-17,-1.7511887824859232e-16,500,250,"Q1,S4",0.0006557504554807268,0.03039050181018469,0.0001447564324812606,0.0006957073555849307,0.001333170177611063,0.0030860679911048814,1,1,5,0.2207492671509325,1.0609330878388972,0.49500787074480296,500,250,"Q1,S4",0.0006557504554807268,0.03039050181018469,0.0001447564324812606,0.0006957073555849307,0.001333170177611063,0.0030860679911048814,1,1,5,0.2207492671509325,1.0609330878388972,0.49500787074480296,False,0.0031668047195403223,
