name,file,role,public_lb,public_delta_vs_e95,mean_abs_logit_move_vs_mixmin,mean_abs_logit_move_vs_e95,changed_cells_vs_e95,changed_cells_vs_mixmin,e72_adverse_exposure_mean,e72_adverse_exposure_tail_equal,e72_adverse_exposure_e101_plausible,tail_equal_law_cosine,tail_equal_law_projection,tail_equal_law_resid_ratio,tail_equal_delta95_l1,tail_equal_delta101_l1,tail_equal_move_mix_rmse,low_alpha_law_cosine,low_alpha_law_projection,low_alpha_law_resid_ratio,low_alpha_delta95_l1,low_alpha_delta101_l1,low_alpha_move_mix_rmse,e101_plausible_law_cosine,e101_plausible_law_projection,e101_plausible_law_resid_ratio,e101_plausible_delta95_l1,e101_plausible_delta101_l1,e101_plausible_move_mix_rmse,broad_law_cosine,broad_law_projection,broad_law_resid_ratio,broad_delta95_l1,broad_delta101_l1,broad_move_mix_rmse,q2s3_law_cosine,q2s3_law_projection,q2s3_law_resid_ratio,q2s3_delta95_l1,q2s3_delta101_l1,q2s3_move_mix_rmse,e101_active_law_cosine,e101_active_law_projection,e101_active_law_resid_ratio,e101_active_delta95_l1,e101_active_delta101_l1,e101_active_move_mix_rmse,e72_pos_law_cosine,e72_pos_law_projection,e72_pos_law_resid_ratio,e72_pos_delta95_l1,e72_pos_delta101_l1,e72_pos_move_mix_rmse,active_rollback_per_tail_equal_l1,tail_equal_preservation_score,transfer_shrinkage_risk_index
e95,submission_e95_hardtail_541e3973.csv,known_public,0.5762913298,0.0,0.005548278423068734,0.0,0,550,0.0007889140929277208,0.001315580606690742,0.0015573350202609316,1.0,1.0,0.0,0.0,7.678098110394853e-18,0.010280859977609783,1.0,1.0,0.0,0.0,0.0012352477369501407,0.019866101765929886,1.0,1.0,0.0,0.0,8.353609574390005e-05,0.010803632125800352,1.0,1.0,0.0,0.0,0.004372024205823411,0.03261129699556278,1.0,1.0,0.0,0.0,0.001079243935510901,0.015446959558862633,1.0,1.0,0.0,0.0,0.010792439355108907,0.048847575130515714,1.0,1.0,0.0,0.0,0.0013286343664470426,0.019145203089934327,0.0,1.0,-0.9992213324898696
e101,submission_e101_q2s3tail_177569bc.csv,known_public,0.576300366,9.036200000034356e-06,0.005239923012922762,0.00030835541014597454,50,550,0.0006922354035186647,0.0013155806066907404,0.0015425297373258358,1.0,1.0000000000000002,6.744041300175574e-15,7.678098110394853e-18,0.0,0.010280859977609786,0.989967087407148,0.8392986858820256,0.20043784205956122,0.0012352477369501407,0.0,0.016842573170198858,0.9959401839770375,0.9645776590718554,0.09410411910238611,8.353609574390005e-05,0.0,0.010463421752664476,0.9960827745975055,0.7703670124480982,0.23960018131874472,0.004372024205823411,0.0,0.02522146560428258,0.9999999999999999,0.7499999999999991,0.25000000000000083,0.001079243935510901,0.0,0.011585219669146963,0.9999999999999999,0.7499999999999991,0.25000000000000083,0.010792439355108907,0.0,0.036635681347886744,0.9918188828068005,0.805085561202898,0.22074557685098803,0.0013286343664470426,0.0,0.015540666588625216,10792439355.108908,0.9999999999999932,-0.9873570518407173
mixmin,submission_mixmin_0c916bb4.csv,known_public,0.5763066405,1.5310700000048527e-05,0.0,0.005548278423068734,550,0,0.0,0.0,0.0,0.0,0.0,1.0,0.005513215440443277,0.005513215440443277,0.0,0.0,0.0,1.0,0.01189854690602091,0.010663299169070783,0.0,0.0,0.0,0.9999999999999999,0.00574306558732237,0.005659529491578475,0.0,0.0,0.0,1.0,0.02210879173816179,0.01773676753233839,0.0,0.0,0.0,1.0,0.0043169757420437,0.0032377318065327986,0.0,0.0,0.0,0.9999999999999999,0.043169757420435384,0.03237731806532647,0.0,0.0,0.0,1.0,0.009456507498730586,0.008127873132283548,0.0,7.8302322640532305,-1.0,0.04748673316247908
failed_e72,submission_e72_topabs50_q2s3_gate_4e48cba2.csv,known_public,0.5764077772,0.0001164474000000526,0.006684221643935942,0.008825088615538192,1047,893,0.0023309447220717914,0.007652631419703543,0.007633779365575491,0.024467993506872728,0.04145516523186246,1.9461782396381566,0.016814385700502022,0.016814385700502026,0.01741845930185256,0.38247344264485156,0.3709328265686848,1.0948504531964887,0.01838214577284318,0.01729567021458902,0.019266669157419227,0.12312034062873482,0.20189741208471834,1.812532431178009,0.01632777679420784,0.0162912705207661,0.017716206405664726,0.767458342179515,0.6152479116283349,0.6420109760148234,0.01807171650508068,0.013861205988522212,0.026143480719789017,0.8114240499258272,0.6671558162514315,0.5845572777739149,0.003285728353202847,0.002344924817607201,0.012700546544113265,0.9814945253282461,0.6671558162514315,0.3573898883115094,0.015921051299410516,0.006513015943454137,0.03320338831966837,0.5329500099100924,0.5182327274123398,0.9534503737330626,0.015613183688295059,0.014407971568224417,0.0186165130493826,0.946870827337758,-1.9217102461312838,-0.0014443241714716185
a2c8,submission_frontier_cvjepa_refine_a2c8d2c8.csv,known_public,0.577439321,0.001147991199999976,0.04561420000223732,0.041131551740464276,1389,1256,0.004146122907110905,0.009984912904228947,0.010516654751978844,0.6849782918784802,3.4136713613437957,4.359945337530004,0.0334692943101225,0.033469294310122494,0.05123589709581381,0.5657656022622293,1.4916561444993894,2.2288923288447258,0.033409230229724425,0.033127855095525585,0.05237750872076625,0.6599653199532189,3.103825810917635,4.112260252319132,0.03330482903274819,0.033313496285354585,0.05080962776361494,0.4158504147493505,0.6626605537563293,1.487932627647993,0.033727683876439055,0.03302613587408132,0.0519663305826377,0.1909736131776041,0.6617995335088179,3.418388896433293,0.0404004713156626,0.040374588449938124,0.053529859230750085,0.5649924905938497,0.6617995335088025,1.0239352649913827,0.036700063408238004,0.036441234750993215,0.05721722495892476,0.3977386282527889,1.1121586087499808,2.5679648215718753,0.03722606112255669,0.03702466557015586,0.05353390623956297,1.0965293462174488,-3.6749670456515235,-0.6026194297785902
raw_timeline,submission_raw_timeline_jepa_rescue_strict_scale0p5.csv,known_public,0.5775263072,0.0012349774000000036,0.04902982305304972,0.04448103558691012,1750,1750,0.0038643382853731454,0.009066622286729942,0.00951124288044357,0.6494015907537481,3.3304710515724927,4.5432154869794505,0.035612189309326095,0.035612189309326095,0.05272562775979309,0.5404954835598313,1.49025346182859,2.370999351143542,0.03592449530718706,0.03562897587980628,0.05477479059533868,0.6260598934689463,3.0034947028790455,4.2436532959232895,0.03497169435684773,0.03498874026107965,0.05182994822092808,0.354354645915636,0.6174794936904482,1.673771121347958,0.037152013833880705,0.0362814460510235,0.0568267056450646,0.17549330535688784,0.664994203996774,3.745489921597147,0.04422512429491536,0.04421816243178507,0.058532936940964925,0.5162203556465141,0.6649942039967559,1.1530249559701249,0.040249753555165094,0.04018013492386222,0.06292536508059021,0.36607881137442344,1.074757722075818,2.7330905372148,0.04035643625409899,0.04012457527348121,0.05620771872691435,1.1302240703472988,-3.8938138962257023,-0.5601710914634459
stage2,submission_hybrid_0p567_foldsafe_stage2_q1_q3_s1_s2_s3_s4.csv,known_public,0.5779449757,0.0016536459000000558,0.0666787983091393,0.06294161580197212,1750,1750,0.005983138997572111,0.013152797141896842,0.013385074398602608,0.5136522998453174,3.68489152012817,6.715288087561493,0.05284360917225242,0.05284360917225241,0.07375388713829925,0.5692167228444817,2.2473618906741932,3.4775404979900557,0.052704923198886575,0.05343716933833799,0.0784346598285099,0.5202399845967043,3.4715842841605227,6.211790969749695,0.05110654092629875,0.05116296671556616,0.07209311204492495,0.6070331604319474,1.7462919873604972,2.404827466246605,0.059400077238482854,0.061992821994006964,0.09381505056537862,0.3204339459816269,1.68871151439036,5.039472866233473,0.05533463881483838,0.056022878000284854,0.08140666367123682,0.7762805030695854,1.6887115143903344,1.5345654673952744,0.05870077673807281,0.06558316859253752,0.10626244282416882,0.470063388587411,2.0050322416777027,3.8966659810136104,0.05824360135200287,0.059001450078224583,0.08166292121609821,1.1108396579561397,-6.201635787716176,-0.39292434709310486
ordinal,submission_ordinal_q_constraints_ambnext_Q2Q3_nearest_w0.75.csv,known_public,0.5783033652,0.002012035400000056,0.11549665742178448,0.11482160588325906,1750,1750,0.012885880192328475,0.02624262666381169,0.025202753359098218,0.113117446145249,2.076927829510132,18.27472170816076,0.10240856350577815,0.10240856350577816,0.1887649069744446,0.162179221578605,1.725875574730192,10.5259549470557,0.10429829192801889,0.10423919954042406,0.21141068177038191,0.12146280423990227,2.0680893100354654,16.934176368461493,0.10013493409574742,0.1001498496420124,0.18394829798918377,0.4040997014932075,2.416069470870689,5.649339797716895,0.1054726289294781,0.10667441147304872,0.1949795032892412,0.13352868338523174,1.1744806981411557,8.718698347585542,0.08076331329474151,0.08065052758934672,0.13586710650408243,0.35924169303631975,1.1744806981411204,3.056072059685277,0.11206623555777204,0.11093837850382421,0.15969898609733113,0.17658053085420472,1.759812591425144,9.838840116510456,0.1190834772748599,0.11920262576405309,0.19080228890508927,1.0943053170690065,-18.161604262015512,0.09231347938681365
final9,submission_hybrid_0p578_logit_after_subject_final9_strict.csv,known_public,0.5784273528,0.0021360230000000424,0.15638793946693835,0.15641862713470853,1750,1750,0.025058260452180982,0.04712565356327149,0.046003803086353066,-0.1284647658297094,-2.3297588243056984,18.29076113997165,0.13067764671725304,0.13067764671725304,0.18644742081294044,0.09516000667610008,0.9746494653836962,10.195769515731019,0.1458881317103276,0.14667744773844982,0.20347293092702834,-0.09333481125687447,-1.6208977942276441,17.48818656250245,0.1305990940858071,0.13063495465287184,0.18762113777850392,0.43634920279075723,3.2623714532897954,7.097431707235059,0.15289739771750305,0.15520026190927966,0.24381885813619014,0.26830481443888315,3.20198973785591,11.705551768822028,0.13860325340536395,0.13920691602651747,0.18434632301322376,0.5964400434299524,3.20198973785595,4.839094682004392,0.17542549845549504,0.18146212466703038,0.26223831885531,0.18405575211671416,2.195678403678761,11.78642053554922,0.1594710926297161,0.16019543116792428,0.22839117210504892,1.3424292743430162,-18.41922590580136,0.46549541923374493
q2_bad,submission_jepa_latent_q2_w0p45.csv,known_public,0.5798012862,0.0035099564000000694,0.09360039163942636,0.08979478840486091,1750,1750,0.00774439139400514,0.025286450729795358,0.024872026194271934,0.2770910828450952,3.6848915201281516,13.056795615270662,0.08352860472887642,0.08352860472887641,0.13671985890754107,0.3329276493248847,2.4031422548296906,6.94955363237304,0.08199340886167793,0.08277793665890826,0.14339772827298317,0.28784572683653553,3.8333977421157313,13.064843917844998,0.08267270278773103,0.08274145859487504,0.14387783154832434,0.3649053893529388,1.8142038159070126,4.699946154297985,0.09562123513266163,0.09827769346922363,0.1621339151935724,0.12656007111575807,1.9805398509646541,15.554113356562002,0.14932074292494912,0.1500688502468691,0.2417296285696986,0.4011003184477596,1.9805398509646257,4.628224458703539,0.11154094023680784,0.1190220134560075,0.24119793657450117,0.31518081465351916,2.163216653332129,6.6166478501372135,0.07885591353291241,0.07966523312526405,0.13140146934736419,1.3353621863893934,-12.779704532425567,-0.003793386586202263
lejepa_bad,submission_lejepa_targetwise_strict_best_scale0p5.csv,known_public,0.5802468192,0.003955489400000012,0.13927468638854157,0.13643337380160062,1750,1750,0.011812807879462942,0.02130946965723119,0.021459651572974487,0.29697361089726343,5.112094121383932,16.943922004971053,0.13577778883785377,0.1357777888378538,0.17697439073969462,0.33358773626395133,2.759382681413863,7.994028231608286,0.12306886855166535,0.12386602489837993,0.16432911405573195,0.2752747572562614,4.419415929430131,15.808547083239175,0.13160811407324374,0.13168111308463834,0.173447592464925,0.40754530270516576,1.825675610526943,4.173277985867941,0.10738562614941735,0.11005565892560243,0.14608842049523363,0.22675455872144804,1.802012703682538,7.781412393680172,0.09943562856192789,0.10018637897042545,0.12275659424574115,0.7017498438527542,1.8020127036825209,1.997500073927517,0.07787298424490492,0.08538048832988071,0.12543494195311208,0.239639934891714,2.252309322884899,9.210394772373146,0.13735332811837664,0.13816859601655174,0.17994045703387831,0.5735325704699836,-16.64694839407379,-0.1089351723039434
