path,file,family,known_public_lb,known_delta_vs_e95,e164_candidate_gate,e164_broad_edge_gate,e164_broad_edge_score,e164_expected_delta_vs_e95,e164_cells_to_flip_expected,move_norm_vs_e95,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,entropy_delta_vs_e95,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,geometry_health_gate
jepa/submission_block_canvas_multifeature_k8_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k8_c0p02_all_scale1p0.csv,jepa,,,True,True,0.0935446123665366,-0.0258809118488446,54,12.3594287553294,0.2243986391253983,1.358088633358109,0.020377694026817585,0.4507424408340974,0.8926540494676087,q2_bad,0.2685385822251403,0.06166185233791368,-0.09914567450240845,-0.13768348927189472,0.17935029875212705,0.1471939849815808,0.25346402878052876,-0.02830015452050552,0.16325455744036954,0.10870561427493303,0.2685385822251403,0.08391683357339069,0.23938867906934835,True
jepa/submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k5_c0p02_all_scale1p0.csv,jepa,,,True,True,0.0878213923923125,-0.024263333584815,57,11.079420908958191,0.20754197834569074,1.4004694216890772,0.017979224522213507,0.5123995274142077,0.8587471829972404,q2_bad,0.3140026369207378,0.09001807839465678,-0.1158754877268866,-0.15107404116840686,0.23392659719063882,0.19839196054801833,0.30162711111391766,-0.017285221373708245,0.18102283397293834,0.12182101175205881,0.3140026369207378,0.11452514889686771,0.3028665520800594,True
jepa/submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,submission_block_canvas_multifeature_k8_c0p02_noq2_scale1p0.csv,jepa,,,True,True,0.0849155710982857,-0.0240976106310886,50,11.714458514070435,0.2001816110192558,1.358088633358109,0.01953766717995125,0.44844773627653484,0.8938090555753231,stage2,0.26915440828812676,0.06505680736132259,-0.10243658014935556,-0.14385270699444963,0.19156290535603765,0.15785028719028327,0.26915440828812676,-0.025573714620268834,0.1693629481097971,0.11578597354139693,0.15321210265196347,0.06700239172301409,0.1707323257860772,True
jepa/submission_block_canvas_multifeature_k3_c0p02_all_scale1p0.csv,submission_block_canvas_multifeature_k3_c0p02_all_scale1p0.csv,jepa,,,True,True,0.084478478584673,-0.0236626824866527,56,10.678432692096763,0.19691976494256497,1.4109203580720746,0.017127351562094762,0.49150221685797574,0.8708763234947285,stage2,0.29656225957644894,0.11182732276601405,-0.11690630195670747,-0.13477506252346103,0.21521719927312075,0.17883199605650124,0.29656225957644894,0.010218501503931164,0.1984953937071361,0.1324711338419514,0.2839333869748798,0.15211222104729077,0.2633296057043453,True
jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p35_mw1p0.csv,jepa,,,True,True,0.0833679065618133,-0.023754522258768,50,11.547703328979727,0.19726687430436313,1.333644279185557,0.019379054089893478,0.4217414181250704,0.9067161497612442,stage2,0.2237879140097765,0.05207404897519693,-0.09319864167031076,-0.13461708794600824,0.19135219221087155,0.15177962564075165,0.2237879140097765,-0.043739869915120216,0.15474387876040233,0.12031887763541615,0.12820427572772475,0.04655595631522823,0.15175301807925265,True
jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p5_mw1p0.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw0p5_mw1p0.csv,jepa,,,True,True,0.0826437188027033,-0.0235864819748736,50,11.491319413575866,0.19622447543995253,1.3231681273973201,0.019296665502904195,0.4120414744276652,0.9111650911615724,stage2,0.20367386343686006,0.04633361857428236,-0.0890403216985329,-0.130405418757777,0.19100897933909003,0.14892817948058137,0.20367386343686006,-0.05161913475643534,0.14815379855423072,0.1221413527626144,0.11711024912379792,0.03756193689664778,0.14326190384637466,True
jepa/submission_bigshot_11_jepa_multifeature_rawstack.csv,submission_bigshot_11_jepa_multifeature_rawstack.csv,jepa,,,True,True,0.0809477294176258,-0.0232783928779901,49,11.417966174745272,0.19492240469984545,1.3057078744169262,0.019140065231639244,0.3988440886105009,0.917018752796506,a2c8,0.1900855109955047,0.036573849851948725,-0.08187024006204027,-0.12307070932707904,0.1900855109955047,0.143852817099003,0.1694017154139027,-0.06480723687548696,0.1367779772381626,0.12499274684118925,0.09819861887684726,0.022333745696374533,0.12869052589047686,True
jepa/submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw1p0_mw1p0.csv,submission_jepa_multifeature_rawstack_k8_c0p02_noq2_rw1p0_mw1p0.csv,jepa,,,True,True,0.0795710906676015,-0.0229352647725111,49,11.370805008587277,0.1942457409472209,1.2882476214365322,0.01895929976193261,0.3899827821447088,0.9208221487511434,a2c8,0.18871440286281804,0.02662639541589245,-0.07443558178411393,-0.1153747752423424,0.18871440286281804,0.13839230540619962,0.13437612297243837,-0.07798583398780726,0.12496652721741987,0.12758644719923745,0.07886035663463468,0.006892712618146645,0.11366827989605896,True
jepa/submission_block_canvas_multifeature_k5_c0p02_noq2_scale1p0.csv,submission_block_canvas_multifeature_k5_c0p02_noq2_scale1p0.csv,jepa,,,True,True,0.0786420098959509,-0.0221696904366979,53,10.355676756098283,0.18250476553662404,1.4004694216890772,0.016409196180180035,0.5122039109846442,0.858863873714592,stage2,0.31695398412444387,0.09630931936560076,-0.11929426590383067,-0.1585858554621905,0.24092786915065015,0.20379534502044883,0.31695398412444387,-0.014280682425204907,0.18278890538010867,0.12452036241522536,0.18021438035659323,0.0787463122168075,0.2290049050716193,True
jepa/submission_block_canvas_multifeature_k8_c0p02_all_scale0p75.csv,submission_block_canvas_multifeature_k8_c0p02_all_scale0p75.csv,jepa,,,True,True,0.0778970801633447,-0.0207369722440972,58,9.518111586074717,0.17313619639422137,1.022972063102257,0.01605877997027405,0.49420608904176383,0.8693447771477347,stage2,0.3353736625871261,0.07765113970601979,-0.10280494542598466,-0.15997655809839298,0.23602081798898827,0.21077843819389658,0.3353736625871261,-0.020724825966906467,0.14685552955843809,0.0854807474328001,0.3118250625824421,0.12274552131941821,0.28595759047236435,True
