target,benefit_rate,gate_auc,gate_prob_mean,gate_prob_benefit_mean,gate_prob_harm_mean,margin_keep_rate,hard60_keep_rate,toward_benefit_rate,closer_benefit_rate,rows
Q3,0.5022222222222222,0.5521689317319848,0.30186557240711914,0.3131662322931845,0.290464013772071,0.057777777777777775,0.0,0.4509090909090909,0.4339622641509434,450
S4,0.5333333333333333,0.568968253968254,0.2892229566462197,0.3051052473849255,0.27107176723055587,0.08444444444444445,0.03111111111111111,0.48034934497816595,0.47465437788018433,450
