target,block_rate_std,base_block_loss_mean,oracle_block_loss_mean,oracle_gain
Q2,0.28314903168436856,0.6962750965214384,0.4933163504994613,0.20295874602197705
Q3,0.22843274647739392,0.6716005753377844,0.5537599198855262,0.11784065545225819
Q1,0.2510276688845649,0.6656020026868852,0.5501136687168137,0.11548833397007152
S2,0.2553451766026531,0.5799638231666969,0.49416930831864825,0.08579451484804868
S1,0.21818375142303284,0.5862069224695152,0.505999384519027,0.08020753795048818
S4,0.23729094746021984,0.6392743341294874,0.5615209642713005,0.07775336985818693
S3,0.26685356573501884,0.5447563023126096,0.4696799299159144,0.07507637239669523
