policy,expected_delta_focus_mean,moved_cells,moved_rows,targets_moved,cells_to_flip_expected,top1_over_abs_expected,top5_over_abs_expected,cells_for_2e6_guard,cells_for_e95_edge,support_prob_swing_weighted,bad_span_energy,bad_span_residual,max_bad_axis,max_bad_cos,entropy_delta_vs_e95,mean_abs_logit_move_vs_e95,max_abs_logit_move_vs_e95,q2s3_share_vs_e95,cos_e154_axis,cos_e101_axis,cos_mixmin_axis,e168_expected_abs_share_vs_all,e168_benefit_share_vs_all_focus,e168_top_benefit_focus_cells_kept,e168_edge_like_rate,e168_between_train_runs_rate,e168_all_veto_null_rate,e168_all_safe_density_mean,e168_e72_active_rate,e168_decoupling_pass,stress_gate,cos_bad_a2c8,cos_bad_raw05,cos_bad_stage2,cos_bad_ordinal,cos_bad_final9,cos_bad_e72,cos_bad_q2_bad,cos_bad_lejepa_bad,cos_bad_resid_bad,materialized_file
context_high__veto,-0.00012045673036518367,904,193,"Q1,Q2,Q3,S1,S2,S3,S4",32,0.04841537487014631,0.19776916523998583,1,4,0.4599066764002027,0.29532636060968254,0.9553964311891895,q2_bad,0.2223813605484257,0.00010127576694838326,0.0010959280847877646,0.010205926073456162,0.34777476718904526,0.08717950318804804,-0.02189595763702857,-0.020672273103378776,0.3627377809790067,1.2656086577151304,19.0,0.6106194690265486,0.8196902654867256,1.0,0.346150416414107,0.2688053097345133,True,True,0.12078966672852709,0.11160031167962851,0.1460677104394809,-0.05916715129754462,0.003807785471178283,0.01811184015570247,0.2223813605484257,0.03139306346383787,0.20941683024731075,submission_e169_ctx_veto_c5e806e3.csv
context_high__high_density_p50,-0.00011907987592431485,894,193,"Q1,Q2,Q3,S1,S2,S3,S4",32,0.048975174948697436,0.20005586021102076,1,4,0.4607017817925092,0.29585645199468397,0.9552324114125931,q2_bad,0.2224640735814093,9.990941300469564e-05,0.0010858512532442581,0.010205926073456162,0.341722037793722,0.0875089206658167,-4.988746905793038e-16,-0.006441673679126037,0.3585915857178714,1.2522161801532858,19.0,0.610738255033557,0.8176733780760627,1.0,0.3492182425483609,0.2606263982102908,True,True,0.12198572212735934,0.11257802813569327,0.1456969038579908,-0.0587991680873228,0.003273734826971565,0.02364829390265096,0.2224640735814093,0.031282555372844176,0.2091177469414448,submission_e169_ctx_high_density_p50_51110c7e.csv
